lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,40GFP1,40GFP2,40GFP3,40GFP4,40GFP5,5GFP1,5GFP2,5GFP3,5GFP4,5GFP5,SolventBlank1
PC (40:8),0.4130901058862666,6.645923797179894,4.1533781694352,0.04155154809831276,0.20604587895942356,830.6 -> 184.1,PCandSM,49985.723236087,57647.544494642,59607.164428707,85141.8661613052,69042.545166018,64775.184532171,51707.6835403534,37518.2025832968,35391.242919915,32223.321945205,16843.101181034
PGo (18:0),-0.4132949216788645,9.720586957558371,4.158875557575811,0.04141689051561074,0.20604587895942356,516.3396 -> 327.3396,PG,769826.45239254,296823.06555175,315515.32189945,356884.31921332,295466.41516112,671467.18945305,392534.60974168,564464.84594726,476891.39294433,351030.86755371,155357.27044671
PI (40:8),0.41238424841323723,8.168950125848438,4.140266226301037,0.04187458319171876,0.20687294084267027,924.5332 -> 647.5332,PI,201329.31237789,155615.41149905,160359.53076173,249860.35473635,155412.23071289,110880.2475586,134304.7092285,137077.50976558,124330.68774414,126663.36901857,52353.08374025
PI (34:3),-0.4111902742038468,8.135976750487766,4.116416874406809,0.04246893711310394,0.2090292666830841,850.5176 -> 573.5176,PI,126808.048370451,155073.730743385,160883.411346443,129829.14859004,121890.288330139,163760.552215678,158546.892272877,185682.392883334,151300.711120663,192623.672332813,30305.882278452
PG (16:0),-0.410834032576185,9.601502675411359,4.1096462211353355,0.04263928098398041,0.20909040008440763,516.2668 -> 327.2668,PG,706512.17114255,281060.68237306,288290.30004886,330103.58654732,268461.37792963,611024.97424315,367604.06445317,511925.82604981,455079.45947272,313898.76367186,143345.310180645
TAG(58:0)_FA 20:4,0.4071448780969055,6.527586401113223,4.034987807351968,0.04456599737488354,0.21773203145515058,964.9 -> 643.9,TAG2,77781.544738801,47529.043426517,49389.363464341,71883.005310054,57237.18414307,39961.502868665,41365.682800305,44783.903106672,39771.802520757,43330.982971211,11137.5008811925
12:0 Cholesteryl ester,0.4057143739249662,7.861180989769502,4.007733200493021,0.045292006033650606,0.2204654999579169,586.5219 -> 369.1,CE,128825.547992686,115928.348674778,156510.291839576,220971.536396021,126742.189228056,98972.5272369342,110443.088024141,103785.167011264,100097.526100165,102677.367954243,39250.5627861052
Lyso_PC(20:4),0.40498113622012416,5.270916027630249,3.989864275146523,0.04577475133117269,0.2219086163039493,544.3325 -> 184.1,PCandSM,15908.981117255,15211.180923456,17017.0812034672,50938.423408487,20650.521484386,16437.580978393,16647.441268928,16591.761146548,18420.301345824,13515.0408058148,10188.620651246
PC (40:5),0.4045250789863779,7.953948810447983,3.9843914605517057,0.04592368645565115,0.2219086163039493,836.6 -> 184.1,PCandSM,138971.708984414,140084.869262686,151261.85202023,210821.319076573,159924.8292999,141222.429534992,122104.128387422,92403.906509361,97776.3680267219,100800.607803319,37814.183105474
PI (42:3),-0.4019413269052321,8.927622235535663,3.9341305344023567,0.047315593629447976,0.22780307623777862,962.6428 -> 685.6428,PI,310853.081085779,204625.834777722,143616.429687575,447752.271453855,150894.870117205,464964.756713869,327512.637512251,126103.750457783,285252.937622025,292414.125518787,30608.7423400943
Lyso_PC(20:5),0.40176160760713586,5.294137041550395,3.9269526564917783,0.04751797664776984,0.22794855464364952,542.3168 -> 184.1,PCandSM,16679.3410797108,17163.101058954,18102.581237788,48948.8235549691,20688.321578988,18599.061157225,16809.4212875348,15766.761100761,17087.441246041,14972.240982047,10159.3806610135
Lyso_PG(17:1),0.4005504862047816,6.754409812206132,3.9059484346403224,0.048115462070873805,0.2299814865770286,514.2801 -> 325.2801,PG,50227.5034942839,47073.243240381,46525.0034942095,157722.772552501,47559.203887879,47607.562698324,49699.563095159,46366.263458218,47891.5231628,46603.103866629,19791.281227118
C22:0,-0.3996736434310048,11.844602966334914,3.890240921438817,0.048567456115335486,0.23113633275081846,339.3 -> 339.3,FFA,1162049.46075447,1720919.14367617,1495585.31762646,1720045.58825747,1341714.67468257,3051352.82446292,1543086.27380362,1854449.39477535,1508542.60455319,1052557.79089365,1849533.07275394
PC (42:3),0.3992222773944613,8.964503340121977,3.88124694720318,0.048828279585481985,0.23113633275081846,868.7 -> 184.1,PCandSM,307349.143341047,321335.516357391,217784.834716845,468607.748260464,325102.841369109,167798.011993378,254810.034118672,239402.313995344,241329.973296519,237024.221069395,58527.3834305018
TAG(60:10)_FA 20:4,0.39890566148690276,6.7776753032920976,3.8740931902630114,0.04903679293234744,0.23113633275081846,972.9 -> 651.9,TAG2,91206.346008333,61825.944152827,52660.2838897908,85342.726318284,69702.684417755,47714.983398434,50158.963684061,49926.703613276,46960.483215314,55366.363952629,12763.060791017
TAG(60:4)_FA 16:0,0.39893135110946837,6.002200099442902,3.8734574096688448,0.04905536971524168,0.23113633275081846,984.9 -> 711.9,TAG1,59273.90386961,33686.122329718,30534.142364501,40527.142868042,29472.222198479,27696.601806643,26166.481910714,24785.181747437,27269.901977533,27804.342071537,18820.5613327002
TetradecanoylcarnitineO-tetradecanoylcarnitine,0.3980038891875423,10.90248358673404,3.8578669181952145,0.04951323945205506,0.23246641501603155,372.3 -> 85.1,AC,1108496.70544433,864094.86810264,1245688.34631352,1516590.39147888,736204.57421884,793792.01367136,825105.29235915,695211.51196297,817662.8139644,648524.96118141,765859.41821296
PI (42:0),0.3948727009764759,6.49486479914135,3.7960871240009624,0.05137250285734976,0.24034344092979185,968.6897 -> 691.6897,PI,59518.003906253,50982.203643792,70979.865432743,56751.463745109,50859.943679795,39023.462738047,42082.543167094,47630.403533952,37456.062652584,36035.922515852,14201.2209548999
22:1 Campesteryl ester,0.3939730292564237,6.197683935161247,3.7783030227731165,0.05192129347041061,0.24120628966604787,738.6784 -> 369.1,CE,48425.8036804249,43734.3633690089,46284.7033233693,47584.0432586755,28081.601879126,29424.7820472733,30477.1823272725,28708.262115486,31313.2023315375,29228.2021484369,25638.1017837424
TAG(48:2)_FA 16:1,-0.39407832611290367,11.047245474674483,3.7823922968800616,0.05179455791133207,0.24120628966604787,820.8 -> 549.8,TAG1,873757.9033205,936510.34375,1406220.10644525,1016398.59570316,923575.24316432,1299249.4697266,1261186.60351568,1319583.1318358,1126793.5605471,1231111.98339866,328307.063114007
22:3 Stigmasteryl ester,0.3928733186874135,6.268171783391875,3.7574423834008703,0.05257293662600542,0.2433796087161929,746.6471 -> 369.1,CE,48547.2635993813,43419.0031585769,59437.48468398,48402.1834640492,28966.8820838939,31987.7223167496,34117.8223647962,29622.1420669571,32815.2820968567,31082.8219604455,24271.961585994
PGo (36:3),0.39013548378529417,7.332613796817689,3.7064790992778853,0.054201612031848395,0.2500450673524992,776.5536 -> 587.5536,PG,121355.028808658,90807.546844475,85728.765777587,116557.028564472,85733.506134041,60735.584136958,71594.84475708,73755.745849619,66354.00466915,76966.385650629,36969.082763671
PEp (20:0),-0.38961505853881717,5.56102108550009,3.6943872264747593,0.05459583295077653,0.2501207018229347,494.3606 -> 353.3606,PE,23258.6217765815,20854.22163391,20452.121688847,22206.101409916,20827.12136078,20598.9415817289,23874.921669012,26815.121887208,31205.8817596451,26763.241836538,13977.6809234607
TAG(60:3)_FA 20:0,0.38975029010503853,6.511999746714784,3.6985905648937702,0.05445845169052941,0.2501207018229347,986.9 -> 657.9,TAG2,68037.645233164,55919.144042962,45489.4431342721,71497.705078135,59433.804168687,43383.48272705,41127.543121337,42695.723129287,38087.322570807,44695.763122561,9458.5207290657
Cer(d18:2/16:0),-0.3882174060159058,6.3462419404656565,3.669344973237571,0.055421961088633134,0.25216040027955416,536.5 -> 262.4,CER,41985.4225425752,40193.2435035625,35707.3225669844,39834.642936708,31046.062255863,44494.8636321975,42868.6227493315,43655.7032356281,50515.303337085,44888.4434432941,21404.3215942346
PC (46:0),0.3887820407532154,3.864818640976975,3.671619166207548,0.05534639258684544,0.25216040027955416,930.8 -> 184.1,PCandSM,7339.360565184,8428.8405952393,8151.4406013472,12618.5407867391,7202.8005027757,5525.5603523244,7559.0005531282,5481.0603866567,6043.0204162602,6023.6404190088,4281.7602996837
PC (52:0),0.3866861429436937,3.3554808798675833,3.6280033642205898,0.056814938531707965,0.25761294046568955,1014.9 -> 184.1,PCandSM,5793.6804122913,5010.5803451527,5805.0804290738,8927.860595705,5215.4403877243,4038.3402442909,4720.10031128,4264.9803009025,4456.9203071593,3988.6402893065,3034.1802368166
PG (40:3),0.38538156177142113,6.495314269075988,3.616274161677211,0.057216877098247465,0.25854998388423084,846.5954 -> 657.5954,PG,79873.445190434,47692.923187276,36752.022857647,69859.105209271,45407.743133554,40146.482864385,45688.083206177,35744.70233153,35813.502243036,37939.94258116,21409.581604008
PEo (34:4),-0.38499797019231136,6.082667169735585,3.608558626558306,0.05748291985727973,0.25886865949332777,698.512 -> 557.512,PE,36144.562240598,27846.6419220058,31689.0822982759,30396.082321177,30535.282348629,38928.962646496,38508.202896116,37008.702713009,33452.1221618553,39956.342864993,18576.2410201926
Lyso_PE(15:0),-0.3841245449159185,5.686834728844634,3.5916342623597757,0.05807110854275469,0.260631009188499,440.2699 -> 298.2699,PE,20996.6218490701,27045.142501826,24664.3417281986,30249.6625938405,17931.0812301627,20262.2611770535,33787.0029450024,31991.6021270594,31724.761611937,27450.3021468988,12599.7809600813
C20:1,-0.3826350505385315,11.1907130513502,3.5665500355898976,0.058954675492708074,0.26358705572184615,309.3 -> 309.3,FFA,960192.108947729,1147712.02551319,1046402.83572447,1371014.89117497,1071897.41748049,1204281.32226556,1961423.62957762,1236732.17846634,1277039.71813961,1065835.44293203,475699.173095622
PG (36:1),0.38237344318868094,10.908006274693047,3.561678759979258,0.05912791204636579,0.26358705572184615,794.5641 -> 605.5641,PG,1202576.61206054,920528.82495127,1038240.0986327,1971839.29492211,1183927.68237304,775067.59472664,903986.88769552,1078904.29406769,792435.07739267,869129.04357897,221845.65625001
PCo(42:0),0.3815669273954687,9.090843715483894,3.546541383126169,0.05966970321546669,0.2651096881116708,860.7 -> 184.1,PCandSM,319219.003264915,331705.752258319,327965.608062675,470784.008270279,336470.853759866,276971.877319328,262141.397659733,235109.917037962,248956.981109576,232092.614929242,59325.6235351425
TAG(60:5)_FA 16:1,0.37988752528128406,6.051790801284096,3.513606186190799,0.060866833796373206,0.26952403995450874,982.9 -> 711.9,TAG1,58905.183715811,34387.542846668,31758.742248541,42323.002990728,33913.502410881,27102.261901846,26699.082015987,27374.761810294,30534.902221667,29324.002227783,17949.8413391122
Lyso_PI(18:4),-0.3795445581320296,6.233248845931292,3.507582959605088,0.061088517261001285,0.26960398951188563,610.2649 -> 333.2649,PI,38957.482391347,34588.041671757,34009.022514336,36487.302658084,33576.3226089417,38819.142868091,46183.783370964,39411.803527829,46485.083023058,41388.383178736,17645.1609993034
1-O-tricosanoyl-Cer(d18:1/16:0),-0.37758234568562304,6.395343830161998,3.4717469431768677,0.06242535095013656,0.2733314676762381,874.9 -> 264.3,CER,53975.9230919026,38220.3629188421,39618.0830917419,39045.6426963786,34048.5221748475,45226.763523104,49561.1031379721,48719.8636283885,51053.403526311,49377.7035064741,15021.8009414667
PCo(42:2),0.37732672526174427,9.11836243967211,3.46838266061718,0.06255244313134452,0.2733314676762381,856.7 -> 184.1,PCandSM,328548.144286649,348902.378540135,316839.741394062,479793.475463771,338915.183013814,269232.553986081,273083.115875232,241325.497558608,253254.437316901,241941.596832218,63650.12480157
PCo(42:3),0.37768354641340923,9.135803699325445,3.474928890595152,0.06230539994712659,0.2733314676762381,854.7 -> 184.1,PCandSM,333922.302307083,345146.656494162,326734.918640075,489933.661560045,333825.677245591,271613.519958439,274677.384888125,245613.537445124,258728.994796739,238585.419799834,68937.743660001
TAG(58:6)_FA 16:0,0.3769640251998343,7.401471093408204,3.461176051171605,0.06282561527613456,0.27362208758421763,952.8 -> 679.8,TAG1,118551.108398425,79626.145813001,102122.967041012,137057.108764642,91433.08630375,74788.585388198,78206.645996075,73357.725097656,74042.965270998,71007.04553221,35730.3422889583
TAG(48:1)_FA 16:0,-0.37646634815695895,11.021779806681028,3.4527957456668905,0.0631448769192129,0.2741108755443865,822.8 -> 549.8,TAG1,872623.30078135,902253.42285159,1403285.3427735,989923.5166012,937695.97949263,1233867.53125,1240873.24121078,1299174.0097657,1119649.39746061,1209000.56054695,318746.301387571
Cer(d20:0/26:0),-0.37541742484818463,7.286976359025923,3.432800641518952,0.06391363048186266,0.27654132927446456,708.7 -> 292.4,CER,81025.104393002,59095.6045761165,100879.327548982,59698.1041259866,50374.9834442202,78692.7654991008,93714.607040417,80734.9058265186,89474.6865195807,75534.5646591436,52495.2033195535
PGo (42:6),0.37491394095229713,8.246482249645801,3.4241009978527472,0.06425121658588202,0.27656643052682633,854.6005 -> 665.6005,PG,277445.485992413,172320.175292927,147334.068206701,229642.534362817,159279.271301318,97858.087341356,179338.952255312,136907.410430857,143371.291030875,139207.307891776,40048.042541518
TAG(58:3)_FA 18:0,0.37483499117377095,6.8224516075810175,3.4218928307657275,0.06433720589294752,0.27656643052682633,958.9 -> 657.9,TAG1,77627.425231917,56066.763885481,56552.683898922,91839.965393034,65445.984619151,48497.363220181,49967.623352067,50041.583679197,47302.863586403,48867.423339836,27749.9618339567
PC (42:8),0.3735180894923944,9.130783713241263,3.3989133088798553,0.06523938546224912,0.2795370432104137,858.6 -> 184.1,PCandSM,339750.220520095,334554.760742197,330164.501617363,483104.855651779,337632.603332936,270482.999328657,280667.858764172,245356.033966032,250873.278319792,242931.678985515,66123.6255646312
PE (42:1),0.3731194936379215,7.684160590661681,3.3913049232405683,0.06554105928155245,0.27954276425078073,830.6635 -> 689.6635,PE,191095.672851602,111129.507232698,122204.028656129,107207.106719924,145776.309570348,74248.7641449,96412.426193285,95638.78591914,108106.88654704,105670.748474073,17721.2412185647
PI (22:1),-0.3746507947079051,3.9824531182539706,3.3882403463069437,0.06566299069636919,0.27954276425078073,672.3818 -> 395.3818,PI,1933.0801391602,2034.640136719,2033.8601226809,2148.2401542663,1731.3201141352,1950.5401496886,1991.7401466366,2231.0601615906,2645.4401588443,2919.9802513115,27108.701705945
PCo(42:1),0.3724152508113686,9.117148884347,3.3789246273636313,0.06603512798145268,0.2802259918187287,858.7 -> 184.1,PCandSM,334378.5235595,326074.963623007,332013.356933643,477286.911254737,334564.72222858,278492.481444768,268518.695861766,249656.652465368,244047.458649196,235166.215637237,67649.8653641607
PE (32:4),-0.37190953418728245,5.959089075634976,3.3678907379319303,0.06647881746009567,0.2806473579234415,684.46 -> 543.46,PE,37709.463134782,28439.9217453099,25330.64164733,26834.661514281,27997.801818851,31372.9218292219,35308.142303459,34386.9025116,34571.8420104878,38300.063018804,15451.781074519
PI (22:4),-0.37187277311744016,5.222238692117142,3.365920918759755,0.06655836132021195,0.2806473579234415,666.3349 -> 389.3349,PI,17560.4012184221,17373.9814338617,18894.801162717,20953.4216842621,15559.12088775,19980.661460879,25395.8617744437,21463.2612686148,19497.341480256,21207.621505733,7221.2204933148
Cer(d18:0/16:0(2OH)),-0.37114304406274784,7.184073551407237,3.355261669430547,0.06699056321514067,0.28157303395824207,556.5 -> 266.4,CER,98616.86665352,67908.1448059099,60193.3440322919,62975.384933458,52002.4833373959,91221.266799971,71252.7650413524,87550.585838366,86924.165412961,66900.645103462,37219.602600087
PI (40:0),-0.37047349597475027,13.32735622619445,3.344089317135513,0.06744679084257336,0.281750564215735,940.6584 -> 663.6584,PI,7000047.76000865,2281243.42785646,10540651.0783693,3323449.41754142,3927893.5817871,2319052.4600219,22255537.8282471,2596703.52526864,3745454.4697876,2231675.59344478,210821.173645012
PI (44:6),0.37060677100362993,5.606486758317534,3.343805946821817,0.0674584054806556,0.281750564215735,984.6271 -> 707.6271,PI,48240.6831970141,24583.541748048,24217.20195007,29372.9620056188,23076.421699519,20321.6613235406,21115.241561888,24763.981651299,18881.3614883421,20517.2415542644,11954.3009681736
PG (40:8),0.3692454060283045,7.135042308212245,3.321124974896974,0.06839501285006026,0.2847641415518233,836.5172 -> 647.5172,PG,131608.969604518,73069.764282232,69283.285644556,83047.506164499,85334.805480923,57353.643310557,76280.344451831,59133.283538814,58646.004669202,62890.324920659,26270.262054448
PE (32:3),-0.3679103457731226,9.856807347363443,3.297986446708819,0.06936486293037898,0.28789679786777983,686.4757 -> 545.4757,PE,348760.531707935,613704.806701193,498662.800780747,461032.133544895,487206.897949268,459446.283508325,455211.673278848,739101.000152662,623140.775512639,598621.570220917,22521.481460566
PC (40:4),0.367593898462903,9.130852266216184,3.292236579431119,0.0696081442347513,0.2880036967712835,838.6 -> 184.1,PCandSM,315267.780089792,331029.629211966,324112.761932372,481527.862060626,350672.369262751,305172.381072509,259073.840026914,247398.160095194,232913.61831665,234552.842102042,77992.465805081
PC (42:10),0.366822883653151,9.120857059298462,3.2784783475597123,0.07019398107970844,0.2895228378490155,854.6 -> 184.1,PCandSM,334192.198425266,329708.207458003,314462.741332991,492387.6546326,340058.238037587,265865.356079059,277987.297912678,248493.633361852,253008.59828186,240143.978637691,64998.365142819
Lyso_PC(20:0),0.36496476869055433,5.770845472330032,3.243066274025182,0.07172628258621756,0.2930499144077228,552.3951 -> 184.1,PCandSM,25482.6019287054,25407.7418517958,21119.681503295,55884.6043395729,23631.78196716,25251.541854874,22263.361480716,18071.4813232348,22439.1413993842,18576.961231224,24149.2217865095
Lyso_PC(22:2),0.3649339005720775,5.711971122387358,3.2426060171907807,0.07174643257873942,0.2930499144077228,576.3951 -> 184.1,PCandSM,22097.9814910825,23349.6815109343,25564.721565257,65314.764389034,20741.5214004427,25768.4217605609,23323.5818023746,21905.961883544,22494.641609188,16675.4010925264,16087.2611694297
PC (42:0),0.3649520547081442,6.119377321702494,3.243678961396853,0.07169946861370552,0.2930499144077228,874.7 -> 184.1,PCandSM,39686.442817693,44622.642852743,44055.842765782,47352.1034851078,45727.30331421,27287.781791704,39410.7624054315,32925.4420661629,23306.9018936184,36230.562927241,10171.7807197584
PC (42:9),0.36449121408859775,9.13790002957518,3.237044445652827,0.07199039782177509,0.2930499144077228,856.6 -> 184.1,PCandSM,330485.219543384,343041.861083985,321199.482177714,485929.269836453,348049.739440876,284615.94293219,278939.399078821,243546.738769577,251771.813324048,242293.593261687,66042.60477443
PE (28:2),-0.3643253408594893,6.917759467135309,3.2332854458200018,0.07215579463513418,0.2930499144077228,632.4287 -> 491.4287,PE,55432.44351199,62402.144317618,61764.463012712,57121.084564216,50871.283981355,60013.164154092,77514.805633599,66025.244201669,74385.964416597,63410.945297206,27368.4420929
TAG(60:9)_FA 20:0,0.3635912934257063,6.81861301335303,3.220275580568909,0.07273138448490003,0.29448426011623136,974.9 -> 645.9,TAG2,78515.12597658,62727.704345718,63592.7642631342,83613.066101084,76421.745361328,51096.863586435,54105.003997801,54136.123718241,46122.403137201,54781.683532716,13979.84103012
Lyso_PG(15:1),-0.36319476565224595,7.215217917798197,3.2133899160385724,0.07303801525894345,0.2948241835452473,486.2488 -> 297.2488,PG,66351.265411386,64460.644592199,57187.543853846,70287.164581293,57006.84432982,72560.58483892,74884.765685998,74370.185974146,76886.384826605,73474.865081717,66896.784149148
PG (44:2),0.36072417454518185,5.9113033179078975,3.168777375772123,0.07505861463653815,0.30205959203275534,904.6737 -> 715.6737,PG,62229.1646041903,25715.5020370457,22929.4216499243,46884.9833298148,25666.8617896972,29552.9018974235,27607.1623649548,25768.321998593,24125.5817031946,22386.0618248027,16049.7012329105
TAG(50:4)_FA 16:0,-0.3603418649272739,8.211721792920935,3.1637596393602503,0.07528960708807524,0.3020710296503382,846.8 -> 573.8,TAG1,145009.93188478,135166.86926272,173957.63366697,138917.61022949,134999.72973633,166223.33190915,156149.09033206,175970.41381828,166811.9508057,193401.63208014,49556.2432174833
PCp(42:4),0.3568454441600719,9.12789890945571,3.103003113575596,0.07814801173395858,0.30978433393940463,850.7 -> 184.1,PCandSM,323330.399962904,334731.977966254,324664.381622383,475073.997283916,346449.106750391,283504.415710414,267968.460998484,243147.533447239,251812.519348194,243725.494812068,70376.584625263
PG (44:4),0.35714371038991366,6.613269034026715,3.107155128841555,0.07794900239352968,0.30978433393940463,900.6424 -> 711.6424,PG,93087.226516736,53183.083770757,52543.86347958,57413.3838806121,46097.1635284128,44779.683258034,47640.803131087,45163.483352669,38456.922882091,40024.123046885,21615.521263118
PIp (18:0),-0.3573218896242666,7.081333578315199,3.110610391104956,0.07778380480540936,0.30978433393940463,602.34 -> 325.34,PI,66876.965194684,64848.624603289,61309.044097847,74515.206024138,62753.10491941,78771.765563939,79696.285430921,78506.185424853,78271.225402753,73197.504547122,25363.8817977907
TAG(52:6)_FA 18:1,-0.35693791240811984,7.414697720008213,3.104132364858515,0.07809383174856313,0.30978433393940463,868.7 -> 569.7,TAG1,116380.049865721,75500.324707028,84248.046142611,78196.085571284,67146.884521501,100378.386596695,97109.3868408,107275.128509557,100516.448059067,88810.486633274,28466.94202043
PIo (42:0),0.3560596886079671,7.103600140186297,3.088731999273705,0.07883621934399995,0.31157956540733117,954.7105 -> 677.7105,PI,85820.465881347,71561.3651123,102121.187438978,89479.005432128,79365.705780022,53838.00354001,71958.584655772,66595.645416252,57972.46392824,57642.443725558,26753.4617996261
PI (42:7),0.3548488226182676,7.166036232200371,3.067854134567767,0.07985481587710627,0.31466600065859734,954.5802 -> 677.5802,PI,89652.165985158,78782.225555434,110936.82839961,95062.626129125,75684.584960936,54607.223602286,78369.825317368,67905.545104996,61244.90426636,61891.743988017,26039.421859748
Lyso_PC(15:1),0.3542478791574159,5.4579159534568165,3.0555583854650195,0.0804613337177362,0.3161151508673078,480.3012 -> 184.1,PCandSM,15163.9810943662,27940.96242524,29963.2414321906,38960.902450553,20854.501480102,21845.301460258,19185.0813026402,17258.4411087095,18662.5010643044,18263.8012847967,11175.7008514399
PCp(42:6),0.35263829180432954,9.109301287209263,3.0304438889011753,0.08171565802209278,0.3200932876368368,846.6 -> 184.1,PCandSM,315272.143279483,324603.463531427,320813.947173983,476337.294555688,340617.201415937,281071.915710312,263196.343048103,242351.515838589,253467.439270016,233963.380035395,70794.7446747272
PC (40:0),0.35154231388029056,9.111812469337028,3.0116834247583033,0.08266639686651608,0.3223721014458703,846.7 -> 184.1,PCandSM,323931.523682105,327017.824218215,321874.902283264,470299.37179565,340871.367553622,282807.537079367,267032.479431113,242493.720581013,249272.502288839,238483.096557596,68222.264602685
TAG(60:5)_FA 20:4,0.35142686027335285,7.673595091947958,3.009371647461453,0.08278437650422651,0.3223721014458703,982.9 -> 661.9,TAG2,137899.988464357,120118.22888184,119599.968791985,157565.60961904,129127.4495239,88650.186340345,105546.287780767,96275.82653809,88451.40625,99116.266845709,20928.681472777
PC (34:5),-0.35085397300329596,11.616870648567351,3.000093561364337,0.0832597083728381,0.32327229878486113,752.5 -> 184.1,PCandSM,1531077.0683596,1634417.51196286,1620441.42041022,1564725.38598637,1137727.71386693,2148221.38940388,1424400.27294927,1741970.93383795,1410231.35656754,2030897.75439508,742082.99658199
PIo (32:0),0.3497827288181515,9.736192120889717,2.9817462824939867,0.08420837228072206,0.32599966344934506,814.554 -> 537.554,PI,378134.84667989,447315.69335939,793676.83276383,489907.97485364,480562.87109386,280594.96044918,403283.34912122,519396.07641624,324741.30346687,352078.20288088,199468.23315429
Cer(d18:2/18:1),-0.34940484299771174,6.200590981576552,2.9738651234615645,0.08461945597485669,0.3265696302766747,562.5 -> 262.4,CER,37683.7426300084,32000.0022048959,34601.6824989437,39556.0431899972,29257.1620178171,39547.8226852435,37091.4426918114,39955.9630546702,43737.3028869672,41252.2034988319,19853.2215461615
PG (20:3),-0.3491337724478164,6.459441294551849,2.9694841435426724,0.08484890696010279,0.3265696302766747,552.3032 -> 363.3032,PG,49120.363098126,39772.183097831,35671.5227279564,38201.8630676396,37739.562576285,49033.6645660672,47051.483291574,47122.10375975,45359.923156739,46010.36380003,28803.5420455982
"(5Z,8Z)-3-hydroxytetradecadienoylcarnitine",0.34822422013589077,11.394463919514338,2.955385342298541,0.08559190067602712,0.32847442462336207,384.3 -> 85.1,AC,2014285.42041024,1258707.01904287,1908191.99218763,1185245.42370606,938585.5374754,1192681.29650876,1010690.32690479,1005515.34423825,1213863.32690417,818722.679870528,1229674.4001465
PC (44:6),0.34798741253257937,5.14856555104797,2.9482685994089266,0.08596961658257582,0.32897044033332484,890.7 -> 184.1,PCandSM,19767.9612236062,23159.4213829086,19699.5016174336,27683.5620040893,20513.781349186,14185.3210716219,21426.4616012578,17169.2610092125,11075.0807380587,16647.2608337456,6433.9404563905
PG (20:2),-0.3472895791869151,6.3641752054374505,2.938248233262982,0.08650450098680992,0.3300632833041393,554.3188 -> 365.3188,PG,37324.522766107,32501.762344374,33385.982101442,60392.923576356,34350.3827362059,45419.0827217062,49749.623290996,46570.062835713,46622.662528976,41262.1023406995,19833.421386731
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",0.34587772208117074,6.379325479170943,2.9143187076858794,0.08779648411966194,0.33313411291432216,750.6784 -> 369.1,CE,52182.8840560874,44571.7028617974,59146.704547882,45743.4634475735,27728.2419586156,28339.3819999627,36189.062694545,31935.2819747801,36397.7822761548,32618.3624153119,35547.7627029354
TAG(54:8)_FA 18:2,0.34579619802308,7.943350245807724,2.9140236983130308,0.08781254184826165,0.33313411291432216,892.7 -> 595.7,TAG2,155110.03210449,158548.73168943,177533.31293867,153556.4301758,146571.41137695,106007.607917777,110594.968078614,129937.96813962,101818.687747965,125249.92871091,28311.9222869785
PC (42:11),0.34523020070362614,9.111812192840315,2.9047564669517665,0.08831859234828629,0.33374322430283565,852.6 -> 184.1,PCandSM,313721.485229055,326120.496886648,310837.997985772,488925.436096256,342623.186096699,286944.321777377,266738.815460166,243543.472686806,251051.134246865,235361.015014701,67702.864059399
PG (42:1),0.3451388385423146,6.193519494099406,2.901862935398526,0.08847724450928648,0.33374322430283565,878.658 -> 689.658,PG,74015.964950559,35747.262733465,33811.662780758,44929.4837417568,34270.982620234,30676.402359005,38389.142745977,32660.0224838239,29890.421859736,28661.261978153,18150.181350704
PG (44:10),0.34367295321049407,5.947980304543658,2.877017038586601,0.0898523300386978,0.33796728685010197,888.5485 -> 699.5485,PG,65421.605102544,29583.222305314,25363.881851202,34021.502380377,31377.7421150267,27824.282104495,29491.5620651197,27160.281753541,24146.7217864963,25095.54173279,16547.901275632
PC (44:8),0.3434407571847111,5.305483073360297,2.872244638914935,0.0901191005920003,0.33801045094563287,886.6 -> 184.1,PCandSM,21315.2016525211,24015.0217247008,23018.401485444,32307.1223411622,23781.8618736302,16620.4410095292,21870.401451116,19447.8611373791,14640.2010002132,17758.7414207389,6576.0004272462
Lyso_PE(19:1),-0.3423458427677568,4.784812894353475,2.8524197066755757,0.09123652434475506,0.34123491026117425,494.3168 -> 352.3168,PE,14466.6811599648,13433.9411010728,9625.8807182363,13867.5008926373,10175.1006545954,12780.6608772253,13054.6608581492,14489.721076966,14962.9010314909,16207.5009841924,10282.220745087
PC (40:2),0.3412975590859838,9.168549534945923,2.839114384682034,0.09199490453466712,0.34213835281994176,842.7 -> 184.1,PCandSM,338417.805938752,347823.181580036,324060.464050334,483724.54467773,349428.919310972,305923.276550308,264508.275299063,256163.333587662,258027.780242897,246945.019165052,74771.126357984
PE (26:0),-0.34142673010451907,6.086359290717518,2.8398509161070535,0.0919527449892742,0.34213835281994176,608.4287 -> 467.4287,PE,47218.283828735,30923.4024009752,30458.462356564,29669.742019644,27511.881805406,34826.662414557,37065.2222290122,45613.303131113,36747.342681892,38364.342437734,13787.161041263
PGp (16:0),-0.34029625813789965,7.2939966000344825,2.821918555865807,0.09298519883066478,0.3448526701731097,486.2926 -> 297.2926,PG,75490.324493419,70443.124725349,59151.863891569,72645.264770504,57583.004669234,76043.844482415,79424.365859927,76931.004867601,82689.245681799,74391.344146731,71245.863723753
