lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,5GFP1,5GFP2,5GFP3,5GFP4,5GFP5,40GFP1,40GFP2,40GFP3,40GFP4,40GFP5,SolventBlank1,,Name,5 GFP,40 GFP
TAG(58:6)_FA 18:2,0.029644426,8.58382878,0.045564438,0.830969526,0.999345107,952.8 -> 655.8,TAG2,59147.8443,68829.36517,66592.70422,59486.0838,67538.3045,83960.90564,64055.24506,67958.9245,73729.04517,73522.52551,19571.22146,,,,
TAG(58:6)_FA 20:0,-0.083753848,8.300772442,0.363611729,0.546507184,0.999345107,952.8 -> 623.8,TAG2,47716.60327,55307.46396,53248.74353,46253.1037,53361.88409,64334.76459,55953.90387,60639.20441,71244.16486,59924.04462,14839.52103,,,,
TAG(58:6)_FA 20:4,-0.130655187,9.441287054,0.885070757,0.346816591,0.999345107,952.8 -> 631.8,TAG2,100826.2866,123371.9274,120903.2288,104394.0068,114843.6688,143017.4301,129425.0503,142680.4291,141140.97,154285.6321,26032.34183,,,,
TAG(58:7)_FA 16:0,0.029449954,10.99884164,0.044991543,0.83201958,0.999345107,950.8 -> 677.8,TAG1,331005.8831,359873.7432,343225.0659,313216.7002,338817.7844,377039.8064,343591.0653,429209.7124,368229.1638,385879.4695,122252.208,,,,
TAG(58:7)_FA 18:2,-0.01541588,8.312029102,0.012320542,0.911617984,0.999345107,950.8 -> 653.8,TAG2,53274.20355,54063.36407,56113.8241,46949.04358,55700.28394,67380.72455,54420.04395,55001.5238,62062.84424,71163.52472,13495.68092,,,,
TAG(58:7)_FA 20:0,-0.061550136,9.099528329,0.196452773,0.65759943,0.999345107,950.8 -> 621.8,TAG2,80677.78534,99993.367,99969.24731,77976.42535,96298.58752,112046.528,100392.5072,110807.8673,114623.5681,107257.1671,22113.02151,,,,
TAG(58:7)_FA 20:4,-0.032092669,8.606254347,0.053402187,0.817245557,0.999345107,950.8 -> 629.8,TAG2,58464.68451,67604.44482,69870.14539,57974.64404,71962.58459,84922.48657,67206.50446,77419.14557,76359.42462,77776.12592,15936.20113,,,,
TAG(58:8)_FA 16:0,0.077392061,13.46896002,0.310708332,0.57724585,0.999345107,948.8 -> 675.8,TAG1,1844834.242,2066493.544,1940881.883,1837357.556,1929936.287,2040442.105,2010159.81,2184718.03,2088678.265,2166741.653,595916.5204,,,,
TAG(58:8)_FA 16:1,0.020560558,11.00055285,0.02192984,0.882273896,0.999345107,948.8 -> 677.8,TAG1,321492.583,369613.4265,332464.3418,320999.5021,342669.6018,365583.6443,359162.4641,411938.9092,379211.9866,398234.5881,119719.3281,,,,
TAG(58:8)_FA 18:0,0.062472009,12.61827397,0.202460867,0.652741794,0.999345107,948.8 -> 647.8,TAG1,1009609.868,1095645.076,1023459.565,984879.3501,1015765.725,1122728.044,1102360.449,1161975.505,1112868.722,1154193.924,445472.2717,,,,
TAG(58:8)_FA 20:0,-0.042494371,9.850081029,0.093660454,0.759574225,0.999345107,948.8 -> 619.796,TAG2,131542.9485,159832.8915,167705.1726,138887.3903,170037.2332,176984.0515,169764.3737,183399.1941,199002.0747,178854.4319,38594.20297,,,,
TAG(58:9)_FA 16:0,0.006644506,9.140222665,0.002289532,0.961836542,0.999345107,946.8 -> 673.8,TAG1,84898.10571,92045.72577,89287.14661,82021.12585,89354.76599,119301.8484,92093.32678,100721.608,95142.22662,95444.26605,49575.58336,,,,
TAG(58:9)_FA 16:1,0.092657653,13.44608043,0.445348492,0.504552199,0.999345107,946.8 -> 675.8,TAG1,1846208.193,2009541.609,1949851.06,1828014.915,1914844.773,2001055.142,1987405.383,2140939.718,2034662.923,2140617.73,564366.3627,,,,
TAG(58:9)_FA 18:0,0.037373089,9.822701898,0.072444144,0.787810793,0.999345107,946.8 -> 645.8,TAG1,132695.2489,152402.6108,140399.2096,142801.9305,143870.4703,165953.9119,146669.3304,160988.8324,156215.9502,170318.1923,77640.34547,,,,
TAG(58:9)_FA 18:1,0.03620568,12.62518391,0.068006011,0.79426246,0.999345107,946.8 -> 647.8,TAG2,1027822.571,1160604.461,1129549.392,983241.691,1166250.491,1156984.683,1137705.501,1283148.49,1255847.724,1294403.652,216974.494,,,,
TAG(58:9)_FA 20:0,-0.068542285,9.149253558,0.24362047,0.621603363,0.999345107,946.8 -> 617.8,TAG2,87278.18665,93689.5459,102976.7283,78538.30554,101672.2676,118096.0886,96585.46667,117754.3079,110445.0684,117483.6897,26396.84201,,,,
TAG(60:0)_FA 16:1,-0.024625946,7.904218227,0.031429302,0.859286015,0.999345107,992.9 -> 721.9,TAG1,37580.70303,38842.34259,34928.30222,37954.86258,35323.42239,57037.58374,36189.20265,39146.32257,46490.46326,39114.42255,20122.38153,,,,
TAG(60:0)_FA 18:0,0.090430009,9.344996084,0.424040716,0.514927661,0.999345107,992.9 -> 691.9,TAG1,118331.3482,118915.4493,97700.64726,96437.386,103467.7876,117230.1083,107953.1681,117769.7872,115504.2478,120797.9879,46323.12348,,,,
TAG(60:0)_FA 18:2,-0.005733281,7.413987049,0.001703006,0.967082652,0.999345107,992.9 -> 695.9,TAG2,27481.2821,28343.96191,30083.7222,26491.6218,29726.66208,43424.42303,28331.72205,27583.48214,35265.40245,30422.30203,7954.440575,,,,
TAG(60:0)_FA 20:0,0.077471797,14.4102941,0.311352422,0.576851468,0.999345107,992.9 -> 663.9,TAG2,777702.9136,13978507.39,1471269.115,2838864.134,1670688.905,9449173.024,674220.5095,8210769.694,1785794.043,2629767.925,22974.00155,,,,
TAG(60:1)_FA 16:0,0.02050974,8.280607974,0.021805891,0.882604647,0.999345107,990.9 -> 717.9,TAG1,48867.64349,49924.04382,47620.84329,45358.08315,48939.96359,65468.84499,47120.58308,55250.56378,54526.10391,52129.864,28255.78188,,,,
TAG(60:1)_FA 18:0,-0.02851165,9.444300029,0.042159744,0.837315571,0.999345107,990.9 -> 689.9,TAG1,106384.6276,112807.3876,107328.428,100046.0878,110235.7476,127820.0289,117158.8083,135284.2499,124887.689,125662.8293,59031.64449,,,,
TAG(60:1)_FA 18:1,-0.037366052,9.190748306,0.072408213,0.787862163,0.999345107,990.9 -> 691.9,TAG2,99304.3662,112915.3884,96587.22665,80230.08579,101588.1276,114186.8284,101654.5074,113564.5076,126933.4288,122626.5292,21947.76176,,,,
TAG(60:1)_FA 18:2,-0.100753964,8.124236685,0.526122668,0.468241547,0.999345107,990.9 -> 693.9,TAG2,43859.22305,45618.18359,47943.32335,39343.94304,51266.70341,69209.16483,52036.20392,52293.1438,57026.22412,51164.10324,11086.82079,,,,
TAG(60:10)_FA 16:0,-0.095910046,7.667165269,0.476544701,0.489991608,0.999345107,972.9 -> 699.9,TAG1,30581.82217,28715.862,32281.40213,27637.66174,29793.60208,50230.00366,30248.04236,33720.1424,34500.22244,35975.64276,19861.12148,,,,
TAG(60:10)_FA 16:1,-0.119519257,9.010346347,0.740558706,0.389481963,0.999345107,972.9 -> 701.9,TAG1,79681.32538,80355.88519,74246.8454,77013.74561,81250.78467,119864.7683,86346.3457,82913.34595,113775.5693,90451.36633,37788.56229,,,,
TAG(60:10)_FA 18:1,-0.053307995,8.850116821,0.147351917,0.701078915,0.999345107,972.9 -> 673.9,TAG2,71706.82477,81681.76562,80238.28577,67897.6254,78725.52509,105455.8071,82465.14606,82147.10538,97260.0271,87160.36639,20556.8415,,,,
TAG(60:10)_FA 18:2,-0.002929199,12.85257835,4.45E-04,0.983167033,0.999345107,972.9 -> 675.9,TAG2,1192380.546,1381373.861,1317808.965,1144944.023,1326667.456,1377796.474,1347878.117,1513580.583,1531437.314,1557566.49,222166.577,,,,
TAG(60:11)_FA 16:0,-0.015530759,7.670148941,0.01249785,0.910986918,0.999345107,970.9 -> 697.9,TAG1,32555.86249,30554.72214,28867.24203,29018.36218,30860.66193,51791.0235,28680.3822,28806.08221,36557.52261,32540.56207,20981.86125,,,,
TAG(60:11)_FA 16:1,-0.070487498,7.691465042,0.25742772,0.611892879,0.999345107,970.9 -> 699.9,TAG1,28630.98203,34211.78262,28551.38193,32355.56219,31766.32233,50840.00378,32629.26239,34957.72247,35751.26245,34993.10242,18402.34107,,,,
TAG(60:11)_FA 18:0,0.020853147,7.754427834,0.022533745,0.880675905,0.999345107,970.9 -> 669.9,TAG1,34727.40265,34380.82233,31933.5621,31401.00198,33630.76224,49521.72354,31969.6825,34239.28247,38533.40268,35410.34259,20291.32145,,,,
TAG(60:11)_FA 18:2,-0.04077437,8.843034438,0.086209739,0.76905215,0.999345107,970.9 -> 673.9,TAG2,71330.18542,79822.36591,78368.60596,70751.00494,82158.20557,104364.0072,80828.70557,83887.46558,96059.22589,88399.00598,18700.8415,,,,
TAG(60:12)_FA 16:0,-0.109577753,7.796539329,0.62210089,0.430267652,0.999345107,968.9 -> 695.9,TAG1,33691.02243,35165.98242,33867.40265,34114.06244,30534.56198,66020.84433,34067.84229,33916.30209,37275.02234,38860.98242,17930.08133,,,,
TAG(60:12)_FA 16:1,-0.050127023,7.721211662,0.130193695,0.718231294,0.999345107,968.9 -> 697.9,TAG1,32893.60233,29750.98224,31696.0824,28675.12195,31644.82239,53347.70343,32462.30209,32763.28226,35418.90247,31706.8623,22325.48154,,,,
TAG(60:12)_FA 20:4,-0.078329534,9.995546166,0.318213356,0.572683336,0.999345107,968.9 -> 647.9,TAG2,159640.1323,179717.1133,175865.2524,154298.2503,175083.8718,223452.8367,188367.6151,199444.555,206421.4351,209196.0562,37702.3224,,,,
TAG(60:2)_FA 16:1,-0.003472798,8.272827173,6.25E-04,0.980051846,0.999345107,988.9 -> 717.9,TAG1,51196.48346,47346.30359,46322.04306,46549.72351,46961.08344,63820.12451,44499.16327,56475.10437,57642.36456,54716.30389,27166.12191,,,,
TAG(60:2)_FA 18:0,0.071797401,8.533621397,0.267235501,0.605192279,0.999345107,988.9 -> 687.9,TAG1,61153.50421,63488.86432,54323.98364,59739.32416,57992.06427,86995.86627,53159.66391,60074.78406,70003.62537,57519.98438,30229.84195,,,,
TAG(60:2)_FA 18:1,-0.124000653,9.272929985,0.797201569,0.371931374,0.999345107,988.9 -> 689.896,TAG2,90889.94742,110676.3873,109198.4274,87209.78662,103017.7279,129182.8494,115584.9883,123343.6888,131167.609,127960.2489,25192.3619,,,,
TAG(60:2)_FA 18:2,-0.024200638,9.218271811,0.030373666,0.861645083,0.999345107,988.9 -> 691.9,TAG2,99183.42694,115807.3878,94713.58667,84677.98608,107231.2875,119915.4682,104113.4074,118376.5875,119766.268,124585.1892,22862.74163,,,,
TAG(60:2)_FA 20:0,-0.048148673,8.138808721,0.120171643,0.728848403,0.999345107,988.9 -> 659.896,TAG2,45719.02362,49652.34393,46244.30334,42468.16301,49364.52325,59430.4447,47992.64343,48538.26348,66952.18463,55356.52368,11867.72068,,,,
TAG(60:3)_FA 16:0,-0.104510556,7.643138672,0.565809518,0.451928924,0.999345107,986.9 -> 713.9,TAG1,29229.76205,30439.2421,26625.84174,29063.58203,30414.22211,49886.86359,28355.16196,33649.6825,37471.22287,32691.30231,19695.08141,,,,
TAG(60:3)_FA 18:1,-0.062452439,8.39260623,0.202198458,0.652952136,0.999345107,986.9 -> 687.9,TAG2,54072.12421,56364.92395,52659.66388,53370.96443,60257.72443,88652.18665,57700.66431,52135.94347,76662.46588,59212.04407,14071.281,,,,
TAG(60:3)_FA 18:2,-0.083916983,9.299762816,0.365170569,0.545648563,0.999345107,986.9 -> 689.9,TAG2,97352.50708,108166.1881,111699.6669,91554.98697,108975.5679,134375.7885,115698.6682,122740.7893,131324.2695,127241.4287,25332.82178,,,,
TAG(60:4)_FA 16:1,-0.080012707,7.643531979,0.331673618,0.564675259,0.999345107,984.9 -> 713.9,TAG1,29782.86206,31055.84219,27999.8219,27611.48184,31554.62222,55335.76428,30824.70218,31248.66228,33634.64252,30412.30246,19209.1813,,,,
TAG(60:4)_FA 18:0,-0.042914428,8.064127392,0.095453427,0.757355468,0.999345107,984.9 -> 683.9,TAG1,40458.82245,43333.22253,38311.20282,40985.58298,41253.76279,58214.22443,44118.1431,42798.36273,53814.94366,44390.64337,23053.88171,,,,
TAG(60:4)_FA 20:4,0.018879958,11.91804164,0.018492497,0.891831461,0.999345107,984.9 -> 663.9,TAG2,416234.5461,1144968.984,660778.3698,635324.2603,671297.3885,1103328.212,403222.8062,915188.6623,819399.3877,788363.7339,18283.8613,,,,
TAG(60:5)_FA 16:0,-0.095342247,7.744507774,0.470967886,0.492542232,0.999345107,982.9 -> 709.9,TAG1,33630.88226,32055.54205,32986.22238,31304.92236,31695.1225,54410.78394,34623.22237,34913.78247,39870.86249,36440.00269,17760.2813,,,,
TAG(60:5)_FA 18:0,-0.094328467,7.961915945,0.461080425,0.497119468,0.999345107,982.9 -> 681.9,TAG1,36126.10236,36555.00281,36986.2225,37274.46265,39412.30304,57555.92456,36481.82245,38440.94244,52008.68378,46123.02301,21896.14149,,,,
TAG(60:5)_FA 18:1,-0.121825644,7.952717663,0.769046874,0.380512071,0.999345107,982.9 -> 683.9,TAG2,37850.68253,44291.62299,41803.2226,36355.66245,40687.36295,63822.64417,43111.40302,42301.46268,56475.18411,46767.54343,9757.000736,,,,
TAG(60:5)_FA 18:2,0.104913466,10.23183726,0.570830173,0.449929216,0.999345107,982.9 -> 685.9,TAG2,218289.8382,214579.3365,204366.5532,213194.1158,252427.7385,399453.488,144904.4493,139069.891,335855.4072,178235.6118,15160.10101,,,,
TAG(60:5)_FA 20:0,-0.033325193,7.82749507,0.057557347,0.810399158,0.999345107,982.9 -> 653.9,TAG2,33425.48227,39525.78271,41969.76294,34331.20239,39795.06268,51940.20352,36317.8028,35599.58234,49162.08344,50093.64417,9801.740807,,,,
TAG(60:6)_FA 16:0,-0.015377263,8.451106619,0.012259314,0.91183697,0.999345107,980.9 -> 707.9,TAG1,53281.16382,55211.78406,58567.14368,56099.00403,54530.50391,100695.4275,50360.14334,56688.604,61544.74371,57301.54382,24803.6418,,,,
TAG(60:6)_FA 16:1,-0.026291516,7.785708619,0.035821662,0.849884252,0.999345107,980.9 -> 709.9,TAG1,33612.00223,34413.30252,34783.76266,35071.32236,34163.34235,56783.16397,32333.26236,36766.20276,38899.18243,38777.68246,17206.74129,,,,
TAG(60:6)_FA 18:1,-0.080268888,7.828233562,0.33388952,0.563377724,0.999345107,980.9 -> 681.9,TAG2,35264.36275,36310.42264,38864.90256,34556.4024,40736.58276,57476.98407,38494.06293,38205.00293,49154.60345,43621.42319,9793.980682,,,,
TAG(60:6)_FA 18:2,-0.136942643,7.910038039,0.971624923,0.324275262,0.999345107,980.9 -> 683.9,TAG2,36209.2428,40068.46289,37643.14264,36339.20233,40319.46283,62994.44473,39469.42285,39762.76277,51915.24338,48377.60327,11757.62088,,,,
TAG(60:6)_FA 20:4,-0.074381168,8.081314782,0.286759062,0.592304924,0.999345107,980.9 -> 659.9,TAG2,44084.62294,47444.28305,44957.58319,39400.80275,46957.52356,60039.44412,46971.44312,48998.88324,57327.44394,57173.1044,11053.6608,,,,
TAG(60:7)_FA 16:0,0.033629968,9.5529778,0.058657044,0.808631267,0.999345107,978.9 -> 705.9,TAG1,123035.9103,138124.2493,120457.1884,106624.9879,123304.3481,142182.4901,125108.4685,137592.0897,134498.5498,148332.4114,50799.52366,,,,
TAG(60:7)_FA 16:1,8.12E-04,8.476284685,3.42E-05,0.995334744,0.999345107,978.9 -> 707.9,TAG1,54002.38367,57807.88373,57889.92413,54553.64386,58840.28418,99075.24695,52821.26355,58887.70392,59388.22369,58299.10406,26213.64169,,,,
TAG(60:7)_FA 18:0,0.039447965,10.47366455,0.080720037,0.776324001,0.999345107,978.9 -> 677.9,TAG1,236456.0564,244365.1785,237467.0164,221716.915,226535.7167,252172.6753,242524.4587,275251.8625,272365.4988,265887.6594,90128.06714,,,,
TAG(60:7)_FA 18:2,-0.080846047,7.867601486,0.338717412,0.560570493,0.999345107,978.9 -> 681.9,TAG2,35378.88245,40452.42316,40059.0627,35501.00223,39799.04272,56163.0639,43031.44281,36347.7425,50580.92392,46847.3035,9902.140759,,,,
TAG(60:8)_FA 16:0,0.028999938,11.65166433,0.04362908,0.834545234,0.999345107,976.9 -> 703.9,TAG1,506804.1768,586720.3646,559453.3976,523334.615,562058.2963,578701.9214,598593.6255,644175.2048,604802.219,658269.891,134647.6493,,,,
TAG(60:8)_FA 16:1,0.07777552,9.539932232,0.313696036,0.575420957,0.999345107,976.9 -> 705.9,TAG1,117760.2096,133489.4103,117081.2075,115609.6077,130190.1891,145392.6514,119707.1878,135518.7499,135859.8695,134490.0898,50737.18356,,,,
TAG(60:8)_FA 18:0,0.051137784,12.88995288,0.135665232,0.712628964,0.999345107,976.9 -> 675.9,TAG1,1265512.36,1333629.759,1279795.322,1196252.924,1280527.307,1348786.813,1352346.359,1484509.349,1434306.198,1440524.653,414921.8472,,,,
TAG(60:8)_FA 18:1,-0.080739466,10.37829459,0.33811128,0.560921461,0.999345107,976.9 -> 677.9,TAG2,206802.3557,236378.0165,231569.2164,198902.4728,233801.2744,269807.1995,249943.2157,268102.7998,280954.6392,277701.1589,44636.84328,,,,
TAG(60:8)_FA 20:0,-0.05357689,9.839748284,0.148881009,0.699607008,0.999345107,976.9 -> 647.9,TAG2,144832.7296,162283.7713,158800.7511,135832.6097,163470.912,203175.7341,171013.6733,176150.8328,178811.1919,184688.9534,33874.96239,,,,
TAG(60:8)_FA 20:4,-0.068404515,7.778211654,0.242476817,0.622422922,0.999345107,976.9 -> 655.9,TAG2,33257.78223,36011.16241,41446.38312,30608.42209,36485.78247,47933.04352,37631.74246,40429.36275,46452.00351,42276.74301,11285.32074,,,,
TAG(60:9)_FA 16:0,-0.097737912,9.031352237,0.495282873,0.481580152,0.999345107,974.9 -> 701.9,TAG1,78581.40588,83538.02618,79001.04572,80141.04578,78361.80566,124673.2092,87045.62598,87185.44592,113701.8877,82359.92596,39614.60263,,,,
TAG(60:9)_FA 16:1,0.049282683,11.63466438,0.125995902,0.722620296,0.999345107,974.9 -> 703.9,TAG1,498146.3807,566584.0638,561859.717,535623.6785,561157.957,563994.4189,578706.5837,621393.2612,610397.9364,652524.2117,133271.589,,,,
TAG(60:9)_FA 18:0,-0.010126872,8.974447981,0.005318002,0.941866092,0.999345107,974.9 -> 673.9,TAG1,77171.52515,80761.4458,77900.62598,78869.76526,75522.52539,99385.54712,83496.20563,91082.80652,93902.76654,86096.48633,42055.24312,,,,
TAG(60:9)_FA 18:1,-0.007524405,12.83692136,0.002937322,0.956778157,0.999345107,974.9 -> 675.896,TAG2,1150849.878,1358014.635,1321271.43,1128292.646,1329138.117,1341900.66,1364249.588,1515989.102,1509334.428,1525658.417,219413.2556,,,,
TAG(60:9)_FA 18:2,-0.024884826,10.37358402,0.032122404,0.857759275,0.999345107,974.9 -> 677.9,TAG2,206690.1748,238957.8976,232056.234,204557.6944,239733.6998,251992.958,242044.5382,268771.161,259851.4368,289496.2229,47027.40363,,,,
TAG(60:9)_FA 20:4,-0.089657072,7.837024897,0.416545549,0.5186658,0.999345107,974.9 -> 653.9,TAG2,36958.76251,37189.44272,37385.84259,34435.80252,38876.28284,53458.78387,40078.68262,37101.44258,46654.60355,49818.88364,10718.64074,,,,
