lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,40DN1,40DN2,40DN3,40DN4,40DN5,40GFP1,40GFP2,40GFP3,40GFP4,40GFP5,SolventBlank1
TAG(54:7)_FA 18:0,0.07275069179763803,10.908237467056209,0.29609716137383657,0.586339558852044,0.9987561971329125,894.8 -> 593.8,TAG1,289741.23876938,325564.88659671,292682.01977555,353316.22485349,359394.32714835,328203.88476586,304092.90063476,362732.32568374,344504.24633799,337307.54370112,134701.929088588
TAG(54:7)_FA 18:1,-0.022304281918825688,9.258810768800192,0.02782585534168902,0.8675188914690142,0.9987561971329125,894.8 -> 595.8,TAG1,89156.22558592,106810.14709473,91919.586730987,110847.44775391,104800.747924844,113981.88879393,111299.7282715,132539.548034634,103854.20751955,94832.367004386,40071.1827087271
TAG(54:7)_FA 18:2,-0.18289090070059355,9.190633085015962,1.869700380390043,0.1715093992563868,0.9987561971329125,894.8 -> 597.8,TAG2,82117.98620605,80868.445922844,97719.006774914,103428.28753661,118538.94854735,126576.44873047,101833.947082541,131875.888603221,115636.26818847,120202.26940919,18437.1013107249
TAG(54:7)_FA 20:0,0.05878332210857123,9.818736480591951,0.19329584098545632,0.6601875579241397,0.9987561971329125,894.8 -> 565.8,TAG2,149402.451354985,157478.63220214,148569.51098631,166543.591003434,180989.87335211,170779.99194338,152867.13037109,177491.752151462,165605.83154293,172814.93261719,33337.4023475587
TAG(54:7)_FA 20:4,-0.04727446665573441,9.03743836774132,0.12499372024785771,0.7236802665518196,0.9987561971329125,894.8 -> 573.8,TAG2,90771.306579612,82620.205688464,87626.08618166,83606.265563942,102855.427185054,98676.16760254,94563.267395004,103639.166393258,104120.366943359,102872.32763672,20865.0013504029
TAG(54:8)_FA 16:0,0.0768739348315235,12.840782730762367,0.3306417422177219,0.56528145113603,0.9987561971329125,892.7 -> 619.7,TAG1,1115837.6047364399,1238811.91186521,1051422.11279302,1328766.13452141,1336431.2031252,1209454.41113269,1188971.94457999,1289670.59277369,1263695.78613332,1304354.56469702,594875.320373492
TAG(54:8)_FA 16:1,0.04991499780397074,10.79619180355676,0.1393929602481876,0.7088852391714882,0.9987561971329125,892.7 -> 621.7,TAG1,267786.17773442,296649.62036139,273052.48022462,309236.42236329,324588.54565428,341188.10351568,270481.49780288,329996.50244116,304791.18237297,304684.04296876,134845.109466512
TAG(54:8)_FA 18:0,0.043475236307663125,12.358997764537841,0.10575771456569782,0.7450265966397476,0.9987561971329125,892.7 -> 591.696,TAG1,782154.77392594,898345.22656272,755626.9951169,940271.02685536,971134.28564461,888105.26171855,875799.95410161,970728.80517545,900019.39941418,948123.50927742,394651.088470582
TAG(54:8)_FA 18:1,0.07483663709519524,11.76794354394065,0.31333814852951036,0.5756389516957862,0.9987561971329125,892.7 -> 593.7,TAG1,527862.99682647,609213.82141094,507141.61718771,633230.00854479,664469.30419938,566840.24169938,565301.73779304,664825.38671882,611673.46337875,625748.34594722,246256.217716243
TAG(54:8)_FA 18:2,-0.13474460430003019,9.637767045874806,1.0152959141564968,0.3136374361976757,0.9987561971329125,892.7 -> 595.7,TAG2,104996.72753903,133845.949890134,129750.1282959,143619.52905276,152314.331542972,155110.03210449,158548.73168943,177533.31293867,153556.4301758,146571.41137695,28311.9222869785
TAG(54:8)_FA 20:0,-0.04909797478308412,9.550705706453243,0.13484200531758006,0.7134635778263585,0.9987561971329125,892.7 -> 563.7,TAG2,117302.529235852,127365.630310048,118873.74877928,129098.6491089,149763.24975586,144781.63024904,125794.28918459,150396.87054062,157980.73254396,145067.57055661,27981.0217437675
TAG(54:8)_FA 20:4,-0.12390444837399872,7.99626134977958,0.8579661201170556,0.35430848496532225,0.9987561971329125,892.7 -> 571.7,TAG2,38671.783020006,43184.06311034,46633.943817116,39267.443145742,43944.763458243,60469.684143056,46835.643402104,49052.4433707999,51118.143554683,45241.52304077,9666.5405960137
TAG(56:0)_FA 18:0,0.03551274027952064,10.002731893541407,0.07055212613389017,0.7905345752509279,0.9987561971329125,936.9 -> 635.9,TAG1,160694.81152349,165080.77124024,159127.71130371,180277.51196289,189755.95507813,181974.03271487,160988.9716797,198270.79467773,179716.53210448,188162.21472169,70969.2450446973
TAG(56:0)_FA 18:1,-0.1509560946233666,8.920874808602894,1.2739058829170062,0.25903521582926764,0.9987561971329125,936.9 -> 637.896,TAG2,70439.564819327,71338.844909685,81545.30578613,72266.265075693,99849.007385266,94657.886840816,92594.046203608,96525.127014158,95382.687011722,97480.506408691,21714.3815307635
TAG(56:0)_FA 20:0,-0.008083496926822307,11.832399922613885,0.0036562455731541377,0.9517837803496325,0.9987561971329125,936.9 -> 607.9,TAG2,609757.82470721,634761.96826147,591311.75830073,666045.83251929,728872.17138654,755781.95703136,607842.14111348,796379.51806636,673176.00927717,711988.52587898,92726.2459983688
TAG(56:0)_FA 20:4,-0.031873575368571126,8.44219583085656,0.05680622458396556,0.8116169619307804,0.9987561971329125,936.9 -> 615.9,TAG2,54195.203796381,53095.683380124,60338.904174794,58196.644348148,69481.404602051,74422.505249025,59026.544250486,64749.884216292,67450.685058611,63640.964721655,15863.2211380069
TAG(56:1)_FA 16:0,-0.11010212525534122,9.957847319660164,0.6780100596058674,0.41027279621747637,0.9987561971329125,934.9 -> 661.9,TAG1,150828.44982909,153234.4729004,149743.21044925,164706.43273929,177613.51342776,200733.25549312,164919.6313477,214007.49475099,175219.71069337,182761.73291014,62604.3842048643
TAG(56:1)_FA 18:0,0.028626082404324873,10.072458679772655,0.045843070300861655,0.830461317446508,0.9987561971329125,934.9 -> 633.9,TAG1,168112.75158697,179143.39331055,162613.65112306,181975.39318848,194538.49414063,193082.49316405,177127.67150882,201116.57470701,184882.03271481,190487.75231932,79983.1454353573
TAG(56:1)_FA 18:1,0.05115414166607156,10.081438481898747,0.14638735857171525,0.7020119137207745,0.9987561971329125,934.9 -> 635.9,TAG2,170774.13220214,182945.293701202,178801.8330078,189508.47375483,239523.41723633,208463.7751465,180861.87146,208412.95434569,207590.27441407,203420.75341799,41116.9233245815
TAG(56:1)_FA 18:2,-0.13592074118889858,8.922561710939103,1.0328748826623269,0.30948439561029656,0.9987561971329125,934.9 -> 637.896,TAG2,71586.26525882,69520.864868128,81185.06585695,79024.305572501,100656.22717286,101129.98791505,89008.166931167,91467.56640623,97286.127014154,101029.18603517,19176.7614517249
TAG(56:1)_FA 20:0,0.0378300632179179,12.371851215789006,0.08007705643149166,0.777193013486501,0.9987561971329125,934.9 -> 605.896,TAG2,871937.68090821,960671.762756399,829870.97656243,997323.91955555,1057826.05541983,941059.7250977,936924.68481441,1061118.04711912,1003211.13867175,1052893.21997093,171530.712757154
TAG(56:1)_FA 20:4,0.041745216167990755,8.036054599216381,0.09741783455467612,0.7549506177207939,0.9987561971329125,934.9 -> 613.9,TAG2,45873.682830789,43404.723571766,44758.282714821,45516.523284894,49479.803649908,62212.564544662,42317.402893051,49084.303405761,45897.823242189,44350.962982174,11291.7208824142
TAG(56:2)_FA 16:0,-0.021129245874646263,8.655760599289028,0.02496474542616056,0.8744549399122362,0.9987561971329125,932.9 -> 659.9,TAG1,61810.104553227,59901.744598387,68582.265136733,58429.38397215,66124.224853519,81833.265258785,61522.444885254,70508.604858405,72790.14489744,63737.904479996,37016.2224349916
TAG(56:2)_FA 16:1,-0.022230726525348233,9.983650832065287,0.027647514308242194,0.8679402111008319,0.9987561971329125,932.9 -> 661.9,TAG1,161405.75195308,165641.35217279,158603.97021485,171512.39135742,183251.09252932,200004.89294434,162430.22924807,199892.33251955,210692.77551271,159671.41137688,60341.2440223833
TAG(56:2)_FA 18:0,-0.0048453469794837,9.616553091972316,0.001313306849624496,0.9710913298266544,0.9987561971329125,932.9 -> 631.9,TAG1,117208.66845703,132939.37023927,118556.82873535,136941.82971191,135861.14990234,140904.85107422,128822.1895752,149791.13012695,137012.17016603,144968.84887695,56407.7833404191
TAG(56:2)_FA 18:1,0.021987150492818502,10.194271285365131,0.027046182915839267,0.8693712079921992,0.9987561971329125,932.9 -> 633.9,TAG2,187793.193725558,200563.613037088,190383.99389647,215616.034118654,233145.31640624,223411.79516603,201787.13421628,230657.59582519,222151.27661139,223432.8773193,44363.4232177814
TAG(56:2)_FA 18:2,-0.005347940321692214,10.084664006720612,0.0016000667922071443,0.9680924606781219,0.9987561971329125,932.9 -> 635.9,TAG2,173109.572051992,184201.214416499,178487.9519043,191289.91345215,221400.83520508,204905.71520995,186904.61364746,213709.09655764,212970.13574218,217460.35693359,37810.3626136823
TAG(56:2)_FA 20:0,0.06612291057588048,12.129590965161436,0.24462933472295845,0.6208823774944218,0.9987561971329125,932.9 -> 603.9,TAG2,766877.61230471,798181.77026384,709092.49365226,838259.76953143,915876.49365226,790320.34179652,779625.75195342,905015.13842794,847822.31835953,861043.0498044,143980.910011286
TAG(56:2)_FA 20:4,-0.06385091182395844,7.851525636175217,0.2278626962768442,0.6331131554443781,0.9987561971329125,932.9 -> 611.9,TAG2,35176.822509762,36263.782867413,41808.503326401,37160.642791762,41372.52325438,53511.503814707,39442.402893075,39431.722595227,42800.642944322,44218.622863765,11611.7008094787
TAG(56:3)_FA 16:0,0.01955473809607391,8.661571813776694,0.021383173327194527,0.8837399303424736,0.9987561971329125,930.8 -> 657.8,TAG1,69305.604614247,58010.124206526,79552.084899926,58430.003753668,61952.244018537,80302.585632319,56605.563476563,59888.944152836,95882.927123939,63472.404174811,31788.1423759302
TAG(56:3)_FA 16:1,-0.06666130179410377,8.776359902501973,0.24848352546422348,0.6181449036189236,0.9987561971329125,930.8 -> 659.8,TAG1,64968.504943834,63311.784545869,72514.62536621,67281.865295428,70806.76464842,87862.3861084,68200.924560544,83457.58593747,76432.165283208,72766.90539551,39052.6025199728
TAG(56:3)_FA 18:1,0.02838514393631903,10.141376926014429,0.04507589827932179,0.8318645290034896,0.9987561971329125,930.8 -> 631.796,TAG2,188699.55285644,198525.11230472,183130.47412112,208455.894470227,217727.55480957,213345.234375,194719.23559571,233844.4364014,209817.63574221,213088.57519533,39383.7631836074
TAG(56:3)_FA 18:2,0.004709320364435816,10.591004716359363,0.0012408271413733019,0.9719000273565701,0.9987561971329125,930.8 -> 633.8,TAG2,252703.116699214,262980.640014636,250316.25708008,265928.781921455,310395.90063504,281785.09936506,260037.01916502,324664.9636231,287891.53979466,302594.64233399,59618.1046790833
TAG(56:3)_FA 20:0,-0.03851561999886774,10.392885692909742,0.08299385606302678,0.7732804935551613,0.9987561971329125,930.8 -> 601.8,TAG2,231649.57678221,227285.036499081,204961.95410159,236094.75720213,263081.21874996,246580.01684571,232935.85742186,297603.12182626,268339.15625006,255860.55664055,44455.5632972857
TAG(56:3)_FA 20:4,0.054099369970365505,9.313911161431776,0.16370113136827058,0.6857715845609029,0.9987561971329125,930.8 -> 609.8,TAG2,114083.38720702,111900.207397479,106185.38684082,109154.168884312,122909.88830566,123864.06909179,112479.98913575,118066.488891615,115683.18811035,122765.82885741,23092.7016601494
TAG(56:4)_FA 16:0,0.024429178859966847,8.674021913928884,0.03337187959769494,0.8550493301501022,0.9987561971329125,928.8 -> 655.8,TAG1,63440.564819336,63386.383972162,67190.56506348,67283.625122093,63454.74462893,87557.48645021,58322.283996585,64778.964355478,71288.20477295,68859.584594723,36911.2828865173
TAG(56:4)_FA 16:1,0.07230450157989092,8.701062467107894,0.29232407315862474,0.5887350444543067,0.9987561971329125,928.8 -> 657.8,TAG1,74144.384094285,66295.9641113,75440.365661551,61416.864318834,64921.544250516,87388.005981431,59787.124389643,60143.424072262,90123.046630836,61434.384399407,32944.3221473473
TAG(56:4)_FA 18:0,0.1942329118083706,8.584170381336879,2.1079954567312598,0.1465311510927462,0.9987561971329125,928.8 -> 627.8,TAG1,88256.986206079,59125.464050297,58896.723510732,59259.644775388,59701.284240728,68714.645935046,54302.183593758,60210.924377432,63251.304229734,66631.324951172,32154.7420997508
TAG(56:4)_FA 18:1,0.01689478110476558,9.263967248100936,0.015965691131214044,0.8994505921631338,0.9987561971329125,928.8 -> 629.8,TAG2,103941.827209479,99882.446594207,102676.66735839,114177.808868411,113434.768615741,117518.98742675,108977.568481439,118574.827697768,112593.22778323,117726.58813475,25256.4016532802
TAG(56:4)_FA 18:2,0.02662576130366477,10.157258586797905,0.039661305937329416,0.8421442643270057,0.9987561971329125,928.8 -> 631.8,TAG2,184021.893554679,197987.376220737,188722.99316404,201442.574829085,222982.25781248,209037.67419432,191642.19470218,230972.75524905,213659.49414062,219100.55590821,47876.1035575622
TAG(56:4)_FA 20:4,0.056340839126513755,12.744721569450821,0.1776111972799299,0.6734342281878678,0.9987561971329125,928.8 -> 607.8,TAG2,1143474.37695341,1231539.28613281,1131927.5097652,1305547.5068359,1400201.7656248,1280285.4121095,1198184.226562,1391088.9218751,1286997.5097655,1344145.6044919,178854.712318477
TAG(56:5)_FA 16:0,0.015113157347673377,8.546562825158922,0.012771512841027288,0.910021740621831,0.9987561971329125,926.8 -> 653.8,TAG1,60502.944152824,53852.943420388,58903.164001473,61003.584777812,56106.003478997,81318.265564005,51803.143737777,58703.724121057,62421.024169939,61820.424255346,37712.3029365543
TAG(56:5)_FA 16:1,-0.0202720367465259,8.73264510469656,0.02298091052770168,0.879506724552777,0.9987561971329125,926.8 -> 655.8,TAG1,61925.404052739,66817.764404313,62163.724792481,70006.545166023,68518.404785171,87545.06640628,64948.464233393,72411.085083,68058.704345667,72436.585144075,41472.7828445316
TAG(56:5)_FA 18:0,-0.04590099760564529,8.28419956881055,0.11778768963699804,0.7314464159718761,0.9987561971329125,926.8 -> 625.8,TAG1,49218.283386205,45187.083129893,49183.603637717,47950.103332484,49911.14367676,70052.524139383,47559.963439928,51235.843627923,53752.684204121,50966.184020999,28556.1417312576
TAG(56:5)_FA 18:1,0.13143232181213813,8.840376712804877,0.9657713799886096,0.32573705357493077,0.9987561971329125,926.8 -> 627.796,TAG2,106874.56756589,73523.724975589,73458.20495606,75290.445312477,78193.02520754,87812.88635252,75449.745239219,79647.785583492,84742.50634765,80772.525939956,21379.5215415948
TAG(56:5)_FA 18:2,0.031579168472519674,9.22344441459341,0.05577935662199707,0.8132956853418655,0.9987561971329125,926.8 -> 629.8,TAG2,102472.287170392,100939.107543967,101771.90747066,105719.807189932,112757.70715333,121161.8092041,97503.086669924,111214.50769045,114628.08734129,115516.76843264,23262.4217224134
TAG(56:5)_FA 20:0,-0.10356048108212428,8.081874686083573,0.5994384386535216,0.4387923674169588,0.9987561971329125,926.8 -> 597.8,TAG2,41662.783142105,42258.482696524,49541.183258038,42253.463439949,47570.903167689,61962.724060025,46494.30352783,51292.823120105,54174.964172349,48926.483337391,12469.1007804822
TAG(56:5)_FA 20:4,0.0646488114638563,13.677259292981029,0.23385333169062505,0.6286812447015576,0.9987561971329125,926.8 -> 605.8,TAG2,2175275.9326177,2428156.80309992,2024128.70703136,2500904.37329114,2663757.22436476,2303248.9028331,2310523.24951117,2652776.13232369,2427223.40527381,2556416.80078124,410108.490219102
TAG(56:6)_FA 16:0,-0.013287178574953254,9.382529948516263,0.009875313152406306,0.9208408410877409,0.9987561971329125,924.8 -> 651.8,TAG1,99023.60699456,106141.68676761,108469.528442348,111255.42797853,107073.327514667,160196.01025393,98260.00659183,111813.30804442,120146.60827643,99571.68725585,55226.0236091643
TAG(56:6)_FA 16:1,0.01719780078656771,8.545587091218268,0.016537749130293378,0.8976748150827586,0.9987561971329125,924.8 -> 653.8,TAG1,55724.744506848,54750.424133314,62408.284057628,62407.404846209,54829.86413574,77214.60510252,53742.803710949,56521.264038091,62636.504760722,64689.265258821,37882.7828331022
TAG(56:6)_FA 18:0,0.003739708376507344,8.849899527292088,7.821277629318502e-4,0.9776888321628658,0.9987561971329125,924.8 -> 623.8,TAG1,74895.005249024,68320.365539571,70704.42480468,70993.125305177,80036.266174302,89018.34637451,69060.404785158,77007.94519042,90029.346862802,73231.26507568,41721.5230979682
TAG(56:6)_FA 18:1,-0.11000908959546744,8.237091682853217,0.6764543126231501,0.41081034917089626,0.9987561971329125,924.8 -> 625.8,TAG2,45323.323333723,43617.382720948,54812.923889141,45846.062896749,54802.624084479,75161.524963356,51168.803161613,52230.243408181,56679.40405271,53747.523803716,16667.6011733979
TAG(56:6)_FA 18:2,0.11311040439691125,8.89138900240096,0.7153595676454643,0.3976702864810765,0.9987561971329125,924.8 -> 627.8,TAG2,106192.88793943,74026.545196551,75720.305603028,84043.605957025,83199.525634768,92427.96655278,81868.065368651,85929.086181625,85688.44531253,82758.46557618,20206.6414680526
TAG(56:6)_FA 20:0,0.010735899418822435,8.256597506799315,0.006444295143182899,0.9360174537228761,0.9987561971329125,924.8 -> 595.8,TAG2,49069.503417938,51133.204040518,54792.52410887,53544.963928222,55333.443695061,57930.244018526,54432.744018581,59163.543884261,60093.044433598,54165.463806155,13222.0210266179
TAG(56:6)_FA 20:4,0.07860301182973436,14.089699714838956,0.34568900883914466,0.5565636813932725,0.9987561971329125,924.8 -> 603.8,TAG2,3196661.73779497,3188579.27295014,2759458.2187515,3180636.25488325,3450026.61035209,3002190.1494122,3001880.007815,3683924.0292958,3285926.5761709,3300672.1513667,518109.13766114
TAG(56:7)_FA 16:0,-0.08234403396168988,11.405632518758097,0.3793419888261269,0.5379556032999473,0.9987561971329125,922.8 -> 649.8,TAG1,471667.13671858,515006.41113288,373724.96484384,438374.75390632,458700.96826175,507615.78906228,450643.61547855,439733.85107427,782264.64355472,435739.34960964,121532.529281592
TAG(56:7)_FA 16:1,0.0033733474699557528,9.42095067315721,6.365239942169865e-4,0.9798719649528916,0.9987561971329125,922.8 -> 651.8,TAG1,135775.16735838,94544.50634767,106432.887573288,107058.38781738,107723.107849132,163074.011901854,94934.18688968,115322.64880369,127527.98779301,106671.20678712,53959.5840110602
TAG(56:7)_FA 18:0,0.03055093993413534,10.374663945332786,0.05221780407737242,0.8192481092959915,0.9987561971329125,922.8 -> 621.8,TAG1,200102.61376947,219658.39526364,200272.17333984,231133.11621102,239391.0366211,242092.49755854,213620.8538819,244420.25512703,231819.33532711,231298.69653304,101143.126575444
TAG(56:7)_FA 18:1,0.00711978327882994,8.846475978157923,0.0028350163894401703,0.9575368036492525,0.9987561971329125,922.8 -> 623.8,TAG2,75369.906127969,75802.605163566,77307.465332,75545.425506573,92123.446777314,91617.78613282,78866.24542235,89062.74633791,89115.34631344,81131.40527344,20825.6216697712
TAG(56:7)_FA 18:2,-0.0872521740372473,8.260951431392957,0.4255829117893626,0.5141643441065716,0.9987561971329125,922.8 -> 625.8,TAG2,47631.483215335,48698.063781731,53371.14385989,47200.523193354,56957.124267574,70730.145446765,50357.223815943,53139.804260244,62265.124267562,58787.743652323,14661.3810501079
TAG(56:7)_FA 20:0,0.015515799262427053,9.754457522285731,0.013467449787007979,0.9076134366465408,0.9987561971329125,922.8 -> 593.8,TAG2,137052.73120118,147788.57019045,147137.6109619,153146.87072753,174838.37158206,158248.09252932,147848.67053222,167444.352722192,167077.79272461,177590.21240234,29800.3222007772
TAG(56:7)_FA 20:4,0.02038842414845815,11.657733134521864,0.023259312991285697,0.8787846705075248,0.9987561971329125,922.8 -> 601.8,TAG2,596446.82128896,562475.39880363,494496.56933587,577471.60229502,632951.84375025,546625.8603517,552168.28222647,761341.13330086,612213.86669942,604768.67675775,97610.2864341495
TAG(56:8)_FA 16:0,0.07157203213317995,13.041973440340811,0.2866126811277354,0.5923994258139368,0.9987561971329125,920.8 -> 647.8,TAG1,1291929.25122044,1486913.74438502,1253119.39404271,1522756.23413081,1549851.35400382,1435822.25244135,1434232.03613288,1527979.87280283,1433850.65209963,1515948.48168958,591576.363185869
TAG(56:8)_FA 16:1,0.0503911822742472,11.430055151954202,0.14207357777081597,0.7062282357871141,0.9987561971329125,920.8 -> 649.796,TAG1,470206.29419,487759.25000031,497525.51733404,423315.71630834,522718.25122068,551484.99804695,464766.53125006,479713.77587877,501336.75878918,538612.8613281,125655.708358793
TAG(56:8)_FA 18:0,0.0647977976649133,12.190689015879249,0.23492303515945423,0.6278972570936469,0.9987561971329125,920.8 -> 619.8,TAG1,681755.40917974,795224.67187467,689101.91040047,854020.20288058,849976.38110334,763288.89794951,779228.17651361,831954.37939445,831672.29541025,812287.21166996,368462.086517462
TAG(56:8)_FA 18:1,0.03320612273638116,10.507424521182754,0.06169045110732441,0.8038437912050739,0.9987561971329125,920.8 -> 621.8,TAG2,233150.49694829,253149.777648961,237926.2963867,267828.77600118,295684.9796144,276359.61987304,243738.91564938,286034.08105476,280641.98046874,283270.10229491,51237.3835716132
TAG(56:8)_FA 18:2,-0.018614372783821526,8.869662688647793,0.019378483492459964,0.8892868761866312,0.9987561971329125,920.8 -> 623.8,TAG2,77737.125122095,74574.105743395,78005.16528321,79053.665954606,88974.326416018,91363.80664062,79608.685668958,90077.726501468,93692.94653319,85570.0860596,21368.8015670749
TAG(56:8)_FA 20:0,0.05231643260721866,10.074052320700126,0.15311481490448386,0.6955763252995198,0.9987561971329125,920.8 -> 591.8,TAG2,171739.351379373,199101.914794908,178718.35253906,191760.192352301,220105.27673344,204741.13574217,181909.71276858,208712.27368162,200852.77416995,213376.87475583,36589.7226943859
TAG(56:8)_FA 20:4,-0.12157434721326878,10.12115256450924,0.8266533986778768,0.36324202216864815,0.9987561971329125,920.8 -> 599.8,TAG2,191579.39648437,177184.55273433,177418.77319341,185648.61206057,204382.31542968,191489.25366213,192344.37524416,266814.81616207,265497.0996094,195726.99462889,35006.0027313231
TAG(58:0)_FA 16:1,-0.020167810133311072,10.365507510573229,0.022756178573217767,0.8800928507348319,0.9987561971329125,964.9 -> 693.9,TAG1,192788.714050213,241722.596008225,158651.989959681,270581.618469372,317102.12152093,213878.838195752,235438.376953097,331878.502990681,239219.099121021,269979.117370601,29021.1218986539
TAG(58:0)_FA 18:2,-0.14999889823473023,7.813324886770679,1.2570334590823222,0.26221336413949975,0.9987561971329125,964.9 -> 667.9,TAG2,29978.181854247,34160.362487811,44911.183135995,32099.341979991,42061.48318479,57487.984008788,37931.582855223,39186.863098152,44640.083160389,43558.743041982,9860.0806846628
TAG(58:0)_FA 20:0,-0.04672164218250963,9.256435537998755,0.12209648495013437,0.7267717128369368,0.9987561971329125,964.9 -> 635.9,TAG2,100697.367736821,96391.186279295,100470.42687989,107862.68652343,120181.68798829,122897.66870118,106019.047790566,112550.587982168,119502.86816406,130539.749633787,21628.2415771504
TAG(58:0)_FA 20:4,-0.0566599928962798,8.283242196641178,0.1794882701365168,0.6718133823712092,0.9987561971329125,964.9 -> 643.9,TAG2,53910.984008769,45243.843109144,63336.884460429,48092.34346007,54447.163452127,77781.544738801,47529.043426517,49389.363464341,71883.005310054,57237.18414307,11137.5008811925
TAG(58:1)_FA 16:0,0.04212086324477232,9.283730697988519,0.0992322385739044,0.7527529302321592,0.9987561971329125,962.9 -> 689.9,TAG1,94167.126770039,92680.247131342,101193.167785629,100955.56628418,117777.04858401,117488.227783259,95482.88659667,120165.56958007,99768.78723145,103943.76757814,52343.5637130404
TAG(58:1)_FA 16:1,-0.0356588558521833,9.49165436592212,0.07112587572217421,0.7897045053252502,0.9987561971329125,962.9 -> 691.9,TAG1,106633.90783691,111840.24731447,110929.56848141,123118.76892092,133137.70849611,140363.74816899,121538.80822756,144357.96984864,119501.46850583,127887.38854981,49838.1435241756
TAG(58:1)_FA 18:0,-0.025515439238999564,10.277349774082575,0.03642288272726546,0.8486448379866098,0.9987561971329125,962.9 -> 661.9,TAG1,181857.9741211,207379.71362303,187719.3532715,222284.09521481,228548.13732917,239193.796875,197436.73278804,277816.85888676,209678.71508779,216408.05432127,76168.9849243038
TAG(58:1)_FA 20:0,0.019508026229896818,9.28352976287367,0.021286860065060864,0.8840001961435182,0.9987561971329125,962.9 -> 633.9,TAG2,104108.987731927,103767.807342523,104707.16809085,109646.568145742,122025.00866702,114811.588134754,107783.066955581,120863.388427746,119143.16796875,122289.66796875,24312.7417526219
TAG(58:10)_FA 16:0,-0.14406006269056373,8.613908383769003,1.1600295145213932,0.281459419465254,0.9987561971329125,944.8 -> 671.8,TAG1,53561.223846438,61826.083557102,58077.304809583,65730.084472653,62739.48382564,96874.206909153,68450.304382295,59433.12396241,71489.405029251,68492.285400418,30070.5621833703
TAG(58:10)_FA 16:1,-0.009378453749685618,9.160524890689311,0.004919456360141794,0.9440831558885366,0.9987561971329125,944.8 -> 673.8,TAG1,84382.22558594,96514.426696779,89816.647583,94259.286193832,89326.866027838,120605.90795899,91964.306213396,93638.246582023,95004.267272955,99431.10729982,48855.0635490172
TAG(58:10)_FA 18:0,-0.0036801686720363434,8.527339680547566,7.573188913276852e-4,0.9780454447901935,0.9987561971329125,944.8 -> 643.8,TAG1,54437.883697488,59034.604125986,58923.744262693,59655.084106429,65673.265136719,83527.386047318,54798.403991685,57565.483947741,68701.584960913,62325.364379878,29132.9621467627
TAG(58:10)_FA 18:1,0.03358380243866488,9.831098942368932,0.06309481056797495,0.8016696863577167,0.9987561971329125,944.8 -> 645.8,TAG2,143359.970642091,162355.090454107,150262.7697754,158215.690612832,177994.13159179,171919.51196287,150350.61071775,171657.772003187,170684.872497539,178944.95288089,40561.4027595586
TAG(58:10)_FA 18:2,0.1360223965782267,12.737449082073203,1.0349303328425778,0.3090034807285609,0.9987561971329125,944.8 -> 647.8,TAG2,1162388.59826636,1330919.17633066,1097696.59716792,1306772.81115703,1382851.95605501,1169622.72949205,1184847.87768533,1288224.16857904,1259401.82470723,1311903.77978533,219505.936378546
TAG(58:10)_FA 20:0,-0.0045375566508182455,8.498441836968492,0.001151334186019426,0.9729319212318651,0.9987561971329125,944.8 -> 615.8,TAG2,59569.003845233,58611.403625475,66378.024169902,63139.444152834,63505.38482665,73108.265197754,61378.324523936,69483.865417473,70285.644653308,67328.504760734,14864.7210388125
TAG(58:10)_FA 20:4,0.012296119093475558,8.40327829687566,0.008454092731255969,0.9267408319754216,0.9987561971329125,944.8 -> 623.8,TAG2,56353.024475105,54550.604309068,58146.843688979,58533.804382306,61958.984497048,67287.864685046,56630.384338387,60256.464355492,69671.605102509,59860.784301749,16529.6212844846
TAG(58:2)_FA 16:1,0.02829633188519976,9.326172862930642,0.04478505584043546,0.83239976015916906,0.9987561971329125,960.9 -> 689.9,TAG1,98316.906433125,95964.906616212,106004.008361828,106864.22778321,113558.84814454,114449.80688476,100006.707702664,120077.96838377,114671.408813501,108105.38830564,52520.5033683569
TAG(58:2)_FA 18:0,-0.05338941770019108,8.824716647837372,0.15939948177134156,0.689710001977227,0.9987561971329125,960.9 -> 659.9,TAG1,66332.264770526,69956.805175788,69748.445129371,72174.145019524,78916.56542968,90766.20642089,72695.1050415,82661.00592042,80621.685607898,77898.42541502,37498.5429839945
TAG(58:2)_FA 18:1,-0.11275404478020243,10.192893618556827,0.711093614821948,0.3990809971898859,0.9987561971329125,960.9 -> 661.9,TAG2,178829.95263673,189917.53417968,191120.73266602,202070.47387696,227912.65698243,235784.41625976,205373.85595707,237589.23767089,239658.83593751,247441.77832032,36648.5024185119
TAG(58:2)_FA 20:0,-0.06676611146727171,9.004724082573373,0.2493015928264981,0.6175672772416849,0.9987561971329125,960.9 -> 631.9,TAG2,82831.36523439,82645.04595946,86717.06677247,84494.72619631,102361.1072998,102655.10803223,90702.78625485,97562.786682119,99456.486328111,110592.16845703,17591.5612983717
TAG(58:3)_FA 18:0,-0.01591274581389754,8.59198274366983,0.014159524774186139,0.9052802666476009,0.9987561971329125,958.9 -> 657.9,TAG1,62697.284667969,55657.244079585,75413.185729945,54359.283569305,64294.944763171,77627.425231917,56066.763885481,56552.683898922,91839.965393034,65445.984619151,27749.9618339567
