lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,7E1,7E2,7E3,7E4,7E5,7C1,7C2,7C3,7C4,7C5,SolventBlank1
TAG(48:2)_FA 16:1,0.4855893696699835,14.801524372981952,4.284761005531834,0.038455488593306,0.4136518058581763,820.8 -> 549.8,TAG1,16576652.2343745,24413979.3154297,13377309.63379,7362668.7412104,4253583.1601567,23272053.3652344,10823442.9140624,8257725.766602,6501613.57421861,2503530.5927734,328307.063114007
TAG(54:5)_FA 18:2,-0.4826862734574269,14.006677410792403,4.233913126285188,0.039623985954402925,0.4136518058581763,898.8 -> 601.8,TAG2,8119446.7851553,6043719.2089843,6332271.9003902,2415431.9375001,4275686.4716791,12291985.810547,5893376.16961682,9227215.5615229,6887331.8251948,5826458.36425785,140757.60909656
TAG(56:5)_FA 20:0,-0.4855520342079625,8.696276767344143,4.283700042242458,0.03847949710163376,0.4136518058581763,926.8 -> 597.8,TAG2,189824.052246108,144178.469909639,161370.511535668,62034.5043258246,108089.806335492,256923.318603552,154361.290710392,200529.73406976,177901.552001974,181952.392822291,12469.1007804822
TAG(56:8)_FA 16:0,0.48136572463762134,12.041724500219066,4.210847064587142,0.04016627473124223,0.4136518058581763,920.8 -> 647.8,TAG1,1438864.8427734,1513999.2011717,1375599.5742188,1710797.339844,1564183.24218767,1438109.9228515,1152075.49414026,1277419.4345701,1134062.239258,1117194.5859375,591576.363185869
TAG(60:5)_FA 18:2,-0.4792919391121535,8.275624811335195,4.174314115200104,0.041041171338409135,0.4136518058581763,982.9 -> 685.9,TAG2,145813.869350426,93568.4870452967,148794.910995455,34809.6222724734,74316.80599975,151401.909851105,86610.966735854,147389.709594755,100424.486633303,217579.857177691,15160.1010131839
TAG(60:6)_FA 18:0,0.48163939286047486,7.5797528572110275,4.214621477728315,0.040077007112350675,0.4136518058581763,980.9 -> 679.9,TAG1,87000.327148448,63930.064697285,70976.48443603,73833.745666492,55701.643615711,58119.043823238,46277.823303196,49427.643493644,48188.963256862,72583.30493161,27466.322029117
TAG(48:0)_FA 16:1,0.4687145941888833,10.132773298448907,3.993262701535059,0.04568252402957559,0.43741016758318624,824.8 -> 553.8,TAG1,421135.39013668,497566.23413091,541713.46044921,515268.11523444,261924.69897463,538421.65698238,321596.54431142,315522.62084977,276522.47973642,363649.3056641,79988.5658798457
TAG(48:1)_FA 16:0,0.46947892444342404,14.665485003354247,4.0063868760480545,0.04532819072349962,0.43741016758318624,822.8 -> 549.8,TAG1,15339431.7519531,21552739.101562,11859766.9892578,6948274.7978511,3867669.6464839,20988297.2822266,9905469.96679645,7413950.1816415,6190734.6054688,2391597.9199222,318746.301387571
TAG(58:6)_FA 20:4,-0.4584351541611052,9.811302091129937,3.8207364540830895,0.05062198352384156,0.47288340706417853,952.8 -> 631.8,TAG2,545987.07995596,382127.64465329,276308.92138671,71214.2843628067,228009.3791504,872706.57409723,170088.31152339,542252.27807635,226330.95471191,403631.32836913,26032.3418274034
TAG(48:0)_FA 18:2,-0.4479631982004296,8.035362914108036,3.648455436722032,0.05612123447370912,0.47745725022032287,824.8 -> 527.796,TAG2,113490.607791907,84648.0861473422,109050.767387382,31952.742248538,80136.1656951731,147771.830322247,89947.7264213642,142834.28967287,119080.448059157,94327.506530731,12813.8809471068
TAG(48:1)_FA18:0,0.45387922424421484,12.020526300879158,3.7456043784477515,0.05294657623590881,0.47745725022032287,822.8 -> 521.8,TAG1,2185914.16699215,3000232.50244093,1834318.15771543,1299114.64062518,810824.57128884,2920974.75976605,1445236.57519428,1208137.10766701,1012309.5458976,728323.83349632,116301.388069129
TAG(48:2)_FA 18:1,0.4518280995036373,12.615678343362012,3.7119764110757387,0.05402338632220224,0.47745725022032287,820.8 -> 521.8,TAG1,3334289.20654245,4992539.19165096,2760754.97949187,1828801.02807564,1124111.56127929,4820851.44531201,2275076.91674745,1806688.17431545,1481197.08129918,887087.97949212,116155.88825987
TAG(54:0)_FA 18:1,0.44737354312724775,8.916844014066754,3.6391167959918675,0.056436865649912675,0.47745725022032287,908.9 -> 609.9,TAG1,156286.67041016,159727.19128421,235286.97814938,201572.09558098,158251.97192383,175904.39343263,136072.72912597,130351.62902833,111206.96752931,189014.51232912,51167.3036765962
TAG(54:8)_FA 16:0,0.4447301151104267,11.846984415880748,3.596694819694676,0.05789456707560064,0.47745725022032287,892.7 -> 619.7,TAG1,1226890.7460936,1264057.9121093,1205879.8691409,1381978.7089841,1344779.08105487,1282170.3476562,1022392.3691406,1026203.91308588,987908.9335935,961850.70214841,594875.320373492
TAG(60:0)_FA 20:0,-0.44166255322291176,11.6437500869424,3.5474450562760467,0.059637211586844346,0.47745725022032287,992.9 -> 663.9,TAG2,1236354.15590349,1531238.30884873,1025685.13441892,285859.21790362097,1264808.5842319,3024041.5523081,780479.469051389,1973730.43725574,1362305.59276584,815618.241920216,22974.0015487575
TAG(60:12)_FA 18:1,-0.4414151624397176,6.570399726686191,3.541869423465073,0.05983798436181592,0.47745725022032287,968.9 -> 669.9,TAG2,32081.341857885,30530.3218536461,40336.183135956,13674.4809494012,22605.841522215,37849.342681863,29404.822021479,32370.962463369,36320.842529279,57499.803833018,11244.1408348022
TAG(50:4)_FA 18:1,0.4367851437616303,11.83885898990179,3.469826176551578,0.06249787783400121,0.4885038206208666,846.8 -> 547.8,TAG1,1987621.29882809,2802705.54247992,1594841.58105507,1012993.78710935,699505.14868167,2626257.77661085,1310064.23803719,1052738.05102587,1005969.70263511,504571.31665031,98864.6274986616
TAG(48:0)_FA 16:0,0.43295808756126686,13.482980910577172,3.4095370196155272,0.0648206304630117,0.4946894555813569,824.8 -> 551.8,TAG1,5069083.2285171,6428357.3378915,4656712.2421876,4237937.8886715,2534169.0781249,6740087.3749995,3616015.8554703,3240824.9746094,2889823.1328125,2430555.9824223,906740.443092099
TAG(60:5)_FA 18:1,-0.43135285538715096,6.683858626531167,3.382989126651512,0.06587248625234779,0.4946894555813569,982.9 -> 683.9,TAG2,41306.2226867664,33073.7822456393,41602.5827293359,16198.5611038212,23592.1417541596,49837.943603555,34132.142272942,45103.203369143,45516.183166495,42673.283142077,9757.0007362367
TAG(48:1)_FA 16:1,0.42479386308969846,13.525001100728694,3.2826199853152502,0.07001707333433277,0.512467099483201,822.8 -> 551.8,TAG1,5189729.0332042,6584751.0644541,4734460.0585948,4422605.4589839,2590995.3007812,7251481.4453125,3629189.2226566,3267478.2226559,3066604.9433595,2417619.382813,927480.061664605
TAG(54:8)_FA 20:4,-0.42147353517003183,7.6794544449831,3.231061355130919,0.07225384692452443,0.512467099483201,892.7 -> 571.7,TAG2,97085.646301263,69834.524841296,83903.686340307,31569.542434683,49595.5036811663,127722.288574234,64903.9848403859,97077.047119101,90368.986572254,84437.48532486,9666.5405960137
TAG(56:7)_FA 16:1,0.42186784826361207,8.516791030290753,3.2373063764275685,0.07197888796900147,0.512467099483201,922.8 -> 651.8,TAG1,135860.82934572,100932.78662111,141187.84960935,139090.94946287,132067.828186055,123589.34863283,76635.965209971,111984.10876466,84144.806640638,145604.23120119,53959.5840110602
TAG(50:3)_FA 18:1,0.4188979010841382,13.700785579848805,3.192447126202751,0.07397919059663195,0.5151641817910916,848.8 -> 549.8,TAG1,7432279.476562,9856599.8291015,5805706.8486327,3832134.8037123,2322969.6972664,10093303.7275395,4914344.2900384,3832209.5927723,3435310.4785148,1647967.0488281,362208.986549169
TAG(60:6)_FA 16:1,0.41488973022205106,6.885762251724268,3.130609355506543,0.07683501603385985,0.5254966275172915,980.9 -> 709.9,TAG1,42026.962615968,34068.04232787,59231.983886693,44961.783020031,32397.242294323,32460.3222046,29234.90194702,30648.942352301,31434.762329092,48803.583557139,17206.7412872338
TAG(60:5)_FA 18:0,0.40980969512122384,7.12080992204968,3.0548346183209105,0.08049718972024979,0.5408846256641345,982.9 -> 681.9,TAG1,51511.683990471,44547.60287474,52052.763793933,56218.303985606,38532.302978528,44528.723113977,36271.542633072,38987.202789305,33365.582580561,49410.183532718,21896.1414947529
TAG(48:1)_FA 18:1,0.3414561342364882,12.586284158101808,2.1236567763407947,0.14503988367173898,0.5721214592123439,822.8 -> 523.8,TAG1,3081002.16601597,4034173.25097702,2663096.4482417,1947327.71923824,1169632.92626963,4453638.05761658,2218439.79443375,1866630.87841816,1579857.45703214,1094296.54638676,219186.134483368
TAG(48:1)_FA 18:2,-0.3267683019354194,9.281386234112652,1.9451589440432144,0.16310947715063814,0.5721214592123439,822.8 -> 525.8,TAG2,296438.421493382,260033.217231743,314692.081764336,90713.185424748,119146.728416417,508581.35620118,199400.134628193,297265.14038099,238394.5599365,187944.111755377,19716.6014213554
TAG(48:2)_F A18:0,0.34056690546865165,9.261469730896636,2.112504847833406,0.14610000322552177,0.5721214592123439,820.8 -> 519.8,TAG1,241575.636962831,284130.33959969,222783.53698718,220866.214294598,228767.9564212,305874.021850597,185811.17272948,191148.65148931,170750.471374512,201540.154419,37257.4428329356
TAG(48:2)_FA 18:2,-0.3186515729714501,12.90865622637417,1.850024916784605,0.17378049641826782,0.5721214592123439,820.8 -> 523.8,TAG2,4330357.41847886,3991271.47805026,3727060.90398701,751013.65820327,1147206.70351788,8627739.4677744,2420036.56793214,3337277.3662106,2888486.2753911,1266635.152344,137061.889263191
TAG(48:3)_FA 16:0,0.30260647730997525,9.235831576245708,1.6686318982758621,0.1964418806397834,0.5721214592123439,818.8 -> 545.8,TAG1,260655.19897457,296468.38281245,241373.33728028,188501.774352908,209602.49401853,293822.861145022,200965.7127685,192587.03320321,193873.37512207,173922.01428216,31719.7424773977
TAG(48:3)_FA 18:1,0.3858815197492833,9.704337388330318,2.710346589334222,0.09969932841055382,0.5721214592123439,818.8 -> 519.8,TAG1,367163.70800783,473707.39306628,334819.9248047,282715.80029284,256027.256896804,511498.85803202,268706.959594821,249306.35778804,214921.577636862,214970.73583988,37941.4027595653
TAG(50:0)_FA 16:0,0.3416132510850997,12.275983132302564,2.125601424238994,0.1448559114814024,0.5721214592123439,852.8 -> 579.8,TAG1,1799873.3750001,1971946.3125001,1782788.783203,2021167.2226563,1452273.7246091,2280457.5156245,1495519.1601561,1531034.3105467,1342176.1406252,1378414.5390625,539857.440094213
TAG(50:0)_FA 16:1,0.3495489860723432,9.276927981516407,2.2251194519976716,0.1357821553080539,0.5721214592123439,852.8 -> 581.8,TAG1,212991.65478513,217896.53576657,263248.63842791,264930.79858389,168324.79321288,242629.63647458,174259.7336426,179439.89135745,163475.35058596,228008.11645504,68583.3246917907
TAG(50:1)_FA 18:0,0.3676255767816347,12.525986195605551,2.460735766173457,0.11672409464094162,0.5721214592123439,852.8 -> 551.8,TAG1,2257094.4414069,2474932.8515619,2232913.8808594,2327903.9550771,1612050.8691409,2847330.0039077,1709123.3730471,1732712.6464844,1576796.2207028,1620191.0585939,647376.766327092
TAG(50:1)_FA 18:1,0.33474964692130704,9.75042299642293,2.041148312178848,0.15309403797310314,0.5721214592123439,852.8 -> 553.8,TAG1,310545.542969,321155.60034175,407533.28564455,361089.92260742,208230.79418948,348635.64501949,231618.75659181,248115.23730475,227178.31640616,355448.34716799,80324.4463043388
TAG(50:2)_FA 16:0,0.3044385952557352,13.610014393414419,1.6889708933013026,0.19373668364139068,0.5721214592123439,850.8 -> 577.8,TAG1,5638864.1601567,6762522.726562,4577559.3457031,4555146.7128906,2889987.437499,7896385.0332031,4178922.5449215,3933514.2304668,3636589.5937493,2453263.525391,812698.03676604
TAG(50:2)_FA 16:1,0.34120668880489585,12.423018891608358,2.12055868655807,0.14533352056862636,0.5721214592123439,850.8 -> 579.8,TAG1,2057091.7617186,2288858.0761715,1968778.7421876,2184658.9863281,1570215.5175782,2688307.1738287,1639610.09375,1700557.2636718,1479110.6054688,1453504.2402347,585730.282188337
TAG(50:2)_FA 18:0,0.3296044667089579,12.425827537335481,1.9791059375347686,0.15948462608186598,0.5721214592123439,850.8 -> 549.8,TAG1,2663937.63085999,3302780.50000061,2184928.33300721,1803280.72070254,1183867.1972653,3564485.0283203,1927381.9189452,1622347.5283209,1589489.57421815,1046880.92675798,302219.761260914
TAG(50:2)_FA 18:1,0.3538034037469244,13.147979811547566,2.2796328228141647,0.131082903555074,0.5721214592123439,850.8 -> 551.8,TAG1,3509440.867188,3842333.8359361,3318417.3203115,3565682.6445307,2406823.970703,4441441.6425781,2666201.6367195,2629767.5253904,2383140.7148438,2503064.7949218,1029334.5303763
TAG(50:3)_FA 16:1,0.306789736401681,13.974819530264837,1.715111287223408,0.1903235478124894,0.5721214592123439,848.8 -> 577.8,TAG1,7790574.5136714,9730015.5507807,6111223.1289048,5399382.1210948,3368000.5273442,11037345.0039062,5785803.8125005,4907527.6621098,4522995.6191405,2769592.4531251,838448.87660994
TAG(50:3)_FA 18:0,0.32241893020663237,10.52069036141828,1.8938932864475646,0.16876345034445903,0.5721214592123439,848.8 -> 547.8,TAG1,648228.18579122,828457.1381835,562259.4550779,489717.83789057,401540.16870139,828403.78125004,463748.43505857,415383.1091306,489170.09545897,374949.0053712,82758.6460533064
TAG(50:4)_FA 18:0,0.37771760162453843,8.686566324715356,2.5970540307399688,0.10706255866490542,0.5721214592123439,846.8 -> 545.8,TAG1,144042.010925278,130922.0093994,143730.49108882,141776.488098137,230136.73327655,158452.190917931,116209.728759751,131734.488403312,116757.388366684,158200.351623548,27933.2221717827
TAG(52:0)_FA 16:0,0.33144411633348303,11.345853609051767,2.00119190904843,0.1571755697209655,0.5721214592123439,880.8 -> 607.8,TAG1,866909.93554679,959059.09863294,912548.11816419,1108452.22265633,883264.02783224,1104515.92675791,801570.69921862,833840.34326209,640497.36914055,879138.40039068,254866.057971974
TAG(52:0)_FA 18:0,0.3510369086202218,12.536058155076459,2.244202612049776,0.1341160280684285,0.5721214592123439,880.8 -> 579.8,TAG1,2092218.1386721,2179345.6816405,2020088.1464843,2297292.6250001,1912367.9052733,2406629.4843751,1761196.5117188,1793849.4785158,1513624.9472655,1756751.6328125,788117.77619529
TAG(52:1)_FA 16:1,0.35420944010851835,11.445517906390863,2.284829765084396,0.13064447563699966,0.5721214592123439,878.8 -> 607.8,TAG1,938545.74755852,1047434.6240233,1012938.47753895,1186338.08691395,918315.72265629,1181558.06982391,863920.14062508,862425.48046873,698804.05078128,904106.86230468,279329.061653117
TAG(52:1)_FA 18:1,0.32041121682291696,13.057826322786383,1.8704703677649377,0.1714212174315558,0.5721214592123439,878.8 -> 579.8,TAG1,3040213.0468755,3129758.2656274,2816010.5195327,3167720.6210922,2671169.0058589,3520254.0039083,2481393.343749,2655837.9843745,2187633.2617186,2453138.3984376,1202944.22160313
TAG(52:2)_FA 18:1,0.33245562853829724,14.034125728926917,2.0134273811781895,0.15591274313217637,0.5721214592123439,876.8 -> 577.8,TAG1,7427968.0624999,7387478.3945313,5511571.078124,6067849.3281255,4388446.6601563,8727340.0507813,5140106.7304678,5124776.4726563,4559926.4140636,3748994.1289033,1941547.84742338
TAG(52:6)_FA 20:0,-0.33682080561478805,7.5787110599617336,2.0660931742402227,0.15060689625652574,0.5721214592123439,868.7 -> 539.7,TAG2,75727.0054016044,59446.8842544886,91572.7855376808,31251.702667249,57204.9435272095,108392.06738282,61644.9239730919,72357.085693388,79294.885864242,95491.007049556,9644.2006530747
TAG(54:0)_FA 16:0,0.3772278521824594,9.110028276747206,2.59039551017122,0.10751348555428211,0.5721214592123439,908.9 -> 635.9,TAG1,182588.43383789,196349.23376463,192090.15270997,238455.53625495,172587.01171874,211463.61450198,148855.51013186,152113.19030761,149494.68969728,191895.63415528,69656.6249694721
TAG(54:0)_FA 16:1,0.32837675487113416,7.946823693142702,1.9640506102851987,0.1610807747078833,0.5721214592123439,908.9 -> 637.9,TAG1,77940.94470215,81167.86560058,96833.74633788,95688.366943332,65696.30413814,84091.60607912,68537.96459961,71591.785156271,66036.80474855,78301.76495361,40109.6230964623
TAG(54:0)_FA 18:0,0.3609241573794836,11.730647246116868,2.3720573874597903,0.12352416108845096,0.5721214592123439,908.9 -> 607.896,TAG1,1175737.2900388,1244129.6328126,1203650.1611328,1325994.4931642,1253045.9316405,1430909.2910156,985278.3300783,1044157.2343751,793957.0742187,1187913.2578126,366303.625168011
TAG(54:0)_FA 20:4,-0.3033172741788994,7.917147369233691,1.6763017779364873,0.19541658486304958,0.5721214592123439,908.9 -> 587.9,TAG2,104591.826660169,93787.346679674,106104.208435069,42367.623184204,61291.684555058,141489.629882819,83872.186157212,113067.368041971,99454.987609878,90273.586181645,10775.7207908661
TAG(54:1)_FA 16:1,0.3528507876158169,9.465113260460413,2.2672686749937156,0.13213259008259973,0.5721214592123439,906.8 -> 635.8,TAG1,237112.83764642,259493.01855468,236441.83715821,327543.44238284,199617.33374024,305559.16113277,194924.53515624,198165.41552735,195148.13549802,233917.13500973,80290.0851096978
TAG(54:1)_FA 18:1,0.34856091272848955,12.36409311132987,2.2127304927362275,0.13687621719580734,0.5721214592123439,906.8 -> 607.8,TAG1,1803894.5019532,1986106.6875,1772532.4765623,2034153.6328125,1942395.5742187,2216749.8652342,1623579.2871093,1647686.6328127,1238258.9511723,1710924.3730467,586880.747405942
TAG(54:4)_FA 18:2,-0.3495496579812019,14.026231647565538,2.2252849198994227,0.13576760934193433,0.5721214592123439,900.8 -> 603.8,TAG2,8200325.5156249,6697242.8749999,6052651.0585932,2471777.1835936,4354922.78125,11337909.1914063,6051600.3281255,8152863.0039057,6141722.2500005,5623567.0742187,795104.098713384
