lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,42E1,42E2,42E3,42E4,42E5,42C1,42C2,42C3,42C4,42C5,SolventBlank1
PI (22:1),1.3853549579614428,2.5363052357630145,30.67785692378788,3.0462160318326294e-8,3.6665363874058193e-6,672.3818 -> 395.3818,PI,26832.9616622938,28386.1819877541,33436.9623374974,28171.2019462593,23884.4418640187,2471.1401596073,12991.0207519559,14012.8008461014,5076.0203361511,19788.4419136012,27108.701705945
Lyso_PG(22:6),1.3397873089804,0.7736138372366229,28.642514806234196,8.704982527317657e-8,9.604497388473815e-6,574.2801 -> 385.2801,PG,1774.7201271057,1648.2001228334,1707.2801170352,5293.6403389,11289.8607864381,1999.4201393116,1736.3601188659,1828.3201370238,1677.1201248171,1691.8201141358,15808.101089474
PI (42:3),1.2932451812005066,4.230099492203415,26.87271503525335,2.173051835285293e-7,2.213169715321329e-5,962.6428 -> 685.6428,PI,145086.229843176,138522.669036869,73966.545257545,139403.330398523,83209.305969211,33805.4824829098,57425.143814056,56477.223876922,28319.9817504833,66864.4650649,30608.7423400943
"Cer(d16:2(4E,6E)/22:1(13Z)(2OH))",1.0816178664413416,5.623250810630437,18.978181362253054,1.3222180110688448e-5,0.001250440461896536,606.5 -> 234.3,CER,283722.779319854,272734.899063265,269999.299354582,296124.04484564,124093.330467055,155884.911216789,104411.067359922,109151.206283572,119467.508491536,117038.007991768,176348.069149069
PE (20:5),-1.0332507225570644,7.119942775959116,17.353580533373133,3.103130864737694e-5,0.0027390301766084713,500.2773 -> 359.2773,PE,498134.36059618,381285.3391113,295935.89978035,294866.82482916,435979.68688964,1538126.11474627,726464.33691412,648520.19140635,782661.43920894,420848.12841841,289730.49963378
Lyso_PG(21:0),-1.0233646115659631,1.3089195477354216,16.961195723385657,3.8151664794487344e-5,0.003157050261743828,572.3584 -> 383.3584,PG,2308.0201568608,2321.2401657105,2179.0201454159,1802.0801391602,2842.8401908889,15058.6614303609,2846.9802246098,2566.8601684563,1884.6401367189,2779.7202262871,25733.9218902447
Lyso_PE(22:4),1.0113511190593558,1.0983399200729422,16.611078277691462,4.58822336688632e-5,0.0035734163163279337,530.3168 -> 388.3168,PE,11557.3407173163,11216.3608245781,9750.2007293733,10330.4407424903,10895.8208618143,4369.9002914418,5650.4803581229,5214.6803779605,5542.3803672801,6554.3804740892,7329.9605026272
PI (38:2),0.9656710624038959,5.345828205431863,15.196385090244803,9.688871662661396e-5,0.007126703378535383,908.5958 -> 631.5958,PI,204357.855072072,383617.825195583,278402.921111994,229291.532867484,206745.555358972,104496.589565218,183298.253265471,157149.430084262,56714.104080202,173699.132995651,16353.301116936
Lyso_PE(20:4),-0.9151343169381773,4.524874014688194,13.671414352195827,2.1774387532560446e-4,0.01517331004900528,502.2855 -> 360.2855,PE,83459.964904808,66175.264373746,50947.744598443,53945.384140059,71406.485015816,230579.012542673,116014.047546405,106905.187500035,121332.708496053,71661.285614014,54428.204605132
22:0 Campesteryl ester,0.8805282658218607,5.80049044877652,12.673432131568006,3.70888091356245e-4,0.018886762805987244,740.6941 -> 369.1,CE,467829.755237425,316318.605545152,390622.448554925,313518.182621128,227867.796070109,280904.916873855,188899.834007196,155625.350463835,187745.892501719,156902.70912548,25456.9617805572
22:1 Campesteryl ester,0.8877035068400513,5.800358286406987,12.877657221544725,3.3252824677215074e-4,0.018886762805987244,738.6784 -> 369.1,CE,471446.795066861,323821.200340422,390951.931469023,311542.062133775,221125.336135667,282864.299503281,188212.032539293,150032.929958402,187374.652709837,158782.61138151,25638.1017837424
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",0.8823414934589043,5.917468526117098,12.724939498177264,3.6081152830567346e-4,0.018886762805987244,750.6784 -> 369.1,CE,508032.488102068,345017.951152752,417686.390315994,326189.143520458,246966.221153158,293287.864494387,196611.194126143,181439.773391713,192505.796077845,176242.254245581,35547.7627029354
22:3 Stigmasteryl ester,0.8825801251643562,5.840507386293626,12.73169429733207,3.595107048392896e-4,0.018886762805987244,746.6471 -> 369.1,CE,475743.634330756,335018.946586632,407238.059513161,322412.182312075,230575.437164304,292122.921432509,190352.152225524,163139.850723302,181011.33210007,172886.232021255,24271.961585994
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",0.8850661258459334,5.9148435106095745,12.80245295586974,3.4616517633658634e-4,0.018886762805987244,752.6941 -> 369.1,CE,501277.254028259,339454.545639075,406101.5691527,327434.321166917,261378.161514099,300989.822311388,198735.332672117,178997.131679624,186018.352844183,170324.97082142,37874.0628280683
PE (30:4),-0.8846924407859892,4.270942161338818,12.790422743630188,3.483983803786888e-4,0.018886762805987244,656.4287 -> 515.4287,PE,68539.365661597,68643.504394547,55790.403839091,56683.504470844,64357.403991765,176975.831726115,115298.527862533,93057.046539409,141036.390670789,75431.465667723,16131.521179187
PI (34:4),0.8830939462878461,6.549219037428149,12.746552899134258,3.566658909027582e-4,0.018886762805987244,848.5019 -> 571.5019,PI,436753.344512895,720762.950561663,610353.959625158,635416.489440963,554572.881042463,237703.980670881,422828.408554107,412159.569030715,109846.787475538,443772.10833741,26416.7820510877
22:0 Sitosteryl ester,0.873007614055033,5.9087939387384045,12.4610892459541,4.155175662228105e-4,0.01897052612686211,754.7097 -> 369.1,CE,498764.273517704,332555.860382092,406323.270599493,333828.245010328,251669.5549964,304157.939556042,193703.333343613,175369.393379263,193516.654785016,169981.890705117,37595.1024322411
"22:2 Stigmasteryl ester, 22:3 Sitosteryl ester",0.8734778274918557,5.8423344891412405,12.4742971834512,4.125898581808123e-4,0.01897052612686211,748.6628 -> 369.1,CE,478457.859489389,330953.844593144,405522.394584743,315639.802944149,234550.177631424,293143.758728019,192660.455764868,169457.271579766,183593.715049627,163548.769977435,25816.2016220041
Cer(t18:0/22:0(2OH)),0.8742369543765148,8.605743675029503,12.49620489301742,4.077795472833055e-4,0.01897052612686211,656.6 -> 282.4,CER,3127857.91567982,1782261.72091672,2441745.9010926,2531743.12176501,1440435.8702087,2142776.97644054,1153632.61093086,869492.281615633,1124366.00422706,1192427.85125719,468376.221480876
PI (40:0),0.8690949694720809,6.937139187575135,12.351555754394216,4.4061913386493986e-4,0.019445991107906013,940.6584 -> 663.6584,PI,761955.223144671,701610.813903715,646026.312438942,811422.161804152,516464.239867633,183498.393447716,481074.419677758,460257.505492731,162754.953125055,630209.334838799,210821.173645012
Lyso_PE(21:0),0.8681314281520833,0.6139319855429901,12.28845417196385,4.5576907976400754e-4,0.019465750374436968,524.3638 -> 382.3638,PE,3385.020229339,5467.3403778074,5955.3604850779,6993.2404785131,8578.0605430613,4586.9203224175,4402.8003234879,3461.580268859,1848.8001213076,2839.6002235415,8440.6205558803
PIp (42:6),0.8564907089595537,7.0385672803235115,12.000969648342565,5.317287773556911e-4,0.02200027816309172,940.6009 -> 663.6009,PI,809674.35253915,755664.476501401,689486.03796389,853013.3561401,549069.921508775,199245.31269835,498930.759277319,474871.681519064,182465.617607116,703906.002441423,235349.529418903
PEo (36:5),0.8489710654740631,6.654173000704852,11.794056762186301,5.942011013985409e-4,0.02384006843186873,724.5277 -> 583.5277,PE,513192.993713255,833494.034667736,613585.055786275,633384.925262584,569582.556640669,371519.968566981,323705.621337837,354755.506958093,262357.120483414,482265.29241937,22894.621658316
22:2 Campesteryl ester,0.8194983772490428,5.583293138070127,10.99953783228284,9.113460981298825e-4,0.03548888923305778,736.6628 -> 369.1,CE,389039.99087901,266980.395839604,331615.127120995,266704.422744652,198231.052680902,241663.418090793,167100.39307788,141269.150577437,164872.090152599,140574.509082828,22878.821632385
PIo (42:6),0.7976747668693089,4.172932845816143,10.427407964916256,0.0012415887213220115,0.04696752762943838,942.6166 -> 665.6166,PI,102579.485870414,103128.368988075,93549.786727888,112045.689758328,79979.665405246,32172.4021720808,76164.125213674,65108.965148914,23946.8620071345,90939.107742317,33954.102401777
PI (32:3),0.7949089257555335,4.9458081864081604,10.356974593477393,0.0012898642121615391,0.0474383393583855,822.4863 -> 545.4863,PI,134989.729370133,202691.712844917,170584.293670661,199277.254974444,206918.835754551,69751.2450409679,129495.688690168,113959.88940425,29436.6217727662,195418.212570159,24548.602005016
Lyso_PI(22:1),0.791324284698697,2.844870875467977,10.260264081963214,0.0013592622132827105,0.048639545145575905,672.3744 -> 395.3744,PI,28509.9818000821,33607.7620010345,36470.5829658566,31056.1820907393,32801.1825179979,2866.3602180485,21345.0815620358,28025.5625572332,15936.7809982317,25804.5415420509,29041.261825561
PI (38:5),0.7822722321248289,3.58556459243653,10.032544541537336,0.001537984296247546,0.05358661074294082,902.5489 -> 625.5489,PI,62401.764648423,79095.805725071,62594.484298701,67087.084686272,64850.405014039,35169.7627754211,53484.04365539,44943.903320311,16667.1611061045,49748.783218364,18057.321220396
PI (36:5),0.7747620702988977,9.899596223809004,9.8456233146444,0.0017023629850089772,0.05779304082440733,874.5176 -> 597.5176,PI,4561538.17553667,8349193.72021487,6287159.086182,5638465.22290053,5051695.70288087,2697080.76697489,4922084.58020038,4360374.81664984,1151055.04540998,4566373.35351571,52321.743896471
PI (38:3),0.7728512681888874,5.119173820842808,9.796893032497794,0.0017480696545546758,0.05786110556575977,906.5802 -> 629.5802,PI,161097.811752362,330222.819213954,225757.615447991,172738.650924602,168004.510406554,81837.4466705514,161915.072509754,164099.091949587,67325.3646545,147761.210113606,16296.881210332
PG (20:2),0.7492537048112481,4.890570195420778,9.214097602356105,0.0024015855864817316,0.07755364186589786,554.3188 -> 365.3188,PG,199591.093170215,202844.873870986,191189.753158619,185223.533264276,98057.106384284,227940.556030335,104579.707412714,61837.12490844,76131.944839478,77631.885192862,19833.421386731
PE (28:2),-0.7438315331010421,6.460272789681984,9.083244217918946,0.0025796202400914154,0.07942830692746591,632.4287 -> 491.4287,PE,352619.502380497,329268.965026861,292420.656555108,270797.59753427,336051.661681985,819135.017303519,485439.235412007,505303.788513099,527499.858520006,414995.128936587,27368.4420929
TAG(50:4)_FA 16:0,-0.7447928758205904,8.05216877616784,9.106685436498083,0.0025467694104361603,0.07942830692746591,846.8 -> 573.8,TAG1,94730.1254577749,1228507.86145024,1389774.52380363,1161541.70104988,1070852.08032232,1908251.96020581,1575834.0698235,1533472.89196664,1642131.19702243,1661318.27123927,49556.2432174833
PI (44:10),0.7384967475765308,2.0560068582186655,8.947859850876453,0.0027779484726664504,0.08359099495023592,976.5645 -> 699.5645,PI,19256.181259155,22966.781509411,21469.1616058435,23835.5815429719,19621.9214019758,10960.280605314,15949.9011993523,15935.3612518431,5685.6804199216,17017.6411399818,10041.1606292697
PI (20:2),0.727826928061699,3.795680501722709,8.698892814211831,0.0031840339133929318,0.08969491279430301,642.3349 -> 365.3349,PI,71954.005432131,90616.926147449,75729.964767461,82904.286010743,60463.444610578,37328.422348004,66401.4053955,57274.603759783,13864.6610374392,60106.204162562,22036.3013839546
PI (36:1),0.7279632617335703,8.412458397517756,8.704015996787348,0.003175097622264972,0.08969491279430301,882.5802 -> 605.5802,PI,1535171.58227592,3059160.38964927,2321291.43335011,1735309.68457018,1783771.65087809,915885.556178926,1717010.4025869,1608496.77246089,508004.99609368,1611602.94897514,72293.60565185
TAG(52:3)_FA 18:0,-0.7282222860966929,7.539107717968752,8.710087221067397,0.0031645406650586674,0.08969491279430301,874.8 -> 573.8,TAG1,89308.0665893914,868569.48156737,938087.36083965,833816.37792953,736035.33984378,1370373.97351124,1099121.63964859,1078459.92541395,1079024.45068367,1148725.6781015,51067.0636825626
PI (38:4),0.6976524616460877,3.7393149596052155,7.999257689765729,0.004679653045806757,0.12908042984683638,904.5645 -> 627.5645,PI,62544.504379271,95846.426757835,72802.864807117,77554.665557852,62426.363876353,34992.2025947475,56780.104171746,60832.504333528,22652.9214401333,56737.083282455,18280.541282647
Lyso_PG(20:2),0.692806088994576,4.888263897820018,7.89061028162314,0.004969209450546094,0.13158466625046056,554.3114 -> 365.3114,PG,191470.154113808,203216.81420888501,185057.494201706,191538.651641974,96580.426147454,235950.314147914,96151.126678478,67071.524993891,82687.945449838,81665.765777558,17629.3612670889
PI (38:1),0.6937227664770951,4.863833469933941,7.911282909047145,0.00491274177095532,0.13158466625046056,910.6115 -> 633.6115,PI,126291.109924273,240518.617431657,183686.913360564,143820.18975826,164973.889983996,76208.3456230039,134916.370635908,132105.547668553,48946.083587658,145358.3302306,16886.761062624
PIo (42:4),0.674672780124117,2.598114209576582,7.483182765365713,0.006227788967224688,0.16167828612951934,946.6479 -> 669.6479,PI,26368.901985164,37420.642578132,31412.822372428,30112.342071531,27856.181762686,17167.2613105764,23620.681625364,22400.861656199,9100.4406700105,25583.781776425,14898.5609741243
Cer(d18:0/22:0(2OH)),0.6677172767992099,6.609780378633253,7.334860717241099,0.006762991965261749,0.16894719550955767,640.6 -> 266.4,CER,649980.263351365,497751.279143812,584471.963546827,559287.656646211,420910.672637932,533820.177933244,334008.079498351,261559.69667063,348648.605728218,298754.602111811,112509.746070938
PGp (38:6),0.6679459075523372,9.0789289425901,7.3400289688324865,0.006743575259685872,0.16894719550955767,796.5223 -> 607.5223,PG,2903578.11474633,5228834.82006783,2885661.1386724,2090644.83203165,3163259.41943351,2379205.64892523,1667608.38305777,1371072.5581055,1998637.3679193,3115265.60034273,84023.126892065
PG (36:0),0.6640859999869783,8.995771929804702,7.256171668908793,0.007065775603205295,0.1700924890662511,796.5798 -> 607.5798,PG,2698226.43041988,4910112.68872073,2710150.49414052,2008185.66723631,3017220.06372106,2227177.67724679,1612291.8403315,1277841.48876969,1838878.90881258,3002243.43188425,80406.226135188
TAG(52:4)_FA 18:1,-0.6643776441949667,7.668826641739708,7.262430582264642,0.007041193183749949,0.1700924890662511,872.8 -> 573.8,TAG1,100892.086933103,924235.98828122,1086143.2603759,928957.42675765,852582.24096707,1503441.82519589,1194838.0178216,1149737.29321297,1152034.29101569,1212895.42688046,57604.9439430045
Lyso_PC(22:4),0.6618578654772774,4.649226411147508,7.207165684530082,0.00726130745560159,0.17167805484315188,572.3638 -> 184.1,PCandSM,152961.347991963,126767.329284595,143103.608856209,147545.45104977,139219.991394032,82259.765869177,120828.267974773,71770.863616927,94447.685577363,91858.006637559,22179.041641241
PI (36:2),0.6597863541124759,10.410917232635228,7.1633405359170865,0.007440849493916647,0.17283657420957266,880.5645 -> 603.5645,PI,6249714.33398375,11069647.7905277,8945558.8320315,7363112.20556628,7583599.53906276,3852576.18803398,7129555.06884715,6316481.87109377,1846249.90527351,7301304.64746144,118168.82824703
Lyso_PI(20:2),0.6582173191758584,3.7824721240036903,7.128013986339058,0.0075888738033899,0.17323567096014186,642.3275 -> 365.3275,PI,70369.305358874,89834.586669925,71538.004882807,84765.16665651,59199.344207757,39173.2425689618,66795.865142814,58376.84460448,19334.2815284779,58965.044158928,19698.901519762
PI (36:4),0.6558436872875019,11.242752530046102,7.078712458917913,0.007800503909391681,0.17504859620397603,876.5332 -> 599.5332,PI,11787484.3247072,18038043.0898438,16205252.3940424,14545709.3784186,12869043.0566397,7330993.85249709,12440189.4663085,12229281.0175776,3056347.41601568,12239487.6850582,88045.18664551
PI (36:0),0.6536476373525522,6.470814556004078,7.031554479187889,0.008008580580735421,0.1755221945163558,884.5958 -> 607.5958,PI,399803.44848638,752592.98681637,500646.09643537,417137.06994631,431917.51330563,247248.496829978,426092.86755368,388970.38659668,122305.807983425,428023.46411121,92913.9867553
PIp (38:6),0.652831617140749,6.519891698880188,7.014161937278857,0.008086747632551137,0.1755221945163558,884.5383 -> 607.5383,PI,411790.06835922,770199.39025855,516485.33251965,435557.44995112,433525.7093505,256857.460487429,440242.38952657,400383.16540537,126212.948486417,431894.1083985,106121.48791502
PE (34:2),-0.6474343790954871,13.057701969596437,6.899839630148256,0.00862034819687885,0.1840861453656064,716.5226 -> 575.5226,PE,30113151.4257828,38447753.5742188,35998022.2558594,27966332.484376,31613250.6318364,67873427.0234375,48614289.6210933,44559752.0351577,43917950.9824219,59948309.4433593,163698.83081059
Cer(d18:0/24:0),0.6440346190185436,6.690876608088522,6.827955982015965,0.008974190681564595,0.18565356972486755,652.7 -> 266.4,CER,692877.638123082,501424.576736939,618562.331238339,556547.841126048,442025.170761101,553673.46163945,346002.078887987,294064.943176291,355884.158782988,322664.819579984,136977.889007555
PG (38:4),0.6450924912263415,5.557898368709971,6.85000470666273,0.008864103910751122,0.18565356972486755,816.5485 -> 627.5485,PG,258459.044799567,392877.365753063,256557.379638546,208452.97412108,251063.315918027,206406.734497094,161757.711242549,136867.589447073,186374.794097921,206532.336303569,26231.941833492
PI (36:3),0.6426487714153393,11.310534913680234,6.799035296960287,0.00912071408921777,0.1857819300634512,878.5489 -> 601.5489,PI,12032376.6323237,19771779.8535151,16841004.6142584,14486976.6923824,13614358.9663084,7435573.84263207,13165054.7644038,12157109.5043949,3490176.18505836,13614243.6049805,97378.3071289
PI (42:11),0.6394422395004855,2.735970810172495,6.728459649392448,0.009488650541398701,0.18750706443002807,946.5176 -> 669.5176,PI,31332.582305913,38166.182678212,31599.342178337,30541.682319632,31833.682403581,18358.2612876894,24799.941848763,27509.681762691,9755.1206665107,26780.88166809,17761.4814643779
TAG(52:6)_FA 20:0,0.6401531476636132,3.9675410832913847,6.745516388941724,0.009398357011920063,0.18750706443002807,868.7 -> 539.7,TAG2,23156.7217407095,83493.1660461331,85093.466766365,171195.19036867,93543.1661872723,60174.6642608648,61184.0842285328,58425.8842125045,64802.464572912,50940.6639671112,9644.2006530747
PG (38:1),0.6345984898019468,8.299430079116108,6.631051157270122,0.010021610782871369,0.19455541652077626,822.5954 -> 633.5954,PG,1739102.09619097,2930765.57141107,1746396.91894471,1255334.67541519,1744799.69946283,1446744.352844,979174.19299381,822750.47631839,1179468.13806142,1813009.76660111,37446.742645261
TAG(50:3)_FA 16:0,-0.6335945775734583,8.895366465731739,6.610272004651051,0.010139217326233808,0.19455541652077626,848.8 -> 575.8,TAG1,289722.440982866,2381283.76806648,2517897.1127933,1880534.10839899,2020121.16650535,3130577.36230561,2647423.2246104,2451438.53418019,2636242.27734412,3326751.96777349,236530.456802383
"PIo (36:3), PIp (36:2)",0.631257709930686,6.172732078894839,6.561763798494212,0.010419304244115198,0.1970736974172646,864.5696 -> 587.5696,PI,363837.204651066,590355.297546409,442309.47204598,369847.670043947,369793.963318006,194136.792709408,335906.605316083,405565.950073201,92317.667099017,367145.404876736,19301.741333002
PG (38:2),0.6283529386158414,8.844390043632249,6.502198428308475,0.010774119159527177,0.20091456010160536,820.5798 -> 631.5798,PG,2528241.96154777,4236459.77600165,2468640.88232374,1822587.60119578,2672019.68994123,2137665.97143626,1509002.30993587,1185897.76782168,1673605.87902777,2643773.56152442,43269.962707529
PI (32:4),0.6255427614181148,3.3723222993721857,6.442715712789322,0.011140820220783807,0.20206090373038027,820.4706 -> 543.4706,PI,48903.203552249,63128.904617264,50382.683380129,59163.623596177,55203.763778679,25806.0216979964,42985.8433379972,41011.0437622123,13345.1009216344,60167.443939223,16256.8811035198
PI (38:6),0.6256800148332605,4.067478693801774,6.446271541559213,0.011118543432642554,0.20206090373038027,900.5332 -> 623.5332,PI,77708.165649417,120957.549560604,88268.947021452,76581.685485842,89420.266052211,40838.8031654141,77789.305847151,71807.845031801,28159.701995856,79619.746521013,24574.402084356
PE (18:0),-0.621500688930331,11.204846337744824,6.362260637106098,0.011657292542251174,0.20342016367004698,482.3242 -> 341.3242,PE,7394107.19360252,5302553.87011759,12329810.7666026,12106682.5424816,8807368.82031288,13645750.1040034,15824304.4345708,16002130.1489257,12167436.6894535,14396394.5170901,61744.884277322
PGp (40:6),0.623264011738202,6.046813753940896,6.397867016484092,0.011425755720293182,0.20342016367004698,824.5536 -> 635.5536,PG,341059.863037015,607808.567626989,332699.844116219,249143.460693136,376342.24267582,303318.019958403,193757.353271449,168576.651123233,239976.51760875,369311.030456501,38004.782745347
"PIo (40:3), PIp (40:2)",0.621461422383361,3.184932062863552,6.359311258023922,0.0116766861321175,0.20342016367004698,920.6322 -> 643.6322,PI,42426.082550071,62299.964340189,44892.943206783,50060.463592527,45777.523315425,26601.9418220472,38924.1828613245,37801.902519227,17145.3012924245,42114.883041381,13233.7209396379
PE (20:0),-0.6176420483213639,5.729210239867123,6.2837673848552384,0.012184879499314098,0.20951662931288137,510.3555 -> 369.3555,PE,172050.473152222,129497.970520027,267602.080749379,261512.079193087,187178.373275601,310556.258605918,345259.684722919,345176.281524655,275560.035659689,316824.603881781,13222.2608718819
PE (28:1),-0.6151658945220128,8.732398989625883,6.2341517842296525,0.012530959886664366,0.21001254291067875,634.4444 -> 493.4444,PE,1516712.19323724,1766880.66613756,1756706.52105807,1629450.12542767,1604736.35913059,3009642.6184691,2594175.62719675,2457119.66088812,2257757.71936055,2698461.68432671,20307.101394663
PG (38:0),0.615199338978479,6.010990050763918,6.234586572027181,0.012527883682967127,0.21001254291067875,824.6111 -> 635.6111,PG,326736.087219237,587462.839599327,315523.243835372,247528.817993104,371425.82733147,268821.161559983,200532.195495631,154974.311889696,248137.817932024,368190.066955596,40575.282135024
PI (42:10),0.6072603557367025,2.8572501639833323,6.073509284095451,0.01372240587325118,0.22710581720230705,948.5332 -> 671.5332,PI,35775.622985833,45952.503265383,38475.1826858603,35400.422622678,35167.402679452,22673.0218658429,31955.9021568309,32126.082450876,9768.2607192995,31364.8421478229,12400.1208801217
PI (40:3),0.6002403952852542,2.757531563989494,5.934588503178475,0.01484653492192402,0.24184296425565702,934.6115 -> 657.6115,PI,36552.002471901,40347.283157354,32643.122253405,32114.7423171916,28360.021606443,18326.8811302138,29038.48208619,25578.9019813658,11400.9407997164,30449.92230225,15085.3210372887
PI (40:5),0.5994107006740449,3.815156632313711,5.919031508220314,0.014978189629126795,0.24184296425565702,930.5802 -> 653.5802,PI,89524.886566158,34602.102691654,29790.662567135,35854.042526238,35855.4430694614,21414.7616271986,27635.2221679756,63696.544052137,10071.3605880679,31416.902587889,91189.805572542
PI (40:10),0.5928422383118519,3.3094683867098666,5.791197630566728,0.016106612815944693,0.25387089724179496,920.5019 -> 643.5019,PI,46257.943542474,63042.644058214,49809.663543689,52555.744049087,51113.943649268,28717.221977232,41915.8026504486,43851.342582681,17706.5210113568,45371.043182375,15620.6210937488
"PIo (38:3), PIp (38:2)",0.5928577043090745,4.324484948015706,5.792461486227156,0.01609503784634994,0.25387089724179496,892.6009 -> 615.6009,PI,91238.446167023,151259.629882784,118351.128051688,102703.168579113,97091.828125104,58382.5034141664,93908.926757852,90808.706405703,36469.6628227385,97453.567321802,18404.541252134
TAG(50:4)_FA 16:1,-0.5880036370329154,8.96198481255145,5.699450061496464,0.0169702293539428,0.26433627840729723,846.8 -> 575.8,TAG1,323569.560241764,2594921.21923851,2667742.14160212,1982776.2773436,2147489.31054768,3262860.39013587,2685698.7128907,2486835.66064442,2764226.02343756,3505139.74365227,237597.778053299
1-O-cerotoyl-Cer(d18:1/18:0),0.5824034781521044,5.376230744536487,5.591629832476428,0.01804649708986629,0.26843609919470895,944.9 -> 264.3,CER,225724.815521248,156567.911083209,142205.730461065,178622.692298735,153421.931663476,170252.752269775,111487.80775447,89650.7260626817,96415.0668488201,131295.431480387,178365.015220541
Lyso_PC(5:0),0.5848335795709342,2.700499372787259,5.635830563808952,0.017597006548364158,0.26843609919470895,342.1603 -> 184.1,PCandSM,25002.381805428,28492.122039796,28883.90223694,36825.562713614,46488.182891882,29029.022003182,25078.861816405,21032.50132751,19236.221389773,19782.90151977,12894.06099701
PE (42:3),0.5827171972581617,5.079829783771305,5.597657182846889,0.017984511729349676,0.26843609919470895,826.6322 -> 685.6322,PE,185476.99237067,229804.314269994,140633.489379935,228743.712219291,158611.488250702,117166.068359446,125466.149993905,100883.187927263,166893.830871666,133873.387817455,28017.66203308
"PIo (34:3), PIp (34:2)",0.5814151301241971,3.9690359362660903,5.572262648542617,0.018247166863688675,0.26843609919470895,836.5383 -> 559.5383,PI,75886.924407968,106049.7279053,88988.466308569,89147.465942396,73068.205413795,42139.1427230748,67720.765487692,67922.464279199,23835.5617675845,92954.8868713299,15693.8810462954
"PIo (38:2), PIp (38:1)",0.5836580050721183,4.550388847497178,5.615394361576881,0.017803374316430243,0.26843609919470895,894.6166 -> 617.6166,PI,102661.707885752,172306.831237746,137574.949615488,118029.268035908,112866.867492732,68776.385208153,108604.207550115,101870.706787172,37490.0829086143,119190.068512013,26761.902008049
