lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,7E1,7E2,7E3,7E4,7E5,42C1,42C2,42C3,42C4,42C5,SolventBlank1
18:1 Campesteryl ester,1.1803544395468124,4.193445193853038,19.67565857754289,9.17628198206797e-6,3.4712563840737123e-4,682.6158 -> 369.1,CE,303679.103630012,70817.984878547,47894.9230422999,75871.6652526892,68973.7650032018,40006.022781365,43510.8631934962,47493.4635353097,61968.2241249087,48519.3832130448,19941.80141449
"18:0 Cholesteryl ester, 16:0 Sitosteryl ester",1.1759741058304696,4.0321347228727085,19.5333207932922,9.8860123136757e-6,3.6358556398073964e-4,670.6158 -> 369.1,CE,264723.660270531,65151.384445188,45747.3632163869,67778.1447067212,61527.644317621,37960.2026901036,37069.1025962794,36766.2823829729,57942.6642532462,46273.2633514377,18395.4213218708
PE (28:0),-1.1631858760951488,7.874617567380616,19.124829768134077,1.224415682726387e-5,4.3814226052155033e-4,636.46 -> 495.46,PE,685641.97106969,729707.98437556,630345.283264324,760800.592224641,702274.813293373,1712296.54992644,1580857.55786172,1412555.58477722,1426955.82299808,1563644.37280323,21854.041458129
"18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",1.1601124260545828,4.022466053888364,19.023254092774547,1.2913509177497362e-5,4.4796549425787463e-4,668.6002 -> 369.1,CE,263091.04090112,64194.924331645,44980.1229247978,68952.7249145549,61770.244674672,39966.0226287897,41917.8029708802,37859.0023689284,54125.1040649351,43832.6634826568,17214.1211738598
Lyso_PE(22:5),1.1589810673549223,0.6931565846271444,18.933751439577463,1.3533700732866303e-5,4.4796549425787463e-4,528.3012 -> 386.3012,PE,4750.2603034992,5451.9004020688,5264.1403656001,7263.0004768365,7213.060447694,1648.8001136779,1923.4201316826,2771.1402015684,3515.1002311718,3283.3202247599,8318.9605941758
TAG(48:1)_FA 18:1,1.1573927658394645,8.628803792669569,18.939700112692663,1.3491567949645345e-5,4.4796549425787463e-4,822.8 -> 523.8,TAG1,3081002.16601597,4034173.25097702,2663096.4482417,1947327.71923824,1169632.92626963,1077419.07617169,1096136.6357421,866063.12548808,979421.98583984,1578048.40820295,219186.134483368
TAG(48:0)_FA 18:0,1.147143095088631,8.494935461165737,18.6140341876162,1.600380595726979e-5,5.168058314006147e-4,824.8 -> 523.8,TAG1,2859793.98193317,3744716.35986321,2430586.43066446,1689530.70068349,1039653.12646494,1021170.6342773,967951.89599591,785856.99462893,943843.73339825,1419352.94287144,188790.513305683
"lanosteryl palmitoleate, 18:2 Campesteryl ester",1.1432677777124216,4.161959058381755,18.48869614260991,1.7091499702141712e-5,5.387891810865625e-4,680.6002 -> 369.1,CE,289775.361114668,68551.324310312,51314.9836425707,72929.8851890682,66602.7247924843,41508.7629547079,44782.242992408,43960.9027061584,60913.8446960418,49190.4034347495,19871.1413497947
PI (30:3),1.126451472752271,4.326391173423496,17.962132399447913,2.2534349311455657e-5,6.938483369387742e-4,794.455 -> 517.455,PI,119242.668121345,167868.371604977,139095.969543485,98852.026946984,89084.146179204,37947.50263976,65603.324516307,54060.923614496,18807.9413757354,99450.547958374,20848.7416687011
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",1.1199371583246742,4.112219636678223,17.759469323657417,2.5066671407031673e-5,7.542789305206803e-4,666.5845 -> 369.1,CE,268754.361145061,66899.9446945243,50645.2035293484,74960.14507294,65895.6644744731,42351.4430580031,45789.6834640478,36948.1425933842,62770.8444290206,47063.3236999455,19372.4813537636
18:3 Campesteryl ester,1.11678973296863,4.150908204087588,17.662229558892477,2.638135182247827e-5,7.761979958435828e-4,678.5845 -> 369.1,CE,280345.760017487,71275.9449081379,53661.903907788,70355.9252967894,66409.60484314,43380.7631874112,41872.4832496558,43572.8030509981,61958.0644378428,50888.0033187907,19598.5012397745
PI (34:1),1.1040491461704964,9.397356728613357,17.273586169816554,3.2365480268588536e-5,9.315629538176353e-4,854.5489 -> 577.5489,PI,4005559.97265606,6051621.83105507,3655349.48388714,3955470.85742216,3195487.18603421,1187282.71014417,2104902.94091784,2334678.31347681,554513.03613293,3260596.29248093,620611.70166019
PE (22:4),1.1013502423442267,2.3524997495268036,17.175502615371784,3.4080302529652905e-05,9.600493733885202e-4,530.3242 -> 389.3242,PE,14726.2410087535,18921.7212028517,16176.7410430833,27061.7023696865,19160.0015029879,8286.320655822,7375.0205078122,8488.1005287219,7363.9405059818,12284.0608215305,25524.8219452221
TAG(48:1)_FA18:0,1.0952987875285014,8.130159262805362,17.00698797701625,3.724249931994523e-5,0.001027272272908489,822.8 -> 521.8,TAG1,2185914.16699215,3000232.50244093,1834318.15771543,1299114.64062518,810824.57128884,760136.03784158,764352.23046883,626403.85986333,856459.28613284,1119639.05712952,116301.388069129
PI (32:3),1.0899304286146418,5.214542545074729,16.843344472327775,4.0595440545684595e-5,0.0010969053731119673,822.4863 -> 545.4863,PI,227191.735198935,353941.340301366,241830.838836685,180772.673461959,168248.791076723,69751.2450409679,129495.688690168,113959.88940425,29436.6217727662,195418.212570159,24548.602005016
PI (40:2),1.0706066471751081,3.3527888369364884,16.260885694493027,5.519158296402312e-5,0.001461473116887332,936.6271 -> 659.6271,PI,63054.06414799,73845.764678928,62884.164047239,56904.923431403004,47929.18336489,21092.7015571536,32633.602561956,31202.822441101,13084.9810180704,43853.603347765,11984.6408195431
TAG(48:2)_FA 18:2,1.0597361518000734,8.751244804983266,15.943846523150569,6.52495476299945e-5,0.0016939294325904455,820.8 -> 523.8,TAG2,4330357.41847886,3991271.47805026,3727060.90398701,751013.65820327,1147206.70351788,1265197.80867418,1176397.6445311,1174060.63281266,1344270.91136924,1533125.42425917,137061.889263191
PE (38:3),-1.0376846968191384,8.914516231531882,15.30073579826785,9.168079343434381e-5,0.0023343340482129076,770.5696 -> 629.5696,PE,1203183.81018056,1545235.77807654,1295774.70617678,1204929.71874994,2326025.06982367,3981356.79833895,2714897.82043459,2923566.65197668,2894729.57995599,2897242.49169877,29285.721923807
"Cer(d14:2(4E,6E)/20:1(11Z)(2OH))",-1.0229450948889243,5.803582725704528,14.877159586985272,1.1474392934993075e-4,0.002813351156653858,550.5 -> 206.3,CER,182765.633865294,194177.694068861,112490.32863238,233823.914390508,154735.970085129,355024.304321239,339837.744842494,378974.565460271,297797.823173483,357724.722965176,20369.921318044
Lyso_PE(21:0),-1.0262123038840425,0.34162376794438976,14.898655846316156,1.1344378839218365e-4,0.002813351156653858,524.3638 -> 382.3638,PE,1731.0601234432,1906.3801269531,1589.8601188662,1775.1201210021,1592.6201057433,4586.9203224175,4402.8003234879,3461.580268859,1848.8001213076,2839.6002235415,8440.6205558803
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",0.9972165740639417,4.187738878186578,14.150742029709136,1.6873054164254336e-4,0.004061804311540499,664.5689 -> 369.1,CE,261319.036849936,75419.605194073,55437.104347227,84802.9058837855,66507.244827276,44914.4432601915,49900.5834159954,46617.4231262029,70037.2447433329,51651.6836929405,19454.4013977078
PC (38:3),-0.994208981482181,11.451608429546637,14.069332855251956,1.7619328172600778e-4,0.004165712589379184,812.6 -> 184.1,PCandSM,11049978.0800782,9719784.7421889,7196686.9453134,9334303.9980468,8301724.5410151,19377090.4208989,17724116.3945307,18798339.0820313,15213054.2695312,17349756.4140626,198439.99389647
16:3 Stigmasteryl ester,0.9923731644815481,4.109910065817692,14.016100306615954,1.81251987715804e-4,0.004172994927112914,662.5532 -> 369.1,CE,252844.838180423,69610.2850875783,49704.003410343,78258.1860351699,66328.384490953,40276.5430602976,48252.1436386136,43560.3430099475,65609.7648315482,53668.7637863266,17500.9611854555
PI (32:4),0.9918257527227993,3.6817078831206076,14.000058824972257,1.8280491372549022e-4,0.004172994927112914,820.4706 -> 543.4706,PI,73631.405090339,82455.125900271,102104.226272647,67333.8043593893,46086.8631897261,25806.0216979964,42985.8433379972,41011.0437622123,13345.1009216344,60167.443939223,16256.8811035198
C19:0,0.9719759552520981,9.995378526673505,13.458382887271,2.439139000489145e-4,0.005473593282453607,297.3 -> 297.3,FFA,2338452.56127986,2652663.36755474,2909301.20422311,12205322.3505861,9547684.79833992,2399274.31652851,3232117.06176764,3553990.89392033,2753792.55285587,2979735.91589301,1072569.0904541
"Cer(d14:2(4E,6E)/24:0(2OH))",-0.9657982919798005,4.541646373342748,13.289294278733905,2.669259375629792e-4,0.005673655266150007,608.6 -> 206.3,CER,71368.3243102949,72420.6453781084,55049.7040939465,81728.6454696462,63662.144569371,137370.12829591,127613.53028105,127202.769706696,119968.128601078,143472.409629814,29183.8019256619
PE (38:1),-0.9659837734429554,8.480461460233316,13.295862147249863,2.659925039252453e-4,0.005673655266150007,774.6009 -> 633.6009,PE,1043427.88244634,1288831.08923402,1097204.09790033,1020553.07568297,1379759.38574208,2784947.73297178,2134502.37170402,2023182.10430893,1996584.79223602,2271621.96032717,31524.862030012
PEp (40:7),-0.967816918074537,8.506134804707013,13.345465088011224,2.590483042852183e-4,0.005673655266150007,774.5433 -> 633.5433,PE,1096546.91442826,1283256.45226996,1094497.45410156,1049486.80212368,1405681.13696288,2854123.46685751,2194601.01281849,2044921.43481454,2088440.03515679,2232937.77856389,32226.342132546
PG (20:2),0.9649887436273115,5.1463985212351036,13.268035225910353,2.6997000133493235e-4,0.005673655266150007,554.3188 -> 365.3188,PG,84407.506347626,149404.010909899,82645.726196299,85690.346145657,635872.585189928,227940.556030335,104579.707412714,61837.12490844,76131.944839478,77631.885192862,19833.421386731
Lyso_PG(21:0),-0.9502371609628211,1.6028943432456972,12.83206759802951,3.4072903290703507e-4,0.0069403883010602215,572.3584 -> 383.3584,PG,3696.5002059958,2728.220191955,2191.9401474005,2569.7001953124,2114.7801475515,15058.6614303609,2846.9802246098,2566.8601684563,1884.6401367189,2779.7202262871,25733.9218902447
PE (30:0),-0.9489033205616434,9.640194485459725,12.837955739611061,3.396584926859827e-4,0.0069403883010602215,664.4913 -> 523.4913,PE,2628358.18115156,2790897.96630781,2259324.16125486,2850443.94958504,2717686.3745118,5762754.01989689,5023147.18847651,4708220.20190384,4419757.94287087,5123519.44580021,35964.822570788
Lyso_PG(20:2),0.9292060724333986,5.155795921396423,12.31838056556444,4.485196603660188e-4,0.008997576217039529,554.3114 -> 365.3114,PG,81776.265502917,151656.930297817,84398.445983901,84974.325500506,639265.424194503,235950.314147914,96151.126678478,67071.524993891,82687.945449838,81665.765777558,17629.3612670889
SM (d18:2/24:1),-0.9198559405597647,12.009406964984588,12.076670130820466,5.105670556400477e-4,0.010089414651752584,811.7 -> 184.1,PCandSM,16696209.2031245,14941347.9355468,10973088.7441406,13972243.640624,12882675.110351,28300904.9785156,25506088.3398432,26536164.4394526,22170311.5410151,25568461.8847666,263491.25756832
PE (30:4),-0.9079802015411749,4.373417935866889,11.77024931691426,6.018491662257926e-4,0.011548526030187672,656.4287 -> 515.4287,PE,57325.784729084,135603.729522737,61747.404266402,47809.203666681,32221.142395,176975.831726115,115298.527862533,93057.046539409,141036.390670789,75431.465667723,16131.521179187
PE (36:6),-0.9084956083313248,10.239771685876788,11.784922591148643,5.971237526527722e-4,0.011548526030187672,736.4913 -> 595.4913,PE,3463646.32226449,4715940.70654323,3804980.78100591,3849017.88745119,4553517.72338852,9516201.38330089,6398006.24316413,7576305.42724677,7066526.69238331,6924926.89501986,53717.50396728
SM (d18:1/24:1)15Z)),-0.9039604138967113,10.051458637335195,11.66940577344576,6.35363006607857e-4,0.012017437439268608,813.7 -> 184.1,PCandSM,5293418.09130902,3606964.31298813,2724758.22265661,3415312.38867132,3008947.26220668,6826235.11377113,6727321.20605498,6941305.95800861,5902632.29589765,6443008.94873112,63604.504699725
PE (18:0),-0.895422426727291,11.183379029144037,11.453425833001475,7.136231560343338e-4,0.013307564205485322,482.3242 -> 341.3242,PE,11650821.5517578,11617983.5239258,4457205.85058598,11607730.7961428,1493721.81787109,13645750.1040034,15824304.4345708,16002130.1489257,12167436.6894535,14396394.5170901,61744.884277322
TAG(48:3)_FA 18:1,0.8915487222063058,5.83173136737508,11.355531197596974,7.522360324793994e-4,0.013832784819482288,818.8 -> 519.8,TAG1,367163.70800783,473707.39306628,334819.9248047,282715.80029284,256027.256896804,183305.41076664,167482.53210449,145234.60992433,186073.4329834,217445.95458975,37941.4027595653
PG (32:5),-0.8859334806080664,4.004325206933296,11.213539039231364,8.120271186843303e-4,0.014703307606897448,730.4389 -> 541.4389,PG,31998.102470392,82556.0261306681,41821.222808874,40935.423110973,36526.202484118,43165.803298939,107022.606323281,46037.523513789,43412.56277467,184465.651428255,29379.841583254
TAG(48:1)_FA 16:1,0.8839607626816315,9.670165279838374,11.166465990931101,8.32891291931502e-4,0.014703307606897448,822.8 -> 551.8,TAG1,5189729.0332042,6584751.0644541,4734460.0585948,4422605.4589839,2590995.3007812,2574607.1464844,2552882.6445317,2066833.0214841,2257174.1406261,2903434.2636715,927480.061664605
TAG(60:2)_FA 16:1,0.8845420004054931,5.0058460693710645,11.18000938406567,8.268335426577638e-4,0.014703307606897448,988.9 -> 717.9,TAG1,227239.755431986,275471.118713224,225893.235778795,139214.430511499,85844.226287835,97331.407287624,90906.566589371,91162.346466045,90717.386840814,130265.029174719,27166.1219139079
PI (42:3),0.8752990226688652,4.092153696848535,10.95000755850023,9.360323305528874e-4,0.016306668495421357,962.6428 -> 685.6428,PI,93274.4675331827,78548.364837625,137257.79180906,63583.3045349145,77846.105117787,33805.4824829098,57425.143814056,56477.223876922,28319.9817504833,66864.4650649,30608.7423400943
TAG(48:0)_FA 16:0,0.8692018373085081,9.638530314517316,10.802110381657258,0.0010138445189305362,0.01743285900083156,824.8 -> 551.8,TAG1,5069083.2285171,6428357.3378915,4656712.2421876,4237937.8886715,2534169.0781249,2570331.1621095,2579918.5390635,1987768.9218749,2249986.7226563,2782873.6132813,906740.443092099
PI (44:1),0.8656718789572132,4.0749159283869805,10.714138072093988,0.0010631997529044622,0.018047134267250103,994.7054 -> 717.7054,PI,102516.227424631,125071.809310934,114999.828216542,89371.7862510148,72447.244201647,29019.1623230046,63632.904510473,63306.74432373,21007.781772608,93867.60609432,10587.0007667536
20:5 Cholesteryl ester,0.8646108112272075,3.5898027961976178,10.687307031379339,0.0010787312244262808,0.01807898912835944,688.5689 -> 369.1,CE,141752.650123549,47706.8232193014,36037.5025939852,48996.2434082095,50157.383460994,31611.7023162801,32657.1224861129,32460.2421951247,40676.9629516667,35704.3626174881,20705.4614639295
Cer(d14:1(4E)/26:0(2OH)),-0.8579804364047783,6.873385108981492,10.528757451869751,0.0011753120688194048,0.01945141473896115,638.6 -> 208.3,CER,415572.628280578,454621.853820937,257532.817382825,487700.493286274,378315.086395368,802831.038039964,702370.111480588,693457.086883703,608921.423324791,706267.270721579,36006.7224121208
TAG(56:3)_FA 16:1,0.8400937694465695,4.729622479281955,10.099399125002492,0.0014831767672613821,0.024243531356223088,930.8 -> 659.8,TAG1,157991.1711426,206144.37255865,156979.73107909,129683.03039553,81549.285522468,78226.985961893,80546.12536624,73038.90472412,83074.82617187,81088.645568854,39052.6025199728
"Cer(d14:2(4E,6E)/20:1(11Z))",-0.7968461353903932,4.7465927958188825,9.09895007028399,0.0025575626446424802,0.03937456908728656,534.5 -> 206.3,CER,90590.5465087592,105591.647369368,57452.684341424,113658.988845842,86511.2462920689,168806.531429274,147459.651489266,159107.332077148,136904.710319522,153206.691055348,18066.9413414028
PC (38:4),-0.7972743555194748,12.879045148564728,9.109520194255468,0.0025428256302111756,0.03937456908728656,810.6 -> 184.1,PCandSM,30464997.3906249,28679297.0312504,21009011.4531255,28723851.8125005,25140125.609375,50692141.1992188,45544556.2031249,45230836.2578125,39438914.6445313,46216139.4726563,516601.87109372
PI (42:9),0.798269421072239,3.0145171252938527,9.128614299489866,0.0025164224678514598,0.03937456908728656,950.5489 -> 673.5489,PI,34268.422149661,39601.583007808,54369.984100345,50519.962966914,34572.902328496,19175.1212463296,29221.04219055,29781.8822784396,8938.5405769369,33402.362213133,13598.5210266043
PIo (42:2),0.8002816709546935,2.9443179536821216,9.17397005838825,0.0024548147503752936,0.03937456908728656,950.6792 -> 673.6792,PI,30665.361770633,38710.542465193,50194.48371888,49909.483749369,34998.642410245,17607.9614410284,26605.4619293254,28076.861907961,9960.4605979875,33094.222396858,12509.760826111
TAG(60:1)_FA 16:0,0.7985257361530033,5.059041587760085,9.137034324218577,0.0025048679006633174,0.03937456908728656,990.9 -> 717.9,TAG1,221371.216613744,271672.617584123,240663.594756968,143127.470672637,89985.246704097,98258.267059314,100324.227203359,93589.965866072,106061.846679647,141256.969879142,28255.7818756015
