lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,42C1,42C2,42C3,42C4,42C5,7C1,7C2,7C3,7C4,7C5,SolventBlank1
Lyso_PC(20:5),-0.32990829278007,3.74733047616663,2.475633141630965,0.11562287514733818,0.43815160407150716,542.3168 -> 184.1,PCandSM,51278.603393567,69984.345260632,43846.923400857,58801.544387803,55946.704376222,50725.9435501263,77324.7652511854,101101.768524195,62873.463256815,67904.444335976,10159.3806610135
PI (22:0),0.3307118504591153,1.4253255735380301,2.4647282870136573,0.11642783439431477,0.43917507902584835,674.3975 -> 397.3975,PI,1649.6401176451,1669.640129089,2285.2801666261,2969.380168918,2168.0001831052,1663.0801162716,1705.5601310733,1765.380126953,1665.9001159665,2052.2801513669,30096.682006838
PCo(40:2),0.32820075842483504,7.536404082961695,2.45080371469885,0.11746470982857096,0.441827488105193,828.7 -> 184.1,PCandSM,817328.226623547,1249758.93292253,811155.256042445,1243764.50469967,984647.44482434,910968.594581799,835213.566497903,1108216.67187497,539001.02661139,840815.395141545,16215.141250609
PC (40:8),0.3260137839071264,7.5130600463364905,2.418318663716491,0.11992358305631848,0.44979836817723984,830.6 -> 184.1,PCandSM,811149.324035586,1225685.82763675,770213.80896052,1252012.31011962,959179.94445819,893252.206070156,800475.73461912,1101662.17700204,537339.750916008,834901.681579613,16843.101181034
PG (22:2),0.3254713813083421,2.2202180460210306,2.407879850599505,0.12072577243071579,0.4505609288662478,582.3501 -> 393.3501,PG,23599.5616187979,19183.0414619438,19498.881111149,18540.9011840769,20230.621520995,18089.4012145875,15470.7010307283,15727.9812774655,15492.3611183087,18261.5413398695,13377.9208526601
PGo (32:1),0.32529359903920607,3.53401663173197,2.406820653952082,0.12080749980930361,0.4505609288662478,724.5223 -> 535.5223,PG,69872.464386001,54258.983703602,45493.243545526,57167.223602291,50734.483535775,46868.142791763,48174.2236709561,46188.2835998416,40729.923049933,46037.243438724,20794.321502692
PC (40:9),0.32460868025293627,7.540388091585384,2.397562559126526,0.12152446736030195,0.4508409557840825,828.6 -> 184.1,PCandSM,865964.629272568,1287784.47900376,799738.974060046,1189813.05578619,977715.047607537,895932.683151476,826696.021820294,1142873.91888417,531203.414063003,853893.304077242,16506.061264038
TAG(58:5)_FA 20:0,-0.324643509185465,3.231428845975718,2.397058844216758,0.12156361118951468,0.4508409557840825,954.8 -> 625.8,TAG2,37920.822906477,33563.242462142,40833.002929674,38636.062805183,34764.1022186391,56296.4043579,34953.322540294,43901.882965079,40549.642883296,65738.844634986,12846.5409698445
TAG(52:4)_FA 16:0,0.3235121101292134,11.16463282850722,2.381469068412116,0.12278203503922842,0.454087749698152,872.8 -> 599.8,TAG1,14411255.8065191,11653376.7402334,12746071.2763676,12520720.5527349,12198417.6850586,14015437.128418,10311257.7648931,10566102.400147,8914347.61157216,9002678.62353515,48365.3032607804
PG (36:1),0.3215907593348057,11.575253599680728,2.3533248491585255,0.1250161141072484,0.4610622147019411,794.5641 -> 605.5641,PG,19123445.2646484,13472570.0253911,11389795.4941407,16503905.5361322,24028406.3164057,16722986.0462641,16716268.2763672,12117522.4511722,12962502.2373053,11037282.9091808,221845.65625001
PEo (38:4),0.32121296707170033,5.4334127072667675,2.3476033236559033,0.12547578674950455,0.46147206015651115,754.5746 -> 613.5746,PE,268826.321563751,228908.957733147,221454.614379841,216972.676391602,219374.776977484,209934.695831344,211719.995605461,178622.8935242,178217.313659528,174329.191558843,20321.6215438789
Lyso_C17 sphingosine-1-phosphocholine,-0.32027517024585805,3.3157554460614334,2.3332243896848297,0.1266393185569979,0.46422279904722225,451.3223 -> 184.1,PCandSM,41876.762939441,50144.344055168,28692.661773683,44006.523361175,44310.523315431,53833.263427668,55904.7036895679,48879.022689861,53349.163063043,55612.963867173,7262.020545961
PCo(40:0),0.3197335245638362,7.445164431376152,2.326229839356528,0.12720964572059518,0.46422279904722225,832.7 -> 184.1,PCandSM,802220.099395773,1180058.12066646,759143.39538582,1148406.45309441,892328.008117489,833362.551796043,765739.537658844,1043874.10845949,531686.243896843,807513.029541554,15469.481140136
PCo(40:1),0.3196778199148684,7.51464716285229,2.3254233898951497,0.12727558614361154,0.46422279904722225,830.7 -> 184.1,PCandSM,816327.34060678,1243723.25555414,786514.00732428,1218213.89770495,954616.177368179,876429.812767109,831798.453186022,1123698.42440797,520334.575438979,831972.632324209,15320.641021721
TAG(52:5)_FA 16:1,0.3188961797053888,11.13019933558884,2.3141320748691214,0.12820284174146904,0.46632022655413463,870.8 -> 599.8,TAG1,14455248.4072271,11501028.8862311,12282071.0290527,11881655.7509766,11860265.5449214,13852671.9199219,9994472.0439453609,10357243.039062,8574206.81323247,8904778.58496143,50146.3633842386
TAG(48:2)_F A18:0,-0.3185771872941903,5.29905629241746,2.309282948176247,0.1286033638602113,0.46649548972854726,820.8 -> 519.8,TAG1,169673.87133793,158955.99084472,136258.4293213,166887.51159667,179826.513122499,305874.021850597,185811.17272948,191148.65148931,170750.471374512,201540.154419,37257.4428329356
PCo(38:5),0.31746769891071297,13.504830274031631,2.2934910160587134,0.1299174184950326,0.46997448657765895,794.6 -> 184.1,PCandSM,71223308.2265625,65306139.5859375,63447982.8984375,56865949.8984375,63593068.53125,57855029.7293701,52891542.2265625,51971347.421875,50127548.828125,51898766.6132813,863010.7226561
SM (d16:1/24:0),0.31691682490228384,13.499845138153086,2.28555444794136,0.13058346949787011,0.4710967673438148,787.7 -> 184.1,PCandSM,70863533.8164062,64603759.070312,63735765.90625,56355124.6328125,63853900.390625,58196532.0727539,52350748.859375,51674034.1757812,49948186.0546875,51893360.9335937,799294.06933584
15:1 Cholesteryl ester,0.3162004652999907,3.5525339962467264,2.274229973906131,0.13154044334545786,0.47192312492300087,626.5532 -> 369.1,CE,41665.263030999,47813.743522643,40753.382759088,47526.3034667913,51006.5238036964,39980.622764587,39406.8825683542,33574.9024658201,34634.842437736,41686.9831428536,45280.682998653
PC (36:2),0.31584922509028995,13.532742222184211,2.2702122423693534,0.13188184004645795,0.47192312492300087,786.6 -> 184.1,PCandSM,72873504.1484375,65998918.9765615,64862723.109375,57889574.476563,65025096.09375,60027165.3243408,53780326.6835938,53234194.5664062,50919833.234375,52375860.90625,825606.23437499
PEo (18:1),-0.31594657766740425,4.501169671677775,2.2712129118840494,0.13179671826730083,0.47192312492300087,466.3293 -> 325.3293,PE,102050.386779775,103400.246490608,92644.645416207,87359.466888403,90984.127059975,97078.94589239,129201.048828146,157007.850509606,116617.709960827,107036.667755147,16084.6211547922
PCo(38:4),0.31520526303284824,13.49351487963915,2.2609828324672936,0.1326698384085999,0.47346325081667456,796.6 -> 184.1,PCandSM,70064305.8867188,64705904.5312505,63033001.2421875,56149654.3515625,63804916.90625,57544105.0872803,52088984.84375,51740841.2382813,50027169.4804688,51523246.6562499,843902.08203144
PGo (40:1),0.31477579791100563,4.388053252354233,2.2543915577607545,0.1332358137812943,0.47364203198880456,836.6475 -> 647.6475,PG,125398.128326408,108819.648132281,78753.16531369,112355.667419384,92703.085449239,98540.82757573,97346.026031454,88277.1864318919,65668.864654522,81326.986541731,28976.661941525
PI (36:1),-0.3145844777589991,8.17730278822378,2.2520745871734107,0.1334354062929185,0.47364203198880456,882.5802 -> 605.5802,PI,915885.556178926,1717010.4025869,1608496.77246089,508004.99609368,1611602.94897514,2145702.05664119,1608126.29968255,1404607.44238237,1660638.67163067,1313340.90624998,72293.60565185
PC (40:7),0.3142226553638028,7.453406932330028,2.2468887206341615,0.13388334824791076,0.473961371872283,832.6 -> 184.1,PCandSM,823941.221740674,1163792.53015143,763066.75012211,1137911.68542471,914967.64453119,840513.971740873,757529.821289111,1096410.20138562,504131.918944901,819272.519714351,15342.3010330206
PC (36:1),0.3126147314425718,13.495838464778979,2.224043625889986,0.13587677167114393,0.47722693458641413,788.6 -> 184.1,PCandSM,70940587.6523438,64920511.148438,63397197.140625,55817279.4921875,63123017.390625,57846203.0725098,52526948.1796875,51603176.6054688,50038218.1484375,51750890.8281251,767278.99462888
PGo (38:0),0.31261623970482505,5.959233508037756,2.22392594807593,0.1358871256337448,0.47722693458641413,810.6318 -> 621.6318,PG,350024.283782774,324949.561218265,232225.696929698,353263.143554804,375476.750732385,290026.799346931,297070.642211929,318301.222564624,218062.093688987,236079.23718266,40857.742828366
PI (38:4),-0.3127669510330723,3.557273273958915,2.225408673051561,0.1357567315795348,0.47722693458641413,904.5645 -> 627.5645,PI,34992.2025947475,56780.104171746,60832.504333528,22652.9214401333,56737.083282455,65289.3442573587,65052.764114429,60624.7844161839,47992.743492117,57443.46440125,18280.541282647
PIo (42:1),-0.31197169797427776,4.803338945477426,2.2145813929250835,0.1367121397966297,0.47885416161570826,952.6948 -> 675.6948,PI,98866.8068237155,131512.96899411,128332.24926757,32886.742370608,149534.3907471,187340.51538086,121623.14807128,124659.48767089,121737.60839844,135434.34985352,50595.383666972
PC (38:5),0.311593871211949,13.474811845191113,2.209569928922377,0.13715690300230082,0.4791444315964282,808.6 -> 184.1,PCandSM,69574307.2929687,63845396.5,62589225.765625,54494660.0078125,63016733.2890625,58587445.6861572,50972028.125,51407801.703125,48825865.984375,50509542.5078125,766963.83447273
Lyso_PI(18:3),-0.31061015496549793,4.211066806104925,2.1951908241039746,0.1384420632748778,0.47983584234538795,612.2805 -> 335.2805,PI,49371.5830917552,111336.808151276,95427.306945781,24364.4215927294,103704.847175535,95145.767028884,92671.126922643,118112.347747683,89941.686279278,90281.426483155,18658.2412948579
SM (d18:0/22:0),0.31067273455685607,13.492405278817335,2.1965504446607165,0.13831996847030015,0.47983584234538795,789.7 -> 184.1,PCandSM,70252312.4453125,64548478.515625,63673379.375,55719165.3984375,62947849.4140625,57770450.9731445,53034459.0078125,51261511.8203125,49506622.5859375,51733118.9179688,798254.2700195
TAG(56:7)_FA 16:0,0.31068364865689463,6.951726782270856,2.196633561916315,0.13831250840431566,0.47983584234538795,922.8 -> 649.8,TAG1,520936.17626947,694326.49462888,652812.94531199,726708.26904287,552459.70312533,582047.78027366,497662.95703109,551128.37792968,541706.13720751,455154.89160142,121532.529281592
Lyso_PI(17:1),-0.3089617407649499,4.69992156492188,2.1721023161135236,0.1405339977193824,0.48203889373176767,602.2962 -> 325.2962,PI,78058.60543821,132023.350418108,122485.407608155,34307.4022674626,127237.14923087,139353.470382765,120195.227416968,116616.14867396,109544.847992005,140875.689056311,52434.483703618
PC (36:0); PCp(38:6),0.3093308104136692,14.492918095594794,2.1776522769579247,0.14002792333367664,0.48203889373176767,790.6 -> 184.1,PCandSM,139857807.753906,128940332.023438,125874473.375,112456947.726562,126993716.726562,115530155.150391,106343561.300781,103003646.929688,98831502.1289062,103280222.515625,1653949.98095683
PC (40:4),0.30952567327679326,7.4993725604595625,2.180345580796711,0.13978307148590602,0.48203889373176767,838.6 -> 184.1,PCandSM,933414.879211527,1067486.69519044,873530.055725183,992033.655029303,963714.135681147,876655.742736815,750458.237426351,932829.968994302,620327.788330047,855347.297973595,77992.465805081
PGo (34:1),0.30901190124887157,4.841656285993261,2.1728551171872823,0.14046523314208537,0.48203889373176767,752.5536 -> 563.5536,PG,160814.272308255,124615.14953613,116025.309021011,132796.451232962,168796.892211992,126934.229614304,128610.809356707,119584.868347172,109059.708465574,99268.406845112,42944.223022459
TAG(54:8)_FA 18:0,0.30769666371734783,8.896976315735708,2.1547302908293196,0.14213139922948678,0.48625832707969124,892.7 -> 591.696,TAG1,1777434.8339844,2737174.857422,2465610.5507811,3173528.4394542,2078434.7978521,2310894.8613287,1970244.9658204,1792870.0351565,1897992.2861314,2300983.5605469,394651.088470582
TAG(52:3)_FA 20:0,-0.3057694716837506,3.907289224367327,2.1273407024432345,0.14469159085073816,0.4937414079545807,874.8 -> 545.8,TAG2,70095.4047317563,60771.8242301785,63438.4444694502,68959.6849593872,55462.2439804149,145988.191040055,49083.223651875,90809.426971409,71033.785034179,58994.3637390117,8930.2405967675
Cer(t18:0/22:0(2OH)),-0.3050213967654821,8.341650670612154,2.117484390262689,0.14562556473336358,0.49565102238296493,656.6 -> 282.4,CER,2142776.97644054,1153632.61093086,869492.281615633,1124366.00422706,1192427.85125719,2683701.31921433,1499469.4715347,1645507.10600275,1403213.58316035,1106112.84399318,468376.221480876
PEo (38:3),0.3044281569087103,11.406260111318506,2.10929507707624,0.14640674595319964,0.4970321324154777,756.5903 -> 615.5903,PE,17930919.5253906,14015856.4799803,14649688.9570307,13719603.1435553,14431098.731933,13730402.4248038,13152518.2126469,11261902.5844726,11930828.5795898,12235350.455567,80249.685424788
PCo(38:6),0.3020091808303797,13.505201293665426,2.075970374444161,0.14963474714845926,0.5063730903448816,792.6 -> 184.1,PCandSM,70880768.6210936,64527138.6093745,63319438.015625,57024437.453125,63158061.3359375,58388380.3328857,53230729.7421875,52299829.140625,50527442.3710938,51935029.8476563,876032.53759741
PI (42:5),-0.30195155335304996,2.2078416810828774,2.0730325931852462,0.14992315061570513,0.5063730903448816,958.6115 -> 681.6115,PI,12399.6608047508,19279.0212554832,19508.8412704484,7179.7203788731,22259.001663205,24814.461784366,19890.101242067,19973.261421197,18349.161476139,19118.2413711469,13584.5409545889
"3-hydroxylinoleoylcarnitine,",-0.30108277461561767,8.364672333112127,2.06324684104311,0.15088836694905683,0.5068438790480206,440.3 -> 85.1,AC,1181870.7788084,1040166.53613285,985064.28710943,1081178.27587915,1307184.52050796,1805697.26367121,1453206.02734393,1295997.09619139,1304450.57714858,1271172.05615213,1041676.45019533
C32:0,-0.301223087368933,8.367350845557839,2.0651728635057225,0.15069783971571304,0.5068438790480206,479.4 -> 479.4,FFA,1408389.35069279,1561803.53747585,1473978.70430021,1189783.89302826,1336890.25529455,1479845.65399926,1644214.65215668,2309429.75530157,1562627.79927063,1816310.28123414,244422.877319133
"Cer(d14:2(4E,6E)/20:1(11Z))",0.3006694956989517,4.865854211914266,2.057351400453399,0.15147325580378823,0.5068438790480206,534.5 -> 206.3,CER,168806.531429274,147459.651489266,159107.332077148,136904.710319522,153206.691055348,133023.449630735,116460.648132311,122646.308815021,129240.488925942,137351.390586848,18066.9413414028
PCo(38:3),0.300560634749543,13.471943659224971,2.056139681110556,0.15159378859744424,0.5068438790480206,798.6 -> 184.1,PCandSM,68732664.4257813,63461681.914062,62204737.078125,54886385.7421875,62432288.1796875,56802248.5070801,51583301.8359376,51603656.5625,49655696.7304687,50891151.515625,784649.71337909
PG (40:8),0.29962905043323834,4.448863194469463,2.0430544500666197,0.15290235254735754,0.5086500371173401,836.5172 -> 647.5172,PG,125470.128723117,117177.728607174,85765.826263455,115541.208587595,102290.226409884,104135.265960727,106946.587585497,91790.687057517,69394.544525161,86931.326553411,26270.262054448
PI (20:3),-0.2998784555648565,2.692572922835735,2.0453376036509763,0.1526731114603539,0.5086500371173401,640.3192 -> 363.3192,PI,19279.7411956731,30045.262039189,28727.502090446,9202.2206497181,27388.582023625,27992.481918329,32914.481933592,25321.66178894,27593.602340701,30010.522384641,17992.4411544741
PI (40:4),-0.2994027803046273,2.7812462575637866,2.038798121362218,0.15333075334971716,0.5087967855514424,932.5958 -> 655.5958,PI,18664.281379696,24381.301650996,30913.042282108,8982.3406410166,26138.061759945,33222.982589717,26411.241577149,31116.362121577,21474.52159118,26370.8018569894,26459.5617523232
PG (38:7),0.2971859233938958,6.064925773841019,2.0101913410858283,0.1562456109620096,0.5158832641239419,810.5015 -> 621.5015,PG,370208.824401729,361089.423492385,252916.581176799,393803.748229934,392132.183898848,312932.282989349,327580.644714256,351570.924377326,245114.639709599,249847.678344548,34619.56251526
TAG(58:7)_FA 18:0,0.2972780799818938,6.929753735592556,2.0114861466227016,0.15611232698990593,0.5158832641239419,950.8 -> 649.8,TAG1,496383.35375974,681799.04980479,655319.64843729,729398.47705077,544368.35742187,553038.28027313,481779.91406272,551130.15820325,535466.21972625,495616.9960936,109017.167751314
Lyso_PG(22:2),0.2968713726804475,2.2208342868779423,2.0040147240439268,0.15688319802280107,0.5166998860253448,582.3427 -> 393.3427,PG,20253.0614127945,21966.38143157,17689.3211555608,20098.6012077425,20151.8812103201,17586.0212936403,16354.2812156645,18791.4013366744,14131.8009376469,17271.021289823,13363.2809982231
