lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,5GFP1,5GFP2,5GFP3,5GFP4,5GFP5,5DN1,5DN2,5DN3,5DN4,5DN5,SolventBlank1
PC (44:5),-0.4080746401242516,4.918659614336264,5.3950903366793455,0.02019348010963274,0.1343526013324309,892.7 -> 184.1,PCandSM,12446.720874784,16754.3810424832,10753.9007911636,13063.7808876087,14098.3009605334,18563.4213256834,15696.8613319374,17335.9813766411,16067.9613342296,18686.0212745665,5463.140354157
PG (38:1),-0.40579607897221337,8.31030270686614,5.343732424081281,0.02079689891676219,0.13767547082896572,822.5954 -> 633.5954,PG,119942.489013766,165625.891784641,159386.452819902,141549.049560499,138942.311462438,228778.856201162,158287.410034106,200988.574096675,170211.331054681,173966.070739699,37446.742645261
PI (38:3),0.4026848892013148,6.177117237440909,5.259268045928252,0.021830197914232834,0.14308505959625878,906.5802 -> 629.5802,PI,39086.982711806,44758.423217776,39946.682830798,43565.343048094,40741.602966302,35853.922576894,31663.58239746,34340.802185057,28679.642013537,23021.821685786,16296.881210332
PI (38:6),0.4027950506301204,6.23382154685337,5.262103427392333,0.021794662855032707,0.14308505959625878,900.5332 -> 623.5332,PI,42373.863159167,43562.343353259,40836.422943143,41615.542938239,37916.182449342,34957.882553093,35997.822509767,33817.702255242,24242.40177155,23301.7613677914,24574.402084356
PC (32:5),0.3994824542449925,9.173292772592278,5.179616377550701,0.02285336904982565,0.14890684307842889,724.5 -> 184.1,PCandSM,443544.989013624,242529.517425537,325976.307647868,254020.679870518,368012.446990987,274250.23876944,267564.59649674,188791.393615789,252886.237243503,228275.976745614,145042.83044431
PCo(34:4),0.3992125091222046,9.696537341575459,5.172789122585527,0.02294335044410838,0.14890684307842889,740.6 -> 184.1,PCandSM,594082.251678824,383929.782196051,446605.095764122,381438.992797879,528372.97662398,440775.29541016,397239.70800776,256322.33917239,320789.644897602,315393.04516605,220200.2368163
Lyso_PE(16:0),-0.3978993936430321,5.948242250445197,5.134771001150057,0.02345118058378637,0.15072506355792792,454.2855 -> 312.2855,PE,22389.7215881259,29820.241851794,30783.2421112079,27378.921928398,25149.201858525,27322.82193756,27342.0821380606,67910.2050475974,23771.281753548,26703.2015686,13185.60094452
PI (38:4),0.3980440245839695,6.125409382959319,5.1389143189003335,0.02339527449879002,0.15072506355792792,904.5645 -> 627.5645,PI,38914.142929058,44115.163665782,39049.182846072,38432.862396226,36769.522552481,31614.502182018,33177.362503055,31123.302261356,25822.2217903049,24168.4014053396,18280.541282647
"PIo (34:3), PIp (34:2)",0.39737200036156994,6.224829666580309,5.121992452616497,0.02362447660397635,0.1511053479404091,836.5383 -> 559.5383,PI,41432.5033493494,50383.583633425,39857.383453374,42523.003448504,42329.123367316,38079.662841795,35983.822799675,35099.08264923,26033.4419250511,24974.3017196555,15693.8810462954
PI (40:10),0.39697431110897163,5.89752968292883,5.110725256115757,0.023778378188481844,0.15134179538328604,920.5019 -> 643.5019,PI,31979.682273876,37124.28240967,33068.782394398,32209.041961671,34017.6820068475,27775.2215957624,29066.582092288,26975.482238769,21369.9415283176,19510.90148163,15620.6210937488
PIp (34:1),0.3965534208003517,7.05534128093894,5.10259647537498,0.02389005682409878,0.15134179538328604,838.554 -> 561.554,PI,68184.504516613,79196.545776374,95566.886932311,66459.064666765,76398.66452023,61676.083679191,65354.144165039,57246.263977056,58741.083885183,42754.662902836,27558.242004398
PI (42:7),0.39610139039272174,6.81835009870541,5.090611819257504,0.024055703468386803,0.15166548281973394,954.5802 -> 677.5802,PI,54607.223602286,78369.825317368,67905.545104996,61244.90426636,61891.743988017,52848.0436096498,58446.004043588,54625.743804931,38953.602539053,34930.502334593,26039.421859748
TAG(48:2)_FA 16:1,0.3944777479283744,11.040374222824486,5.051404558947979,0.02460598441672691,0.15439963681396413,820.8 -> 549.8,TAG1,1299249.4697266,1261186.60351568,1319583.1318358,1126793.5605471,1231111.98339866,828538.70019554,917420.001953,930110.68554692,1084102.6757812,863463.7480471,328307.063114007
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",-0.3908951400804288,7.014468042880773,4.958275738346629,0.025966086315510485,0.16216555793271642,696.6315 -> 369.1,CE,48478.9033431877,54633.303764338,55996.104110728,56559.4442443948,52279.703567512,64049.484558102,81128.2257690361,61961.284057618,71569.845245349,64160.384735123,43590.502815245
C17:1,-0.38912495824698834,10.019789525906994,4.91549010290953,0.0266169106588678,0.16544971695934726,267.3 -> 267.3,FFA,454714.170227008,473874.373962246,403005.308959936,375355.887573269,308312.122375462,548711.85803232,590138.342041019,515355.03674322,487014.85400388,430927.15039062,489334.53723152
16:3 Cholesteryl ester,-0.3870687792544492,6.847232515850416,4.861621599873388,0.027460514236575126,0.16832278170937717,636.5376 -> 369.1,CE,44642.123168938,53689.503952016,45744.0034637449,45105.4228591927,42113.2229843057,61860.024520871,65598.5450363219,55227.624145499,57765.724014275,54044.863754254,46788.3235549769
PCo(38:3),-0.3872819957465184,11.317962937195572,4.869356926245018,0.027337685977656075,0.16832278170937717,798.6 -> 184.1,PCandSM,1325274.43811036,939856.02160734,1058582.39453121,854903.01623542,1190467.30590839,2002444.47705233,1435061.45117169,1050265.51708947,1186172.98046963,1180105.0698242,784649.71337909
PE (24:0),0.38749523306047784,5.761801164325647,4.870217274531456,0.02732405997250813,0.16832278170937717,580.3974 -> 439.3974,PE,28076.482284553,31484.602462771,36535.322540266,36180.28202819,33166.482559195,10956.9007835356,26518.8817214972,29276.982208243,27861.841857916,28472.102058406,4473.1603660547
PEo (36:0),0.38609787761900444,7.646758476958275,4.838521968617442,0.02783073863883983,0.1684436059903037,734.6059 -> 593.6059,PE,123216.148254376,116614.768447851,115565.388977075,103429.826934813,121733.347473144,107494.287292489,91750.106445296,76005.605255097,77687.365844754,79822.106170636,39805.842895507
PG (32:0),-0.3859797120495474,9.84842710865301,4.836592580418028,0.027861895552776822,0.1684436059903037,740.5172 -> 551.5172,PG,406963.007201655,480963.29742485,421310.50231984,371210.725951678,410754.26428172,580479.970702601,402859.0904542,547290.659607,567677.484435519,550243.57653846,140049.607055601
TAG(56:1)_FA 16:1,0.38634100013656675,11.304326166434851,4.8458055998635245,0.027713444545552923,0.1684436059903037,934.9 -> 663.9,TAG1,815467.57788082,3911806.28064022,1012060.09130794,1333234.18579097,941287.63671868,879568.46118175,2062990.21289124,1108804.08007876,916881.30810613,947563.56640573,78584.6655540488
PG (42:3),-0.385191046805885,8.87043957108578,4.816653630213011,0.028186015340478255,0.16962856504906004,874.6267 -> 685.6267,PG,327910.304870601,229563.637939464,115750.528503414,195549.4103393,220401.47543327,371092.398986325,169952.931396527,309826.940551779,215806.915344212,313617.128356985,38900.382644659
PC (32:0),0.3844733565315917,9.56682940466141,4.79895463500452,0.028477010712759925,0.17045174156719653,734.6 -> 184.1,PCandSM,561445.236542296,352047.703430236,420085.292480464,344272.602996802,487699.955139739,389789.50683593,393068.17102063,237086.017028868,306990.283264175,295904.498229995,169971.81262205
PC (32:1),0.3842224935092495,9.580655017574424,4.792718970064016,0.028580276909303346,0.17045174156719653,732.6 -> 184.1,PCandSM,584909.998718305,362100.424957375,424802.408111719,347634.829712071,488309.05749511,407304.35192862,368281.38635262,271616.877014084,304472.700988796,301281.465515018,155244.3905029
PC (36:2),-0.3824311338047881,11.360780040490338,4.748494991581538,0.029323930425597177,0.17346372463439186,786.6 -> 184.1,PCandSM,1340470.28271492,936383.65026859,1059594.86950691,938174.34509273,1245491.53759787,1892070.70019564,1508396.66064476,1038656.65722601,1457880.75512697,1142378.80444339,825606.23437499
PG (38:8),-0.3821313638453891,7.21561776254148,4.739475297270019,0.02947806054387537,0.17346372463439186,808.4859 -> 619.4859,PG,60109.764144886,74150.985687244,72025.32485962,58507.784454359,66894.984909041,81885.546386707,90089.746673662,103783.426788325,77584.006042485,67230.664642319,28562.221954338
PIp (34:4),0.3821929111476791,6.294828518951932,4.739458288062565,0.02947835199602581,0.17346372463439186,832.507 -> 555.507,PI,47875.522583047,47334.683914217,43213.443206787,46829.923629714,42109.123046888,38113.502151484,40423.36271671,37322.303184505,26567.1019363376,27851.442024239,15317.2811889626
PEo (34:3),0.3804491666786404,7.282349299927573,4.698043040132645,0.0301969817962513,0.17690621193910053,700.5277 -> 559.5277,PE,85593.186111537,73674.184753409,108180.307891895,81284.86605833,106938.227798413,72686.445404038,74505.005004809,56726.024414063,69767.684906013,67662.784881591,26498.422042837
PI (42:1),0.3794607094834858,5.765207739705328,4.670663920224513,0.03068206427568567,0.1789561810617085,966.6741 -> 689.6741,PI,26763.521911633,34985.7620620739,33276.882156379,29553.642196661,31117.302291873,25890.021865846,26845.061943047,25792.6215667601,21711.601463313,16466.4010848919,12192.5209198025
"16:2 Cholesteryl ester, zymosteryl palmitoleate",-0.37574874453820867,6.827698248167914,4.582186173203695,0.03230597297729817,0.18752431840505093,638.5532 -> 369.1,CE,41529.902816764,52432.603790289,47201.963394165,46302.303512558,42872.983261104,60758.383895866,64771.424468992,53441.304061884,58095.68399049,53942.343719478,45023.303009022
PI (32:4),0.3755504295203326,5.875158669769973,4.575391059567011,0.03243434208063192,0.18752431840505093,820.4706 -> 543.4706,PI,29816.082153317,36235.542587288,33279.3416290308,35540.602645917,28624.001846304,25613.041763301,27322.10182952,28709.5020561218,21747.241439819,19486.7013053872,16256.8811035198
PI (42:10),0.3752128994274285,5.552611319837229,4.566142691234035,0.03260991270108813,0.18771967137495948,948.5332 -> 671.5332,PI,25198.561706535,27687.581909188,25611.821601859,25881.72188567,27109.981964106,21607.481521599,22570.7213973936,21684.521591186,17921.8813209541,15155.4811630272,12400.1208801217
PCo(38:1),-0.37391621570164624,11.336071042460429,4.539977258420549,0.03311203186586799,0.18978497917926068,802.7 -> 184.1,PCandSM,1349918.253662,921013.66979888,1074367.89758321,918417.46484391,1236653.30859398,1917025.02197266,1518530.2514649,1167821.73364203,1212693.83837855,1149985.64648422,756506.37304701
15:1 Campesteryl ester_simulated,-0.3728871870501604,6.894888636658721,4.512947528624409,0.03363922378088476,0.19164818851817833,640.6002 -> 369.1,CE,45436.423263533,54793.14371491,48549.882904057,48679.0232849256,42917.4031906,64264.50488282,66561.524841297,54574.603836042,61600.944061276,56164.5240783575,48302.323242199
PCo(44:4),-0.37284696187893157,5.413421249538354,4.508510068459657,0.033726607193909026,0.19164818851817833,880.7 -> 184.1,PCandSM,15506.7210082964,22330.7215156583,19012.5613784682,19659.7210082958,18018.401134496,23105.9816131693,20832.2814903313,27946.2816772435,22383.3617324852,24416.2814559994,9051.2406234707
PI (42:9),0.3711974501756986,5.694764033128745,4.469702719447981,0.03450099389828218,0.1952107518005368,950.5489 -> 673.5489,PI,26327.141860969,34160.862152088,29262.882232665,28885.541839604,26626.801727291,27198.22196961,25495.20179748,22580.941604617,17914.081298833,16267.2411041265,13598.5210266043
"PIo (38:4), PIp (38:3)",0.37041886174607236,6.105122193981464,4.452272743547301,0.03485483017621366,0.1954584326016505,890.5853 -> 613.5853,PI,36366.382904056,44552.823043859,40413.722564676,42505.182952841,33402.44219972,33980.422149659,31353.342086781,32641.522262567,25036.121566771,25527.9220314047,14701.041076652
"PIo (40:5), PIp (40:4)",0.37017353443210355,5.927683494396264,4.445777755739073,0.03498764994455526,0.1954584326016505,916.6009 -> 639.6009,PI,31820.762237541,35353.162704483,37395.102935809,30793.1823806823,32140.282356264,26425.501693729,31023.001815806,27611.881767281,21613.8215713544,19714.261238105,18327.2013626031
PIo (42:0),0.3703348107394751,6.766969740923211,4.451515165198089,0.03487029513368015,0.1954584326016505,954.7105 -> 677.7105,PI,53838.00354001,71958.584655772,66595.645416252,57972.46392824,57642.443725558,47704.623367292,52195.283355678,49855.443572991,42531.622711179,39522.902709968,26753.4617996261
PI (34:6),0.36879580478695484,6.975650061557718,4.415018501360408,0.03562389237538733,0.1981766113656001,844.4706 -> 567.4706,PI,68217.36547853,76799.066039986,76205.526000916,67165.365203847,71477.125823914,62820.04441835,64337.704238908,62350.724571237,45663.8632507208,36820.722976683,27442.641906743
PI (44:3),0.36786225927907573,5.082058145206962,4.387263745022011,0.03620837929153365,0.2005853313053998,990.6741 -> 713.6741,PI,16952.2210616981,20715.9014358392,18763.5214385978,18312.7013587968,17243.1011733997,14511.2610473573,16729.9012527479,15869.500999455,12473.5208168029,9980.8806762653,11073.100803378
PG (28:0),-0.36647425100570363,13.589495017762193,4.361614080786239,0.03675746233869481,0.20277866723513305,684.4546 -> 495.4546,PG,4945789.50146474,7263362.0642092,6109242.01513628,5039907.22753899,5548857.23461959,7930808.68774409,5407536.30297845,7535172.04345681,7872490.86059619,7315621.7563476,1209297.90930168
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",-0.36618031790908556,6.795503702183468,4.352432088479304,0.03695613455429364,0.20302872261362978,690.5845 -> 369.1,CE,43058.8230209385,50321.6236038045,46745.9635620108,47129.1633377147,46845.423446675,56581.264068604,69865.1248626519,48233.203285217,62210.1442718618,57334.484008782,35990.02259065
PC (42:4),-0.3650450334889443,8.907714897418192,4.32730108141368,0.03750567080026546,0.20452346488004008,866.7 -> 184.1,PCandSM,172309.573852531,249183.881408714,234526.296570261,224652.597503676,230285.093811001,250639.057701034,246192.355895447,263300.920059178,306317.683075449,320812.960235546,60463.1435584975
SM (d18:2/18:1),0.36497660762437467,9.720317712220204,4.325872671669558,0.037537161605626694,0.20452346488004008,727.6 -> 184.1,PCandSM,649515.488098775,377459.269439757,483891.974487762,376750.200134346,515623.331390442,437170.63366709,396575.310852211,293218.962341362,372953.310424818,324986.978271304,181877.83300792
PI (42:5),0.3648207821149706,5.671723975388558,4.317774844866939,0.03771621122408502,0.20465681828151053,958.6115 -> 681.6115,PI,25877.2017135577,29348.021697993,32111.501983644,27397.061950676,27573.90182495,22268.181625365,25665.8217773491,25101.8817214983,18169.6014327984,16568.5011940059,13584.5409545889
SM (d18:1/18:1)9Z)),0.3643126265749191,9.616988069149548,4.3101605850497435,0.037885385198272066,0.20473571429596824,729.6 -> 184.1,PCandSM,580703.006530118,349084.826934743,421089.734741243,340660.924713112,488282.00128182,451531.83190908,359121.764953562,238250.397766287,318820.925293156,288200.202636732,212913.17456056
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",-0.3640416147201828,6.370023445449136,4.300958632863853,0.03809089638549953,0.20500953989594053,750.6784 -> 369.1,CE,28339.3819999627,36189.062694545,31935.2819747801,36397.7822761548,32618.3624153119,40095.9227714591,45154.8832092486,50477.1835594168,37112.4824218784,34722.5426025373,35547.7627029354
PC (36:1),-0.36321975372120374,11.286945477775038,4.284614471174791,0.03845880358023258,0.2061516434827042,788.6 -> 184.1,PCandSM,1303729.54382333,886694.23303276,1065271.60021969,864189.564209,1183072.91345203,1827026.82470723,1425747.17456035,1144266.82617152,1145299.81103509,1119792.81494172,767278.99462888
PC (46:0),-0.3632503508695952,3.8405582749769596,4.268731868755047,0.03881989135267655,0.20636272883762313,930.8 -> 184.1,PCandSM,5525.5603523244,7559.0005531282,5481.0603866567,6043.0204162602,6023.6404190088,7719.8205566423,8932.9407043452,7281.2005233738,7867.9605522151,6589.0203971873,4281.7602996837
PI (40:9),0.3624264441188076,5.996728527505716,4.262359128399883,0.03896577206148473,0.20636272883762313,922.5176 -> 645.5176,PI,32441.842285149,39851.822906489,34223.062210091,35693.642959581,35513.062530539,30684.9022521936,32381.942359928,30925.502136229,21589.9416046113,19302.3813934373,17329.201087942
TAG(52:5)_FA 18:2,0.36236253712190347,8.355342813977094,4.263895459067725,0.03893055084893133,0.20636272883762313,870.8 -> 573.8,TAG2,171910.772083294,189109.833873739,232418.27685554,153418.991073613,240427.1363524,146362.51105881,137733.969978317,149216.949245489,183618.912292471,130463.490165698,31843.4821014308
C19:0,-0.3614637030165378,12.126123786315667,4.243436625227332,0.039402331905557184,0.20784337626676377,297.3 -> 297.3,FFA,2603888.68774361,1891284.43078621,1925615.69226077,2077321.71386762,1292450.25500439,1977092.77697702,3632432.87731949,2933966.51171888,2106846.72119208,1700505.15759272,1072569.0904541
PC (38:9),-0.36106801772666264,11.310367433611841,4.2341320159393945,0.03961887676035597,0.20815632075679089,800.5 -> 184.1,PCandSM,1312770.65478525,921115.36694309,1064127.69262678,865832.09985357,1166638.21765149,1792980.25390571,1581654.72460933,1079976.9943842,1166459.46997082,1073888.28564461,843874.44140598
C24:1,-0.3585732562559061,9.998048945323658,4.1758428455414105,0.0410041628050831,0.21064025024423313,365.3 -> 365.3,FFA,491584.813201908,481642.611022824,384247.410095199,511704.313629098,367163.145355268,538717.619659332,694356.070983809,632872.007080188,491730.615783464,446887.892852709,253287.736496012
PC (32:3),0.35832149925586776,9.638151039435042,4.169935203957721,0.04114737325506139,0.21064025024423313,728.5 -> 184.1,PCandSM,589468.927490332,363100.36984253,442853.252623927,356699.528594942,506763.473266462,417165.74975565,381688.76635744,249499.01708986,368372.129211542,307029.539062557,177354.49304192
PC (38:8),-0.3594821482718304,11.340730577026667,4.197118126263376,0.040492738317110914,0.21064025024423313,802.5 -> 184.1,PCandSM,1377131.35705574,915080.18713446,1079159.32763681,885492.43823229,1250023.92126467,1846986.81152334,1610959.88574245,1078628.91870123,1195144.28393542,1175754.96679699,801015.15844723
PCp(32:4),0.35821893644225966,9.636643480794895,4.167551535625535,0.04120530575019364,0.21064025024423313,738.5 -> 184.1,PCandSM,593532.955932468,362105.427917455,424210.507385296,361831.142456035,495495.974548336,441297.77185081,375253.14599605,273380.002075131,296071.057983368,318974.386352623,191433.1331786
"PIo (34:4), PIp (34:3)",0.35954199541796006,5.830511978305581,4.1946106768855875,0.04055266375084497,0.21064025024423313,834.5227 -> 557.5227,PI,32513.9625930703,36273.222564704,31856.3023834241,32306.162567128,29158.402153012,27031.041694633,30494.7019882263,27638.5218353274,19598.8213882328,18540.021308887,12461.8808441091
SM (d18:0/18:0),0.3583871985485787,9.553637448901489,4.171445841579725,0.04111070312444397,0.21064025024423313,733.6 -> 184.1,PCandSM,551510.417420045,334205.722274728,437994.242431244,343641.462463369,480339.617309548,423824.62902837,372836.20446786,237683.336975072,316838.36584488,287630.821350021,153863.2298584
TAG(48:1)_FA 16:0,0.3586833194366356,11.022440975411227,4.178518377459113,0.04093947604730798,0.21064025024423313,822.8 -> 549.8,TAG1,1233867.53125,1240873.24121078,1299174.0097657,1119649.39746061,1209000.56054695,820513.20214821,924147.0322266,937872.10937516,1103705.53417991,851512.1953123,318746.301387571
PCo(38:0),-0.35789994082842663,11.450578161803284,4.160353614817723,0.04138076400975356,0.21072358288043735,804.7 -> 184.1,PCandSM,1469734.75720202,1010869.65063492,1177096.71423334,954520.1446533,1304227.13159219,2073737.43847654,1570296.8505856,1236907.69409128,1264932.80078134,1257291.97021476,895377.66894541
PIp (40:6),0.35633835877719827,7.015801812923478,4.12259581440685,0.04231410454892289,0.2146508598573713,912.5696 -> 635.5696,PI,63128.564300543,87841.965820273,87456.206909198,65842.224670394,68546.164916972,61198.064559926,61917.604187007,61658.584075929,55344.663299555,43191.943374631,25681.041992186
18:3 Campesteryl ester,-0.3557804054689406,6.696636365675058,4.10931814128287,0.04264755341890361,0.21469718907463262,678.5845 -> 369.1,CE,44912.5228805595,47887.7032394282,44621.8430290206,48185.2434234706,47962.2034683169,54594.1037826539,72642.445182785,54188.9638366581,55541.0243530385,54821.5040664569,19598.5012397745
PCo(38:4),-0.35571409317803526,11.325690039690155,4.109810413541709,0.04263514155522487,0.21469718907463262,796.6 -> 184.1,PCandSM,1318400.4624022,899734.01599223,1062567.78356928,881567.8635253,1243607.13146959,1794732.19042914,1461846.08886664,1095182.83007804,1283993.43261717,1125796.45776367,843902.08203144
"Cer(d14:2(4E,6E)/24:0(2OH))",0.3548701621896106,6.966511516921585,4.088685727738351,0.043171198811590844,0.21651010313085714,608.6 -> 206.3,CER,62327.1450424005,65658.4451865485,72783.4844512731,81961.2865333416,69838.1439666967,53811.2032699367,61281.0446967903,47263.5633125237,52910.9229316771,53858.8036155703,29183.8019256619
PC (38:6),-0.354105304835699,11.508748020992902,4.072823676329335,0.04357836944786801,0.2177274005621783,806.6 -> 184.1,PCandSM,1575685.84960928,1064948.2733154,1224086.62646487,970910.65759259,1363489.14733859,2208477.54003961,1638365.5195317,1218055.19848643,1365067.56933579,1307868.28955054,903152.95068366
PC (36:0); PCp(38:6),-0.35359656144540325,12.301193351053097,4.061191187931399,0.043879536038297154,0.2184079162206971,790.6 -> 184.1,PCandSM,2651660.45373552,1828930.06933584,2036587.24023446,1778911.85192834,2347179.54467796,3725395.67138609,2824134.69873043,2117208.30053767,2398443.53759751,2223159.7565917,1653949.98095683
15:0 Campesteryl ester_simulated,-0.3532263021621425,6.6612143227147875,4.050383912120992,0.04416130069162472,0.2185742136623585,642.6002 -> 369.1,CE,39417.2227401663,47470.2836914193,38400.0027160729,41656.8431358433,38256.2826805092,48341.6036987138,59363.784042348,49403.203460691,51720.583511355,46660.443405146,41827.242713924
PC (44:4),-0.35332063794947577,4.828411309915197,4.047259315639053,0.0442431187775771,0.2185742136623585,894.7 -> 184.1,PCandSM,11090.7806472765,16060.601184844,12154.9409599344,12887.7008018501,11423.9008979727,15447.5612449669,15715.8810844439,16857.3012313918,17015.3811149533,13980.8208961558,5952.2604293821
Lyso_PE(18:1),-0.3523081424008931,5.723178221528809,4.027329106076646,0.04476876367217502,0.22034885911509194,480.3012 -> 338.3012,PE,20337.2815017716,20686.7013473341,23523.9614868192,22992.381622315,21522.181564339,32419.182067879,31264.202468863,23963.321716315,24120.601852413,24131.781814568,19770.501319887
Lyso_PI(12:0),0.35063027315805473,8.117988284278132,3.992811457464725,0.04569475871814615,0.22407355756602038,534.2336 -> 257.2336,PI,168678.169494573,181260.771347092,156005.672668378,177521.294845582,148825.770309451,125612.467514129,132622.266632146,112074.58709714,135376.008895855,130177.627044759,27319.721832265
22:0 Sitosteryl ester,-0.34913360268165733,6.31908440385716,3.9565853088847684,0.04668832170599877,0.22726824748624425,754.7097 -> 369.1,CE,27499.7616577112,34956.2223319914,29418.8619003225,32863.4025115964,32629.7422943111,40229.4827613888,44895.5834884722,44989.0031852796,33335.3623428409,31956.1218719461,37595.1024322411
PC (40:3),-0.3489701485048622,9.209100182614904,3.9555675221340616,0.046716562925887564,0.22726824748624425,840.6 -> 184.1,PCandSM,301476.599487345,285628.313964848,266525.777587834,262965.895477336,257141.957580599,362944.275436398,266097.037536685,455072.505584686,294923.418762702,320070.504272546,75578.464645389
PIo (42:1),0.3487627142919604,7.949704904977665,3.950365012483416,0.04686120208742046,0.22726824748624425,952.6948 -> 675.6948,PI,118200.08911132,158198.63220217,149024.13134772,138320.02941895,143657.09057619,117797.268249524,124420.488281287,123304.108886682,87130.16583252,88127.666259801,50595.383666972
16:1 Cholesteryl ester,-0.3484933082857432,6.899255773971309,3.9431908841026484,0.04706143078247463,0.22740632976641023,640.5689 -> 369.1,CE,45188.603401194,55837.0240555006,49400.9635238443,51000.8035888637,42627.5030898914,59857.74427795,67595.204269418,59206.1040954549,60290.784210219,55723.843742354,47793.543182367
Cer(t20:0/26:0(2OH)),0.3479188216270009,7.986780181795746,3.9313181666966552,0.047394780874369484,0.22808986172324328,740.7 -> 310.4,CER,156336.090621882,129409.308929442,134701.790733196,145879.689781271,140414.149490316,113812.288085888,125648.868942104,94987.427146859,104374.1872101,103772.565887456,64242.284446709
"PIo (40:2), PIp (40:1)",0.3477997127366711,5.948394600670231,3.9259106084078903,0.047547433410585455,0.22808986172324328,922.6479 -> 645.6479,PI,29876.522216789,39909.082885714,35043.101989758,32180.022369381,31955.041961658,27832.362045285,30725.341979998,29942.042099007,19774.16160584,20924.781578063,18576.761260989
TAG(60:4)_FA 20:4,0.34639663671581844,10.140980455344474,3.8977518436149676,0.04835076783544303,0.23110619716291184,984.9 -> 663.9,TAG2,416234.546142651,1144968.98388686,660778.36975094,635324.2603145,671297.388549882,621412.2642481,468066.712886851,449051.966655673,683203.46508795,463190.91503908,18283.8613014209
PC (52:4),-0.3464889688811719,3.4321419928640036,3.880426708359835,0.048852139819660384,0.2326627090691739,1006.8 -> 184.1,PCandSM,4708.6004066464,4950.5803871157,4992.3602981569,4192.4602851879,5073.0403671267,5829.0004119877,6315.7004203798,6082.4004325879,5639.5603485099,5719.2804069503,2530.0001602169
16:0 Cholesteryl ester,-0.34495105757591993,6.6419407809290805,3.863265407021359,0.04935418504437701,0.23421125806005433,642.5845 -> 369.1,CE,42521.6632614257,45958.1434516712,40451.602737427,39441.1026992844,36992.342681878,52179.723709109,57579.0443038922,47130.2235107502,52287.963821421,45123.343521111,39075.0228843733
PC (40:7),0.3443741506662896,6.269181032847334,3.8499617592402444,0.04974712493435983,0.2352328336181872,832.6 -> 184.1,PCandSM,69598.063888568,48811.722900386,35521.462661756,34172.222373952,32289.681854246,36367.7024002107,40152.582382209,32640.2223205514,26277.8217735132,33742.862426748,15342.3010330206
"PIo (38:3), PIp (38:2)",0.3439876853629954,6.246680905455397,3.84125620509451,0.05000604227372377,0.23561565825768782,892.6009 -> 615.6009,PI,39041.522689816,45593.503494283,45326.8234253,42860.4628601,40177.862701414,35873.582565294,38840.922973644,36509.322616553,28934.501708995,23650.121383672,18404.541252134
PC (32:2),0.34269250282892877,9.604433359551455,3.814930418977836,0.05079771497737704,0.2368175163029831,730.5 -> 184.1,PCandSM,572077.984313912,352417.242126556,445870.974365261,336593.92474367,474267.552794848,471946.21289093,368863.3847655,235880.877838297,313060.903839165,291547.481200989,185296.3309327
PC (42:3),-0.34306361911786,8.929690435615337,3.82304149149786,0.050552395194915334,0.2368175163029831,868.7 -> 184.1,PCandSM,167798.011993378,254810.034118672,239402.313995344,241329.973296519,237024.221069395,244518.475250282,258145.377654999,272336.117645305,314860.723083538,313948.758819627,58527.3834305018
PC (46:1),-0.3434865732624374,3.9749253961885507,3.8195132951530435,0.05065895140943274,0.2368175163029831,928.8 -> 184.1,PCandSM,7126.8004989628,8936.3007507329,5979.1403656013,6586.1404952995,5961.220409394,8905.2606773372,8686.100650785,8690.3006591745,7973.6005287156,8364.8006134042,4016.6602973934
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",-0.34204444023402153,6.39417290706469,3.7980864556485585,0.051311191242386076,0.23804352259658393,752.6941 -> 369.1,CE,30969.6020927326,37769.0823783862,33917.0822296103,34931.4027252188,30466.6022987397,42532.7629089627,45186.2031478897,47550.7431640598,36103.2224006701,36026.6424026462,37874.0628280683
PGo (34:1),-0.34184651262830323,6.858411130437619,3.7945309713930673,0.05142027753974547,0.23804352259658393,752.5536 -> 563.5536,PG,44920.643798821,54934.403808598,49181.503356929,46430.483398424,46131.843475343,60408.664703359,60181.264190689,71105.94577028,55562.583770736,50586.003494251,42944.223022459
PGo (40:4),0.34147434880443084,6.407082968688482,3.78575161208164,0.05169069023108428,0.23846158141447943,830.6005 -> 641.6005,PG,52973.163711517,65212.4650192136,36135.702590946,36043.502777091,48970.7838744873,33387.502105717,33744.082626336,39517.1631469639,40339.543243404,36153.66264342,19963.681449887
PCo(42:0),-0.3406598737008965,9.064146775744094,3.7698152721191036,0.05218539588005081,0.23990786161523361,860.7 -> 184.1,PCandSM,276971.877319328,262141.397659733,235109.917037962,248956.981109576,232092.614929242,371032.574325604,255505.898101822,267091.418701061,319355.367004508,332130.239379864,59325.6235351425
PE (36:4),0.3401613711078652,11.069126757807487,3.7590868555998895,0.0525212538119513,0.2399962774435328,740.5226 -> 599.5226,PE,1488727.21124276,1046885.79400624,1320110.70837451,1009643.57476892,1468591.117249,1364988.7229005,1088250.59973183,728284.811767529,856560.38793939,848624.47619627,269587.51806623
