lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,40GFP1,40GFP2,40GFP3,40GFP4,40GFP5,40DN1,40DN2,40DN3,40DN4,40DN5,SolventBlank1
PEo (40:2),-0.07119018930221777,6.269048810341707,0.08091089019342235,0.7760667750309421,0.9999320773204663,786.6372 -> 645.6372,PE,50959.003173827,33932.602020264,35005.822357173,39755.982879646,37677.622711192,40988.24273681,39840.083282466,45504.743377688,37768.462707509,31196.3026123,19979.901535039
PEo (40:3),0.034202857402438155,6.412326807564832,0.018678463354717678,0.8912922957624652,0.9999320773204663,784.6216 -> 643.6216,PE,64558.903823892,40845.442871094,34893.202621472,57232.12503051,33370.782180783,51655.283859171,37462.36288451,43847.863159167,42461.263122552,35548.822799687,19316.361404411
PEo (40:4),-0.03768677485561371,6.189463663630205,0.02267616107815229,0.880302259512372,0.9999320773204663,782.6059 -> 641.6059,PE,55895.304489089,28804.462066652,30650.621978756,42585.262756362,33281.20235443,41038.843078608,40792.803009062,36266.422592166,34734.002258293,31085.862182621,17833.081237791
PEo (40:5),0.017250241292783,6.239703931394978,0.0047511046411727875,0.9450467260078794,0.9999320773204663,780.5903 -> 639.5903,PE,62265.143898045,32651.102661124,30191.641937267,48141.32321165,25875.2418670608,43133.643310545,38128.302734386,39824.202316284,32115.402313244,30621.382080077,21167.061508171
PEo (40:6),-0.21891725946721768,6.655355999777347,0.7645110456150519,0.381920478993188,0.9999320773204663,778.5746 -> 637.5746,PE,63037.764373805,43688.843719496,39901.202575673,51703.363876301,36682.102752676,52778.56295774,55452.8444214064,61405.084777802,46613.963973994,40902.68237303,34830.22279359
PEo (42:0),-0.12082126869311119,6.3909180169229955,0.23301132798132995,0.6292999083367333,0.9999320773204663,818.6998 -> 677.6998,PE,61999.06515501,35395.94258119,34343.022460942,37857.322586054,33455.182235721,45274.963027954,48788.68380739,43226.503112789,36293.822265623,33964.242446892,28807.341629022
PEo (42:4),-0.06846829859666975,6.390249234010079,0.07484529736629497,0.7844084155014456,0.9999320773204663,810.6372 -> 669.6372,PE,66069.224868787,39348.462326056,32342.682067864,46019.742889366,37751.422668469,52628.9241409477,47898.943771382,44300.203216517,41015.36302186,32392.04234314,16785.181121827
PEp (16:0),-0.2282769843335191,7.240831217892215,0.8312975855969853,0.3618975868000649,0.9999320773204663,438.298 -> 297.298,PE,71001.8640175164,84924.4446869055,88140.006401118,96798.028472874,42726.142913857,81622.085372993,77426.844467092,102087.206802361,92427.048080414,69271.246269217,23408.141510013
PEp (20:0),-0.2874329049980391,5.541653101320065,1.3166379381965498,0.2511963281498651,0.9999320773204663,494.3606 -> 353.3606,PE,23258.6217765815,20854.22163391,20452.121688847,22206.101409916,20827.12136078,22547.4816665621,27979.6620941156,27357.0222091569,26278.741775505,19865.3214645354,13977.6809234607
PEp (28:0),-0.2495984701494901,5.897924966898777,0.9933829964768961,0.31891694390576436,0.9999320773204663,620.4651 -> 479.4651,PE,29961.941970825,29063.3615913328,28391.302291865,31023.641983034,28761.521926892,32819.702072147,34987.262847889,35404.982360837,34048.162269599,28073.881958004,11197.4006957999
PEp (30:0),-0.006266266417230209,5.825554624050667,6.268757380070156e-4,0.9800250629455804,0.9999320773204663,648.4964 -> 507.4964,PE,42109.383178708,28893.601974482,26121.741928089,26768.82208252,28890.842132568,26195.201797477,25943.061782847,28039.902252185,31815.1823959412,32234.261978137,11010.6207580554
PEp (30:1),-0.1274806833944349,5.752581667606744,0.2593581625794741,0.6105614488961424,0.9999320773204663,646.4807 -> 505.4807,PE,29772.022293109,28540.86220551,24330.1218643179,29481.70172119,25474.9817581248,27670.4220046903,30097.2220001294,29630.061882017,30392.402313233,24049.501823427,11609.5608215339
PEp (32:1),-0.16594857553819217,5.8998995024686565,0.4394148229378061,0.5074050306931437,0.9999320773204663,674.512 -> 533.512,PE,34490.862655645,29654.922058098,29616.9821167,26832.241653436,25603.101669309,31687.122627254,32649.6821441729,31283.522491438,29566.322418202,29610.8019332912,16304.0810775754
PEp (34:4),-0.11654181729790894,6.05653553155252,0.21678770659286783,0.6414985012588745,0.9999320773204663,696.4964 -> 555.4964,PE,40229.763030985,28892.502120972,27092.8422927942,32147.621871955,40310.283233635,32633.122665402,35836.182373036,37384.082519539,36918.702209473,29906.922309875,15795.080947879
PEp (36:5),0.0012852650251119727,6.593253399256113,2.6376915684522828e-5,0.9959022056641679,0.9999320773204663,722.512 -> 581.512,PE,65279.424713161,50061.164077764,46374.643478403,46492.423217786,42935.923309313,58718.144103997,48378.343963614,44953.163391107,48449.642883273,36122.382659902,26551.962020872
PEp (36:6),-0.10312087135725391,9.1580652465164,0.16979989833089348,0.6802897055985614,0.9999320773204663,748.5277 -> 607.5277,PE,336803.106292659,233751.575775059,267756.358825587,412041.049743757,287331.941680858,549161.1424561,287029.161255003,337356.181578972,167006.210815468,214928.618652306,75040.284820564
PEp (42:0),-0.07741941658993255,6.244102956243894,0.09568808877259016,0.7570667752150426,0.9999320773204663,816.6842 -> 675.6842,PE,55581.363616922,33077.802520749,30328.64222716,39199.642547588,38158.582473742,43586.002578696,40274.702850344,40144.062896738,36639.682800303,34138.042449957,17506.461196907
PEp (42:2),-0.1656205844588019,9.124408262151483,0.4378519648744259,0.5081610466463927,0.9999320773204663,812.6529 -> 671.6529,PE,413657.889465268,239326.254821681,275745.277633644,250199.339904746,349710.665298443,413174.064636407,347156.166137747,234238.09402452,322442.343902578,299429.079467853,14420.7210464407
PEp (42:4),-0.26849855138595596,6.327407887857573,1.149420000554982,0.28367059671703365,0.9999320773204663,808.6216 -> 667.6216,PE,55030.384071358,32229.561965942,32252.72225188,48823.742843619,29565.701675427,66616.805480889,40431.342575074,48033.583740201,35361.342590337,33010.262390132,15862.7611198407
PG (12:0),-0.23827247418394956,6.143899922069759,0.9054189320384013,0.3413328398199239,0.9999320773204663,460.2042 -> 271.2042,PG,33010.141799927,36809.182189943,31469.542541504,33493.742630003,32333.20246887,34444.742324824,39388.202728256,39099.622833247,36460.44276427,37042.862518318,20216.0215301536
PG (14:0),-0.07926498436386202,6.53157105950513,0.10031029343758746,0.751457587097673,0.9999320773204663,474.2562 -> 285.2562,PG,56020.084396295,46533.8829116518,41620.003509508,50787.503479021,46585.702926649,40437.982879636,46784.682968153,44867.603134162,55597.503875747,52245.244125389,19028.4615325889
PG (14:1),0.05207916845384917,9.57623812022038,0.04331569536770985,0.8351319680949216,0.9999320773204663,472.2406 -> 283.2406,PG,714170.96032719,331445.7382813,353378.46313523,371670.88940481,326583.88232422,424154.50549315,461853.40417485,326799.29736383,367364.52160738,315124.54357906,159762.77111806
PG (16:0),0.06984084897949248,9.40307373394113,0.07789607868471649,0.7801690885349387,0.9999320773204663,516.2668 -> 327.2668,PG,706512.17114255,281060.68237306,288290.30004886,330103.58654732,268461.37792963,436274.22900398,387814.10668943,275830.76184084,302678.00073241,266701.32067868,143345.310180645
PG (16:1),-0.18130868910510312,7.05616418536385,0.5245954698375499,0.4688879413322149,0.9999320773204663,500.2719 -> 311.2719,PG,68343.4052429,68161.685287374,57297.723998993,70111.464294412,68884.685760505,64011.7244873275,78813.564697344,78384.905609191,75191.124465932,60347.284500177,28432.1016387876
PG (18:0),0.04778142875189709,10.608690070409141,0.0364624929807178,0.8485635551083293,0.9999320773204663,530.3188 -> 341.3188,PG,315294.406860354,352988.00299018,1157881.01141399,1134705.79125929,1232335.52722164,780678.625732364,467252.60314937,770455.470520054,1068794.72399858,738262.980468682,363028.404327371
PG (18:1),-0.19439168832904039,6.8764859955084034,0.6029533221830548,0.43745341332913906,0.9999320773204663,528.3032 -> 339.3032,PG,58259.904052734,65902.565155023,47751.062820442,55501.363861097,48861.883338943,47263.423599229,64711.304290777,69990.705230665,64310.084121712,52694.603942863,38936.022659314
PG (18:3),-0.3063705099269067,6.308361659419448,1.495872784875985,0.22130749504981498,0.9999320773204663,524.2719 -> 335.2719,PG,37506.7430420022,37610.682815544,37261.602317804,38552.402465811,35840.802734351,38599.322845444,47502.943725573,52756.643447905,46240.662719749,33373.142288198,19053.361450197
PG (20:0),-0.04676745733140246,7.109618388019921,0.03492572020604712,0.8517513939638746,0.9999320773204663,572.3294 -> 383.3294,PG,73776.265747041,80149.34558107,68437.923706039,78527.684932765,66517.6047249253,58554.844116211,71034.884429895,72661.685897818,77196.085418644,78358.066375746,25583.5016174507
PG (20:1),-0.04958233171572319,6.7302011611162635,0.03925422604686446,0.8429458626623918,0.9999320773204663,556.3345 -> 367.3345,PG,50420.783416698,58586.02363582,46463.1431655799,74152.205307039,54010.224273681,62522.624954251,54990.723663343,57375.703933713,49172.123947105,52744.48445126,18937.981399543
PG (20:3),-0.25594462466357537,6.44326818420878,1.0445893224879228,0.30675651381952235,0.9999320773204663,552.3032 -> 363.3032,PG,49120.363098126,39772.183097831,35671.5227279564,38201.8630676396,37739.562576285,42439.3227996266,58377.483627251,47285.743225112,43870.143203776,34257.262664801,28803.5420455982
PG (20:4),-0.21742256234107704,5.795423096761857,0.7539649935172297,0.38522378654621625,0.9999320773204663,550.2875 -> 361.2875,PG,25007.482017513,27987.582038886,22707.981597906,34220.522216748,23412.261749259,24913.9221420292,40252.6026687509,30779.402633669,26349.842063891,24012.381637574,15458.4810981769
PG (20:5),-0.197491726216532,6.285772586069167,0.6222578908855213,0.4302094751268346,0.9999320773204663,548.2719 -> 359.2719,PG,36210.182495126,39753.502349849,35795.262817381,39449.962966926,37930.222518943,40056.622756969,42777.622734082,44378.122467032,41407.462631189,36560.62243654,20689.381561288
PG (24:0),0.025738182280034605,7.073040652185506,0.010578522656487621,0.9180804774273709,0.9999320773204663,628.392 -> 439.392,PG,81407.446487428,61831.844177247,56239.924072242,82337.485565226,86623.265930115,58811.204101513,70611.164154076,73823.785217293,83433.665786681,54444.803573601,24648.8420105
PG (24:1),-0.09105649520811586,6.245579902939645,0.13236114035157698,0.7159963802792423,0.9999320773204663,654.4076 -> 465.4076,PG,47689.383087139,36289.8629531937,33411.902435297,41091.142669674,37438.242675766,34956.902557383,43737.303543097,42353.423355088,42189.803344705,33323.342582698,16901.321113583
PG (26:0),-0.009794950477191176,7.009071121480305,0.0015320533716476348,0.968777611269234,0.9999320773204663,656.4233 -> 467.4233,PG,98227.706298841,60754.044189469,53294.184234618,65041.524444547,66269.645294194,56988.62417599,75169.105804454,68500.024765028,71848.864135732,52933.343627938,27988.52200317
PG (28:0),-0.05390943623999042,13.633387479924904,0.0464150151819922,0.829423162016648,0.9999320773204663,684.4546 -> 495.4546,PG,8205383.65844677,5805424.01171889,6231387.06372133,6545277.18188485,8331026.68920938,8509496.68505874,7129910.17944332,5638664.29174809,6988661.76440391,6153589.82080083,1209297.90930168
PG (28:1),0.10726436263285818,7.562514481230469,0.18370022117198914,0.6682124255421029,0.9999320773204663,682.4389 -> 493.4389,PG,134537.690658634,90914.626617442,90707.986633299,108504.767181364,114959.08619694,105632.647491388,98332.446716389,86228.266876231,96482.547363293,85101.266387941,28848.242172249
PG (28:2),-0.16503242168466084,6.984950255781285,0.43467252256778005,0.5097050741566118,0.9999320773204663,680.4233 -> 491.4233,PG,59065.123596186,60567.785110486,53672.904296875,60570.964416537,56446.424194342,54590.003707878,65788.884857157,65465.984039345,61043.744720441,60558.94409179,51406.322807299
PG (30:0),-0.17168465786959958,7.193111269268048,0.4704196053741043,0.49279419377983646,0.9999320773204663,712.4859 -> 523.4859,PG,80329.82537846,65550.524749741,64086.004577633,75300.405425993,73612.825134288,58244.423980734,105509.626769966,74421.84469608,77054.225097643,66243.084655765,39074.082489018
PG (30:1),-0.005420700826460659,6.3718993210726875,4.691636054872106e-4,0.9827190242435175,0.9999320773204663,710.4702 -> 521.4702,PG,43585.783081071,40866.802825908,40106.862777713,44039.843048103,37582.742492667,33120.802307124,41814.8036041189,41941.243103026,38820.822387693,39410.842674246,29642.101760865
PG (30:2),-0.1057880923427377,6.484810940195866,0.17864485303721267,0.6725404281388893,0.9999320773204663,708.4546 -> 519.4546,PG,45156.403244029,40423.043060297,38875.902648912,39985.722229022,35048.442291268,35249.182464589,45098.663452147,48703.143035895,37147.782775868,36494.962615964,45232.0830230295
PG (30:3),-0.09098588345263624,6.154465624377292,0.13215224358988564,0.7162108736167104,0.9999320773204663,706.4389 -> 517.4389,PG,41982.642669678,34234.66249847,34161.082183824,40857.582550046,29500.502105702,34026.742431642,37326.622680658,40438.062667844,34858.342651373,34387.562469488,18732.001449587
PG (30:4),-0.11291621318789297,6.375740618257216,0.20352730047238765,0.6518886493899255,0.9999320773204663,704.4233 -> 515.4233,PG,50770.182891863,37913.522979737,36119.162734975,41552.602958682,42655.363250732,42507.323089599,46184.862853995,44270.803710939,44651.983795191,35543.242187496,21440.201568604
PG (32:0),-0.2626313361669013,10.08505544890737,1.1001190028916885,0.2942399896310745,0.9999320773204663,740.5172 -> 551.5172,PG,603760.12792904,466808.03845199,476498.486328195,638694.41491696,563372.49133248,861964.0405273,716767.883788902,515405.43933041,534763.68810982,480922.89440863,140049.607055601
PG (32:1),0.1662891482289343,6.9241175925604415,0.4413179159796244,0.506487038438488,0.9999320773204663,738.5015 -> 549.5015,PG,76441.064956662,61057.743743901,64279.484725970004,74089.845153745,64675.244506828,58738.92407225,58724.983642548,60136.623809821,52477.644012436,55750.324157708,28434.682006823
PG (32:2),0.1900789084585423,7.887434523052771,0.5765866383271714,0.4476533685375549,0.9999320773204663,736.4859 -> 547.4859,PG,203845.754882896,105508.148437513,141532.090057405,157701.172729604,97318.107360813,217347.837737958,90445.846130434,76104.684814513,116051.188415513,79060.384704595,31517.462402347
PG (32:4),0.02646847129329027,6.430328308404971,0.011186136779087974,0.9157691762064702,0.9999320773204663,732.4546 -> 543.4546,PG,70076.044433549,37201.982498153,34673.082489024,43439.402893033,47847.043548571,51897.523574825,47083.163635249,39706.462951657,40558.843170163,36086.282196012,18674.581115719
PG (34:0),0.018074529886756337,7.784154571326766,0.005217176346832275,0.9424188519838252,0.9999320773204663,768.5485 -> 579.5485,PG,131282.910369864,98386.387420644,97530.426696769,147256.709167478,106594.427246074,112145.06817629,118237.548400821,108044.228149471,104693.167205809,95828.726745599,58768.904052732
PG (34:3),0.281853595411278,8.453561205707508,1.2667232514453701,0.26038229692680454,0.9999320773204663,762.5015 -> 573.5015,PG,248684.078063854,182691.253784267,201657.31549079,236644.636413658,174400.792053165,182448.653381381,151734.510070802,177694.212158129,158442.651367201,137050.909240679,66320.96435547
PG (34:4),-0.04680537701574561,7.3331523850678275,0.034983111590008775,0.851631052435933,0.9999320773204663,760.4859 -> 571.4859,PG,98314.58709718,76755.845245341,74238.925231938,90110.80639649,76771.744842541,85658.565490733,79832.165740947,86898.305999787,80027.965515142,72362.605102534,41585.402893055
PG (34:5),-0.0646277349836162,7.932174822051289,0.06669740150618964,0.7962074889324376,0.9999320773204663,758.4702 -> 569.4702,PG,121332.609100313,121427.528442328,114805.369476254,117093.386596691,123127.206451318,88810.305847191,122326.068664538,140658.470550602,114282.049438432,124901.250183164,84214.285308878
PG (36:0),-0.26478894143566123,9.987385685525016,1.1182425296647125,0.29029719769048845,0.9999320773204663,796.5798 -> 607.5798,PG,526802.913513135,457741.432067721,414179.404785099,851150.92065418,392306.67047122,999154.906433047,447439.397521947,839523.641234748,386898.78027346,310503.381042358,80406.226135188
PG (36:5),0.26054575504971633,11.030365909308205,1.0827509002156148,0.29808297498013625,0.9999320773204663,786.5015 -> 597.5015,PG,1521184.26489273,965895.25415028,1273418.33569398,1388680.58007815,1072282.83422846,1238041.1271972,898933.37036144,1036828.85351561,879243.99633802,827492.53833,374373.88525356
PG (36:7),0.055355000203924774,7.075523282040922,0.04892806394332183,0.8249391310661305,0.9999320773204663,782.4702 -> 593.4702,PG,81380.245895382,64581.484954832,58571.804382323,78040.386016839,71780.964782683,67516.285156209007,66417.444641117,65899.144073493,63706.944061278,57742.523986839,39568.303283697
PG (36:8),0.13144100878805362,7.705123308402173,0.27581312480396036,0.5994586674991229,0.9999320773204663,780.4546 -> 591.4546,PG,163878.314575161,106788.787597682,90151.587463416,133319.007446289,98874.985961921,142838.930725131,95925.446655259,97038.8070679029,84651.725280745,87836.307006874,39607.382904047
PG (38:0),0.03935423544160545,7.412258656291469,0.024732031150051625,0.8750366270102857,0.9999320773204663,824.6111 -> 635.6111,PG,127424.449310307,81075.404937739,78483.065307654,89390.126220689,81521.125579841,101975.767578106,87689.02615358,81897.226135306,77859.905487048,69783.264678961,40575.282135024
PG (38:1),0.2801061295454495,8.68031201058986,1.2511055128816224,0.26334143532445103,0.9999320773204663,822.5954 -> 633.5954,PG,336444.599121226,209136.21405027,210601.296234245,261895.520019583,256758.837646543,225284.356781073,196791.453857465,187287.014404371,197544.216735814,180121.393920868,37446.742645261
PG (38:2),0.21007288951994973,9.148340520419811,0.7041960109860739,0.40137735544501846,0.9999320773204663,820.5798 -> 631.5798,PG,469051.594787434,274963.622680673,296641.719970523,323264.482635471,370132.26589961,307328.039489607,281797.498291025,249197.173950237,302128.461120499,269294.277099643,43269.962707529
PG (38:3),0.2892972997603279,7.952867876288203,1.3343631590487344,0.24803048808517397,0.9999320773204663,818.5641 -> 629.5641,PG,180187.152893016,117724.028259271,120956.468139651,205619.373321531,123345.188537573,135703.791198722,115093.109344506,123367.528686482,103689.726745604,95364.06744384,43204.942779522
PG (38:4),0.2543258732337823,6.8408319890391445,1.0315217253921674,0.30980152595842914,0.9999320773204663,816.5485 -> 627.5485,PG,86294.166351305,53037.823562614,49502.483795154,85552.085815411,59066.804290747,50937.523956299,54144.403503404,62034.163665775,49405.523376463,45475.263092041,26231.941833492
PG (38:5),0.1669620143885911,6.717233629821233,0.44487918624678,0.5047768325404389,0.9999320773204663,814.5328 -> 625.5328,PG,92516.286682133,48635.683258038,43430.063354516,62022.764129644,46463.323669419,49366.243286113,48407.56365967,60827.683837873,44414.683105465,41578.883209214,27641.102035523
PG (38:6),4.746519111172118e-4,6.913668919818656,3.597561317292275e-6,0.99848663424103,0.9999320773204663,812.5172 -> 623.5172,PG,77784.545349113,52497.103851317,49563.483398431,80434.666549646,52801.943695068,57136.244140641,55883.444015507,76141.006011911,55884.824340818,48553.803924563,34931.742431629
PG (38:7),0.18216336214178297,7.076813345533557,0.5295489368427297,0.46679655753039107,0.9999320773204663,810.5015 -> 621.5015,PG,90791.726867672,56872.103912338,57892.684188851,85032.36560062,86425.786285441,64486.424560554,72774.565673816,62695.284851051,58324.684295634,54574.504364026,34619.56251526
PG (38:9),0.051535224322097194,9.203838088941332,0.042415342872118345,0.8368300812561549,0.9999320773204663,806.4702 -> 617.4702,PG,463606.438659782,275001.274780388,300182.597869952,298037.67864983,383320.530395486,400188.131042409,337841.027160762,229012.855102507,313801.618286141,283127.962890584,35064.102661134
PG (40:1),0.06605334104996154,7.09538195651925,0.06966740887264677,0.7918216489809282,0.9999320773204663,850.6267 -> 661.6267,PG,110824.927185087,70587.444641172,54820.463897792,99001.046356135,54061.783767697,84523.245269739,73380.605422948,83999.546600356,54301.744033878,52353.484039224,19865.041503901
PG (40:10),0.0450562520389479,6.682611085267553,0.03241460849751121,0.8571207147091339,0.9999320773204663,832.4859 -> 643.4859,PG,79965.325744568,48662.142974846,38842.522613514,62983.685852105,48062.343337995,60555.843963624,52295.503753665,58810.324859623,44453.863647459,37465.022644031,23640.14169311
PG (40:2),0.06797780364343137,6.4576212048759905,0.07377757214726444,0.7859140105091263,0.9999320773204663,848.6111 -> 659.6111,PG,70385.685241728,42478.782836901,37455.462524414,48573.123596184,41341.483001678,42175.942901619,45758.703674303,48844.923461915,40119.783081054,38348.522491434,19912.101501459
PG (40:3),0.04565198458443046,6.671370109823429,0.0332774293096918,0.8552523293282405,0.9999320773204663,846.5954 -> 657.5954,PG,79873.445190434,47692.923187276,36752.022857647,69859.105209271,45407.743133554,64662.26397711,50916.943374673,55701.683990432,45395.203369121,37190.903030385,21409.581604008
PG (40:4),0.2477647661605502,6.574599374979278,0.9790037022673914,0.3224448998538181,0.9999320773204663,844.5798 -> 655.5798,PG,75026.385803211,44137.642807005,39490.84281921,60511.863677979,54422.683990473,39520.262161264,54752.60379029,43383.142974876,41740.042907723,37068.602493272,23602.721801759
PG (40:5),0.16530559298178657,6.534795899370118,0.43608397361731477,0.5090186358191596,0.9999320773204663,842.5641 -> 653.5641,PG,75436.885894776,38688.102600097,38645.782318136,54114.684356685,46542.122985854,37451.822784423,51768.803421032,43950.583465578,40130.922576919,38563.023223882,27669.421646112
PG (40:6),-0.07256884183415306,7.120575401769709,0.08408767297896702,0.7718324977832404,0.9999320773204663,840.5485 -> 651.5485,PG,87395.366134585,61904.323410045,45703.043365485,129476.570220945,45427.423416144,112981.307815565,68284.985534666,81705.065307643,49814.483642597,50255.563186691,28001.981750491
PG (40:7),-0.0470922416457663,7.673471925621098,0.03541464550664841,0.8507294411556352,0.9999320773204663,838.5328 -> 649.5328,PG,128272.527740489,95695.226226737,71616.54476927,190098.715210493,73312.905181926,160977.769989017,107377.846191418,124897.26800536,76091.665557867,70680.144409199,31138.742202761
PG (40:8),0.07315127687380822,7.297715016459715,0.08544456792492383,0.7700503566648425,0.9999320773204663,836.5172 -> 647.5172,PG,131608.969604518,73069.764282232,69283.285644556,83047.506164499,85334.805480923,89642.346160927,83317.746215822,75018.00512694,74240.684448224,72848.704437279,26270.262054448
PG (40:9),-0.04491424423060212,6.495401882556993,0.03220952032279456,0.8575685851660745,0.9999320773204663,834.5015 -> 645.5015,PG,68473.96517943,39901.862701414,35138.842407224,46828.262741096,46557.923370383,48449.343200674,47000.923431366,52632.243530258,42429.383239729,39340.60256959,20461.661636352
PG (42:0),0.09796188214945646,6.552439852852912,0.15320325177594896,0.6954928199935566,0.9999320773204663,880.6737 -> 691.6737,PG,80739.585662835,42360.143142705,41196.022796614,47002.803146352,45615.503128063,45047.003082263,57695.544334391,45209.242935174,41228.34281923,36414.462432866,23051.861625675
PG (42:1),-0.0668610967937742,6.402911811804952,0.07137315859745286,0.7893478557753102,0.9999320773204663,878.658 -> 689.658,PG,74015.964950559,35747.262733465,33811.662780758,44929.4837417568,34270.982620234,35546.102630599,39707.563018793,75662.466644275,38282.343048094,29784.462135325,18150.181350704
PG (42:10),0.09383172541696012,6.336320967192081,0.14055314109691608,0.707731733304544,0.9999320773204663,860.5172 -> 671.5172,PG,75506.645050063,35153.582733158,31787.962127683,40903.642639166,37137.062438944,40149.963104245,41190.763526904,43166.662796007004,36133.362792973,32962.122177098,20538.541564937
PG (42:2),-0.2186897255228004,6.945533591249524,0.7629756919395732,0.3823988888298493,0.9999320773204663,876.6424 -> 687.6424,PG,98852.926269609,48417.923706053,41542.123352061,73094.444793737,53964.363601694,90698.2462463869,58938.58383176,91263.70657348,52736.023498531,50905.823364259,18975.081161499
PG (42:3),-0.2654444792011439,8.930380019583994,1.1237503909578663,0.2891123286248262,0.9999320773204663,874.6267 -> 685.6267,PG,396493.14746047,189475.87280282,152079.110656816,343592.604797875,192416.69555669,536450.69042963,248459.51904303,319271.764038038,162038.910095232,167192.07501221,38900.382644659
PG (42:4),0.28964806388788633,6.283671224083504,1.3372969501001535,0.24751121956834896,0.9999320773204663,872.6111 -> 683.6111,PG,77944.1849365332,37479.102539066,30484.382385264,44620.563323976,40849.222442631,34523.2030029269,39409.68226622,39208.862701416,32221.342285148,32020.622177133,16202.061134343
PG (42:5),0.19532850405741847,6.363863541576112,0.6087259327782704,0.4352679226098922,0.9999320773204663,870.5954 -> 681.5954,PG,85888.306823729,37067.722778325,31339.00219728,41866.782699586,39906.863067636,34788.802032466,45633.943084697,45166.763427738,35002.562530539,32559.302368168,18291.021171576
PG (42:6),-0.12837646695852317,7.0498855713103845,0.2630881095337827,0.6080064758052031,0.9999320773204663,868.5798 -> 679.5798,PG,96725.465789801,59550.844512923,44955.443206794,94480.467346116,47818.923080444,101394.267852795,59394.724060021,97987.26620479,49355.683105479,43798.862869257,27104.621978753
PG (42:7),0.19308275837113456,6.929787894513224,0.5948799267607683,0.4405382612514353,0.9999320773204663,866.5641 -> 677.5641,PG,86448.98660284,47501.603393552,50188.363861081,114022.546783524,56065.524200442,54724.063232389,69812.304748501,60216.523864764,53727.924285876,50350.343872067,24496.341751102
PG (42:9),-0.07209693055719373,6.66495414316488,0.08299189712124644,0.7732830960478119,0.9999320773204663,862.5328 -> 673.5328,PG,82126.606109612,45238.48347472,45625.863632193,47014.002777088,44809.822723372,54398.443939195,54235.403503419,49754.363357533,55125.604156492,47714.143310521,22422.301605215
PG (44:0),0.15220253295663275,5.980214506399235,0.3696754576434387,0.5431812246774806,0.9999320773204663,908.705 -> 719.705,PG,52061.2435989071,29682.022125255,23680.921791092,36611.562515244,32500.602249139,29040.88203431,33070.042419431,36283.1621932951,26161.161743154,23075.541671741,16612.381263729
PG (44:10),0.25329926588948987,6.014829335546874,1.0230413725001881,0.311798671781681,0.9999320773204663,888.5485 -> 699.5485,PG,65421.605102544,29583.222305314,25363.881851202,34021.502380377,31377.7421150267,28147.101959223,30976.0220718466,32406.022499079,28917.462234506,25470.701660149,16547.901275632
PG (44:12),0.2599191332510352,6.063182180049249,1.0771590941502036,0.29933395639234855,0.9999320773204663,884.5172 -> 695.5172,PG,58905.4643860024,31947.982330299,29598.881805412,37429.822517396,36452.622405992,28661.76208497,33432.22229004,32359.742462159,30944.622360219,26972.621978763,15326.961105344
PG (44:3),0.22965734582124533,5.95041519906073,0.8411551329170086,0.3590666111103161,0.9999320773204663,902.658 -> 713.658,PG,62135.964370728,28480.241882321,24470.1618423486,29221.941879278,30773.062301637,26099.861755367,27433.5020141674,31316.602005011,30218.4420013422,24815.981826784,16573.701133727
PG (44:4),0.12316450013007604,6.744727677633944,0.2421548028580105,0.6226541160958543,0.9999320773204663,900.6424 -> 711.6424,PG,93087.226516736,53183.083770757,52543.86347958,57413.3838806121,46097.1635284128,48328.803329465,52799.503234819,57840.764221181,54829.6843947956,46493.7633361832,21615.521263118
PG (44:5),0.027241141947842832,7.120821397302294,0.011850158381719211,0.9133147765054286,0.9999320773204663,898.6267 -> 709.6267,PG,101575.127014141,77462.765716538,77919.605621339,72495.785552985,63633.224548341,69412.704269382,81301.14559933,72471.885284442,76199.00540162,63951.0845336828,16149.7810211168
PG (44:6),0.2066731045885234,6.028706646377948,0.681363199695511,0.4091177061352787,0.9999320773204663,896.6111 -> 707.6111,PG,63937.745063777,26207.5619964587,28756.061767562,36199.622169512,27140.701629627,25791.18138121,37986.3626518049,29718.361869801,29582.8620986926,24472.9017715518,18946.801406862
PG (44:7),0.17830731381886003,6.214298843867841,0.5073047445876568,0.47630794498932927,0.9999320773204663,894.5954 -> 705.5954,PG,70088.345443701,35111.682464594,31416.902450567,36489.282531739,37417.402740459,32324.541976938,39569.482498151,34743.6623611489,34999.682495113,32846.482330321,16898.321258545
PG (44:8),0.06188250070594025,6.211694122681798,0.061137872270535354,0.8047064425008084,0.9999320773204663,892.5798 -> 703.5798,PG,70774.165451061,33622.722389212,28322.46214293,38807.0223464923,31983.602340706,37426.023269661,41074.462615966,41187.8436279279,34054.022689812,28908.60211946,16272.6212081836
PGo (16:0),-0.16952341100073265,6.276481548756337,0.45857755073370754,0.49828950806025357,0.9999320773204663,488.3083 -> 299.3083,PG,33707.362335194,38973.183105486,31324.4622268642,42774.383056633,33960.862182615,43888.703491201,38582.562850934,40048.683120725,35051.902328496,34453.64231872,28701.261978148
PGo (18:0),0.052688812959355735,9.528582526923113,0.04433564436476445,0.8332303855293767,0.9999320773204663,516.3396 -> 327.3396,PG,769826.45239254,296823.06555175,315515.32189945,356884.31921332,295466.41516112,479448.66137698,448671.25720222,292608.52172854,331582.78149369,281510.07519536,155357.27044671
