lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,7E1,7E2,7E3,7E4,7E5,7C1,7C2,7C3,7C4,7C5,SolventBlank1
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",1.3093629845592223,4.168763909790987,26.96505027205266,2.0716771508947232e-7,1.015889091772079e-5,664.5689 -> 369.1,CE,261319.036849936,75419.605194073,55437.104347227,84802.9058837855,66507.244827276,42198.5431823614,44015.5831756552,51843.7435722281,38311.1626052713,48907.9233093267,19454.4013977078
PE (20:5),1.3049261639048872,6.657543522102738,26.792410992769874,2.2652518176195745e-7,1.0711405023315416e-5,500.2773 -> 359.2773,PE,260464.1794435,1761813.66479484,241710.7192383,269836.71582042,112447.44812012,171852.75305166,235053.07604983,333742.65905757,171689.33154285,149760.45190427,289730.49963378
16:3 Stigmasteryl ester,1.2979184402448776,4.09234455824871,26.51022359926378,2.6214707838389263e-7,1.1968370061388754e-5,662.5532 -> 369.1,CE,252844.838180423,69610.2850875783,49704.003410343,78258.1860351699,66328.384490953,40521.9629363956,41359.3629341282,48814.9433135826,37067.0425224128,48143.1235199018,17500.9611854555
C18:2,1.2156436837996656,11.732897205511266,23.35058586103257,1.3500238519549132e-6,5.9581052666276834e-5,279.3 -> 279.3,FFA,13216096.81012,15486277.7881463,8195627.82427966,67060141.0630486,3154438.01293946,9034371.49017194,7961757.53411877,11081728.2231449,10695741.8699945,9491994.78521725,446813.713134713
TAG(54:7)_FA 18:0,1.1052684404947488,10.070278856250937,19.39646324406931,1.0620355946296402e-5,4.5359197654504637e-4,894.8 -> 593.8,TAG1,3730023.0371094,3187684.7460948,8233573.6230468,8186655.3964854,9644948.9160157,3327876.8134756,3308954.32519427,2676262.3300766,2906161.86376938,3925532.05761868,134701.929088588
TAG(54:8)_FA 18:1,1.0822420420867305,10.251562067794278,18.614525975921428,1.599967809137288e-5,6.61986681030553e-4,892.7 -> 593.7,TAG1,4321425.2851562,3760610.9482421,9050857.3398437,9130179.5517579,10731671.2226563,3855747.5175786,3690018.55956932,3058654.2304698,3439532.3955067,4343572.0625,246256.217716243
C18:4,-1.0758906763260851,6.7279148179469335,18.400874191556795,1.7897585220988255e-5,7.18072813108741e-4,275.3 -> 275.3,FFA,220182.595550526,278778.579254107,190651.752380368,310387.179687616,274688.218322883,366773.185424712,1720512.40527387,225652.816986088,230202.85540764,226273.696441646,242991.895873994
Lyso_PE(20:4),1.038724599972594,4.230937258351318,17.17431923750064,3.4101539949306164e-5,0.0013279540850847458,502.2855 -> 360.2855,PE,52887.243927011,265261.819641154,48454.383239744,60285.404510477,32675.982330317,39951.102691646,47253.063049308,63581.024871793,39262.423004152,33828.742370612,54428.204605132
PG (22:6),-1.033963970090824,0.9153874572541405,16.934018297872313,3.8701765060638825e-5,0.0014640324840081659,574.2875 -> 385.2875,PG,1669.2001190181,1539.8001213071,1852.8401260369,1932.3801460266,1678.0001182556,2239.760162353,9771.8606796318,2294.8601341233,2164.9001655576,1794.3401184082,16014.8812255813
20:5 Cholesteryl ester,1.0244268401753895,3.6000677253514315,16.71288091358701,4.3484748608868565e-5,0.0015992724210594994,688.5689 -> 369.1,CE,141752.650123549,47706.8232193014,36037.5025939852,48996.2434082095,50157.383460994,32102.5022468516,30246.142158512,37801.3024444469,25381.5817375157,39159.8028678737,20705.4614639295
TAG(56:7)_FA 18:0,1.01702115641722,7.3717765673794675,16.481290492680273,4.913252969311429e-5,0.0017581478192887382,922.8 -> 621.8,TAG1,599192.26416034,557966.17822225,1078189.13623039,1308027.96826216,1248369.04785183,527463.09863275,476231.5732422,458934.97021463,488258.55590801,536879.69824219,101143.126575444
TAG(54:8)_FA 18:0,1.0096953016697066,9.405688334800473,16.249563954283076,5.552237130732074e-5,0.001934516305549807,892.7 -> 591.696,TAG1,2583943.3222662,2352050.7216798,4753219.9511714,4703311.8242188,5272403.7363276,2310894.8613287,1970244.9658204,1792870.0351565,1897992.2861314,2300983.5605469,394651.088470582
"lanosteryl oleate, 20:2 Campesteryl ester",0.9650606984532936,4.333554883924161,14.867244350816236,1.1534866890729588e-4,0.00391593942649384,708.6315 -> 369.1,CE,186907.274215662,78446.5054321249,71514.684898375,93992.126335136,85340.6260833539,53714.763870248,49553.523437476,53418.6839332432,45343.543273921,71293.26541901,40151.742866504
20:3 Campesteryl ester,0.9513721265829053,4.259305776960282,14.455592634952382,1.4350311397859082e-4,0.004749953072691356,706.6158 -> 369.1,CE,178023.613174326,67731.444824211,62584.984680165,89980.466201768,81943.205871574,48043.3633804256,45329.9833297833,52874.4233703566,45043.123054495,65252.74468232,41311.282920844
TAG(54:7)_FA 16:0,0.9469266013059697,7.385152932855432,14.325573654285106,1.5376176863380017e-4,0.004965380040759791,894.8 -> 621.8,TAG1,614938.0283204,588786.74218744,1060292.49462863,1265153.15136699,1192902.54052698,568330.91992183,511154.22143527,499558.23681645,513245.20068359,480943.85498028,119203.748825101
TAG(54:8)_FA 16:1,0.9446881703484489,7.557161694274921,14.259118952834797,1.5928716595366033e-4,0.005021338279110625,892.7 -> 621.7,TAG1,708442.27099617,711374.00927721,1153057.77978535,1432873.55859395,1315050.0351562,655374.44726574,577515.06005878,569214.70410136,579996.84130835,521198.2177734,134845.109466512
TAG(58:7)_FA 18:0,0.9426237171842816,7.399861562518987,14.197904881089924,1.6455362938648703e-4,0.005066721053667647,950.8 -> 649.8,TAG1,670109.4101561,664345.14404295,934936.20068324,1490538.1660157,1040370.2963871,553038.28027313,481779.91406272,551130.15820325,535466.21972625,495616.9960936,109017.167751314
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",0.9179105728592141,4.04067657854052,13.472438290084131,2.420934957779935e-4,0.007284813372955986,690.5845 -> 369.1,CE,159680.091102553,56654.003997801,53009.623535149,76421.64515685,62981.864898677,42119.663101204,43652.602951047,46363.0431289603,37362.602813715,53864.1237640324,35990.02259065
12:0 Cholesteryl ester,0.9141556764409845,4.082747855723552,13.364256001880108,2.5646563360711235e-4,0.007319452285869091,586.5219 -> 369.1,CE,66428.3047599716,65052.244541171,66916.7648429877,94699.3267211772,116529.568058017,51280.0435829182,43953.5831642128,45450.8231353729,39488.7427291864,48160.2234687869,39250.5627861052
PGo (42:1),0.9118747110989829,4.998236742262333,13.300341455889793,2.6535778679887944e-4,0.007319452285869091,864.6788 -> 675.6788,PG,189736.753601064,268239.377047484,59073.424377412,48454.863372802,350415.870056168,316444.692031353,57317.583618161,60920.785247841,59759.223968516,39198.862716672,20106.421447758
TAG(56:7)_FA 16:0,0.912668560532537,7.39405296174435,13.324140622989944,2.620109632515639e-4,0.007319452285869091,922.8 -> 649.8,TAG1,692162.26806649,685210.40429673,891544.42138651,1401114.53662075,1049390.7348632,582047.78027366,497662.95703109,551128.37792968,541706.13720751,455154.89160142,121532.529281592
TAG(56:8)_FA 16:1,0.912101097012044,7.413752888298074,13.307846072886605,2.6429780357206195e-4,0.007319452285869091,920.8 -> 649.796,TAG1,697711.1660158,699442.27197266,916185.44580063,1446378.51757813,1019403.71386731,589828.80566393,497422.37695285,560807.41796851,554159.03857402,458658.23046899,125655.708358793
19:0 Campesteryl ester_simulated,0.9041863294334989,4.263932315743628,13.079301430242225,2.985767845708922e-4,0.008067666587180842,698.6315 -> 369.1,CE,162399.451583893,69170.8649902329,69140.244949338,88210.145706177,84289.006256123,50319.5036239703,50333.463523861,52840.1438140906,44429.0430755576,63685.3447570822,42601.443099967
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",0.9006200600099736,4.230413466283158,12.977861365935041,3.1519579005292986e-4,0.008346384520601583,696.6315 -> 369.1,CE,158301.130905173,66814.2046050969,62775.204391484,91994.545867917,77179.185165394,48972.7634124636,48616.5033340405,51925.5637435959,44368.683296189,59375.2641830416,43590.502815245
20:1 Campesteryl ester,0.8969534330870951,4.299927321683752,12.874217668063467,3.331399608500638e-4,0.008648574669911459,710.6471 -> 369.1,CE,171901.15222931,71411.965362541,66341.865097058,94616.886703467,85752.026252719,52557.143798824,48290.923561103,53190.66390228,45057.9835662781,73253.7655792344,41380.263000497
"20:0 Cholesteryl ester, 18:0 Sitosteryl ester",0.8776791074844369,4.29757712387223,12.334953663250415,4.4455514014991437e-4,0.011319057799201665,698.6471 -> 369.1,CE,160423.929870638,72606.5252990762,65607.544815055,96530.3666534581,77058.1656036319,52175.3838501078,50264.9437179587,51752.123405458,45844.72338103,65768.064453108,47379.6432342535
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",0.8736469116790632,4.203528478911808,12.223401162100771,4.71938190644814e-4,0.01178955027195724,694.6158 -> 369.1,CE,155648.330841061,63186.344734194,61286.224273679,85049.785949698,77620.28536989,49041.1036682116,49913.2037506146,48999.9031982368,41640.6232299761,60601.0837326043,43950.922935494
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",0.8657060835474671,4.204893800476942,12.005417181769701,5.304613570577029e-4,0.013006126606377753,692.6002 -> 369.1,CE,152896.272148109,65121.7245483436,61268.9842834522,85908.3456573449,76534.325637801,47554.403396611,48710.4834442071,50516.8236617883,44320.06301118,59439.704223627,44282.02319335
Lyso_PI(22:1),0.8559373272128751,2.6822600944619897,11.733507173945448,6.138480334916446e-4,0.014776996297144318,672.3744 -> 395.3744,PI,21080.1615409902,27759.5221290635,19012.3214073212,28494.3821144029,23550.1217613246,2748.4801979063,3568.5202560416,13628.5608444239,10710.7608756963,36709.7232322935,29041.261825561
Cholesteryl nitrolinoleate,0.8395895220861403,4.285608791364751,11.301923876999355,7.742682023805578e-4,0.01830591249914033,711.5696 -> 369.1,CE,151692.870239238,73658.605239869,64786.904953005,97520.8665008491,87867.966491688,48546.303680409,50360.5434570335,53575.9638748359,48311.2034225418,73684.304847706,41924.362922645
PI (40:7),0.8338933778724686,6.947494062744523,11.152923851303967,8.389933344345765e-4,0.019152192668816886,926.5489 -> 649.5489,PI,443360.52929668,491369.77709962,547553.04150398,1256211.78759798,742751.27343714,386272.308166464,392040.38977045,424458.47314465,377656.90600586,466864.83325174,50010.20355222
PIo (40:7),0.8349217028961334,6.936872948651622,11.180072577864165,8.268053816769713e-4,0.019152192668816886,926.6792 -> 649.6792,PI,437508.81396515,491676.68115229,523338.33764661,1271867.42626992,730125.91113284,383625.066650285,373944.40856943,412433.55236803,380257.66784683,479590.4936524,50333.124023415
"ecdysone palmitate, 22:3 Cholesteryl ester, 20:2 Stigmasteryl ester, 20:3 Sitosteryl ester",0.804169290347238,3.688003051328164,10.379256101869712,0.0012743903100934696,0.02812154617606256,720.5435 -> 369.1,CE,89990.4858856005,51545.9438514819,45621.5633811873,62219.5444641026,65895.8047561443,36464.2025833041,35109.3426055805,35745.6624717829,28943.4821319464,51222.9239616371,25973.5417365995
PG (20:2),0.8041106991771947,5.242645695173526,10.379761206982948,0.0012740417146005062,0.02812154617606256,554.3188 -> 365.3188,PG,84407.506347626,149404.010909899,82645.726196299,85690.346145657,635872.585189928,282742.719925056,107008.886932395,107445.326812725,87019.285614004,69492.205261203,19833.421386731
C22:6,0.7970610152840462,8.829971878826976,10.201543678282178,0.0014032314211081336,0.030457022976183096,327.3 -> 327.3,FFA,1489420.08789007,1464393.84643493,1615726.16430669,4051153.14813238,3253078.63421639,1388337.10339406,1331632.04547066,1406559.98059084,1278039.60375824,1791449.96063287,520937.133545005
22:5 Cholesteryl ester,0.7929198414526306,4.268755723951509,10.095311988018238,0.0014864699257147057,0.03174332551042371,716.6002 -> 369.1,CE,137069.928787243,73161.545509339,74992.425262463,96748.527282707,81132.645599372,55215.0640258906,50260.50352479,51648.703330996,47522.6835785052,72336.7851486074,42027.22299194
C22:1,0.7907869985944755,8.005457488419122,10.043468336931255,0.0015288907108739482,0.03213097303487472,337.3 -> 337.3,FFA,927257.754699788,1365436.39923106,1390383.93609718,1712569.52099602,1331148.65930106,1212293.7816766,924394.073028672,625299.881713829,519736.01275629,826981.614623958,317991.084289549
Lyso_PG(20:2),0.784539055297084,5.24796472457479,9.886627701223915,0.0016648419753085247,0.033920571338346826,554.3114 -> 365.3114,PG,81776.265502917,151656.930297817,84398.445983901,84974.325500506,639265.424194503,286051.061248828,114236.367919907,103077.947906492,87592.466155984,73888.705673207,17629.3612670889
"PIo (38:6), PIp (38:5)",0.7845337598988881,4.781007574223074,9.886138275225562,0.0016652848466711056,0.033920571338346826,886.554 -> 609.554,PI,89253.906036427,121335.169006287,149408.65115364,239625.735595697,135238.188537605,105263.327026429,99373.84701539,81130.825927762,75208.125061081,87252.425323494,25600.081512448
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",0.7650710065964805,3.3015794484829817,9.405176649534726,0.0021637367133102918,0.04340586982458828,724.6628 -> 369.1,CE,78016.8859786715,41296.1425781277,35281.5226058899,50413.9832343953,48626.0032730175,27723.1819496233,26941.6419601495,30159.5622901881,24889.9616851866,44679.1831016649,13798.4009819034
"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester",0.7517973388765593,4.263168640285855,9.086552632333223,0.0025749578418420797,0.05088424153132706,718.6158 -> 369.1,CE,125816.289199825,70076.0451431196,69217.6650390699,100024.287460335,82457.5455627462,51091.6634674167,50456.6036148161,50155.983192435,52334.503387441,70862.3451194669,45309.4433364852
PI (38:7),0.7449844024360635,6.87889820206638,8.92584554875066,0.0028116316108710055,0.05474412136460604,898.5176 -> 621.5176,PI,411295.74963368,449150.135376,589121.42651371,1069540.69433603,730222.65356441,375568.705871624,444317.35217303,373806.78576665,393201.64624032,440332.18969734,46652.42333983
PE (16:0),-0.7428017238859809,9.608908687224138,8.874378790445913,0.0028920063299594967,0.055492991027048896,454.2929 -> 313.2929,PE,4061132.81469701,3707951.57495068,1772418.93957558,3571860.36486813,514820.97521963,5321660.15139728,3439012.08801357,5994419.96325728,4286861.63525334,4395428.33593746,25916.781738288
22:6 Cholesteryl ester,0.7405533673668537,4.279207484089291,8.819712413940806,0.0029799362688917755,0.05636336600018158,714.5845 -> 369.1,CE,134292.269729606,70508.045242309,70463.9649353,96257.546752939,83813.345947253,51697.4833755426,56184.984199508,55726.4041213918,50264.303482056,68042.7450408941,44244.4034881439
14:1 Cholesteryl ester,0.7378642212026643,2.9975098140265937,8.754028300140249,0.0030891892673984805,0.057606853380782926,612.5376 -> 369.1,CE,26118.5017433172,33704.0823669402,33924.0025405901,44080.8431968578,43411.7230224596,23547.1816139235,23271.4615936299,22491.0817298878,21415.6015357988,22627.3615951526,20249.4814033558
TAG(60:4)_FA 20:4,-0.7074186020258805,7.3475233244717,8.057029709298146,0.004532743385228665,0.083352114472816,984.9 -> 663.9,TAG2,821987.974791858,610937.887615043,669141.305606886,177740.71136858,573337.862121458,1633068.92651359,540249.222259517,1342358.92150888,874009.544189952,499224.63574205,18283.8613014209
"Cholesteryl 11-hydroperoxy-eicosatetraenoate, 22:2 Cholesteryl ester, 20:1 Stigmasteryl ester, 20:2 Sitosteryl ester",0.7041980873669028,3.3796703012859486,7.982142325986728,0.00472410051587,0.08452309571637674,722.5744 -> 369.1,CE,78490.6249771163,44857.4631729162,36873.882472982,50291.6034927236,49856.5234069759,32435.0621261575,30350.8021621603,31097.1821975678,25977.8419075091,45720.9433898886,15995.0610961898
PI (36:7),0.7050924464195804,9.57593140610548,8.00475759571418,0.00466546076669717,0.08452309571637674,870.4863 -> 593.4863,PI,2716568.6523435,2956654.904297,4009194.03222702,6510002.3808583,5020043.8486317,2507541.25585832,3119521.64550827,2336556.51660156,2784735.46777348,2832444.2060551,151011.40991214
20:0 Campesteryl ester,0.7014943921221999,4.254453424744656,7.922607334914573,0.004882086482562678,0.08618510003883981,712.6628 -> 369.1,CE,131448.050086953,71369.8451004132,63419.624755852,97772.4667205731,80812.565750117,56127.703872672,52581.5836563159,53340.0435485914,48747.043502803,72777.145423885,42768.323028558
PIo (36:0),0.6995419758391558,9.598251250441562,7.880431340949142,0.004997255970454572,0.08705745927476123,870.6166 -> 593.6166,PI,2697885.9687504,3064663.0332033,4118977.4609366,6595616.6621083,5058413.648437,2548439.6530758,3178670.52783203,2390656.31787078,2852743.20507778,2864955.40820311,145400.89062492
22:1 Campesteryl ester,0.698260115216748,5.898527732578735,7.851489840591059,0.005077884459456403,0.08731323408208153,738.6784 -> 369.1,CE,320102.744606064,303027.201591612,262529.259365226,271249.315734875,478382.793208928,344507.124477263,247192.017887108,160560.471881853,148719.749717781,168073.969779962,25638.1017837424
22:0 Campesteryl ester,0.6842553262404206,5.922970602712548,7.542568029930408,0.006025809811195795,0.09972715237529041,740.6941 -> 369.1,CE,331905.482536373,310929.859787026,259911.938022539,291795.521823907,464812.851287987,340779.407333385,264347.717872741,167073.232398947,148968.389514912,172296.492275267,25456.9617805572
22:3 Campesteryl ester,0.6850982400049898,3.9977807870132596,7.559865379638154,0.0059682450013085345,0.09972715237529041,734.6471 -> 369.1,CE,103690.748111745,69977.6247482179,66936.6649131822,82579.6057357596,91613.786895756,65582.4043731598,60158.2241897536,46712.143196105,40580.6027069028,56861.6238021743,16618.3012733474
22:3 Stigmasteryl ester,0.6861102814091198,5.940274452195139,7.583145479977702,0.00589165439484704,0.09972715237529041,746.6471 -> 369.1,CE,319876.482238836,319297.782878778,272886.500522447,286883.959289545,484278.15614336,365863.785785689,259003.238258407,169747.153716968,151211.75009916,165049.212173419,24271.961585994
22:0 Sitosteryl ester,0.6798790981662618,5.983063165026803,7.447279909663223,0.006353238989777498,0.10384800521562232,754.7097 -> 369.1,CE,318342.282402088,315554.52126315,277719.939704962,298614.160667494,490473.236980424,354351.929317444,264929.198295578,187068.714237188,149762.830322363,170245.493789711,37595.1024322411
Lyso_PC(19:0),-0.6775989058832449,7.94139299256626,7.39812482639536,0.006529190342482017,0.10542253674934378,538.3794 -> 184.1,PCandSM,1240669.25512701,949397.8928223,797358.43603561,1140940.32800288,233506.01818838,1296717.93287661,1318809.68237297,1797273.65856931,1264851.12475571,1484326.81323228,27197.76168824
"22:2 Stigmasteryl ester, 22:3 Sitosteryl ester",0.6750491634433881,5.944187070085355,7.3427818860072875,0.0067332560195461225,0.10740760204673573,748.6628 -> 369.1,CE,315872.720016414,314196.065288442,279660.463161529,294538.962558859,474844.009266004,353839.603424207,258501.355415335,176155.93434535,156901.909847162,169370.990482306,25816.2016220041
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",0.6688583160898927,5.986698119585356,7.209901139862268,0.007250248779482671,0.1139693800563962,752.6941 -> 369.1,CE,330004.864784316,312395.606578886,281970.822608773,300758.702892338,475219.429100208,350739.987937848,268800.196864964,187875.252342176,153257.332218093,172513.672767674,37874.0628280683
Lyso_PC(19:1),-0.6680758786181923,9.918327654472685,7.193511611956634,0.007316765335946886,0.1139693800563962,536.3638 -> 184.1,PCandSM,4186031.76269479,2939394.79394421,3472132.96581921,5696464.22900341,897869.58496071,3542981.14080878,5419563.01245179,7637074.12451239,5445224.70751951,5963444.89160156,57084.143859848
