lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,40DP1,40DP2,40DP3,40DP4,40DP5,40GFP1,40GFP2,40GFP3,40GFP4,40GFP5,SolventBlank1
TAG(60:11)_FA 20:4,-0.38540768809098325,11.085602675556693,7.584269341834883,0.0058879824083096,0.08673451009163756,970.9 -> 649.9,TAG2,146823.930664038,390007.530822787,379153.5449219,434897.30200141,276293.07702638,477913.50939894,403559.80468746,131491.569152863,1076784.8359375,298275.203491165,20366.3012886041
TAG(54:4)_FA 18:0,-0.3815613053678247,10.860171519278358,7.433883567757221,0.006400706026621711,0.08755251457843269,900.8 -> 599.8,TAG1,247388.79809575,254092.95751943,321578.72290025,208082.67407228,283929.73950213,305875.26293941,337867.52221689,528722.53759787,387446.92504876,355012.10571299,86901.1060256846
TAG(58:4)_FA 16:1,-0.3824457095842929,10.140505221940584,7.46769019291969,0.006281609296688823,0.08755251457843269,956.9 -> 685.9,TAG1,169049.951904215,219709.575256375,145480.39135742,128011.529357874,163792.672668551,404295.008789116,150019.452697795,162128.251220711,312948.481201301,177342.032531735,33374.7624511665
TAG(58:3)_FA 16:0,-0.37616766377913646,10.131366064372996,7.2252057231472655,0.007188693377570454,0.09494032977963739,958.9 -> 685.9,TAG1,162741.912109361,213293.232910232,148838.330810568,139457.9884033,157922.7923584,387695.368163934,147344.510375932,166602.611694329,311532.219360489,185113.67309565,32422.4222106891
TAG(60:1)_FA 20:0,-0.3519594110279734,9.601507186733865,6.326804136340343,0.011892643695094492,0.15182941784070636,990.9 -> 661.9,TAG2,100664.427055379,132844.40948482,119038.388061523,106882.387146034,119239.608314513,223155.114440847,113243.46807862,190414.793888086,156002.03088376,147867.209838939,18868.2614250232
TAG(56:0)_FA 16:1,-0.336810397592699,9.377529573047518,5.7946934999315545,0.016074616979343304,0.19859930009962856,936.9 -> 665.9,TAG1,78963.48596193,103881.14770508,99558.10729982,79210.8864746,113718.188354486,182998.69189454,80631.406005872,178751.45190432,108600.16748045,123932.26940924,34314.8625183095
TAG(60:7)_FA 18:1,-0.3201380927199689,8.933771141286801,5.2357349574858745,0.02212745756774654,0.26483800776396643,978.9 -> 679.896,TAG2,57885.604431133,83983.20562746,79098.065216067,73373.264953585,70095.185119605,115573.707458421,74482.725708009,68727.6246108996,171788.253601174,79952.685546879,14521.0809783973
TAG(60:0)_FA 20:4,-0.3159184315527998,8.108896639363449,5.096901171478569,0.023968626761995418,0.26999953087777195,992.9 -> 671.9,TAG2,35615.9625549122,48454.6033172463,40557.3426360975,40705.3027496258,38739.7627258231,77515.965385505,47331.443267807,36733.8227119354,60895.6238326836,62384.2451324639,9694.9607620259
TAG(60:7)_FA 16:0,-0.31679105894154724,9.480208420131566,5.127705167494241,0.02354684017900542,0.26999953087777195,978.9 -> 705.9,TAG1,94028.28649903,95139.7663574,100533.96630857,96398.28686525,106661.16748047,142182.4901123,125108.468505854,137592.08972168,134498.54980469,148332.41137694,50799.5236625605
TAG(56:4)_FA 20:0,-0.3080093487583819,9.070846244351413,4.847477484533556,0.027686593505529548,0.3029704375033662,928.8 -> 599.8,TAG2,73894.504577648,85791.5456543,86410.42651373,67373.405090351,88694.66662601,98261.10742184,87572.74645997,107707.967285175,170076.172058042,92660.82617188,17372.4612045299
TAG(54:5)_FA 20:0,0.3055268574833231,8.239563518054501,4.768138942685482,0.028991148649098172,0.3084336092390167,898.8 -> 569.8,TAG2,101012.967033366,48851.623474113,44043.883361809,43239.78274536,39799.5227699113,61592.244506841,45629.103576658,44769.3229942415,54765.864135751,45003.26330565,10298.4406127925
TAG(54:7)_FA 18:2,-0.2996225652084269,9.17260429819807,4.587696636082683,0.03220226215134123,0.3333369298368565,894.8 -> 597.8,TAG2,98035.6470260746,88170.806579549,91463.60668946,68194.764648418,86962.5265579176,126576.44873047,101833.947082541,131875.888603221,115636.26818847,120202.26940919,18437.1013107249
TAG(54:5)_FA 18:1,-0.29804908221009224,10.99029999861515,4.541076651190451,0.0330907726656941,0.3335201560779169,898.8 -> 599.8,TAG1,284500.54077134,281194.87670917,371185.40795905,225277.77636716,322531.10229511,365133.68676749,371324.84814462,557331.69775389,357346.92773437,388072.98901375,96941.7860565325
TAG(52:3)_FA 16:0,-0.2892255132006732,11.371611008836593,4.276749458067116,0.03863717087004222,0.3794368318775941,874.8 -> 601.8,TAG1,385635.60717767,353685.34252936,471462.33300776,307496.04101575,423862.93017574,468269.79248045,466593.27124018,677457.4636232,481547.97094729,560410.5229491,123612.967987039
TAG(52:3)_FA 20:0,-0.28431221542370283,8.485819809019494,4.130535952269014,0.0421160103330999,0.4032607989394315,874.8 -> 545.8,TAG2,43640.6031570266,66959.904418911,66260.264526314,49906.243408222,46790.2836761271,86153.585723908,58908.144561766,50713.5636291458,73200.244995069,104285.126647959,8930.2405967675
TAG(48:3)_FA 16:0,-0.28229133738471035,9.572341387833333,4.073525456386049,0.04356026997356129,0.40691666828960915,818.8 -> 545.8,TAG1,89350.44635009,135079.20800781,132794.51007082,84463.025756789,125257.3085937,140415.049743695,117382.167785621,185131.55535893,128542.530395522,198247.214538582,31719.7424773977
TAG(52:6)_FA 18:1,0.2780839576525071,9.021448813120397,3.952560677461406,0.04680010113615537,0.41684741244529083,868.7 -> 569.7,TAG1,186572.932922385,80267.905700649,64937.684387197,59023.964233404,64328.764282208,116380.049865721,75500.324707028,84248.046142611,78196.085571284,67146.884521501,28466.94202043
TAG(58:7)_FA 16:0,-0.2782517657476296,10.94085031980994,3.9587171177139453,0.046629227274771264,0.41684741244529083,950.8 -> 677.8,TAG1,255720.49829102,275212.24218785,269185.241455,275277.77954108,326476.22485368,377039.80639644,343591.06530752,429209.71240203,368229.16381863,385879.4694825,122252.207992569
TAG(58:8)_FA 16:1,-0.2735680644634477,10.94776973174783,3.826768793628617,0.05044008301963176,0.439057995375431,948.8 -> 677.8,TAG1,257905.43920893,273418.61914063,279139.43774405,278641.51904304,325861.82373072,365583.6442869,359162.46411127,411938.90917965,379211.98657235,398234.58813459,119719.328140246
TAG(60:8)_FA 18:2,-0.26954724343121506,8.954642549289733,3.7139409006948085,0.05395984722349521,0.4592582552577481,976.9 -> 679.9,TAG2,60866.724700917,87405.325805609,80702.305755633,77052.825195317,71123.885742175,110874.547607481,71018.885009752,67759.9450607632,169226.231811535,91718.145874024,14474.2011070249
TAG(56:1)_FA 20:4,0.2621643930895666,8.180383386582397,3.5123201833064286,0.06091409284337628,0.5071760338915894,934.9 -> 613.9,TAG2,77844.466003423,53018.223815907,47291.52294922,39612.562957787,43015.662658705,62212.564544662,42317.402893051,49084.303405761,45897.823242189,44350.962982174,11291.7208824142
TAG(60:9)_FA 18:1,-0.2598044769186853,12.796839812471841,3.4522317312439554,0.06316642599943638,0.5147391735698752,974.9 -> 675.896,TAG2,963126.46191435,1068379.95727543,1117769.98193356,1035941.41064459,1236136.74401842,1341900.65966764,1364249.58813489,1515989.1016542001,1509334.42773457,1525658.41723592,219413.255611421
TAG(60:10)_FA 18:2,-0.2570829694451595,12.81175576568872,3.380380966620578,0.06597680303928748,0.5264399075843147,972.9 -> 675.9,TAG2,997100.70251454,1084427.39794918,1087075.81738296,1035365.22167946,1281372.86914085,1377796.47412129,1347878.11718799,1513580.58293885,1531437.31445357,1557566.48950172,222166.576950074
TAG(56:8)_FA 16:0,-0.2517654023395144,12.9406033393183,3.2421614746399428,0.07176590036248812,0.5591197664329889,920.8 -> 647.8,TAG1,1093536.33984373,1117729.81738276,1065067.10986334,1105933.13305629,1128752.12036121,1435822.25244135,1434232.03613288,1527979.87280283,1433850.65209963,1515948.48168958,591576.363185869
TAG(60:8)_FA 16:1,-0.25072649004629716,9.47428432288734,3.214418186583771,0.07299213661005077,0.5591197664329889,976.9 -> 705.9,TAG1,94217.28625486,96825.40649413,99069.52734378,98897.22668458,114253.40832517,145392.6513672,119707.187805172,135518.74987795,135859.86950685,134490.08984377,50737.1835555818
TAG(52:4)_FA 16:1,-0.2449604504178447,11.419716448380868,3.0692975686167756,0.07978393879685679,0.5991617364548265,872.8 -> 601.8,TAG1,403478.77246083,371986.14453122,500149.5168458,324664.88403328,445761.53198238,496079.99243156,478781.29394547,698218.19287086,484339.11425806,554795.37670888,124780.229213698
TAG(58:1)_FA 20:4,-0.24055171995713392,8.389215609163307,2.9580616716266377,0.08545032130596196,0.6293744819266044,962.9 -> 641.9,TAG2,53092.143615703,58585.364349338,51370.263793943,44924.02328492,48275.503753675,83293.946655216,55137.143432621,48597.803710925,74737.925537072,77247.705810469,11179.7608413657
TAG(58:8)_FA 18:0,-0.23895271064804963,12.563670340929233,2.9209000855644263,0.08743907725712396,0.631871067726009,948.8 -> 647.8,TAG1,853418.56372107,855564.19628902,816492.42333965,864799.58325222,887557.07861332,1122728.04394518,1102360.44860832,1161975.50463872,1112868.72216795,1154193.92407241,445472.271652397
TAG(54:8)_FA 18:2,-0.23324850337176892,9.626006411568396,2.7825212790398837,0.09529803864283673,0.6687889643461482,892.7 -> 595.7,TAG2,117693.448822022,131633.4888916,131686.36914062,102691.04748536,119522.648422243,155110.03210449,158548.73168943,177533.31293867,153556.4301758,146571.41137695,28311.9222869785
TAG(60:11)_FA 20:0,-0.23277680666531664,8.367262769732765,2.77009950828233,0.09604019070244948,0.6687889643461482,970.9 -> 641.9,TAG2,46758.84317017,60019.464691152,51561.243713353,44181.683074954,49425.42367555,83743.866943341,51835.22354125,43816.003021237,70473.324096694,81506.345245292,12032.3409233141
TAG(54:5)_FA 18:2,-0.2232883945926292,12.319915649278958,2.550858517922279,0.11023434044353868,0.7539241498192021,898.8 -> 601.8,TAG2,752802.978698845,837256.62207051,842389.49902343,647685.10400408006,905052.40502949,932299.94824186,911288.04052778,1238615.92291246,1031395.10839815,1080468.33154317,140757.60909656
TAG(56:8)_FA 20:4,-0.22170712427227524,10.107959586905388,2.5144597399139457,0.11280628786635705,0.7579790921546448,920.8 -> 599.8,TAG2,165945.51196291,184408.23352051,169947.93273923,141836.54931643,191773.97399903,191489.25366213,192344.37524416,266814.81616207,265497.0996094,195726.99462889,35006.0027313231
TAG(58:9)_FA 18:2,-0.21780432191305482,11.311266120518454,2.427099284808719,0.11925338845673908,0.7874835823953633,946.8 -> 649.8,TAG2,281675.460083,440624.55078131,405370.78881822,469787.37011721,386195.0102538,550740.88818401,373642.70654316,363746.20556622,885079.63818373,424214.88671891,60003.024066935
TAG(60:3)_FA 20:4,-0.21585430183595358,8.592162182741937,2.3826209103657305,0.12269155068406624,0.7964553205423283,986.9 -> 665.9,TAG2,42263.1829872051,71691.945190413,71933.20578009,52251.283966077,63615.784576413,97940.207275371,52041.983398425,75003.2051200626,88294.526061995,79720.865264867,10501.6007080117
TAG(54:0)_FA 18:2,0.214626769644001,8.323864007548881,2.3552568028639205,0.12486132192991088,0.7970314383192645,908.9 -> 611.9,TAG2,58895.224121093,58140.584106475,55818.903869644,52435.30377194,52422.644195555,65240.96423337,49980.643310536,48498.663574224,53701.943847655,50760.943969704,15969.6810531619
TAG(52:5)_FA 18:2,-0.20449981000213574,9.96456864768247,2.139561842104058,0.14354288427842837,0.9012610603055421,870.8 -> 573.8,TAG2,135544.96979903,169034.53210451,163738.6508789,136359.38964848,172626.393112191,191956.77221679,185177.25317384,210991.754261004,204163.13562012,207426.29333495,31843.4821014308
TAG(52:6)_FA 16:0,-0.19737758571799657,9.671972401272056,1.9930991409310082,0.15801721381852035,0.9761385950402145,868.7 -> 595.7,TAG1,133187.10900878,119220.18847656,137815.59057618,92456.98681642,120741.56860353,143193.76953127,156472.05029296,195916.81286621,139775.56921387,136554.710571304,48965.4634513685
TAG(56:3)_FA 16:0,0.1946657899761267,8.782151718534683,1.9382154515001275,0.1638624286530401,0.9961795265732437,930.8 -> 657.8,TAG1,111575.168792728,75456.085876541,60175.06402587,54817.463867207,61696.10430907,80302.585632319,56605.563476563,59888.944152836,95882.927123939,63472.404174811,31788.1423759302
TAG(48:0)_FA 16:0,0.036314160579098864,13.797812674623867,0.0675367589446978,0.7949576086590437,0.9998830158194397,824.8 -> 551.8,TAG1,2132072.6572268,2352151.8925785,2282625.765625,2049996.6650392,2545627.6230482,2242095.4628906,2299054.9941412,2830170.5273413,2551498.328124,2457255.9511719,906740.443092099
TAG(48:0)_FA 16:1,0.13134807702817017,10.20716621082972,0.8831014589073902,0.34735361967743617,0.9998830158194397,824.8 -> 553.8,TAG1,229562.27709962,189530.99291992,183179.57348634,163795.45227051,199370.07519532,199652.35522462,171406.8317871,219963.0551758,197052.75390623,199066.15356447,79988.5658798457
TAG(48:0)_FA 18:0,0.04725113783579438,11.599086075888135,0.1143344468473515,0.7352623824978002,0.9998830158194397,824.8 -> 523.8,TAG1,470661.0126953,524234.11669913,495468.67138661,435960.41113284,573943.56201178,497776.87451143,479542.21435526,665505.04931662,545810.33789078,515658.99804685,188790.513305683
TAG(48:0)_FA 18:1,0.05285480042672678,9.811337308044005,0.14303240608583678,0.7052848084949542,0.9998830158194397,824.8 -> 525.8,TAG1,255429.82153334,157295.410278353,126664.69006343,89786.06713869,124767.510498042,198563.37402342,114175.40795897,183670.052063107,137949.610351592,181266.833190956,36564.6426696918
TAG(48:0)_FA 18:2,-0.05134789763761814,8.473287216747513,0.13493766216730352,0.7133664495722108,0.9998830158194397,824.8 -> 527.796,TAG2,58361.3442802429,57317.263854969,61200.704040524,53240.543579091,59050.104187002,84010.745788556,60729.064208997,56089.3638229362,69327.564880355,65463.585083026,12813.8809471068
TAG(48:1)_FA 16:0,-0.09617769017585309,12.435129033851933,0.4736482400007853,0.49131357798223524,0.9998830158194397,822.8 -> 549.8,TAG1,788576.35742211,847206.41796894,860540.4013672,711895.07226553,1069408.75488275,872623.30078135,902253.42285159,1403285.3427735,989923.5166012,937695.97949263,318746.301387571
TAG(48:1)_FA 16:1,0.03422462867646026,13.827565412895362,0.05998837878632912,0.8065143092481055,0.9998830158194397,822.8 -> 551.8,TAG1,2177113.7626952,2414273.2265628,2311234.8496095,2087669.9550783,2598886.8730448,2341530.3417967,2313575.2421874,2863594.9023445,2583077.771485,2546336.0898432,927480.061664605
TAG(48:1)_FA 18:1,0.04259993754077593,11.760691485440883,0.09293466088092828,0.7604789762545356,0.9998830158194397,822.8 -> 523.8,TAG1,532644.49707012,559415.88476554,560853.87939462,487243.012207,638244.66113287,566506.5576174,531526.19824224,724338.8925784,590327.14599622,603926.48632799,219186.134483368
TAG(48:1)_FA 18:2,-0.06829954579477852,9.848298448816761,0.23883143492548697,0.6250513908041399,0.9998830158194397,822.8 -> 525.8,TAG2,194750.814689616,179270.89111331,146714.34973149,110306.26721195,137352.62963867,221637.67480462,134438.66894533,161530.430850933,172711.47204588,211785.53637694,19716.6014213554
TAG(48:1)_FA18:0,0.005667998171942681,10.743094408169732,0.0016451343144581188,0.9676464696970136,0.9998830158194397,822.8 -> 521.8,TAG1,280579.04150401,273216.27587899,257620.67822263,230369.81762686,300979.76000968,271072.69824221,262825.77880855,376282.26733419,293135.88232412,292601.25830084,116301.388069129
TAG(48:2)_FA 16:0,-0.045853908008272576,10.695904369179114,0.10766526157226508,0.7428180209716231,0.9998830158194397,820.8 -> 547.8,TAG1,281853.12036121,254598.27685548,252656.85717777,206151.35351563,302648.74121092,273721.53955093,250454.23754885,394487.30566416,301300.821045,278237.34008808,99298.4867210266
TAG(48:2)_FA 16:1,-0.1113437292443629,12.446368842450328,0.6347628677613102,0.42561362594640795,0.9998830158194397,820.8 -> 549.8,TAG1,775048.39453133,867313.45800785,834649.4277341,714503.70703115,1087478.9931639,873757.9033205,936510.34375,1406220.10644525,1016398.59570316,923575.24316432,328307.063114007
TAG(48:2)_FA 18:1,-0.009504211207185509,10.790002538386155,0.004625684584880219,0.9457757748917687,0.9998830158194397,820.8 -> 521.8,TAG1,286650.55859385,276995.65820335,269355.63964852,243799.07568362,308242.76367191,286216.19775399,270437.7585449,388569.50903344,311538.70214847,303871.04345712,116155.88825987
TAG(48:2)_FA 18:2,0.01295526835600398,12.382416381086921,0.008595665083703352,0.9261317201717628,0.9998830158194397,820.8 -> 523.8,TAG2,820295.597160286,931239.36230472,950592.18359401,754739.7734374,1089247.6572267,921505.25488274,908282.6894532,1108058.86408601,1046144.21289064,1041209.2431642,137061.889263191
TAG(48:3)_FA 16:1,-0.0749637506778861,10.702926583489816,0.2877364667947404,0.591674720161382,0.9998830158194397,818.8 -> 547.8,TAG1,277603.7600098,250482.89941408,247036.35693359,205242.17407225,304915.34252936,275297.55883793,256230.7155762,403323.86962897,307544.38354488,271089.47753913,103614.34692002
TAG(48:3)_FA 18:0,0.014691906858788472,8.178789213128248,0.011044968475971473,0.916300391077552,0.9998830158194397,818.8 -> 517.8,TAG1,58249.903900167,41805.002929688,37400.122436514,39557.242797838,43351.223022449,49526.363525423,40605.982696524,46572.163391092,66255.684753424,41737.822753914,24001.2416534555
TAG(48:3)_FA 18:2,-0.08199430934486203,11.216319925043033,0.34424913565908355,0.5573867488790143,0.9998830158194397,818.8 -> 521.8,TAG2,363783.104865867,421775.54882797,405043.03173832,311904.74047841,451714.9707034,427600.27050748,422711.33398432,529222.793868991,470000.37304701,456142.05078119,65438.1047172306
TAG(50:0)_FA 16:0,0.010899949445431772,13.122037529535262,0.006084752821649886,0.9378242143933786,0.9998830158194397,852.8 -> 579.8,TAG1,1338557.03613282,1524489.8593752,1417521.5869142,1289716.98779279,1521268.2509766,1523997.5341797,1444600.3427734,1682116.2714845,1606754.1796876,1609894.4746093,539857.440094213
TAG(50:0)_FA 16:1,0.05376061747062593,9.90241025768214,0.14797665345827227,0.7004764881265667,0.9998830158194397,852.8 -> 581.8,TAG1,167491.0518799,155666.89013674,142041.50988769,136608.46960446,153300.25024412,179119.31274408,147603.91027832,169256.93164065,161708.17211914,157014.81201175,68583.3246917907
TAG(50:1)_FA 18:0,-0.004363373295128803,13.349031667040828,9.750844737936859e-4,0.9750890317772403,0.9998830158194397,852.8 -> 551.8,TAG1,1559590.3134767,1769006.3632813,1650569.9003903,1443384.1933594,1817547.3886717,1784683.1074219,1681847.0976566,2057831.6855469,1827276.9277345,1881848.4628906,647376.766327092
TAG(50:1)_FA 18:1,0.11065505880347153,10.190873041335573,0.626827283568616,0.4285214809561968,0.9998830158194397,852.8 -> 553.8,TAG1,220310.17480469,188072.67260741,181957.59277344,164931.09240725,190319.61279295,200872.17456053,174021.17309569,211919.89501954,195708.41430663,198396.85400391,80324.4463043388
TAG(50:1)_FA 18:2,0.1727977590712899,8.218850130076476,1.5271160792309662,0.2165457863560598,0.9998830158194397,852.8 -> 555.8,TAG2,45393.9233589303,54849.463561972,58795.804321277,50909.163604713,52020.06359863,57059.684112528,44894.902954099,47923.0832633905,58588.083801252,52068.18334962,10418.7607460057
TAG(50:2)_FA 16:0,0.016451982397100808,13.64194202538785,0.01386222407745663,0.9062752988090501,0.9998830158194397,850.8 -> 577.8,TAG1,1876299.30175798,2135364.51220727,2043035.0732421,1896713.61621108,2170407.326172,2040163.71386711,2109899.1640624,2578141.7480459,2207921.3291016,2253781.9042974,812698.03676604
TAG(50:2)_FA 16:1,0.01853407428870984,13.214926664459078,0.017592785936585642,0.894479836601402,0.9998830158194397,850.8 -> 579.8,TAG1,1444529.0644532,1576840.3027342,1551878.9160157,1373255.6166993,1618967.3027344,1614381.6601561,1533331.1103514,1829167.2499999,1700126.175781,1675228.9677731,585730.282188337
TAG(50:2)_FA 18:0,-0.0047252984937303545,12.185651269375287,0.0011435148080636282,0.9730239601877555,0.9998830158194397,850.8 -> 549.8,TAG1,678239.20214839,745520.43408214,736840.71630832,644576.48730442,853542.7802737,748995.894531,734885.93017562,991783.9521485,817370.79296877,809208.95117176,302219.761260914
