lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,40DP1,40DP2,40DP3,40DP4,40DP5,40GFP1,40GFP2,40GFP3,40GFP4,40GFP5,SolventBlank1
TAG(50:2)_FA 18:1,0.04157866130930732,13.975127448288589,0.08853735442789912,0.7660449068902611,0.9998830158194397,850.8 -> 551.8,TAG1,2466167.7177738,2672844.0332056,2562733.0019524,2369278.6240223,2784809.4687485,2636326.7050781,2620439.5800785,3081717.8554683,2792593.7050781,2833227.9335907,1029334.5303763
TAG(50:2)_FA 18:2,0.025573552678642582,10.446600548649029,0.033489511548850714,0.8547969219565511,0.9998830158194397,850.8 -> 553.8,TAG2,238295.658012388,251601.27465812,236564.6376953,197703.69384765,249453.95739739,238841.79638669,231241.41674801,269463.855560392,271528.97753911,276622.65991206,47583.7829627817
TAG(50:3)_FA 16:0,-0.042593354102499544,11.929070841939934,0.09290671086364455,0.760513894987269,0.9998830158194397,848.8 -> 575.8,TAG1,615316.10253901,587226.78222665,610057.4438473,521484.45629891,712486.84814453,630460.8022461,614472.06249998,876954.09912108,692785.53124996,694386.64941399,236530.456802383
TAG(50:3)_FA 16:1,0.01602216801772229,13.707313708999344,0.013147388390734704,0.9087129859207037,0.9998830158194397,848.8 -> 577.8,TAG1,2065549.59082049,2176467.15039121,2120820.9248048,1917464.94726559,2333196.7597655,2154401.85644515,2147105.4687502,2735286.2460917,2348398.8242188,2352313.578125,838448.87660994
TAG(50:3)_FA 18:0,0.009148488883930514,10.28751214185029,0.004285647300093842,0.9478038875698461,0.9998830158194397,848.8 -> 547.8,TAG1,220256.47607419,192457.85253907,185779.67248536,160791.79052734,224660.11401367,208439.77465818,190946.01171877,266236.86010751,216068.21704103,211440.87609867,82758.6460533064
TAG(50:3)_FA 18:1,-0.00854700636792792,12.519791108069413,0.003741244062609894,0.9512272381479916,0.9998830158194397,848.8 -> 549.8,TAG1,866316.65820301,956847.76660131,927282.96679684,813158.31982422,1071420.131836,940939.78027322,931678.2216795,1311736.7578123,1013654.01953115,1013463.633789,362208.986549169
TAG(50:3)_FA 18:2,0.02012055356928832,14.297976870536449,0.020733787225253764,0.8855065369137205,0.9998830158194397,848.8 -> 551.8,TAG2,3213921.67459109,3635300.8007823,3563533.2382809,2913015.3466802,3836524.498047,3477121.9736318,3514505.4257818,4050463.14672034,3858502.6464829,3982547.7558594,526914.918399933
TAG(50:4)_FA 16:0,-0.11718921580642079,9.630236933937502,0.7029483549129054,0.40179477417456005,0.9998830158194397,846.8 -> 573.8,TAG1,123358.12915039,115013.50817873,136635.75024415,97651.02612303,127872.4095459,145009.93188478,135166.86926272,173957.63366697,138917.61022949,134999.72973633,49556.2432174833
TAG(50:4)_FA 16:1,-0.06734945238009617,11.979680896825348,0.23227845611620523,0.6298395100452389,0.9998830158194397,846.8 -> 575.8,TAG1,634345.26367219,616114.98535168,630226.76855455,535403.4003906,722881.45605469,657618.60498056,658824.96484367,921760.00683609,726110.33691385,712187.76806638,237597.778053299
TAG(50:4)_FA 18:1,-0.06316867891890762,10.598410313878587,0.20431712582330874,0.6512585225839481,0.9998830158194397,846.8 -> 547.8,TAG1,265097.37915037,235387.63671871,228925.43481445,199958.85424806,265664.02075198,270156.71997082,248282.57690427,338526.00463888,272974.93896491,266415.01928722,98864.6274986616
TAG(50:4)_FA 18:2,-0.07289513150125032,12.864894351853932,0.27210996865778725,0.601919886654703,0.9998830158194397,846.8 -> 549.8,TAG2,1098812.43291486,1308003.64648436,1267192.54101555,1002277.65087895,1490038.875,1272761.1884768,1298756.0947267,1678666.01097884,1505931.3232425,1473703.041016,192816.451930992
TAG(52:0)_FA 16:0,0.035342737960669765,12.09931084073413,0.06396935446485941,0.8003287690353075,0.9998830158194397,880.8 -> 607.8,TAG1,705864.24658224,748544.37109388,705658.49121083,649528.78808605,723670.24951191,793112.39941388,711339.61230454,781131.01660162,808815.57910157,762704.47314453,254866.057971974
TAG(52:0)_FA 16:1,0.08299088408340406,9.4852739911232,0.35257395514827294,0.5526596805695365,0.9998830158194397,880.8 -> 609.8,TAG1,129890.2294922,115071.96838376,105869.22705081,102132.76721193,113931.80859377,139037.97009275,108356.68725583,120405.56762696,119906.02868654,111884.9083252,53978.3642921613
TAG(52:0)_FA 18:0,0.03507353154058246,13.605524428605785,0.06300091189950763,0.8018142448741701,0.9998830158194397,880.8 -> 579.8,TAG1,1917637.39208999,2046475.18457028,2001777.10351578,1893921.4111328,2070671.4208984,2069403.8779299,2093282.8691408,2326603.9492188,2120320.44238284,2231699.2226567,788117.77619529
TAG(52:0)_FA 18:1,0.10180064493593227,10.41111993261871,0.5305615002938566,0.46637088874989985,0.9998830158194397,880.8 -> 581.8,TAG1,229615.93457026,235831.65673834,211501.87475587,196341.65270993,218259.67456058,233616.91699218,207953.37548829,235150.15698241,229016.35375973,232302.73510741,98146.4071083147
TAG(52:0)_FA 18:2,0.13814570452194835,8.334649764959224,0.9762983859919814,0.3231143868637365,0.9998830158194397,880.8 -> 583.8,TAG2,56068.9439620692,55167.044006347,59278.524291989,50477.403625487,52324.2240676876,65515.724121093,50047.003906207,51082.5035362115,58269.424377422,53453.864135745,15883.7610931454
TAG(52:0)_FA 20:0,-0.15942026459542002,11.08345332387451,1.3008458111453365,0.25405878426570794,0.9998830158194397,880.8 -> 551.8,TAG2,296737.639946218,419591.87158193,371595.98632822,280103.1015625,366251.826187063,478182.69702157,368315.78540034,415946.266387701,414461.70800765,484508.43627925,59062.3840370077
TAG(52:0)_FA 20:4,0.11294240882341686,7.982794745927206,0.6525179560923102,0.41921388053891595,0.9998830158194397,880.8 -> 559.8,TAG2,49786.5237922613,47913.943298306,42384.102966306,35978.142028809,40527.4429778858,52332.523925767,40888.042785666,40322.6428756662,44738.983245841,45650.983398409,10069.5607604925
TAG(52:1)_FA 16:0,0.03725078461480772,13.025860190602996,0.07106452728339718,0.7897930893319841,0.9998830158194397,878.8 -> 605.8,TAG1,1274138.36279343,1367298.16430631,1342566.64648419,1262520.03613284,1370471.25732428,1346181.21582026,1385749.64599619,1570624.07763701,1419588.85644541,1491706.04345697,548313.619270427
TAG(52:1)_FA 16:1,0.0376784527319481,12.206899747593539,0.07270394447550643,0.787439771059225,0.9998830158194397,878.8 -> 607.8,TAG1,774688.53466801,802587.01415998,744328.88671885,703993.13037143,776092.45361343,832653.33789042,759355.93261726,858480.90332049,853028.56543007,841457.56005861,279329.061653117
TAG(52:1)_FA 18:0,0.019597522839225102,14.32292628147556,0.019669847451950773,0.8884630736974661,0.9998830158194397,878.8 -> 577.8,TAG1,3098693.52734287,3379483.16992196,3238807.94531402,3042667.59765563,3362091.91015685,3343232.07421829,3328123.7792959,3978705.1503906,3529445.01171862,3616460.5156256,1377658.1634404
TAG(52:1)_FA 18:1,0.029832440262444082,14.169679222933834,0.04557967352229758,0.8309416950634859,0.9998830158194397,878.8 -> 579.8,TAG1,2778961.4316407,3070789.9257828,2926505.0517559,2771057.0361319,3055840.0888658,3035433.5693364,3039500.6777368,3351223.6699213,3263426.3544928,3307462.4179677,1202944.22160313
TAG(52:1)_FA 18:2,0.0064965107267899716,10.381388647752367,0.0021611682511775143,0.9629210059820003,0.9998830158194397,878.8 -> 581.8,TAG2,224100.876388551,243819.67871086,222902.23632813,193057.41406252,226695.6365623,247878.03637697,229236.13684094,253607.137199526,256208.87695306,248233.17724608,47482.3033409175
TAG(52:1)_FA 20:4,0.0739130467350894,8.29180759302349,0.2795561490294496,0.5969922800003501,0.9998830158194397,878.8 -> 557.8,TAG2,55530.0839958195,52969.443389886,62351.504547129,46688.943237294,50853.7837905926,59490.144104002,51695.963928218,48660.6833000235,66201.004760742,59267.203674306,9947.9006500232
TAG(52:1)_FA20:0,-0.015462900968148507,9.479743474436122,0.012241617840345498,0.9119003637534913,0.9998830158194397,878.8 -> 549.8,TAG2,110977.967517864,121560.70776368,121095.74914549,101762.126892077,130097.809799163,124436.34875491,123936.52868653,145718.049057043,137263.15026856,129392.60864259,28543.8219604551
TAG(52:2)_FA 16:0,-0.03468887713628471,13.166925196812473,0.06162620349550696,0.803943879263601,0.9998830158194397,876.8 -> 603.8,TAG1,1373755.98437526,1446391.67968752,1511899.55419909,1306283.57177766,1529349.0234377,1539559.62792974,1517500.77197236,1855161.2060547,1622434.1513672,1678703.29589852,575327.418849899
TAG(52:2)_FA 16:1,0.04820983308854817,13.13175986611536,0.11902716917404632,0.7300920073317416,0.9998830158194397,876.8 -> 605.8,TAG1,1381746.67578136,1474018.07128888,1430746.85498062,1372108.02636712,1499781.32324234,1427925.89941399,1487274.8862305,1687539.6015624,1544510.46874994,1597398.10351569,583148.884670399
TAG(52:2)_FA 18:0,-0.023548962098609662,12.159450877462882,0.028400231514751795,0.866171314273434,0.9998830158194397,876.8 -> 575.8,TAG1,701702.56933585,735423.73388676,727664.01220689,628649.80664066,772826.21240238,735111.22924812,727875.22753913,988755.61718741,792893.63671868,809931.59863268,296840.318733247
TAG(52:2)_FA 18:1,0.026348344532284372,14.800359554929692,0.035555284353904426,0.8504368319872867,0.9998830158194397,876.8 -> 577.8,TAG1,4367557.93408247,4606764.39550829,4510570.1015625,4302444.1259765,4662363.3828123,4555636.2783198,4585828.25,5629895.3242198,4887753.0234376,5023139.2187501,1941547.84742338
TAG(52:2)_FA 18:2,-0.004980658217551591,14.158019779557717,0.0012705036060651764,0.9715661244551912,0.9998830158194397,876.8 -> 579.8,TAG2,2926251.94566399,3312234.1113261,3098628.2871088,2685959.6318359,3300509.5898863,3153767.0791026,3257261.6328133,3587864.79508147,3538920.0966781,3623390.5917968,547438.595275911
TAG(52:2)_FA 20:0,0.048132052947114985,8.475222141826022,0.11856587399643104,0.7305951498313379,0.9998830158194397,876.8 -> 547.8,TAG2,67593.0054245132,63942.904418936,58769.484008778,48649.06304927,60230.7842254445,68956.005004875,54622.923706086,63127.6442565937,69067.164825444,67894.724914525,13628.1208763117
TAG(52:2)_FA 20:4,0.08483297743609458,7.900255572844229,0.36815517549825927,0.5440115767462396,0.9998830158194397,876.8 -> 555.8,TAG2,44052.5428886455,40048.202331545,41780.922607419,36808.502349824,39666.1432991063,50662.983428938,42016.782806416,39147.7625656092,42035.463287338,39629.142944317,9431.4405784586
TAG(52:3)_FA 16:1,-0.021602517473927215,13.284891429772447,0.023900169686839945,0.8771391951497752,0.9998830158194397,874.8 -> 603.8,TAG1,1538455.02441401,1586179.26269532,1589837.92089851,1410602.84033201,1675928.3291014,1651521.09912119,1639957.4921876,2006151.7734377,1766232.991211,1792041.20361328,634145.504867492
TAG(52:3)_FA 18:0,-0.15728354087313506,9.641927980207894,1.2659588611473396,0.26052616599591116,0.9998830158194397,874.8 -> 573.8,TAG1,117833.96801759,121147.48852539,127878.78967284,100135.38696288,128200.9498291,143535.94982911,142018.09033201,169164.29284668,141594.90966797,144803.37011719,51067.0636825626
TAG(52:3)_FA 18:1,-0.058572998849869086,12.64242657776529,0.1756933122510418,0.6751007664816783,0.9998830158194397,874.8 -> 575.8,TAG1,956458.37988262,1012234.5258791,987151.32470714,892063.57958946,1100870.109375,1026127.8315429,1035118.30761735,1408662.8242188,1159081.03125006,1135852.10058616,397405.447208653
TAG(52:3)_FA 18:2,-0.005953225871275113,14.816735825719675,0.0018151352560380474,0.9660168846471716,0.9998830158194397,874.8 -> 577.8,TAG2,4550427.04047011,5097803.04199169,4965222.2929687,4202000.1992187,5319924.42961083,4896532.4033197,5038511.8554686,5886714.77914436,5625348.1279302,5608205.1738282,898082.233439999
TAG(52:3)_FA 20:4,0.03981026096324878,9.495618295018978,0.08114070741601154,0.7757574702994006,0.9998830158194397,874.8 -> 553.8,TAG2,142461.65044787,130605.03027343,118608.78881833,94621.267211937,124180.309230829,138025.59020998,113024.36804197,134706.58942796,132483.20971678,145511.84924315,24523.5016326871
TAG(52:4)_FA 18:0,-0.010919408799451129,8.333950981718502,0.006101787190857522,0.9377374207578554,0.9998830158194397,872.8 -> 571.8,TAG1,62069.964538572,50708.463317889,52336.983886706,39464.922637949,45494.282775896,68655.485290516,50278.583190932,55510.464294452,56285.643676745,51397.983581549,22527.7415199281
TAG(52:4)_FA 18:1,-0.16101711195273286,9.904159234775223,1.3268164967839766,0.24937235687632114,0.9998830158194397,872.8 -> 573.8,TAG1,137293.75109862,149580.13073729,155677.43090822,116191.98864748,160282.41210939,169018.11218258,173228.93249512,206852.69445802,169373.11145022,177834.65161132,57604.9439430045
TAG(52:4)_FA 18:2,-0.05102686905128011,12.749539900889753,0.13334220565866417,0.7149915865734394,0.9998830158194397,872.8 -> 575.8,TAG2,1067897.56197719,1204815.34960952,1154605.93896469,951113.52734369,1347834.27140833,1181852.92285132,1195154.60156284,1535911.56875239,1326822.37109356,1378527.5224607,181849.431877112
TAG(52:4)_FA 20:0,-0.0979955242407376,7.536736085617307,0.49109691135060984,0.4834384050603089,0.9998830158194397,872.8 -> 543.8,TAG2,36083.7227172737,27943.321960447,29976.042266854,27434.061752308,26579.0418624916,42375.563201902,27900.522155749,38092.8628158536,38083.082733163,31901.602264396,6863.2404022191
TAG(52:4)_FA 20:4,-0.034699911051535026,13.123448686391313,0.06166548269538907,0.8038826816367565,0.9998830158194397,872.8 -> 551.8,TAG2,1394681.09123247,1648846.9687499,1550526.1249999,1267019.0996093,1612029.69863529,1657606.875,1545833.3144527,1783745.68086215,1728879.0419919,1829565.6230468,224817.216804479
TAG(52:5)_FA 16:0,-0.12532042749686925,9.263046653719309,0.8037792674517732,0.3699658273379221,0.9998830158194397,870.8 -> 597.8,TAG1,134520.24938964,76580.64514159,104601.78619383,68230.12512207,86492.746398969,124313.8685913,100427.227233887,136692.830139147,102424.18713377,111606.747741679,33542.5619087185
TAG(52:5)_FA 18:1,-0.018092798933158034,8.440192566252074,0.016753091638975093,0.8970144558719313,0.9998830158194397,870.8 -> 571.8,TAG1,69477.705017089,52639.123535141,51800.943481441,41710.342926015,54493.3036499,73307.926025379,53759.643737744,61573.544189459,60523.184265141,56915.164062498,23341.1416511545
TAG(52:5)_FA 20:0,0.15717033218898735,7.602929024737495,1.26295332797035,0.2610928053648234,0.9998830158194397,870.8 -> 541.8,TAG2,37773.4027557328,37053.262725831,35582.742919922,29509.542236345,27820.80215454,42970.002883893,27723.402191157,31005.722110758,35778.24258421,31401.922302238,8255.2006301861
TAG(52:5)_FA 20:4,-0.00984773080162528,11.850855983491506,0.004966505119227804,0.9438168433225925,0.9998830158194397,870.8 -> 549.796,TAG2,572434.162605307,660521.69238272,628007.04760742,523572.13549788,714399.552150779,645624.02734374,631313.36035177,767093.837657748,715208.40917968,722241.81542956,108011.727191935
TAG(52:6)_FA 16:1,-0.1349271806440358,9.537698837063015,0.9317594014885344,0.3344061626489975,0.9998830158194397,868.7 -> 597.7,TAG1,154774.430175814,91984.70642092,146317.190979037,75386.664978002,110034.20776369,147646.810241707,128506.887756344,178978.753784204,119363.48864748,136377.189514194,33402.7024116331
TAG(52:6)_FA 18:0,0.12461263150102224,9.274762331088091,0.7947242798675798,0.3726754189815486,0.9998830158194397,868.7 -> 567.7,TAG1,122187.209350596,100733.40692139,95979.08654785,83092.94616698,102313.10766599,109485.56774905,85719.486022955,114899.309448255,103893.2672119,104338.30712891,42313.922836326
TAG(52:6)_FA 18:2,-0.07064444076473805,8.59738622959034,0.25541737718117474,0.613286104725455,0.9998830158194397,868.7 -> 571.7,TAG2,70821.2245788727,69894.324951172,63438.784301749,51660.203369135,60789.084472656,84783.806335485,69925.065185567,69829.3248786953,74212.905029294,72614.564941416,11992.580867763
TAG(52:6)_FA 20:0,0.18868426478646885,8.840947757690524,1.82114788233946,0.1771767019153638,0.9998830158194397,868.7 -> 539.7,TAG2,113658.927642816,82469.885620113,62546.344177249,81964.506530744,73825.685607924,82340.245544422,101371.307678216,77174.985691078,57128.904418964,87967.907104465,9644.2006530747
TAG(52:6)_FA 20:4,-0.023548813968257382,10.388782354902977,0.02839637920271798,0.8661803054949485,0.9998830158194397,868.7 -> 547.7,TAG2,221313.434787744,223023.37597655,232128.79565429,191474.79345704,246839.09814455,246053.63867186,221594.93481444,280962.418487651,262593.17895513,255980.0366211,41215.7026977432
TAG(54:0)_FA 16:0,0.08063533042818292,9.956820722334507,0.3328808967540908,0.5639676156700493,0.9998830158194397,908.9 -> 635.9,TAG1,165027.91125488,154251.19152832,155639.62988282,142727.43041994,176648.95190431,177786.67224121,146185.56921387,185764.05187989,167898.87158203,163610.9309082,69656.6249694721
TAG(54:0)_FA 16:1,0.08903053243912401,8.890398814623197,0.40567033536979125,0.5241752931858087,0.9998830158194397,908.9 -> 637.9,TAG1,76989.665039052,74591.664794894,73441.205139172,69689.505126968,74317.34448244,92160.06604007,68282.464294428,77215.805480941,77111.12548828,74372.245666511,40109.6230964623
TAG(54:0)_FA 18:0,0.023256883960411312,12.648494405314313,0.0277005701032067,0.8678147245155704,0.9998830158194397,908.9 -> 607.896,TAG1,1039601.5683592,1072018.3583983,993665.288086,1000043.3154297,1047178.1933592,1124333.8398439,1049588.4169923,1237657.3632816,1112658.2519531,1155996.1396483,366303.625168011
TAG(54:0)_FA 18:1,0.1205266496355678,9.417607597807033,0.7435011571717212,0.38854163574583994,0.9998830158194397,908.9 -> 609.9,TAG1,127727.38854979,112952.52807618,102407.86743165,103704.887695293,100603.00744627,123216.52917477,104267.38720705,111830.2474365,114441.1695557,110868.60778806,51167.3036765962
TAG(54:0)_FA 20:0,0.03824554153888205,11.467897673443186,0.07490652891510763,0.7843224240743873,0.9998830158194397,908.9 -> 579.9,TAG2,457838.91235374,533352.73291021,496500.69213862,420752.15014634,504549.65209961,484920.63378903,501884.81738287,539594.7387696,560454.16723646,535107.20751958,82887.8854751759
TAG(54:0)_FA 20:4,-0.014458287188876394,8.242762974002064,0.01069774335155671,0.9176217859373311,0.9998830158194397,908.9 -> 587.9,TAG2,54848.603576629,48726.343627925,51966.263854961,43598.002990736,50890.663635231,62456.084564219,47368.743774407,53546.743957482,65998.643981936,53624.804138188,10775.7207908661
TAG(54:1)_FA 16:0,0.08509807678198938,10.101271458221545,0.37074965093239587,0.5425959274828195,0.9998830158194397,906.8 -> 633.8,TAG1,180683.45336916,169002.65222168,170281.51171874,161191.571167,188046.0529785,184854.91235353,167971.63256835,203788.55444335,175392.37304687,185592.69299317,82943.3457069467
TAG(54:1)_FA 16:1,0.08710105129428725,10.29658680189285,0.3884187761143493,0.5331317332354754,0.9998830158194397,906.8 -> 635.8,TAG1,207673.39318849,198785.97314449,198279.45410158,187071.45336913,227697.77661133,217483.95703125,191486.87426761,243475.65893551,210588.79565427,211672.03491213,80290.0851096978
TAG(54:1)_FA 18:0,0.0425158495836393,14.141132038224178,0.09257362629978172,0.7609304693576833,0.9998830158194397,906.8 -> 605.8,TAG1,2810097.46093459,2962214.10400679,2838256.14648348,2783405.35937391,2930446.0468746,2877771.48486327,2993508.97167714,3397373.7216796,3078708.43749941,3219075.70947156,1206751.99500285
TAG(54:1)_FA 18:1,0.030514310832366828,13.380051331175519,0.047686587850876094,0.827138820583058,0.9998830158194397,906.8 -> 607.8,TAG1,1689973.4003909,1858146.9882812,1679288.0898439,1658321.935547,1727333.6572265,1826153.3984374,1769925.9394531,1990170.5136718,1899933.1914063,1952702.7832031,586880.747405942
TAG(54:1)_FA 18:2,0.07113591544813763,9.854041514087205,0.2590759681616817,0.6107556887927522,0.9998830158194397,906.8 -> 609.8,TAG2,156878.1915283,171366.79187013,151124.11059572,143144.12939452,160598.991027817,172181.15197756,158718.49133298,163118.09167482,167323.21240237,171720.31249999,35515.3223876774
TAG(54:1)_FA 20:0,0.03725485904348937,12.115992901411728,0.07107841831618344,0.7897730278057141,0.9998830158194397,906.8 -> 577.8,TAG2,737832.28845237,787474.91577141,758517.87426758,660778.84570309,823650.87036143,739859.71264647,765361.31640645,920622.2658691,840488.85864228,835179.72167979,137052.989112986
TAG(54:1)_FA 20:4,0.06093899199477599,8.115523636138892,0.19001418688619864,0.6629048101582083,0.9998830158194397,906.8 -> 585.8,TAG2,45391.623077394,53268.323547346,51282.703765859,40659.62295532,43753.902832053,52084.183593726,38238.242736817,41553.803039547,74626.065002408,45099.703124973,10380.3807678195
TAG(54:2)_FA 16:0,0.10269608352923497,9.558731556647368,0.539850014555139,0.46249489192253634,0.9998830158194397,904.8 -> 631.8,TAG1,137964.70996091,118273.60852052,111917.86901858,109555.92626954,122035.16833497,132943.13012697,113232.76806642,131187.60827636,122329.54931642,126162.92993164,57108.8040428048
TAG(54:2)_FA 16:1,0.07411670800833803,10.154115084876842,0.28124977311017585,0.595883238853267,0.9998830158194397,904.8 -> 633.8,TAG1,190726.51293947,177748.17285159,172647.11230467,164527.95092768,190900.0529785,191974.73266603,177960.99389645,210010.31542968,183340.53198242,189915.17419436,87236.2465286336
TAG(54:2)_FA 18:0,0.01722208969767327,14.473961068710054,0.015190486300070916,0.9019093778615892,0.9998830158194397,904.8 -> 603.8,TAG1,3542674.6181637,3732751.328126,3532196.0683589,3395331.8007802,3702536.5468746,3671366.7626944,3736017.0917968,4481237.0664057,3903326.4765623,4008302.1220709,1513936.22988529
TAG(54:2)_FA 18:1,0.0495326159461735,14.409329064284368,0.12565029355755541,0.7229852955284953,0.9998830158194397,904.8 -> 605.8,TAG1,3396901.59374943,3540565.68164054,3405416.96044811,3388520.99169872,3518221.0898433,3436881.18066346,3604884.01855579,4054657.3369146,3704055.0654301,3857336.15380909,1477419.08633039
TAG(54:2)_FA 18:2,0.013127849639205184,13.324357665995082,0.008826388678016883,0.9251497791598242,0.9998830158194397,904.8 -> 607.8,TAG2,1638989.25683595,1859680.8300785,1780511.8437503,1581047.4228515,1832831.83496092,1891448.2558592,1821441.4960935,2019676.8271486,1882258.9384768,2011731.9921877,275217.78045275
TAG(54:2)_FA 20:0,-0.03534833549897269,10.029200641136025,0.06397848480901303,0.8003148212911154,0.9998830158194397,904.8 -> 575.8,TAG2,168675.131408697,178523.09216308,175632.55297851,144555.33068852001,191449.05395504,194559.53259279,177629.01379392,212298.85620119,197001.85363771,201471.91406249,36830.5829773114
TAG(54:2)_FA 20:4,0.012247283248715228,7.951784119936306,0.0076746131348954805,0.9301907318758715,0.9998830158194397,904.8 -> 583.8,TAG2,45243.223083502,39610.682739259,42648.523010255,34734.922363266,41830.482849119,57138.443908696,38794.182800281,36718.482452373,53928.02410889,39989.322692847,10296.9608421338
TAG(54:3)_FA 16:0,0.040370814445783575,9.07818744885727,0.0834294660321575,0.7727026011442761,0.9998830158194397,902.8 -> 629.8,TAG1,97318.026550285,82207.84594727,81852.30590819,74230.36505125,87416.18603513,112281.94702148,77549.505432101,94267.46728517,89897.06616211,87388.406188972,39736.2026634168
TAG(54:3)_FA 16:1,0.13101646462417788,9.658402122621,0.8785574484884506,0.3485970872129643,0.9998830158194397,902.8 -> 631.8,TAG1,156572.97119143,125225.50891118,124531.14794921,115318.72949217,129412.79016115,147411.65087889,122880.42858888,142012.69006349,124243.06933595,129641.26892089,59708.6841468603
TAG(54:3)_FA 18:0,-0.1811617151683798,12.155721794218607,1.679697383338862,0.19496466799869555,0.9998830158194397,902.8 -> 601.8,TAG1,668718.83300766,675639.28564457,728894.29003914,605474.90063472,732062.25341793,781819.93212885,766476.05371078,1127068.03124967,795393.612793,859857.7207035,260160.91840743
TAG(54:3)_FA 18:1,0.04091256918334744,14.699421569745894,0.08572395811643219,0.76968531702253,0.9998830158194397,902.8 -> 603.8,TAG1,4055240.3759759,4499245.5976563,4246375.3945324,3969293.1406254,4298718.857423,4240106.6953131,4367733.0351567,5163897.4960938,4482705.1816406,4653894.225586,1796999.30730791
TAG(54:3)_FA 18:2,0.02747131513496892,14.359115938193712,0.03865047400176991,0.8441427321630657,0.9998830158194397,902.8 -> 605.8,TAG2,3469733.33374035,3675508.04394593,3625865.92334087,3167740.09667924,3847894.49072402,3505642.24169931,3735307.43261676,4275867.0664063,3904782.46679638,4068136.79638674,639112.544456557
TAG(54:3)_FA 20:0,-0.028521798623050085,8.403573470427784,0.041633446768077564,0.8383200862786166,0.9998830158194397,902.8 -> 573.8,TAG2,54433.803924544,57008.124206536,58875.604309112,47883.203491196,59210.244140596,69423.504760742,57744.264282198,65853.884948731,65534.364501935,57770.364074718,12788.080883027
TAG(54:3)_FA 20:4,0.030378655430371874,9.6616595836455,0.047250505057988335,0.827918596051516,0.9998830158194397,902.8 -> 581.8,TAG2,141493.16955569,150169.3105469,135142.52905276,116123.06896974,135409.490356442,154526.12988282,135449.04895021,142043.869628895,154199.21093748,155927.67199705,29870.4420852746
TAG(54:4)_FA 16:0,0.06892775022787354,9.341384059884941,0.24321076256501328,0.6218966898734949,0.9998830158194397,900.8 -> 627.8,TAG1,124986.60876464,97021.24682616,100919.52661132,91953.70635988,105132.62670899,123447.08947754,100445.946594209,110707.68713377,107416.028137204,113544.18786621,42685.2229461861
TAG(54:4)_FA 16:1,0.05906282844529759,9.119280387539142,0.17856778544478402,0.6726069630499872,0.9998830158194397,900.8 -> 629.8,TAG1,101174.786621111,83969.22631836,82829.645751964,77971.94555662,93067.26672363,116325.508117684,81102.865783687,95941.08721923,90053.926208517,89134.626159694,40228.5031585691
TAG(54:4)_FA 18:1,-0.14852416447587577,12.384926225034683,1.1292482680637481,0.28793574146034673,0.9998830158194397,900.8 -> 601.8,TAG1,810537.69726571,810299.13330081,857321.98437478,694093.64794914,874147.167969,917100.95996102,895915.32080068,1286558.24902329,934221.33789055,984483.98535175,306730.021858147
TAG(54:4)_FA 18:2,0.004614325787693967,14.655462084205174,0.0010904860391747206,0.9736566385843003,0.9998830158194397,900.8 -> 603.8,TAG2,4153515.23876941,4601830.7089849,4394979.8281247,3811970.3642563,4704945.7607422,4404991.8076177,4535698.9453125,5411684.7753912,4784389.5156245,4983301.1376953,795104.098713384
TAG(54:4)_FA 20:0,-0.01750872411140432,7.923269405693046,0.01568477373878352,0.9003344482602004,0.9998830158194397,900.8 -> 571.8,TAG2,37684.922515848,43113.742919903,43882.903411872,36462.362853994,38042.442535376,57553.80368042,41573.883087131,38023.482482898,43305.203002932,45256.803527835,9246.1806907637
TAG(54:4)_FA 20:4,0.027209176693400495,13.33844913398815,0.03791593754431233,0.8456120349655494,0.9998830158194397,900.8 -> 579.8,TAG2,1729608.65673836,1879375.230469,1783826.86865244,1532046.65332041,1868490.46044918,1789676.96240247,1839182.0166017,2074311.38085936,1926857.76855458,2003442.31250005,299978.898849471
TAG(54:5)_FA 16:0,0.14249600016681732,8.705895673630756,1.03886432410809,0.30808574722699084,0.9998830158194397,898.8 -> 625.8,TAG1,78539.786010745,66965.44458008,56474.343749997,63650.36376951,62790.94458004,102020.147277834,51417.94354246,59391.284118645,59791.624084455,62528.86486815,36386.0028762906
TAG(54:5)_FA 16:1,0.03986660736747267,9.359277980770583,0.08136611123450166,0.775454565122972,0.9998830158194397,898.8 -> 627.8,TAG1,121989.00866699,102358.68713378,101253.727050778,91787.88623049,106900.44799806,126586.96911619,104387.56835939,116441.20764159,112442.76818848,111181.207214359,41538.8828811646
TAG(54:5)_FA 18:0,-0.10116514932250864,9.18246948259994,0.5238322820764552,0.46921150194655203,0.9998830158194397,898.8 -> 597.8,TAG1,122837.94927977,76314.205810549,98190.186706562,66410.344787593,84621.824829107,114193.367492671,90176.80627441,132671.309326193,98875.826782235,103650.307006862,32107.4822349548
TAG(54:5)_FA 20:4,0.01325176126117124,14.081984946662757,0.008993881321657682,0.9244450314481492,0.9998830158194397,898.8 -> 577.8,TAG2,2793240.32844743,3129352.52978415,3011468.83154145,2573067.09667919,3093146.42126572,2931775.46875053,3071291.81542968,3490356.02992964,3277380.48095702,3382007.0966807,534656.800903483
