lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,42E1,42E2,42E3,42E4,42E5,7C1,7C2,7C3,7C4,7C5,SolventBlank1
Lyso_PE(22:4),2.0562786305587863,0.9639972534309618,74.4265566856152,6.293664368235793e-18,5.952008302531564e-16,530.3168 -> 388.3168,PE,11557.3407173163,11216.3608245781,9750.2007293733,10330.4407424903,10895.8208618143,1581.1601028436,2654.4801902758,2767.1002044684,3130.6802024836,3187.3002357464,7329.9605026272
PI (26:0),-2.020161240346318,10.712918719552908,72.22519913611177,1.9198843950977897e-17,1.6946179594063156e-15,744.4393 -> 467.4393,PI,3101251.0839849,5066992.54687405,3492774.50805767,1452567.53051751,2978456.91357435,23248992.9525153,16174248.1672363,8488407.87207072,10882338.1635748,10243172.6708991,69812.024841298
PI (30:1),-1.9894770430346347,11.941129990215254,70.19473745884909,5.3729584804221906e-17,4.4461231425493626e-15,798.4863 -> 521.4863,PI,6546383.9560554,12456465.6513678,8622487.82031303,3780471.56249957,7172700.57226564,59460032.4782425,38328088.1015632,20146512.2587887,22702536.2900396,21486508.2919922,116374.388794
PI (30:0),-1.9777172042323234,10.973421885215656,69.42251403877003,7.947626062701111e-17,6.189798180597806e-15,800.5019 -> 523.5019,PI,3430178.73535191,5891704.5507813,4275625.16503973,2140426.06347667,4004738.94873046,29887127.7795405,18805740.6782229,10046897.5351563,11888189.7783207,11760669.4160166,151462.99133294
TAG(48:2)_FA 16:1,-1.9652815161993382,10.29302049443361,68.60964307643006,1.200158058142618e-16,8.827829272115701e-15,820.8 -> 549.8,TAG1,371572.424789482,3805551.0810554,3624024.78906249,1971406.4560564,2811633.78125,23272053.3652344,10823442.9140624,8257725.766602,6501613.57421861,2503530.5927734,328307.063114007
TAG(48:1)_FA 16:0,-1.9079608663406316,10.177062898075857,64.91300687508192,7.827866795744036e-16,5.454787177665844e-14,822.8 -> 549.8,TAG1,374570.565509884,3569631.0380854,3384394.45214794,1931164.4404296,2705646.4345701,20988297.2822266,9905469.96679645,7413950.1816415,6190734.6054688,2391597.9199222,318746.301387571
PI (32:1),-1.8550006194552444,11.171781125674393,61.57169884193348,4.269109222068316e-15,2.826150305009225e-13,826.5176 -> 549.5176,PI,3921747.26269577,7379925.10498011,5230612.83154235,2981996.20410058,4841879.5156258,34912013.0249012,20353346.746582,11146215.0932611,13294672.7421873,13518052.7255852,111841.8876953
TAG(48:2)_FA 18:2,-1.8168671071697493,8.857951495365759,59.210240601343685,1.4169452700200295e-14,8.933502559554853e-13,820.8 -> 523.8,TAG2,346521.942981544,1006828.6718788,1309431.2734372,1212795.8281252,1100625.39984819,8627739.4677744,2420036.56793214,3337277.3662106,2888486.2753911,1266635.152344,137061.889263191
PI (30:2),-1.8113029267590088,8.010167940860866,58.868492852530835,1.6856998413231616e-14,1.0144848135963026e-12,796.4706 -> 519.4706,PI,446524.53112792,808517.235229092,538092.279296892,371135.348815962,527461.471557559,3523331.16961659,2313182.61401359,1202561.93896534,1505442.91882332,1419385.59851031,123507.527252148
TAG(48:3)_FA 16:1,-1.7444983980819742,8.276014437022527,54.83485282273614,1.3109523934325925e-13,7.546525951759793e-12,818.8 -> 547.8,TAG1,120066.148601529,1019245.55395476,953079.71069328,618189.57641604,771294.27099632,5286925.65209909,2570890.41748043,1921877.55859354,1696320.97070332,682324.13403292,103614.34692002
TAG(48:2)_FA 16:0,-1.7098651917613263,8.2092681505597,52.790850462857634,3.710256267627852e-13,2.0468247076413647e-11,820.8 -> 547.8,TAG1,119326.168254799,1009759.37524408,918724.70825185,608724.62670907,730526.66381862,5000377.71923974,2422303.03002889,1828332.67968748,1610490.47436486,679213.77221668,99298.4867210266
PI (24:0),-1.6586429613229252,7.785070331579914,49.827900154254166,1.6784024805977027e-12,8.888819537245433e-11,716.408 -> 439.408,PI,477248.23657227,775307.13647475,564740.25866595,258072.697753915,465619.337341214,2777491.17861989,1961841.14245601,1045151.63232422,1382320.36206056,1298588.95422362,45042.583435058
PI (32:2),-1.6535531513921211,9.152359582562452,49.53800772610521,1.9456555704138816e-12,9.907876827799919e-11,824.5019 -> 547.5019,PI,1044827.64819257,2053600.21191401,1319436.71118105,934280.04089311,1333644.13220235,7855003.20312527,5043687.87927298,2528623.52783207,3448388.86621097,3250532.4829099,45658.303405737
PI (26:1),-1.6440832010418194,8.375538452831098,48.99934589295299,2.560478813790162e-12,1.2555829442437683e-10,742.4237 -> 465.4237,PI,705958.82800244,1180010.28735339,846158.365783099,455819.88879381,715451.380066406,4377575.37350464,2971958.51977546,1642797.95288092,2021448.15002408,1868506.47644046,22522.461471559
PE (16:0),-1.6250418645331868,9.260174430542794,47.92458823074412,4.429318444172584e-12,2.0944348643158933e-10,454.2929 -> 313.2929,PE,1155163.1896971,873316.24401886,1891821.58136042,1895044.88037254,1455591.69360406,5321660.15139728,3439012.08801357,5994419.96325728,4286861.63525334,4395428.33593746,25916.781738288
PG (38:1),1.5892302903064968,8.023392043674658,45.93018820971611,1.2254296026275736e-11,5.594719978892784e-10,822.5954 -> 633.5954,PG,1739102.09619097,2930765.57141107,1746396.91894471,1255334.67541519,1744799.69946283,804720.595550409,761768.188293324,567876.246826312,585660.479370108,539055.59155288,37446.742645261
Lyso_PE(22:6),1.5392008015425627,0.9354346105230704,43.08188273527477,5.249612932421227e-11,2.316829174175235e-9,526.2855 -> 384.2855,PE,5893.5603828428,7885.7405700674,8926.2606086718,10551.6808357238,11856.6408996542,4286.7202835066,4142.9203186066,2103.4801483161,2909.7802124028,2672.5201950069,8687.4006538368
Lyso_PC(17:1),-1.5255488641603574,9.291681342027967,42.47551736075911,7.157252963013104e-11,3.056839652590113e-9,508.3325 -> 184.1,PCandSM,1494454.16064443,1321481.02099619,1440640.34252922,1807619.37915068,1721046.43457034,2834354.86723307,4544621.24438431,6762178.54296923,4446651.25537045,4591879.24462884,36378.022598272
PI (28:2),-1.5181006701681943,5.51750001596413,42.07586287474078,8.780025484487084e-11,3.632735544206531e-9,768.4393 -> 491.4393,PI,98935.387603731,152500.570816062,108542.027313321,88193.746871891,106331.087738029,576217.438934175,396104.141571039,208843.114166284,247743.714599623,249903.938568153,23780.661758422
TAG(48:2)_FA 18:1,-1.4833988177350574,8.237103021855608,40.25339307347894,2.2306758098160002e-10,8.949741733928439e-9,820.8 -> 521.8,TAG1,145823.550739284,1158222.64306713,1030413.39160161,656950.28955068,875623.8640135,4820851.44531201,2275076.91674745,1806688.17431545,1481197.08129918,887087.97949212,116155.88825987
TAG(50:3)_FA 18:1,-1.481862465073701,9.346056037158126,40.173651754215825,2.3236114367333986e-10,9.048416300691233e-9,848.8 -> 549.8,TAG1,369924.807216683,2299590.0048828,2254348.6142584,1501380.0244143,1788613.1240228,10093303.7275395,4914344.2900384,3832209.5927723,3435310.4785148,1647967.0488281,362208.986549169
Lyso_PC(16:0),-1.4447255524050395,9.65052588876996,38.261352489284036,6.187605047241147e-10,2.340682595013508e-8,496.3325 -> 184.1,PCandSM,1917813.877441,1746564.75756773,1910765.65869146,2437985.35668877,2398811.64599567,3422507.53883354,5742486.8571767,8617688.18603466,5658749.16015658,5808299.56738175,53083.784027092
Lyso_PC(16:1),-1.4403315895198459,10.632829025575479,38.037900134542724,6.93836642853523e-10,2.5517769864946235e-8,494.3168 -> 184.1,PCandSM,3856122.76123027,3454451.69628907,3773192.53564507,4798930.79882865,4739515.25439249,6726906.19913477,11290829.8544916,17078444.7460933,11158324.9111339,11534625.8466788,86874.12619018
PGp (40:6),1.4226181781793215,5.822124145818815,37.14027884999473,1.0992940095083428e-9,3.933689915105529e-8,824.5536 -> 635.5536,PG,341059.863037015,607808.567626989,332699.844116219,249143.460693136,376342.24267582,172926.611297524,169388.932739294,131482.889465317,134760.268585243,129855.568801926,38004.782745347
Lyso_PC(17:2),-1.4081950460090418,9.711619304459136,36.42059227923164,1.590142991203835e-9,5.540392948299678e-8,506.3168 -> 184.1,PCandSM,2065242.4902342,1857161.90820285,2028817.1350097,2575658.25683622,2540428.02050767,3589492.52184614,5930513.9177245,8962919.81152255,5809176.9951167,6047295.31738325,47575.043396002
PG (38:0),1.4000095441494254,5.7901412608881495,36.011387472794894,1.9616774730280645e-9,6.659643523818352e-8,824.6111 -> 635.6111,PG,326736.087219237,587462.839599327,315523.243835372,247528.817993104,371425.82733147,160109.41232297,164323.032501175,134330.24969485,141233.509796142,124905.249420159,40575.282135024
TAG(50:4)_FA 18:1,-1.3588241622831179,7.50307323526422,33.996689755371335,5.520591393179111e-9,1.8273157511422858e-7,846.8 -> 547.8,TAG1,105128.107955944,704577.15283214,639635.45068366,484285.81665054,508613.31250001,2626257.77661085,1310064.23803719,1052738.05102587,1005969.70263511,504571.31665031,98864.6274986616
PGo (42:1),1.3545658458925527,5.209133133451188,33.78861685276206,6.143729860928764e-9,1.9839752038706545e-7,864.6788 -> 675.6788,PG,346468.195678711,144907.58908078,229252.83282469,434373.261077874,58518.70451354,316444.692031353,57317.583618161,60920.785247841,59759.223968516,39198.862716672,20106.421447758
PEo (36:5),1.341203668556433,6.52281126247821,33.14930135808936,8.5347034787367e-9,2.6904636680589027e-7,724.5277 -> 583.5277,PE,513192.993713255,833494.034667736,613585.055786275,633384.925262584,569582.556640669,297545.665481609,295874.402160714,231123.596923886,230029.035827619,238739.59754955,22894.621658316
PI (32:0),-1.3323811031248927,9.296391707016337,32.73001742696579,1.0588928602223685e-8,3.260404992870735e-7,828.5332 -> 551.5332,PI,1405231.55078092,2337389.09179731,1694553.81835903,1177942.13427739,1853640.06347645,8036304.07031233,4735943.03710932,2960924.46777286,3281276.60742121,3545394.96337884,238392.91748056
TAG(48:0)_FA 18:0,-1.3155138007241072,8.231301841344926,31.932868051866528,1.5959372360332855e-8,4.802320228427431e-7,824.8 -> 523.8,TAG1,207538.616203312,1113404.64355479,1104274.21191443,785266.51562509,883713.31591783,4353921.51025511,2061314.64599695,1697580.48046788,1506539.57031316,1004723.82812487,188790.513305683
Lyso_PI(22:1),1.2983909912932077,2.7991361211162746,31.11006230459097,2.4380426315479172e-8,7.173263209265427e-7,672.3744 -> 395.3744,PI,28509.9818000821,33607.7620010345,36470.5829658566,31056.1820907393,32801.1825179979,2748.4801979063,3568.5202560416,13628.5608444239,10710.7608756963,36709.7232322935,29041.261825561
Lyso_PC(17:0),-1.2954658631250007,6.959201495734869,30.996676425262194,2.5847065486076885e-8,7.439459718166477e-7,510.3481 -> 184.1,PCandSM,328734.662719635,293628.157653744,318916.563537581,407550.30719002,379969.233093071,532899.699730361,863421.8336184,1282984.19726563,828768.89807136,879050.58313029,14173.8611144972
TAG(48:1)_FA 18:1,-1.2834444459032925,8.327020576431622,30.442206263614935,3.4396245110831145e-8,9.68949543122137e-7,822.8 -> 523.8,TAG1,221166.195804525,1222541.89160187,1201843.39257816,840279.25292993,940789.76220722,4453638.05761658,2218439.79443375,1866630.87841816,1579857.45703214,1094296.54638676,219186.134483368
C17:1,-1.2750465189093974,8.096701878947954,30.05706205162278,4.195179666026672e-8,1.157170391212357e-6,267.3 -> 267.3,FFA,996478.067993134,515916.572204501,536242.118530159,564880.317321556,644365.62170422694,610080.520751763,585698.784484771,547791.18408193,559116.357055605,6030421.77581795,489334.53723152
PG (38:3),1.2698530432200446,8.653041134452502,29.820268710522214,4.740103958124051e-8,1.280795436848213e-6,818.5641 -> 629.5641,PG,2562966.46643043,4253597.10510175,2445226.27490201,1887591.90954523,2606644.02478026,1310939.43940761,1400462.52508658,997820.36071887,1158787.03967249,1045184.7264409,43204.942779522
PG (42:8),1.2653164104795045,5.229456861514342,29.611450837228404,5.2792144855465815e-8,1.3979359957727348e-6,864.5485 -> 675.5485,PG,292458.601227815,147267.491973984,245183.039429214,475952.343994156,62549.024185123,312708.108048001,67450.983337397993,70935.883956928,66677.984680187,45817.883682252,19360.361404411
TAG(60:1)_FA 16:0,-1.2441314365579768,4.876340941264276,28.6557621225511,8.645635131313252e-8,2.244474688991911e-6,990.9 -> 717.9,TAG1,27913.6218795783,99294.567199707,99200.787292504,91151.247192378,83914.765411349,311825.702087379,197117.972656226,243677.997558647,133727.830261243,99168.147766122,28255.7818756015
PE (18:1),-1.2171511883985762,10.463228318960612,27.463969121308764,1.6004863882031794e-7,4.075084573040403e-6,480.3086 -> 339.3086,PE,3634290.00610402,3224796.16210993,4011445.96337918,5344058.58740251,4354645.78002915,6408659.37367304,10693276.991333,13480464.0747068,9264192.78662155,9498772.87695307,37878.302398677
PG (38:2),1.2097531818484262,8.667591840844084,27.14012199701392,1.8922960396814963e-7,4.727169729317549e-6,820.5798 -> 631.5798,PG,2528241.96154777,4236459.77600165,2468640.88232374,1822587.60119578,2672019.68994123,1541761.30432119,1499369.95947215,1098075.43359291,1102532.39465236,942858.57409762,43269.962707529
TAG(52:5)_FA 20:4,-1.2017094309528298,7.45867250860562,26.789865492050012,2.2682376538786508e-7,5.56138269210247e-6,870.8 -> 549.796,TAG2,255743.57812506,488058.914066125,535862.070785152,665358.72460927,560227.7601319,2613127.00097609,810415.770450683,1092058.91845713,1061313.64599626,511741.836723448,108011.727191935
Lyso_PE(18:0),-1.1982562199625584,8.328316365470773,26.640528183086648,2.4504915306681257e-7,5.899001430190179e-6,482.3168 -> 340.3168,PE,840195.44592273,715333.740173047,956822.483093653,1197762.84796129,994834.403504172,1486176.92086855,2409410.24896235,3000088.20397995,2104637.05566447,2152235.56335448,23727.301849362
TAG(60:2)_FA 16:1,-1.1888211424070325,4.8444946876242,26.23071966163388,3.02964500411829e-7,7.1629464025939565e-6,988.9 -> 717.9,TAG1,27763.4419441244,98085.306823734,104577.567199704,91131.946075444,82305.025573727,304092.740356486,193396.853057793,242447.537536526,126241.268981935,88801.486541744,27166.1219139079
C16:1,-1.1378603636271207,8.158520456310406,24.086699039085943,9.20942263386483e-7,2.1391711521468482e-5,253.3 -> 253.3,FFA,726170.555725045,664371.169616784,825833.312378018,793490.320861697,782001.656128048,1359716.99572699,1441931.94744871,1231295.39514208,2156454.82696541,2408595.15429682,448718.250610343
TAG(48:1)_FA18:0,-1.1294012023883522,7.740328117231959,23.738463676942047,1.1035486006223767e-6,2.519135081420736e-5,822.8 -> 521.8,TAG1,141685.649456009,953075.43408222,826203.37915033,588366.21997066,709478.02954096,2920974.75976605,1445236.57519428,1208137.10766701,1012309.5458976,728323.83349632,116301.388069129
PGo (36:1),1.1267634730666365,7.1053092133295745,23.630167671852178,1.1674287757563023e-6,2.619789320510753e-5,780.5849 -> 591.5849,PG,859021.62023926,1327469.87182627,819512.59216335,634335.828552308,859286.94665518,506740.562805414,504894.036071888,395226.828552093,381415.826538016,359582.28582752,37245.462341311
Lyso_PC(18:4),-1.1150711614523698,10.568860215120207,23.154335242754314,1.4950576295591095e-6,3.2990938358937686e-5,516.3012 -> 184.1,PCandSM,4164929.9892582,3765038.74999995,3947030.43163888,6129471.17285204,5180835.26171881,4778425.07719469,10344507.2817383,15945847.9560553,9652179.9589855,10908793.0507801,85302.14660642
PG (36:8),1.096857446685492,7.185905815848457,22.420774496651347,2.189924372476186e-6,4.7532129002597875e-5,780.4546 -> 591.4546,PG,906412.86560066,1400055.85174463,876883.77795399,643196.7663575,898768.02429204,520082.300079304,557821.58044428006,428594.342590287,406433.531005766,387571.949829157,39607.382904047
PG (36:7),1.0749461823809898,5.854888056108136,21.55264509431163,3.4424756495939413e-6,7.351351225907062e-5,782.4702 -> 593.4702,PG,335076.681213443,532244.600890976,321500.701080274,250754.516357245,370390.22756956797,185193.393005444,211960.318389839,171372.231597969,159457.971954334,163450.071594318,39568.303283697
PGo (36:0),1.0730317229684994,5.848851746370104,21.477621707555045,3.5798200151169684e-6,7.523304285737882e-5,782.6005 -> 593.6005,PG,331592.543152046,521655.217590134,323295.299072139,255737.876953204,370198.40490699,187007.412536733,203376.33367928,167385.11267099,162034.692504828,169129.690490703,39090.182861326
Lyso_PC(18:3),-1.0671833429534698,10.93519470132071,21.250481452463646,4.0300913134635175e-6,8.208985998501071e-5,518.3168 -> 184.1,PCandSM,5484929.5126947,5026236.9667976,5468732.3154286,7842351.3818354,6729970.6318361,6552487.55648733,13023795.4101557,19993348.94336,12183460.5644532,14124124.9218751,124788.787841755
PE (21:0),-1.0685839882823611,1.6416478978555493,21.270646501662668,3.987916693536982e-6,8.208985998501071e-5,524.3348 -> 383.3348,PE,2768.9001960746,5187.8203659048,6855.2404403682,7972.4605636588,10306.1607131942,18620.9412612934,17381.4012222291,14794.7410430966,11864.5009841943,9034.6604881273,13423.3210258457
PE (38:3),1.064602992632759,8.99988804454812,21.149958083988167,4.247105446184005e-6,8.519950925375187e-5,770.5696 -> 629.5696,PE,3129759.5286866,4138837.00927736,3757624.05273396,2892805.70959484,2842030.55908206,2077284.1428984,1790655.80719004,1177971.32897939,1626571.5105585,1684685.40380904,29285.721923807
"Cer(d16:2(4E,6E)/22:1(13Z)(2OH))",1.0422086870679204,5.70316667758706,20.286161998959386,6.668111759285189e-6,1.3176985028796404e-4,606.5 -> 234.3,CER,283722.779319854,272734.899063265,269999.299354582,296124.04484564,124093.330467055,220886.375114451,119639.848144527,120380.047195453,91681.8471450781,95170.2458344583,176348.069149069
Lyso_PC(18:0),-1.0339732508441482,11.047209470355007,19.975049658776385,7.845928923351306e-6,1.5276485138995775e-4,524.3638 -> 184.1,PCandSM,6001404.4228519,5544822.4384765,6058163.8027351,8600984.64843798,7306870.2373046,7139625.78018186,14087799.4077143,20972605.8535161,13272618.3554688,15116601.9296884,157700.59301758
Lyso_PC(18:2),-1.030299871045971,11.036305939210516,19.83624809686754,8.43675014445798e-6,1.6058798276201197e-4,520.3325 -> 184.1,PCandSM,6022130.4365235,5462122.4697263,6018996.7519527,8509763.243164,7344016.8310546,7438472.79090859,14017512.3066412,20969011.8398433,12997075.5605468,14757793.4062507,112327.708862302
PE (18:2),-1.0299792931103684,10.806668166011228,19.82415342189051,8.490301203429636e-6,1.6058798276201197e-4,478.2929 -> 337.2929,PE,4884030.00292897,4580852.71289107,5057896.55883729,7663588.09838802,6380811.22778289,7023398.99575783,13819947.5098882,18772614.9545894,10326914.0678715,10190742.0976563,49251.563049317
Lyso_PC(19:3),-1.0276338788522295,11.02541971876172,19.73579538659967,8.89201388832012e-6,1.6581727307233573e-4,532.3325 -> 184.1,PCandSM,5952691.0605468,5553516.1386725,5986831.132812,8423989.4755855,7254890.6455077,7217448.04040527,13817816.1801752,21101137.3281234,12800531.7753911,14690919.5097656,102619.04760744
PGp (38:6),1.0254609576323483,8.975338588911741,19.654001787777815,9.280873817028112e-6,1.7066495741312806e-4,796.5223 -> 607.5223,PG,2903578.11474633,5228834.82006783,2885661.1386724,2090644.83203165,3163259.41943351,2063345.79522599,1949688.39684974,1407092.25061147,1518923.65844692,1370147.11193891,84023.126892065
Lyso_PC(19:2),-1.0234279149664465,10.771827224555011,19.5778019598838,9.658489563243026e-6,1.7517589290046254e-4,534.3481 -> 184.1,PCandSM,5036708.70410216,4687479.53027341,5242559.0390631,6796367.16259769,6094134.4843752,6285120.66691552,11723905.0292963,17676541.655274,10728235.7617177,11949791.4003906,91840.587341302
Lyso_PC(18:1),-1.0196218083747157,11.040004802336636,19.435350113114243,1.0406298056552145e-5,1.8618835982263566e-4,522.3481 -> 184.1,PCandSM,6056028.4394527,5546858.7783201,6075541.1396479,8574205.15234319,7366437.0439458,7299250.40721143,13919895.4492188,20849948.0556645,13157915.7285171,14937062.8789067,108803.48706054
PG (36:0),1.017556129545192,8.892799552792328,19.358136813862075,1.0835654915192871e-5,1.9128542810287148e-4,796.5798 -> 607.5798,PG,2698226.43041988,4910112.68872073,2710150.49414052,2008185.66723631,3017220.06372106,1943561.89959696,1905131.68859773,1339186.44726606,1413281.6563722,1273778.9066162,80406.226135188
TAG(58:1)_FA 16:0,-1.0167029748804859,5.250217970484882,19.324581494901395,1.1027747600230718e-5,1.921149713513878e-4,962.9 -> 689.9,TAG1,45896.8833961168,142872.40979004,131760.86987303,127046.76916508,110964.36791993,350995.40344259,230424.01794421,300917.15734861,163576.37170405,124546.16967775,52343.5637130404
PI (44:1),-1.004480070297636,4.298114390641771,18.870110582894085,1.3992804908981993e-5,2.406035545388592e-4,994.7054 -> 717.7054,PI,60906.864517207,73323.3049926628,56740.6244621281,55492.6245689302,57479.38397217,161686.132171531,155472.092735295,132526.728782548,94520.028091516,97288.1475677361,10587.0007667536
TAG(48:1)_FA 18:2,-1.0025253900820525,5.428063827425944,18.800039004184327,1.4516415626881385e-5,2.464068498716789e-4,822.8 -> 525.8,TAG2,46237.1434173251,141264.449195866,145348.91003418,217926.814514225,137789.609962516,508581.35620118,199400.134628193,297265.14038099,238394.5599365,187944.111755377,19716.6014213554
TAG(58:2)_FA 16:1,-0.9895965069310952,5.25869626608777,18.327000958268854,1.8605145571350153e-5,3.11812819448957e-4,960.9 -> 689.9,TAG1,44407.6831474497,140262.18994142,137097.51037599,128154.32910157,119193.02807618,359016.48303226,235327.71569827,286564.11840815,158048.01037603,132513.29028323,52520.5033683569
TAG(50:4)_FA 16:1,-0.9769725556346848,9.213445094123777,17.872543997789762,2.36204379092659e-5,3.909182473983507e-4,846.8 -> 575.8,TAG1,323569.560241764,2594921.21923851,2667742.14160212,1982776.2773436,2147489.31054768,7161575.29296825,4001989.29345763,3619106.29247949,3141713.58984312,1800789.49169959,237597.778053299
"Docosa-4,7,10,13,16-pentaenoyl carnitine, Clupanodonyl carnitine",-0.96729835847069,8.96830090996271,17.526650618528947,2.8330854633726095e-5,4.63087055988313e-4,474.4 -> 85.1,AC,1471136.48107894,1603809.81311056,1769988.2340702,1531075.46789565,1398817.67861927,4313672.84155242,3312562.61163355,2809482.52319392,2805078.7817374,2738137.2973027,347825.98486332
TAG(52:4)_FA 18:2,-0.9649799117277814,8.84933759442833,17.44423320505757,2.9586045635753153e-5,4.7770639538703864e-4,872.8 -> 575.8,TAG2,453540.29488744,1529322.0322693,1788214.46777581,2038435.4384758,1730492.0507812,5886031.9238282,2245070.85605663,3018557.2519525,2827627.5664066,1337153.35964992,181849.431877112
PGo (38:3),0.96036602427796125,6.286623724259516,17.28013918452325,3.225405186106777e-5,5.145104176392015e-4,804.5849 -> 615.5849,PG,457798.016052046,697051.306884738,467953.012695344,374978.346374575,433068.551757803,297136.66040021,299187.600402861,247332.321350047,228775.078369062,228337.596130342,31877.662261974
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",-0.9510671511017066,8.93489762033681,16.953542236587964,3.8305779676914956e-5,6.037720510980405e-4,472.4 -> 85.1,AC,1476485.27514623,1551078.30334463,1702094.23657232,1461502.52783209,1339097.40179446,4236861.66748041,3163511.05236788,2660618.05517575,2675446.67633113,2601556.27764881,427569.4089355
PG (38:8),0.9491712668391369,6.373989517186557,16.886620477867382,3.968029653924751e-5,6.108920071856245e-4,808.4859 -> 619.4859,PG,488404.657836753,736053.233886798,504486.775573785,410416.326660274,449522.131896989,309091.46334850503,312638.742736711,282727.35931393,240969.09844968,250377.677429049,28562.221954338
PGo (38:1),0.9493131774115205,6.32110293823606,16.891557467946768,3.9577222270982867e-5,6.108920071856245e-4,808.6162 -> 619.6162,PG,465464.808227629,726735.278503649,485026.61846919,388966.847289806,432564.033264018,299168.121826259,304543.339202736,275091.661193821,227409.133666978,240420.734191793,27119.542053227
