lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,40DP1,40DP2,40DP3,40DP4,40DP5,40DN1,40DN2,40DN3,40DN4,40DN5,SolventBlank1
TAG(58:0)_FA 16:1,-0.383786480182339,10.233926697316912,11.020720971790412,9.009902086387168e-4,0.01437830207952619,964.9 -> 693.9,TAG1,148656.210815432,204883.214416446,181364.172790482,148853.91101076,194288.35327171,192788.714050213,241722.596008225,158651.989959681,270581.618469372,317102.12152093,29021.1218986539
TAG(54:6)_FA 18:2,-0.37888560465379034,10.872939911326268,10.743020703621795,0.001046733344666824,0.015419187346438214,896.8 -> 599.8,TAG2,244426.636932362,287155.40063471,308882.96118153,211334.05493164,314805.960880203,338815.48535139,326456.14306636,337838.74291978,385704.66796854,427930.67260732,49018.9637031496
TAG(60:8)_FA 16:1,-0.3799345196919558,9.544538284398199,10.798750160608506,0.0010156864518614064,0.015419187346438214,976.9 -> 705.9,TAG1,94217.28625486,96825.40649413,99069.52734378,98897.22668458,114253.40832517,117871.327453636,134835.249755864,132514.05041504,142462.030639645,144226.53015134,50737.1835555818
TAG(48:2)_F A18:0,0.3752360210305692,9.180690860393332,10.532494722236372,0.0011729377383625193,0.016638339029364627,820.8 -> 519.8,TAG1,205681.3353273,79355.88610841,79344.28588867,66929.344787575,78411.565673829,78792.045715318,81336.045593256,74042.86511233,84030.185913094,86087.226135256,37257.4428329356
TAG(52:1)_FA 20:4,0.37314760937891195,8.17601054248492,10.409459223210206,0.0012537145248497843,0.017149023679195262,878.8 -> 557.8,TAG2,55530.0839958195,52969.443389886,62351.504547129,46688.943237294,50853.7837905926,37399.4226684362,38491.1424140996,48918.463317891,40124.0828514015,47310.563190449,9947.9006500232
TAG(52:5)_FA 18:0,0.36903658611228307,8.840296618666327,10.186602558333334,0.0014146472048101448,0.01868309929111329,870.8 -> 569.8,TAG1,192492.774108917,64504.50457764,50830.22393797,48649.623626695,54361.403900135,69565.325073228,65985.344787577,65354.984313948,64539.624511731,60657.324157731,23283.2014732316
TAG(56:1)_FA 16:1,-0.35847625558009966,12.262839480816941,9.620884465484778,0.0019237706289944863,0.024560138363496277,934.9 -> 663.9,TAG1,408809.14941389,931909.41503931,889930.00537205,468120.30981463,1003560.77758795,1020042.2507324,893572.56250016,853295.43066392,1074834.71875051,947407.32666032,78584.6655540488
TAG(58:8)_FA 16:1,-0.35009299657859394,10.994979274532696,9.176155889457732,0.0024518846496466174,0.030292639381117887,948.8 -> 677.8,TAG1,257905.43920893,273418.61914063,279139.43774405,278641.51904304,325861.82373072,325430.24304204,366813.90747075,333439.64331067,400366.22778327,428613.3474122,119719.328140246
TAG(58:7)_FA 16:0,-0.3382297495076107,10.979338073140548,8.56617598077355,0.0034246569699629484,0.04098886310924404,950.8 -> 677.8,TAG1,255720.49829102,275212.24218785,269185.241455,275277.77954108,326476.22485368,318166.80322268,371471.12512203,339880.10327162,379334.3864747,411040.30566424,122252.207992569
TAG(54:4)_FA 18:0,-0.33169217305566673,10.84532719058716,8.23883510051428,0.004100344017828847,0.04758884117661964,900.8 -> 599.8,TAG1,247388.79809575,254092.95751943,321578.72290025,208082.67407228,283929.73950213,317520.08178695,329420.92358408,294206.95996096,372008.98779309,381250.80603026,86901.1060256846
TAG(54:0)_FA 18:2,0.3280801382941,8.288177345024234,8.052450579050287,0.004544214425894182,0.051189238974043295,908.9 -> 611.9,TAG2,58895.224121093,58140.584106475,55818.903869644,52435.30377194,52422.644195555,38879.722503661,41683.103149418,49630.963439927,47599.522888165,49323.063720681,15969.6810531619
TAG(56:8)_FA 16:0,-0.3262696891644058,12.982677591132818,7.973498453342472,0.004746711270148776,0.05194258332762804,920.8 -> 647.8,TAG1,1093536.33984373,1117729.81738276,1065067.10986334,1105933.13305629,1128752.12036121,1291929.25122044,1486913.74438502,1253119.39404271,1522756.23413081,1549851.35400382,591576.363185869
TAG(60:6)_FA 20:0,0.3223120752731663,8.532095246355967,7.774143906444239,0.0052999327457365075,0.056385395600474515,980.9 -> 651.9,TAG2,53920.823669404,84889.045288124,71461.944549541,67492.884674087,62823.344482383996,52402.783996566,51766.883728,65830.364562981,52185.083953828,55756.20391849,11314.9607810992
TAG(58:8)_FA 18:0,-0.31816909168821644,12.608446381575705,7.583161176225985,0.005891603094514073,0.060986053654024056,948.8 -> 647.8,TAG1,853418.56372107,855564.19628902,816492.42333965,864799.58325222,887557.07861332,991308.02087373,1123499.03564451,971306.85253907,1181023.08471678,1220876.58496124,445472.271652397
TAG(54:5)_FA 18:1,-0.2851039001803382,10.994500040645768,6.090592337604902,0.013590351784233309,0.13385501423510682,898.8 -> 599.8,TAG1,284500.54077134,281194.87670917,371185.40795905,225277.77636716,322531.10229511,354931.18823254,352197.96435546,315225.8215332,416293.93090808,412325.1113281,96941.7860565325
TAG(58:2)_FA 16:0,-0.284834578561569,8.666628818978516,6.074238492593736,0.013716742124902186,0.13385501423510682,960.9 -> 687.9,TAG1,54995.263977064,57279.503784187,55767.343383764,51133.283386222,65055.304870603,71380.725158672,56195.243469237,112610.708251965,52946.88372804,56479.523559536,27974.782051071
TAG(60:2)_FA 18:0,-0.28404431537443425,8.696882541228344,6.040713155758571,0.013979635951447187,0.13385501423510682,988.9 -> 687.9,TAG1,54884.123779281,59769.484649676,53891.563781725,55752.143981929,63510.64459228,71408.205505353,59454.48406982,110305.086059593,54737.743408187,58858.144500733,30229.8419532881
TAG(54:5)_FA 16:0,0.27570034857297626,8.656832502782201,5.691240086783637,0.0170498020064197,0.1592701016697255,898.8 -> 625.8,TAG1,78539.786010745,66965.44458008,56474.343749997,63650.36376951,62790.94458004,61979.284973134,52590.003967295,53898.684570293,57831.84423827,51061.324279755,36386.0028762906
TAG(58:3)_FA 16:1,-0.24757360893635558,8.68079862965132,4.590828688970305,0.03214346963613521,0.2931178302533282,958.9 -> 687.9,TAG1,59843.004333478,56923.264160157,54026.783386261,54060.684265117,65488.844482409,67391.745178222,55302.523986835,114565.568908745,53933.903839091,57640.183837901,28534.6820907407
TAG(60:9)_FA 20:4,0.24408831888282168,7.891466762030121,4.459793837756706,0.03470168548168703,0.3090871055694449,974.9 -> 653.9,TAG2,45256.263244621,43028.222961429,39068.60272216,40859.862670868,39144.362670875,35299.662658677,34255.782684352,41459.062744113,32310.522216793,35719.662628171,10718.640739447
TAG(60:12)_FA 16:1,0.23755875957844025,7.792778912283235,4.223406867978156,0.039870031623128,0.3470505025376824,968.9 -> 697.9,TAG1,41190.723083508,34639.022613518,30653.802246083,32699.702545172,35834.402648917,30169.302291868,27754.841827386,32744.002349858,29273.602172858,32063.082061783,22325.4815406785
TAG(60:12)_FA 18:1,0.23488461779483608,7.74633534319344,4.12939136357474,0.042144505827662986,0.3508988202607592,968.9 -> 669.9,TAG2,37676.102478001,41665.923248258,35617.702636727,34155.002685556,36034.302612317,29411.56222533,31062.082397448,36633.442565913,31533.141967764,32070.622253408,11244.1408348022
TAG(60:12)_FA 20:0,0.23521304130699333,9.164646996184562,4.145759798489962,0.04173891965514641,0.3508988202607592,968.9 -> 639.9,TAG2,80086.825500471,112785.449096609,133208.49050906,104380.48754883,90499.266235346,89062.985839861,71164.505249042,112149.268493606,76577.024902327,104160.686492998,12170.0008392334
TAG(60:5)_FA 20:0,0.22579587455931624,7.866693691156826,3.816995657980783,0.05073513253727242,0.4134373566335178,982.9 -> 653.9,TAG2,37582.6028861919,49475.76361082,42375.022949221,36273.822509764,38951.942749016,34986.582458484,31879.362304679,39564.722686781,34523.322509775,37601.482788082,9801.7408065766
TAG(60:4)_FA 20:0,0.22473949589833236,7.902404795493583,3.781623862849244,0.051818348369953714,0.4134672380352557,984.9 -> 655.9,TAG2,36967.0823326034,43034.943328888,43768.843292224,43695.323394764,44037.642730706,34231.202377329,32740.7223625282,38600.402832022,36990.322540278,43483.483215341,8340.5006141673
TAG(56:1)_FA 20:4,0.2227537372582714,8.212485975877398,3.716257397509935,0.0538850245742128,0.41543977807051313,934.9 -> 613.9,TAG2,77844.466003423,53018.223815907,47291.52294922,39612.562957787,43015.662658705,45873.682830789,43404.723571766,44758.282714821,45516.523284894,49479.803649908,11291.7208824142
TAG(60:3)_FA 16:1,0.22246761151611322,7.999940181182795,3.7054526821800664,0.05423495797265184,0.41543977807051313,986.9 -> 715.9,TAG1,34908.942321797,41479.863098144,47047.722991938,36621.162506104,45984.583038312,35457.102661135,31826.502182001,41747.742614735,33323.302398662,37599.342529292,22963.3015060489
TAG(58:2)_FA 20:4,0.21603250143861352,9.342774124485574,3.498067297950911,0.06144049221470577,0.46140604937710417,960.9 -> 639.9,TAG2,89059.465850825,108739.307861332,152026.232727131,128979.927490214,106861.627685576,93274.226684564,82540.526336668,113157.787139961,94862.78710935,137051.290405191,12737.5806922957
TAG(52:6)_FA 18:1,0.20995154092266305,9.063373718886663,3.3035423709386578,0.06913065181919116,0.47280427940625386,868.7 -> 569.7,TAG1,186572.932922385,80267.905700649,64937.684387197,59023.964233404,64328.764282208,81436.806182862,87058.085876477,75167.765380877,85203.566467297,74480.105407704,28466.94202043
TAG(52:6)_FA 18:2,0.2118315679654324,8.482313030568735,3.3618389616468676,0.06672351990470247,0.47280427940625386,868.7 -> 571.7,TAG2,70821.2245788727,69894.324951172,63438.784301749,51660.203369135,60789.084472656,48859.3237418969,51503.1840019112,65382.144470221,52175.5239639269,61469.7443008363,11992.580867763
TAG(56:0)_FA 18:2,0.21275486329298895,8.742152972367016,3.3917798542805713,0.06552218467421878,0.47280427940625386,936.9 -> 639.896,TAG2,70961.384948719,78140.145813009,83572.646484376,71868.105102543,74944.044860848,56826.623962401,63617.744384752,70314.284851072,60861.184326159,85256.685791019,13627.6010284358
TAG(58:10)_FA 18:2,-0.21062736088941317,12.753797174498061,3.3270644227350203,0.06814840792208808,0.47280427940625386,944.8 -> 647.8,TAG2,990109.33544918,1068019.98754901,1087269.60229524,977824.18603525,1170888.79992675,1162388.59826636,1330919.17633066,1097696.59716792,1306772.81115703,1382851.95605501,219505.936378546
TAG(58:9)_FA 18:1,-0.21019538000151947,12.725455342035938,3.313439740004469,0.06871552004402882,0.47280427940625386,946.8 -> 647.8,TAG2,980268.33007778,1090505.63305708,1034830.16918922,946537.61303715,1139899.25122065,1156593.47473126,1270438.65686003,1084395.07250949,1273762.76550263,1369888.5131838,216974.493957551
TAG(52:5)_FA 20:0,0.20751215829013067,7.594156612821097,3.2232732493441745,0.07259832470574445,0.47939928210862287,870.8 -> 541.8,TAG2,37773.4027557328,37053.262725831,35582.742919922,29509.542236345,27820.80215454,26896.9819831813,25968.4818916363,34473.222625711,29314.0019149819,32174.5223998907,8255.2006301861
TAG(60:12)_FA 16:0,0.20773933879833117,7.836433089966855,3.2309559531079235,0.07225849727127462,0.47939928210862287,968.9 -> 695.9,TAG1,42045.343139639,34309.722778322,34725.80236815,35724.102844213,39306.782531738,32513.682495109,32186.722381602,33624.922485348,33442.002319329,33317.682556154,17930.0813331609
TAG(52:0)_FA 18:2,0.19945371563759198,8.31947768440734,2.9802631673542237,0.08428556683617965,0.4827267596993948,880.8 -> 583.8,TAG2,56068.9439620692,55167.044006347,59278.524291989,50477.403625487,52324.2240676876,43276.122985843,46486.862823459,55219.463562017,48609.703876509,50079.183959947,15883.7610931454
TAG(52:0)_FA 20:4,0.19988686268701725,7.95820440181987,2.992259860734947,0.08366333738402588,0.4827267596993948,880.8 -> 559.8,TAG2,49786.5237922613,47913.943298306,42384.102966306,35978.142028809,40527.4429778858,35556.302337621,33911.922393786,46016.903472928,34761.4424552865,42432.962951669,10069.5607604925
TAG(54:2)_FA 20:4,0.20499960300747558,7.878582670983917,3.1468583250489237,0.07607329916883543,0.4827267596993948,904.8 -> 583.8,TAG2,45243.223083502,39610.682739259,42648.523010255,34734.922363266,41830.482849119,32100.102142324,33311.882446309,42955.742980956,34123.742706296,38478.342773416,10296.9608421338
TAG(58:1)_FA 20:4,0.1993589023944151,8.19527119473291,2.9771917648524773,0.08444567336777925,0.4827267596993948,962.9 -> 641.9,TAG2,53092.143615703,58585.364349338,51370.263793943,44924.02328492,48275.503753675,45009.223114014,40252.563171377,47460.923156739,45326.022949205,50266.763366724,11179.7608413657
TAG(58:4)_FA 18:1,0.20214417171579985,8.474972135642806,3.061572544009209,0.08016405260392834,0.4827267596993948,956.9 -> 657.9,TAG2,68963.364562995,63624.98461914,58317.724121093,60972.524108874,57990.563781733,51431.883544911,48426.463378923,70017.624694889,51886.783630329,53675.943664575,13794.5609588624
TAG(58:5)_FA 20:0,0.20156628942321833,8.117987327898767,3.0431459962174756,0.08107864558054947,0.4827267596993948,954.8 -> 625.8,TAG2,44008.263030986,51352.123535158,51760.903686503,49527.163818364,42141.442687972,40175.962860108,40120.562744124,48524.46374511,40399.383056613,43545.943237298,12846.5409698445
TAG(60:2)_FA 16:0,0.20160646484221706,8.04564421131686,3.0438471381086236,0.08104363956386862,0.4827267596993948,988.9 -> 715.9,TAG1,39394.282897959,40205.623046853,44861.943389879,41144.522796598,47447.023315428,34110.762222288,32357.542358403,44574.323242163,39149.862884525,39410.762664774,22110.8814620903
TAG(60:3)_FA 20:0,0.20496963982324884,8.310877100824424,3.147342260079313,0.07605073820283677,0.4827267596993948,986.9 -> 657.9,TAG2,46018.4434585497,67124.304046657,62578.624511746,53231.084045426,53164.603637685,52544.563659652,39403.7825927805,61300.404174809,45108.52325439,50877.06326295,9458.5207290657
TAG(60:9)_FA 16:0,-0.20239363691702889,9.226219685243485,3.0703576278251603,0.07973192978379319,0.4827267596993948,974.9 -> 701.9,TAG1,97949.847290068,94445.60693354,72369.62512209,80223.305725071,88320.766052249,116075.508056659,89362.94689941,121650.60705567,89287.06567381,90145.52624513,39614.6026267806
TAG(60:7)_FA 18:0,-0.19653349440885814,10.477862186874594,2.8963959955158316,0.08877784028366335,0.5000281298329863,978.9 -> 677.9,TAG1,191798.91442875,206285.61437994,204480.19360353,195283.47338871,243160.43872076,221039.09570315,240444.65612796,220405.25683592,261927.57836929,280619.64086934,90128.0671386828
TAG(60:11)_FA 16:0,0.19487452301803018,7.751429577007298,2.8429758466653112,0.09177410518197092,0.5094127867347081,970.9 -> 697.9,TAG1,37485.982452388,31437.442108161,30044.982116715,34184.582397474,35394.84252928,27953.502075199,30150.962326041,30332.742462164,31241.722228991,31578.202209467,20981.861248007
TAG(58:1)_FA 18:1,-0.1919946941947957,12.24949602489923,2.764819993153651,0.09635752533020125,0.5272133171638155,962.9 -> 663.9,TAG2,351288.20349137,1111763.87145987,1000352.13024899,521583.74121107,973888.78674315,921307.32128897,691922.86865233,946449.57446294,997627.13647508,1014813.85205061,38868.0426330548
TAG(54:1)_FA 20:4,0.1901141138335051,8.071187290161848,2.70735372370973,0.09988656276694727,0.5388246977428283,906.8 -> 585.8,TAG2,45391.623077394,53268.323547346,51282.703765859,40659.62295532,43753.902832053,36049.222686758,37036.34274293,50145.90368653,41688.962585466,45076.723388652,10380.3807678195
TAG(50:1)_FA 18:2,0.1858751334268809,8.22716958106292,2.58844353501123,0.10764607161786678,0.5726172976339302,852.8 -> 555.8,TAG2,45393.9233589303,54849.463561972,58795.804321277,50909.163604713,52020.06359863,37305.282897949,44002.1432304322,56363.564453132,45308.262958519,53256.523986848,10418.7607460057
TAG(56:6)_FA 18:1,0.18232253480740912,8.319150223067128,2.490613520812559,0.11452707167212867,0.6008749102797983,924.8 -> 625.8,TAG2,58456.383850116,57025.98413085,50508.143798832,47842.683471663,57226.68420409,45323.323333723,43617.382720948,54812.923889141,45846.062896749,54802.624084479,16667.6011733979
TAG(56:3)_FA 16:0,0.17896954371752377,8.796605249115997,2.4006453933013745,0.1212852035650411,0.627732877910956,930.8 -> 657.8,TAG1,111575.168792728,75456.085876541,60175.06402587,54817.463867207,61696.10430907,69305.604614247,58010.124206526,79552.084899926,58430.003753668,61952.244018537,31788.1423759302
TAG(58:4)_FA 20:0,0.17671326568778678,8.618132337725227,2.340446338627885,0.1260534318601085,0.6437128586989541,956.9 -> 627.9,TAG2,68125.064666757,70867.944793678,75061.485900873,64421.024780287,69737.105590813,63678.624542214,60473.024169924,61428.023986794,65812.244720462,63710.203979482,9830.3206901563
TAG(56:2)_FA 20:4,0.1713877962928009,7.950973186745066,2.2002479521379996,0.13798854009773281,0.6953896165451535,932.9 -> 611.9,TAG2,46435.123229973,43043.062622066,40105.362609862,39588.182617201,41526.982727058,35176.822509762,36263.782867413,41808.503326401,37160.642791762,41372.52325438,11611.7008094787
TAG(60:1)_FA 20:4,0.17052651085845005,7.526313815266064,2.177025251812097,0.14008499609963548,0.6967864091709142,990.9 -> 669.9,TAG2,27804.142097469,33574.6223602412,32217.282241819,32797.222198468,29604.742206559,26064.7418632499,24104.5017051662,31671.9221916109,29036.1622772098,31501.5423240505,9162.4606819109
TAG(52:2)_FA 20:0,0.16862988025068218,8.434916174933615,2.1310215010682896,0.14434453435277372,0.70078108349103585,876.8 -> 547.8,TAG2,67593.0054245132,63942.904418936,58769.484008778,48649.06304927,60230.7842254445,49850.2434387377,47851.9833183279,61972.184509285,52742.0434608567,59591.8840713337,13628.1208763117
TAG(54:5)_FA 18:2,-0.16769426541677343,12.307227050127091,2.109603396374041,0.14637724981536,0.70078108349103585,898.8 -> 601.8,TAG2,752802.978698845,837256.62207051,842389.49902343,647685.10400408006,905052.40502949,948803.42236327,866242.2846679,787951.80175775,890140.08447248,1082996.96435551,140757.60909656
TAG(60:4)_FA 18:2,-0.16833337306920107,8.51904826958187,2.12368348643162,0.14503735499803952,0.70078108349103585,984.9 -> 687.9,TAG2,51644.1632118168,63341.024230953,56215.584106428,52403.143585195,61814.364196767,58825.203491208,47536.7634391526,104709.446716295,55337.023773179,58715.404479961,11973.7007904057
TAG(60:10)_FA 16:0,0.1652199694642069,7.75415161669603,2.0440469765594003,0.15280264958166342,0.7137001803631353,972.9 -> 699.9,TAG1,36464.562683113,35782.002502441,30605.182281487,33094.222412109,33215.482574456,30585.562042223,29200.262298576,31656.462188721,33590.862518302,29363.4220962419,19861.1214828429
TAG(60:8)_FA 18:1,-0.16564847338447192,10.493055923699991,2.058090745860454,0.15139976453497606,0.7137001803631353,976.9 -> 677.9,TAG2,193478.61230472,228098.79663084,225530.51464847,217918.07446285,259541.13818359,235289.876586921,261067.799011147,233623.77685547,263229.898193387,301625.06030277,44636.8432846113
TAG(48:3)_FA 18:0,0.16391617354766294,8.121386222135504,2.0128328111031237,0.15597384177319198,0.7197347156521992,818.8 -> 517.8,TAG1,58249.903900167,41805.002929688,37400.122436514,39557.242797838,43351.223022449,42747.703063951,36751.122314446,40387.562988266,44200.662811262,37083.382812488,24001.2416534555
TAG(56:3)_FA 16:1,0.1627096728256911,8.863555815623693,1.9845183255815755,0.15891521871481154,0.7245777234258669,930.8 -> 659.8,TAG1,80374.045532201,74284.905578619,71208.22509764,67995.365417474,76846.725158708,64968.504943834,63311.784545869,72514.62536621,67281.865295428,70806.76464842,39052.6025199728
TAG(60:6)_FA 18:0,-0.15824787682107783,9.162326104667043,1.8776148524938208,0.17060548310156443,0.7687282356223433,980.9 -> 679.9,TAG1,87410.126037666,108693.768066391,73741.725372303,81295.405944818,84423.967041,96860.426208503,97356.047241211,122907.829223591,81701.725158677,95616.586852985,27466.322029117
TAG(52:2)_FA 20:4,0.15643490340982086,7.8819641945214505,1.8331515422192837,0.1757557541529176,0.7783771297445744,876.8 -> 555.8,TAG2,44052.5428886455,40048.202331545,41780.922607419,36808.502349824,39666.1432991063,33107.6224441584,34738.2624549973,38393.38250733,36934.5026397648,43355.7630958637,9431.4405784586
TAG(52:4)_FA 18:0,0.15578305589836242,8.269171500985884,1.8184663388029847,0.17749594113756845,0.7783771297445744,872.8 -> 571.8,TAG1,62069.964538572,50708.463317889,52336.983886706,39464.922637949,45494.282775896,43162.323181138,44379.62316895,46328.583007811,47611.523437492,48274.322875966,22527.7415199281
TAG(58:4)_FA 18:0,0.15384966890625426,8.445987213351787,1.7738326896070475,0.18290846390864673,0.7783771297445744,956.9 -> 655.9,TAG1,60411.104858407,52514.684265142,50549.30322264,51177.523620606,59217.364196785,47115.563354495,51216.223876948,50026.22390745,52988.764129632,50773.063659653,31129.3620452836
