lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,7E1,7E2,7E3,7E4,7E5,40C1,40C2,40C3,40C4,40C5,SolventBlank1
TAG(48:0)_FA 18:0,1.0229395464785151,12.136871088009366,23.13997524944716,1.5062642744944638e-6,5.244538337557997e-5,824.8 -> 523.8,TAG1,2859793.98193317,3744716.35986321,2430586.43066446,1689530.70068349,1039653.12646494,1021170.6342773,967951.89599591,785856.99462893,943843.73339825,1419352.94287144,188790.513305683
TAG(48:1)_FA18:0,0.9759970818689977,11.773971924061593,21.10279715914021,4.35292266188576e-6,1.3893078162518718e-4,822.8 -> 521.8,TAG1,2185914.16699215,3000232.50244093,1834318.15771543,1299114.64062518,810824.57128884,760136.03784158,764352.23046883,626403.85986333,856459.28613284,1119639.05712952,116301.388069129
TAG(48:2)_FA 18:2,0.8875486987861491,12.35545975802607,17.50692715479545,2.8626278518469528e-5,8.433742055826022e-4,820.8 -> 523.8,TAG2,4330357.41847886,3991271.47805026,3727060.90398701,751013.65820327,1147206.70351788,1265197.80867418,1176397.6445311,1174060.63281266,1344270.91136924,1533125.42425917,137061.889263191
TAG(48:3)_FA 18:1,0.7946202575400585,9.488814820464404,14.074533140342508,1.7570678597001683e-4,0.004741790766517032,818.8 -> 519.8,TAG1,367163.70800783,473707.39306628,334819.9248047,282715.80029284,256027.256896804,183305.41076664,167482.53210449,145234.60992433,186073.4329834,217445.95458975,37941.4027595653
TAG(52:6)_FA 18:2,-0.7916397206220475,9.351285943392808,13.970416766856944,1.857098211429647e-4,0.004741790766517032,868.7 -> 571.7,TAG2,283443.919944812,200378.753604943,247852.357170206,86222.386352524,146067.809959431,291812.360736857,245562.756076834,368326.262615177,331584.964183803,243091.676334439,11992.580867763
TAG(48:1)_FA 16:1,0.7819970323153391,13.326296541418303,13.637163165607491,2.217522303893167e-4,0.0053081940149442685,822.8 -> 551.8,TAG1,5189729.0332042,6584751.0644541,4734460.0585948,4422605.4589839,2590995.3007812,2574607.1464844,2552882.6445317,2066833.0214841,2257174.1406261,2903434.2636715,927480.061664605
TAG(48:0)_FA 16:0,0.7662948469114684,13.294003777772218,13.101213422662113,2.951045656471638e-4,0.006648532273109632,824.8 -> 551.8,TAG1,5069083.2285171,6428357.3378915,4656712.2421876,4237937.8886715,2534169.0781249,2570331.1621095,2579918.5390635,1987768.9218749,2249986.7226563,2782873.6132813,906740.443092099
TAG(60:2)_FA 16:1,0.7545207194127428,8.646109065759372,12.704474009106436,3.647817774077508e-4,0.0077617455970649205,988.9 -> 717.9,TAG1,227239.755431986,275471.118713224,225893.235778795,139214.430511499,85844.226287835,97331.407287624,90906.566589371,91162.346466045,90717.386840814,130265.029174719,27166.1219139079
TAG(56:3)_FA 16:1,0.7391595614718334,8.381612128700892,12.197443109007052,4.78550618919877e-4,0.009646573002437521,930.8 -> 659.8,TAG1,157991.1711426,206144.37255865,156979.73107909,129683.03039553,81549.285522468,78226.985961893,80546.12536624,73038.90472412,83074.82617187,81088.645568854,39052.6025199728
TAG(54:6)_FA 18:2,-0.7283018086064901,13.879809467988675,11.847462798563358,5.773996148702732e-4,0.01105720262476573,896.8 -> 599.8,TAG2,6423861.07177574,5561885.65136768,5486325.2578115,2000234.11230393,3652851.16552751,6569827.87255093,6030282.00027506,8301301.34429917,7218027.58219094,6034816.59979245,49018.9637031496
TAG(54:8)_FA 18:2,-0.7083717131721051,11.722605573673443,11.21407158970942,8.117941232259715e-4,0.01480557853312129,892.7 -> 595.7,TAG2,1154033.69580063,1111840.91650392,1168145.82080056,454344.66870112,1181483.80267726,1331662.57035058,1269383.34254064,1940949.38280497,1899203.03122374,1147003.05731593,28311.9222869785
TAG(48:3)_FA 18:0,0.6985953798505533,8.336683096668658,10.90785533306871,9.57573244415323e-4,0.01653797197464981,818.8 -> 517.8,TAG1,110481.006896926,85332.825744646,109383.086731014,108143.706603958,273079.737914869,82609.365692139,87371.625915544,70014.445861808,97134.127227803,75679.785522464,24001.2416534555
TAG(54:5)_FA 18:2,-0.6963472439328326,14.09863470457921,10.840308368031401,9.931419201486833e-4,0.01653797197464981,898.8 -> 601.8,TAG2,8119446.7851553,6043719.2089843,6332271.9003902,2415431.9375001,4275686.4716791,8410192.36133634,6800023.73059178,8880724.45761873,8441617.98857058,6714418.9990229,140757.60909656
TAG(58:3)_FA 16:1,0.6820340728366242,7.899949869541577,10.400757390227795,0.0012596363743241196,0.020101697140255743,958.9 -> 687.9,TAG1,117017.787536588,130822.709838866,110086.747802738,94851.246887232,61455.624206572,59881.564514169,54256.024047842,50458.923645013,63053.584289521,62113.284240742,28534.6820907407
TAG(50:2)_FA 18:0,0.6652256803794979,12.234470940040898,9.901142100315155,0.0016517622969106154,0.024331729219875604,850.8 -> 549.8,TAG1,2663937.63085999,3302780.50000061,2184928.33300721,1803280.72070254,1183867.1972653,1291699.12304704,1164712.0996097,1050933.00195292,1258656.35546856,1537717.9082023,302219.761260914
TAG(60:1)_FA 16:0,0.666544638496363,8.700092740321988,9.93890926289532,0.0016182140547814842,0.024331729219875604,990.9 -> 717.9,TAG1,221371.216613744,271672.617584123,240663.594756968,143127.470672637,89985.246704097,98258.267059314,100324.227203359,93589.965866072,106061.846679647,141256.969879142,28255.7818756015
TAG(50:3)_FA 16:1,0.6390393434629393,13.781139130220662,9.143178233309298,0.0024964707764436826,0.035412900273256685,848.8 -> 577.8,TAG1,7790574.5136714,9730015.5507807,6111223.1289048,5399382.1210948,3368000.5273442,3998245.2636719,3572929.4453123,3145539.2773439,3513287.7929687,4463781.3320323,838448.87660994
TAG(54:8)_FA 18:0,0.6134863129925963,13.122399832181923,8.431878083501942,0.0036869933856804424,0.050432802382700335,892.7 -> 591.696,TAG1,2583943.3222662,2352050.7216798,4753219.9511714,4703311.8242188,5272403.7363276,1777434.8339844,2737174.857422,2465610.5507811,3173528.4394542,2078434.7978521,394651.088470582
TAG(56:2)_FA 16:0,0.6028052987475119,8.143248288564198,8.141262461781935,0.004326914791520003,0.0566253328870402,932.9 -> 659.9,TAG1,122945.88806154,152863.40905762,123308.42797854,110545.268493645,74431.78540035,70247.14440919,68591.224243147,61551.024292,75420.36560056,73645.44494627,37016.2224349916
TAG(58:1)_FA 16:0,0.5988726939604393,9.049664339571734,8.036955076437154,0.00458325148694059,0.0566253328870402,962.9 -> 689.9,TAG1,264167.6381835,331196.36706542,260206.01867663,183467.11218274,117340.82849121,125114.74999999,131074.189209,125561.17016602,125646.22778323,173655.31140132,52343.5637130404
TAG(58:2)_FA 16:1,0.600782643500928,9.051082132726355,8.087935747550546,0.004456088810260289,0.0566253328870402,960.9 -> 689.9,TAG1,268568.67846699,328564.90258778,256429.79614267,183546.69360352,120002.82751469,119713.26745606,134679.47009275,128108.92993169,132228.18981934,166645.55053715,52520.5033683569
TAG(52:5)_FA 18:2,-0.5901129890893695,11.09530711123241,7.805816929758292,0.005207831696835081,0.06100616720468881,870.8 -> 573.8,TAG2,999987.641174272,758096.148582547,834292.10174174,251338.07958987,657095.910400403,934035.97253383,823504.962375644,1093477.52205319,1019551.05889119,846556.054828785,31843.4821014308
TAG(58:2)_FA 16:0,0.5895417451410949,7.85800522324525,7.789041976013891,0.005256406051578931,0.06100616720468881,960.9 -> 687.9,TAG1,111677.068542478,117626.287109396,108165.727111864,90307.966369604,59034.04425048,56807.00421143,58180.384155278,51254.383666945,59673.124511752,65955.564208996,27974.782051071
TAG(50:3)_FA 18:0,0.5725962856553889,10.360457040463965,7.35210295388424,0.006698435815394407,0.0733000262084588,848.8 -> 547.8,TAG1,648228.18579122,828457.1381835,562259.4550779,489717.83789057,401540.16870139,371947.60253906,343653.8435058,307870.66088882,371661.86669922,394856.58740217,82758.6460533064
TAG(52:4)_FA 16:1,-0.5742310523204878,15.024052315355663,7.39416331978282,0.006543585472265555,0.0733000262084588,872.8 -> 601.8,TAG1,11368888.8696294,13242407.9360347,8587236.77734375,11402656.6054688,8012239.99121094,16705314.0449214,13559187.4257817,13911461.1459956,13807454.3769531,14366558.2009267,124780.229213698
TAG(52:3)_FA 16:0,-0.5660055997546382,15.026621121715127,7.185178141691723,0.007350825388425488,0.07820461454908227,874.8 -> 601.8,TAG1,11510632.4848633,12955323.9736333,8776847.95214794,11430485.898438,8213624.64501903,17077346.8435054,13297938.6328115,14018647.0195312,13808768.0878912,14133284.7724614,123612.967987039
TAG(52:4)_FA 18:0,-0.5587091432816159,9.226185044842222,7.0016583310903115,0.008143424219913016,0.0799726019545304,872.8 -> 571.8,TAG1,198645.835144002,214319.535888804,172049.772155815,190539.872558593,143724.270385746,295777.221405057,217948.756347694,248552.936523525,238301.01629634,245532.255554089,22527.7415199281
TAG(56:8)_FA 16:1,0.5603045853356091,11.125741074193693,7.041894772555679,0.0079624750568639,0.0799726019545304,920.8 -> 649.796,TAG1,697711.1660158,699442.27197266,916185.44580063,1446378.51757813,1019403.71386731,512720.75244158,670462.02929703,648415.54589852,710684.52832039,545204.05908216,125655.708358793
TAG(58:7)_FA 18:0,0.5606925287542414,11.122618789560773,7.0515898889862,0.00791949283952632,0.0799726019545304,950.8 -> 649.8,TAG1,670109.4101561,664345.14404295,934936.20068324,1490538.1660157,1040370.2963871,496383.35375974,681799.04980479,655319.64843729,729398.47705077,544368.35742187,109017.167751314
TAG(52:4)_FA 16:0,-0.5565959199241626,14.839725132307585,6.949708889005705,0.008383287395215946,0.08026997680919268,872.8 -> 599.8,TAG1,9705579.960938,11684114.939209,7799756.08789008,9961884.51855469,7509819.3515625,14411255.8065191,11653376.7402334,12746071.2763676,12520720.5527349,12198417.6850586,48365.3032607804
TAG(56:5)_FA 20:0,-0.547410029118714,8.69532509955936,6.7227467153416,0.009519091455044454,0.08892224456785429,926.8 -> 597.8,TAG2,189824.052246108,144178.469909639,161370.511535668,62034.5043258246,108089.806335492,161088.831481907,155244.891052259,198637.255065904,196007.893859855,156618.031066908,12469.1007804822
TAG(52:5)_FA 16:1,-0.5455349014144774,14.80867567236784,6.677843397781545,0.009761866140136405,0.08901892218267245,870.8 -> 599.8,TAG1,9492920.0559087,11394887.9135742,7695033.87744096,9802949.9479976,7463137.49560597,14455248.4072271,11501028.8862311,12282071.0290527,11881655.7509766,11860265.5449214,50146.3633842386
TAG(48:3)_FA 16:0,0.543169870797658,9.082136205247613,6.619758748383674,0.010085349428600909,0.08982997281753832,818.8 -> 545.8,TAG1,260655.19897457,296468.38281245,241373.33728028,188501.774352908,209602.49401853,149675.031250038,150733.55053712,131499.570312453,158470.830749429,160706.452636788,31719.7424773977
TAG(52:5)_FA 18:1,-0.5377368353747729,9.3494941285964,6.4888757281651115,0.010855160746754185,0.09406208286332791,870.8 -> 571.8,TAG1,216548.173767155,236487.875427382,193833.0726928,201833.373840294,163698.39105225,331562.702423154,252239.997985789,257149.37664784,258021.197632177,254167.419433657,23341.1416511545
TAG(52:5)_FA 20:4,0.5329665482481452,10.97936229173768,6.375245315459324,0.011572304469434592,0.09406208286332791,870.8 -> 549.796,TAG2,1477716.74277484,1298030.11076281,1180065.30576273,312139.0646973,441273.752250698,571686.96020503,470941.630668678,580239.418011059,605352.465568166,598246.061546167,108011.727191935
TAG(52:6)_FA 16:0,-0.534858968658592,12.709127106600816,6.420460288936738,0.011281291759000457,0.09406208286332791,868.7 -> 595.7,TAG1,1601360.10864218,2496022.94482482,1487231.82934603,2527148.33776815,2285612.47436417,3064243.32189949,2558514.84692439,3128786.97741637,3388807.22924855,2224698.55163601,48965.4634513685
TAG(54:4)_FA 16:1,-0.531125220049518,9.298744770462871,6.331136401045569,0.011863627516958948,0.09406208286332791,900.8 -> 629.8,TAG1,198806.33459474,211235.59527584,141899.43066408,196802.754638738,184776.45263672,275711.11767566,238568.31628401,253516.01867694,290819.61804208,205092.21569821,40228.5031585691
TAG(54:4)_FA 18:0,-0.5311651533190157,14.298431035576003,6.332610780838877,0.011853769161999286,0.09406208286332791,900.8 -> 599.8,TAG1,7024034.75683533,7785059.14404286,5560025.10986323,6848171.0012198,5161898.00683594,10210702.3229976,7974642.41015535,8643690.114747,7840817.85253946,8523260.1105957,86901.1060256846
TAG(54:5)_FA 18:1,-0.5300351435746303,14.345697529972131,6.305845262337243,0.012034052376770412,0.09406208286332791,898.8 -> 599.8,TAG1,7289898.58300681,8018185.81054738,5665405.28076133,6987050.74194336,5472695.94287065,10477888.7253428,8034875.2060542405,8975131.7902827,8276432.21093745,8837369.47460933,96941.7860565325
TAG(54:4)_FA 18:1,-0.5161695896020178,14.537156416700398,5.98196055687731,0.014452927239307235,0.1085386496598955,900.8 -> 601.8,TAG1,8498738.0605468,9186606.296875,6417677.7402343,8020877.7714844,5984305.8544927,11945381.9580079,9299034.8906255,9774634.94140664,9302264.8671875,9948061.42871149,306730.021858147
TAG(56:7)_FA 16:0,0.5168222635658255,11.12445733964486,5.996884679851062,0.014331162585748148,0.1085386496598955,922.8 -> 649.8,TAG1,692162.26806649,685210.40429673,891544.42138651,1401114.53662075,1049390.7348632,520936.17626947,694326.49462888,652812.94531199,726708.26904287,552459.70312533,121532.529281592
TAG(54:6)_FA 18:0,-0.5120311801176914,11.480901938655284,5.886826377733087,0.015254567523344666,0.11235575695078859,896.8 -> 595.8,TAG1,729077.14843737,943746.14880386,758967.6538085,989128.44543458,1048376.77990712,1289610.21221987,1110146.41687002,1307347.75305111,1348568.40844731,990444.7880855,38006.9627761636
TAG(54:5)_FA 20:0,-0.5092190851200659,7.181280676624399,5.820657006512874,0.01583902746097686,0.11445938712366296,898.8 -> 569.8,TAG2,61446.22442624,43265.742950425,64987.064117426,22450.8415374718,34749.562316901,59569.3045463522,54573.2639541543,57090.2441367982,61694.9041747868,53476.223663333,10298.4406127925
TAG(60:3)_FA 16:1,0.5056179626562285,7.585084912252509,5.73940610721192,0.016588400585002962,0.11765476711215064,986.9 -> 715.9,TAG1,87981.825744617,99119.427001977,90152.966247538,67988.104431141,49248.403472917,50388.443359356,50109.603332523,46537.90328976,47653.603210449,55646.16351319,22963.3015060489
TAG(54:3)_FA 18:0,-0.49845749593887073,14.493755663375358,5.580452892492758,0.018162025358087648,0.1264737402208649,902.8 -> 601.8,TAG1,8283570.35644481,9024120.80761618,6292648.8730469,7894853.25878961,5819460.4023443,11399751.7958989,8911923.6982427,9321972.27490235,8840327.32128915,10115632.9355464,260160.91840743
TAG(50:4)_FA 16:0,-0.494223890291038,11.95055091393893,5.486459759256831,0.019164310987399055,0.1310701983602471,846.8 -> 573.8,TAG1,1321777.61962876,1586014.13256896,1109066.04479965,1247930.53222658,1118791.92810057,1908251.96020581,1575834.0698235,1533472.89196664,1642131.19702243,1661318.27123927,49556.2432174833
TAG(52:3)_FA 18:0,-0.48943354997789784,11.435575890338342,5.381089929942391,0.020356156936933524,0.1367790895937814,874.8 -> 573.8,TAG1,880401.22216825,958156.04394528,758451.45349147,836645.29382319,966344.89086885,1370373.97351124,1099121.63964859,1078459.92541395,1079024.45068367,1148725.6781015,51067.0636825626
TAG(56:7)_FA 18:0,0.4869490713117808,11.146093207051832,5.326825571180962,0.020999599534640433,0.1386697693408153,922.8 -> 621.8,TAG1,599192.26416034,557966.17822225,1078189.13623039,1308027.96826216,1248369.04785183,480569.0935058,737737.49414052,658112.52783202,853411.881836,544554.95727546,101143.126575444
TAG(54:7)_FA 18:1,-0.47895848451928763,11.544646858859897,5.154260941375469,0.023189402403064968,0.14892211706653113,894.8 -> 595.8,TAG1,766311.01123057,1027102.88549807,808942.66137693,1036845.87207016,1098802.33447223,1310216.48883037,1157939.57519593,1364238.26904179,1399788.19665581,1025834.65234393,40071.1827087271
TAG(54:7)_FA 18:2,-0.47839496965359046,12.338086924311083,5.142233990120076,0.023350581663670517,0.14892211706653113,894.8 -> 597.8,TAG2,2397393.55834965,2023072.55773925,2047753.18566685,713686.22424308,1582586.59057566,2284174.3099899,2011363.1691058,2584167.46631233,2297157.86920283,1782850.81051296,18437.1013107249
TAG(60:2)_FA 16:0,0.4771918556192821,7.62293274458676,5.115087792550413,0.02371866616464334,0.14892211706653113,988.9 -> 715.9,TAG1,91213.506622316,102213.307830787,90268.76660156,71980.885147074,49516.48382565,53225.50415038,51412.203674307,46416.823425273,49195.743377691,62005.764221165,22110.8814620903
TAG(56:2)_FA 16:1,0.4754195876710564,9.188631714299065,5.078310450664504,0.024226967182314322,0.14966013598107072,932.9 -> 661.9,TAG1,249221.23791515,320773.88110351,247426.39721677,232085.71679681,153014.77069091,150616.03027345,160572.75146486,144977.1295166,155890.29162602001,174057.75366212,60341.2440223833
TAG(60:5)_FA 18:1,-0.4666888905181756,6.664010748048004,4.892145849874709,0.02697913373279915,0.1640160034866996,982.9 -> 683.9,TAG2,41306.2226867664,33073.7822456393,41602.5827293359,16198.5611038212,23592.1417541596,37608.722747812,38400.742858878,43799.122894253,40692.763034795,31262.7622947709,9757.0007362367
TAG(52:6)_FA 20:4,0.46484168216183047,9.586305533398136,4.855941709851322,0.027551069874596965,0.1648759337807912,868.7 -> 547.7,TAG2,542108.302288229,474338.032561982,427667.231361467,123560.64880365,182250.552169801,206393.392944303,204488.034641294,234613.637287204,248868.918937686,212805.755355773,41215.7026977432
TAG(54:7)_FA 18:0,0.459965356247774,13.88386324722981,4.7553273828016245,0.02920773619654154,0.16696362631754344,894.8 -> 593.8,TAG1,3730023.0371094,3187684.7460948,8233573.6230468,8186655.3964854,9644948.9160157,2832453.55273387,5433817.32031355,4582983.95214839,6530798.7802739,3635247.19042829,134701.929088588
TAG(54:8)_FA 18:1,0.4602189972313676,14.057666270813604,4.760553055806664,0.029119190102910218,0.16696362631754344,892.7 -> 593.7,TAG1,4321425.2851562,3760610.9482421,9050857.3398437,9130179.5517579,10731671.2226563,3200712.68847501,6033947.2285161,5146954.188477,7087930.3417974,4310393.2871088,246256.217716243
TAG(56:1)_FA 16:0,0.46092493818910885,9.185195480484747,4.7746565317520435,0.02888160715142966,0.16696362631754344,934.9 -> 661.9,TAG1,252496.31860368,311245.00390637,251678.61816421,225324.63781727,150248.57092282,154304.14990236,155385.65136718,147201.10937502,151130.26977542,176519.01245116,62604.3842048643
TAG(54:3)_FA 16:0,-0.4581831933641971,9.328307411184545,4.718322511287397,0.02984284256759834,0.1680854221086789,902.8 -> 629.8,TAG1,201164.17248536,209212.61511231,146092.230834967,199723.95507821,221109.19628913,281867.21887218,227818.59643548,258437.17858888,289619.10144047,208354.37768547,39736.2026634168
TAG(48:0)_FA 18:1,0.45471571138877437,9.223533751263314,4.647443495727202,0.031099831656733957,0.17262660180476963,824.8 -> 525.8,TAG1,299216.259643561,327538.3843995,281676.11889663,221308.415893628,168852.631286634,164008.233520547,188947.53649895,163960.232544,163346.970397982,175387.391174261,36564.6426696918
TAG(54:4)_FA 18:2,-0.4528524558322509,14.051728470415485,4.609987313830516,0.03178626841287553,0.1739162971733047,900.8 -> 603.8,TAG2,8200325.5156249,6697242.8749999,6052651.0585932,2471777.1835936,4354922.78125,6946395.2421874,5873079.5429692,7412901.2763661,6967172.1074199,6695928.632812,795104.098713384
TAG(48:2)_F A18:0,0.44968256794108846,9.15161768696509,4.545513140704543,0.03300512801321938,0.1780417468882116,820.8 -> 519.8,TAG1,241575.636962831,284130.33959969,222783.53698718,220866.214294598,228767.9564212,169673.87133793,158955.99084472,136258.4293213,166887.51159667,179826.513122499,37257.4428329356
TAG(50:2)_FA 16:0,0.444190745356012,13.483596494150813,4.435999734851067,0.035188605508222524,0.18461966999519488,850.8 -> 577.8,TAG1,5638864.1601567,6762522.726562,4577559.3457031,4555146.7128906,2889987.437499,3522427.0742188,3166857.7929713,2882254.8242187,3114653.906249,3584725.8652349,812698.03676604
TAG(54:2)_FA 20:4,-0.44497087721308815,7.064879189648813,4.449785594732133,0.03490562891833582,0.18461966999519488,904.8 -> 583.8,TAG2,58881.164123533,42885.403015127,56201.40380859,20374.081382757,34126.842529294,46484.103210439,48133.003112786,55152.424072276,61438.524017328,46325.74298096,10296.9608421338
TAG(54:8)_FA 16:1,0.44300323426279914,11.324357751614391,4.412333006424888,0.03568001225504063,0.1846681715362238,892.7 -> 621.7,TAG1,708442.27099617,711374.00927721,1153057.77978535,1432873.55859395,1315050.0351562,566664.58544907,819633.51855464,754379.41259753,960837.29345716,633868.30859381,134845.109466512
TAG(52:2)_FA 16:0,-0.44096970755338755,14.475063728555131,4.372156144690963,0.03653074037966247,0.18655031420547633,876.8 -> 603.8,TAG1,7777912.1425776,9185300.617188,5818954.1640624,8342936.9511724,5787904.0175792,11243455.5605474,8557365.4023442,8830103.2890626,9000814.4179678,8860808.1523438,575327.418849899
TAG(52:3)_FA 16:1,-0.4320354538767248,14.489987764040126,4.197436956805177,0.04048512526325016,0.20402372336611596,874.8 -> 603.8,TAG1,7918982.3417958,9388929.3906245,6070546.71875,8252528.4082036,5778423.3749984,11329867.7636714,8759439.9453121,8827508.2519536,8809538.0410157,8992927.6660161,634145.504867492
TAG(56:4)_FA 18:1,-0.4260652010629419,8.626794472515265,4.082106704845044,0.04333959109366227,0.2155722518035409,928.8 -> 629.8,TAG2,171166.91149904,135920.83020021,126704.368469252,50367.1035842806,143200.110717776,142535.77001952,132988.04919435,170311.59289543,184870.93359375,137537.17053224,25256.4016532802
TAG(54:6)_FA 20:0,-0.4240779530415787,7.695965301313115,4.043791923277411,0.044334099826777,0.2176917978673794,896.8 -> 567.8,TAG2,94260.086303692,67191.544250501,102311.447387766,26552.541763315,54050.783935564,88105.3859062212,75042.4845886218,82686.6465301331,88703.9266166582,73681.3056411759,10909.0007972725
TAG(54:7)_FA 16:0,0.4187938508127112,11.161935100798377,3.9448811788724925,0.04701417384688465,0.22792947573869396,894.8 -> 621.8,TAG1,614938.0283204,588786.74218744,1060292.49462863,1265153.15136699,1192902.54052698,518377.75463898,732954.37597633,671573.34863266,872087.98046893,577306.66259759,119203.748825101
TAG(56:6)_FA 20:0,-0.41606267898306554,8.173579167450336,3.893167763152178,0.04848289580111027,0.23211186364781541,924.8 -> 595.8,TAG2,114583.507690438,98194.16650391,127455.829406744,38777.242645262,96401.24713134,112110.987976086,106593.305908181,125082.069885272,130502.049438474,97486.76678465,13222.0210266179
TAG(60:4)_FA 20:4,-0.4145672973015439,10.694417557233383,3.8659040944730805,0.049276638448545226,0.2329994138986768,984.9 -> 663.9,TAG2,821987.974791858,610937.887615043,669141.305606886,177740.71136858,573337.862121458,929777.811644901,692539.397643848,662086.018615903,682728.671630878,456931.176944806,18283.8613014209
TAG(48:0)_FA 16:1,0.40311993897491416,10.064459290061242,3.6559585275308555,0.0558689988869468,0.2609491045573247,824.8 -> 553.8,TAG1,421135.39013668,497566.23413091,541713.46044921,515268.11523444,261924.69897463,319368.18554694,350600.04638654,247226.77905252,291960.42114259,330164.86132787,79988.5658798457
TAG(56:5)_FA 18:2,-0.3924428360879789,8.722515060395633,3.465187231295845,0.06267341186356361,0.28576091361601025,926.8 -> 629.8,TAG2,180975.59362795,138614.58947756,134768.38977052,57537.8835373036,169871.792053208,158333.47106934,148897.26965332,176845.67260746,195076.09497079,142526.98937994,23262.4217224134
TAG(58:6)_FA 18:0,0.39294632735927165,8.18869222980355,3.473782608014517,0.06234858344942157,0.28576091361601025,952.8 -> 651.8,TAG1,103725.44714355,94056.04614258,118652.768127465,134888.509582492,97095.966857922,78267.785522424,86136.24523929,74052.52539062,79077.745483432,70632.82434082,41012.1831970717
TAG(52:4)_FA 18:1,-0.38750948730518114,11.584273021744924,3.3792380595368736,0.06602257068559357,0.2974899361480275,872.8 -> 573.8,TAG1,1078336.55834977,1198920.26037611,883264.70532237,954015.08886727,1000889.6779782,1503441.82519589,1194838.0178216,1149737.29321297,1152034.29101569,1212895.42688046,57604.9439430045
TAG(50:2)_FA 18:1,0.3822031224024794,13.061322266131945,3.2876237603841214,0.06980397641826254,0.3108711973045878,850.8 -> 551.8,TAG1,3509440.867188,3842333.8359361,3318417.3203115,3565682.6445307,2406823.970703,2537538.9023433,2580165.164061,2030268.5253906,2199454.8417967,2363673.2617177,1029334.5303763
TAG(50:4)_FA 18:0,0.37295361905332286,8.629464850902327,3.1304472051151606,0.07684265850263129,0.33444020689213394,846.8 -> 545.8,TAG1,144042.010925278,130922.0093994,143730.49108882,141776.488098137,230136.73327655,112745.968139683,118733.828247094,108183.368042027,136782.648864671,104068.826782215,27933.2221717827
