lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,40E1,40E2,40E3,40E4,40E5,40C1,40C2,40C3,40C4,40C5,SolventBlank1
TAG(48:0)_FA 16:1,-0.04604521419111669,9.975327679260728,0.04947051971612382,0.8239871831441731,0.9963914057801955,824.8 -> 553.8,TAG1,85925.2856216486,377929.88793943,336099.48510734,303951.44042969,322361.82202143,319368.18554694,350600.04638654,247226.77905252,291960.42114259,330164.86132787,79988.5658798457
TAG(48:0)_FA 18:0,-0.2881388224222268,11.580770547188079,1.9341890412142675,0.16430087046601122,0.9963914057801955,824.8 -> 523.8,TAG1,207538.616203312,1113404.64355479,1104274.21191443,785266.51562509,883713.31591783,1021170.6342773,967951.89599591,785856.99462893,943843.73339825,1419352.94287144,188790.513305683
TAG(48:0)_FA 18:1,-0.11525299400024834,9.076360442888664,0.3098567121875533,0.5777681257694993,0.9963914057801955,824.8 -> 525.8,TAG1,37453.5225639399,202240.21325691,192465.473999078,183827.65319819,154011.912048337,164008.233520547,188947.53649895,163960.232544,163346.970397982,175387.391174261,36564.6426696918
TAG(48:0)_FA 18:2,-0.07140081702800496,8.199951890909734,0.11892971232646232,0.730198214164627,0.9963914057801955,824.8 -> 527.796,TAG2,28103.1818351762,85171.9265441801,105031.30725097,140025.530029372,73559.425632501,85540.0668449185,93636.1462707308,102577.106849658,119421.609168983,71724.0654907294,12813.8809471068
TAG(48:1)_FA 16:1,-0.16106113935259833,12.985777118221145,0.6050309194106376,0.4366649149435171,0.9963914057801955,822.8 -> 551.8,TAG1,837124.858985826,2674834.890624,2529174.1757812,2106970.513672,2188464.335937,2574607.1464844,2552882.6445317,2066833.0214841,2257174.1406261,2903434.2636715,927480.061664605
TAG(48:1)_FA 18:1,-0.30070969319974605,11.705103277157297,2.106332149134687,0.14669054389831693,0.9963914057801955,822.8 -> 523.8,TAG1,221166.195804525,1222541.89160187,1201843.39257816,840279.25292993,940789.76220722,1077419.07617169,1096136.6357421,866063.12548808,979421.98583984,1578048.40820295,219186.134483368
TAG(48:1)_FA 18:2,-0.053462393191949106,8.868823111077939,0.06668621750600323,0.7962241994168228,0.9963914057801955,822.8 -> 525.8,TAG2,46237.1434173251,141264.449195866,145348.91003418,217926.814514225,137789.609962516,130473.129638673,149585.470840532,156188.770183569,167236.672336574,142760.909015624,19716.6014213554
TAG(48:1)_FA18:0,-0.3292552654973008,11.224747379462187,2.524286534480325,0.11210547549445983,0.9963914057801955,822.8 -> 521.8,TAG1,141685.649456009,953075.43408222,826203.37915033,588366.21997066,709478.02954096,760136.03784158,764352.23046883,626403.85986333,856459.28613284,1119639.05712952,116301.388069129
TAG(48:2)_F A18:0,-0.13071144728765047,9.002916111388288,0.39851662912911934,0.5278563272816339,0.9963914057801955,820.8 -> 519.8,TAG1,44383.7232932878,190139.71423343,167951.43151853,158890.8116455,148780.69042969,169673.87133793,158955.99084472,136258.4293213,166887.51159667,179826.513122499,37257.4428329356
TAG(48:2)_FA 16:0,-0.26040474825401044,11.232850214784134,1.5802395256032469,0.20872619514237,0.9963914057801955,820.8 -> 547.8,TAG1,119326.168254799,1009759.37524408,918724.70825185,608724.62670907,730526.66381862,767156.63378936,669540.15405247,577576.57714834,806801.73486313,1258520.63549799,99298.4867210266
TAG(48:2)_FA 18:2,-0.3110329528957813,11.866417156826598,2.253155159423841,0.13334228021534125,0.9963914057801955,820.8 -> 523.8,TAG2,346521.942981544,1006828.6718788,1309431.2734372,1212795.8281252,1100625.39984819,1265197.80867418,1176397.6445311,1174060.63281266,1344270.91136924,1533125.42425917,137061.889263191
TAG(48:3)_FA 16:0,-0.005051685032743596,8.93871118238867,5.954409240942482e-4,0.9805322256489589,0.9963914057801955,818.8 -> 545.8,TAG1,39739.2028846617,181237.493347144,167574.61181635,183840.49401867,152421.67211915,149675.031250038,150733.55053712,131499.570312453,158470.830749429,160706.452636788,31719.7424773977
TAG(48:3)_FA 16:1,-0.2742916157229911,11.2805912420032,1.7530173237610143,0.18549786195498838,0.9963914057801955,818.8 -> 547.8,TAG1,120066.148601529,1019245.55395476,953079.71069328,618189.57641604,771294.27099632,810728.74194346,705409.63793933,571566.94287099,823069.58056658006,1322538.75219727,103614.34692002
TAG(48:3)_FA 18:0,-0.08973943621142902,8.068465815404457,0.18784831855040807,0.6647135093521924,0.9963914057801955,818.8 -> 517.8,TAG1,30460.4424209479,90388.366210965,81106.166381855,93090.566650358,66918.844848601,82609.365692139,87371.625915544,70014.445861808,97134.127227803,75679.785522464,24001.2416534555
TAG(48:3)_FA 18:1,-0.1727823178365504,9.126277396467918,0.6961650469479537,0.4040753021904895,0.9963914057801955,818.8 -> 519.8,TAG1,43166.0028953452,204200.315612854,193735.11340325,170236.49157714,160434.79113766,183305.41076664,167482.53210449,145234.60992433,186073.4329834,217445.95458975,37941.4027595653
TAG(50:0)_FA 16:0,-0.12179302603908893,12.257587755599845,0.3460467848126427,0.5563595255238296,0.9963914057801955,852.8 -> 579.8,TAG1,528408.998248966,1608979.7656249,1528311.492187,1370021.4150392,1314367.6503911,1609296.6210937,1582360.8535158,1361830.044922,1410417.8339845,1453026.0781249,539857.440094213
TAG(50:0)_FA 16:1,-0.056905702744471036,9.273492725939388,0.07555403922424375,0.7834153862219776,0.9963914057801955,852.8 -> 581.8,TAG1,69342.6054496506,207995.27624516,188438.49279784,167692.71191407,184091.31225582,190488.57299803,208291.1750489,165802.21228021,180804.01293947,172612.77221676,68583.3246917907
TAG(50:1)_FA 18:0,-0.041143806530635665,12.388965355161421,0.03950150036780542,0.8424584320893851,0.9963914057801955,852.8 -> 551.8,TAG1,615060.267505546,1833011.28125,1668822.9140627,1473647.0468747,1444377.4082029,1683475.1621094,1736378.3828123,1327526.1757813,1464413.0273438,1600799.0195311,647376.766327092
TAG(50:1)_FA 18:1,-0.06449718318872479,9.686219654142484,0.09705848693329244,0.755388534586943,0.9963914057801955,852.8 -> 553.8,TAG1,78889.3857765344,293683.36181651,249118.71557614,235108.25512694,264489.05761721,249979.67846679,306669.90161133,210995.63452146,234404.81542978,242859.75756851,80324.4463043388
TAG(50:1)_FA 18:2,0.06751755294961277,7.2752728464292185,0.10631992214223374,0.7443733928538958,0.9963914057801955,852.8 -> 555.8,TAG2,29497.3220558093,36238.0623817353,42451.723052956,58728.944396976,44715.7432251138,43028.6231384408,42262.0229187167,51951.8638954157,51167.5236969198,42120.3031883322,10418.7607460057
TAG(50:2)_FA 16:0,-0.2883156993159433,13.271313669686908,1.936589251512486,0.16403934687524024,0.9963914057801955,850.8 -> 577.8,TAG1,762241.49605953,3297680.5390614,3412260.7011719,2669339.4765636,2656713.3964829,3522427.0742188,3166857.7929713,2882254.8242187,3114653.906249,3584725.8652349,812698.03676604
TAG(50:2)_FA 16:1,-0.11643000777587373,12.35471621406379,0.3162505727705138,0.5738696742220564,0.9963914057801955,850.8 -> 579.8,TAG1,581848.822166425,1719288.9667969,1653699.7441407,1427222.033203,1386976.359375,1733385.8945313,1717379.8730466,1396157.5664061,1504209.9453124,1556254.1855469,585730.282188337
TAG(50:2)_FA 18:0,-0.23532682714054287,11.922718456882333,1.2908616935601458,0.25588921223494804,0.9963914057801955,850.8 -> 549.8,TAG1,286809.042106629,1413735.53027355,1376503.36425792,1026468.55664052,1072618.58300775,1291699.12304704,1164712.0996097,1050933.00195292,1258656.35546856,1537717.9082023,302219.761260914
TAG(50:2)_FA 18:1,-0.029605818620411405,12.988674540833202,0.020453513192478567,0.8862777190426018,0.9963914057801955,850.8 -> 551.8,TAG1,963809.826099246,2706644.7226559,2511255.3496098,2234083.8749998,2168735.0117188,2537538.9023433,2580165.164061,2030268.5253906,2199454.8417967,2363673.2617177,1029334.5303763
TAG(50:2)_FA 18:2,-0.05293369538811485,9.607811662916651,0.06537724560968172,0.798190414452293,0.9963914057801955,850.8 -> 553.8,TAG2,103543.747985841,220746.655258113,225768.93652346,269823.080078,258941.900012904,242485.695854288,260035.358577949,238256.276935434,250726.678421022,229620.936019873,47583.7829627817
TAG(50:3)_FA 16:1,-0.29316868018191483,13.458819309843902,2.002221060603916,0.1570689041713907,0.9963914057801955,848.8 -> 577.8,TAG1,876104.055942535,3839947.0664072,4001767.8945307,2921518.4570323,3021257.5351566,3998245.2636719,3572929.4453123,3145539.2773439,3513287.7929687,4463781.3320323,838448.87660994
TAG(50:3)_FA 18:0,-0.07157519023834878,10.171456182587232,0.11953106396504154,0.7295436459535204,0.9963914057801955,848.8 -> 547.8,TAG1,77283.145160655,463171.91088875,426617.29150368,355483.76538083,341858.78515633,371947.60253906,343653.8435058,307870.66088882,371661.86669922,394856.58740217,82758.6460533064
TAG(50:3)_FA 18:1,-0.3738845941721718,12.61759523142805,3.2530016463715583,0.07129278850873352,0.9963914057801955,848.8 -> 549.8,TAG1,369924.807216683,2299590.0048828,2254348.6142584,1501380.0244143,1788613.1240228,2112331.8818363,1908330.0712888,1630332.6718754,1956372.7050775,3239787.4365236,362208.986549169
TAG(50:3)_FA 18:2,-0.048738064548117015,13.054688147341814,0.055429071635444416,0.8138720588263092,0.9963914057801955,848.8 -> 551.8,TAG2,1312027.60164258,2177120.03859716,2608677.8828121,2887430.2382826,2552645.25453483,2717518.01875195,2477150.61047448,2680368.1123463,2735753.17703202,2641227.42437694,526914.918399933
TAG(50:4)_FA 18:0,0.06058082868076313,8.607234367253252,0.08562283746152843,0.7698173624059286,0.9963914057801955,846.8 -> 545.8,TAG1,30996.2023124602,159504.611633389,134114.509216317,150060.14965818,112648.748413105,112745.968139683,118733.828247094,108183.368042027,136782.648864671,104068.826782215,27933.2221717827
TAG(50:4)_FA 18:1,-0.14311991358699566,10.735707106026513,0.4777831069996523,0.4894281976940572,0.9963914057801955,846.8 -> 547.8,TAG1,105128.107955944,704577.15283214,639635.45068366,484285.81665054,508613.31250001,534584.50268569,483777.33325205,429660.61059582,538823.716797,753405.53759749,98864.6274986616
TAG(50:4)_FA 18:2,-0.3288360750963181,12.71894414283427,2.517921655191458,0.11255884725487485,0.9963914057801955,846.8 -> 549.8,TAG2,463137.354514857,2080151.56028041,2414961.336914,2162671.0449211,2092080.27898801,2158224.69695601,1858989.98855602,2057536.91617597,2560126.46543193,3217146.30363403,192816.451930992
TAG(52:0)_FA 16:0,-0.02385742374131199,11.474020678326072,0.013281797872878087,0.9082495977108169,0.9963914057801955,880.8 -> 607.8,TAG1,279678.39904781303,1022371.87011729,1046335.69726555,823076.03710947,798768.94042934,932830.18554701,924678.3124997,774096.95703136,858460.56542986,783085.48046881,254866.057971974
TAG(52:0)_FA 16:1,-0.04279678708491911,9.063668134691861,0.04273399634894304,0.8362269540846773,0.9963914057801955,880.8 -> 609.8,TAG1,59953.6244278173,182442.35278323,167133.67199709,146873.41088867,163295.1131592,161218.07116699,194927.97412118,139414.49072269,160314.9310303,144461.27001954,53978.3642921613
TAG(52:0)_FA 18:0,-0.02284679421002822,12.612723459270038,0.012180529789475258,0.9121195625409212,0.9963914057801955,880.8 -> 579.8,TAG1,771208.447814942,2061459.1015624,1957430.7851563,1786644.4785154,1583973.6093749,1999804.6503905,2010405.6660157,1615877.4960939,1676682.3867187,1715742.6328126,788117.77619529
TAG(52:0)_FA 18:1,-0.04212507208778845,9.686015275107094,0.041404957969461975,0.838758248693582,0.9963914057801955,880.8 -> 581.8,TAG1,96247.1265029973,266736.5791016,255990.5808105,237335.53906247,223951.13525401,260278.23803719,276398.12011724,213627.53491203,229616.69750977,224326.05541992,98146.4071083147
TAG(52:0)_FA 18:2,-0.11704326354300865,7.719927218729964,0.3194862791649058,0.571916536007834,0.9963914057801955,880.8 -> 583.8,TAG2,28122.3220367521,50732.8632850587,60716.3643836883,79177.185668948,61212.323974591,60737.184040053,61971.8641052091,72650.1252212553,76246.1450729682,59948.2842025879,15883.7610931454
TAG(52:0)_FA 20:0,0.15954890966278976,10.135982633469192,0.5936986649292066,0.4409924214630246,0.9963914057801955,880.8 -> 551.8,TAG2,128690.888980873,332765.563812372,382226.446964353,570703.32202139,335888.76513654,418816.391052312,331691.838806162,289588.339858969,336918.521739789,273409.700012181,59062.3840370077
TAG(52:0)_FA 20:4,0.016138038464767572,7.360174149155121,0.006074933746162969,0.9378743001554994,0.9963914057801955,880.8 -> 559.8,TAG2,22049.9215393124,42950.8628463566,46281.4632835282,72105.985107417,51108.903625472,48821.7435569605,51323.3035850295,54406.1041717165,55669.383319816,41024.3824729742,10069.5607604925
TAG(52:1)_FA 16:0,-0.22593211356087245,13.182503468951058,1.1899670038183103,0.2753362121084681,0.9963914057801955,878.8 -> 605.8,TAG1,578644.057697044,3347973.9921875,3708769.0839853,2664617.1679683,2577463.2441403,3598520.4121088,2959335.8554684,2992220.9609378,3090866.5429689,2782265.2597651,548313.619270427
TAG(52:1)_FA 16:1,-0.05157610348477619,11.533968235061595,0.06207103364575062,0.8032520327533796,0.9963914057801955,878.8 -> 607.8,TAG1,295942.540626616,1050551.4785155,1045739.54101549,853018.18261699,821341.3847656,1003411.81835942,949762.3427735,810125.517578,902741.04296856,807308.80273399,279329.061653117
TAG(52:1)_FA 18:0,-0.08450594201870204,13.442029733376058,0.16662296928552678,0.6831306884071967,0.9963914057801955,878.8 -> 577.8,TAG1,1269789.26898597,3575682.7773443,3555360.0742167,3006486.8769526,2892018.5390626,3704752.2187499,3396541.8007818,2999335.5820317,3096907.4804707,3185970.2031255,1377658.1634404
TAG(52:1)_FA 18:1,-0.006967037705143612,13.130696737903987,0.0011327095959927647,0.9731516643073719,0.9963914057801955,878.8 -> 579.8,TAG1,1129409.53949317,2966731.1679688,2836273.1855465,2431651.2949218,2225291.142578,2887493.8476567,2771465.8515632,2310096.8203135,2357062.2265633,2389540.8242188,1202944.22160313
TAG(52:1)_FA 18:2,-0.05122370339578203,9.437818632207229,0.0612208983511664,0.8045765640381171,0.9963914057801955,878.8 -> 581.8,TAG2,105243.78756336,167003.592384326,197173.253829951,244733.2783204,219715.99560551,221552.976058968,215616.07585906,223992.796302787,227201.697464062,187535.412883779,47482.3033409175
TAG(52:1)_FA 20:4,0.1835293642840703,6.989790687943319,0.7850558245559114,0.3755993351674212,0.9963914057801955,878.8 -> 557.8,TAG2,19609.2013549835,33656.5625915577,38411.1625747599,53920.4637451,39889.162780763,34417.3424568066,35323.822570791,39926.6029663154,37346.8624801396,32284.7218437232,9947.9006500232
TAG(52:1)_FA20:0,-0.06355125927549954,8.856186522884103,0.09422666285718151,0.7588710646820187,0.9963914057801955,878.8 -> 549.8,TAG2,56298.3238754279,123791.429187774,139912.149299627,183815.61267092,143371.1702881,154578.810707057,121231.14892578,150118.090579905,158221.010498053,141029.969276427,28543.8219604551
TAG(52:2)_FA 16:0,-0.37025232659369023,14.65497616270052,3.1903009010420647,0.07407637542536494,0.9963914057801955,876.8 -> 603.8,TAG1,906188.379943932,8945286.3789074,10915678.5957036,7477829.3359375,7766662.0039068,11243455.5605474,8557365.4023442,8830103.2890626,9000814.4179678,8860808.1523438,575327.418849899
TAG(52:2)_FA 16:1,-0.18788335428787784,13.229163312287659,0.8231752714782488,0.3642534238189835,0.9963914057801955,876.8 -> 605.8,TAG1,638397.64617523,3494041.0839834,3919103.7324215,2701410.449218,2661794.134765,3580577.0273447,3075674.9277345,3003410.8398449,3224654.5410154,2829023.3378906,583148.884670399
TAG(52:2)_FA 18:1,-0.05698030373416443,13.911199582837071,0.0757608023341163,0.783126631787793,0.9963914057801955,876.8 -> 577.8,TAG1,1815460.20156489,4987330.7617193,4951558.5312495,4258985.3203115,3881649.6210948,4885395.039064,4647633.1679692,4099502.7500005,4170498.8867188,4592294.2695303,1941547.84742338
TAG(52:2)_FA 18:2,-0.037172853035882865,12.874780332602583,0.03224489234708017,0.8574912351125995,0.9963914057801955,876.8 -> 579.8,TAG2,1206465.27008054,1852560.67336316,2263672.56289229,2535734.9921861,2174109.4316415,2458831.71453521,2204450.8710935,2382894.08266143,2336262.57640814,2140849.46680061,547438.595275911
TAG(52:2)_FA 20:0,0.018505190572633962,7.990894086094854,0.007989017460204195,0.9287788814397504,0.9963914057801955,876.8 -> 547.8,TAG2,31028.0422172582,75576.2049827562,79057.3850975188,100329.686950672,83752.0457153061,75332.485324876,67810.364555351,82896.9852867139,95844.647556268,69300.9047508132,13628.1208763117
TAG(52:2)_FA 20:4,0.14729929978365536,7.102551694627802,0.5058438917014101,0.4769435596555652,0.9963914057801955,876.8 -> 555.8,TAG2,20263.5413742079,38528.4630470103,37071.9825782567,58693.423828115,46806.18307496,39568.9830398753,38013.522613504,41595.0628662138,44170.043415078,35306.2225761482,9431.4405784586
TAG(52:3)_FA 16:0,-0.38066963471925414,15.260190198931024,3.371827237715479,0.06632016055354645,0.9963914057801955,874.8 -> 601.8,TAG1,847354.003871941,13679213.5957041,17171709.7026362,12356504.2587886,12367489.9814443,17077346.8435054,13297938.6328115,14018647.0195312,13808768.0878912,14133284.7724614,123612.967987039
TAG(52:3)_FA 16:1,-0.3600677180522582,14.669552929958192,3.017649001267273,0.08236278639983981,0.9963914057801955,874.8 -> 603.8,TAG1,934804.519298778,9328465.2070307,10922575.1191411,7536269.9765624,7714624.0156255,11329867.7636714,8759439.9453121,8827508.2519536,8809538.0410157,8992927.6660161,634145.504867492
TAG(52:3)_FA 18:2,-0.06844529699935352,13.677613843261986,0.10931240904028527,0.7409283101886506,0.9963914057801955,874.8 -> 577.8,TAG2,2018401.83008191,3293349.53273616,3749355.79391193,4520584.7343735,3911216.289062,4058771.77406793,3741510.99627675,4299202.11781592,4288044.26250458,4007429.57969003,898082.233439999
TAG(52:3)_FA 20:0,0.05789494283152417,7.697960637164345,0.07818813970732208,0.7797679699912788,0.9963914057801955,874.8 -> 545.8,TAG2,20159.8814086916,56367.1033401386,64541.5044593593,119175.908264144,60561.864685083,70095.4047317563,60771.8242301785,63438.4444694502,68959.6849593872,55462.2439804149,8930.2405967675
TAG(52:3)_FA 20:4,0.0764388565491158,8.495983652334482,0.13630711000178053,0.711980200209857,0.9963914057801955,874.8 -> 553.8,TAG2,51082.9835663021,105186.866584817,102299.107658356,132905.70947267,124996.32775883,108517.228027333,112429.98638537,103462.388038676,104926.248508414,106171.207172384,24523.5016326871
TAG(52:4)_FA 16:0,-0.3900867098687842,15.06593276055878,3.5402046465314925,0.05989807052619269,0.9963914057801955,872.8 -> 599.8,TAG1,662822.848327741,11741152.9033203,15293026.8225108,11262338.8198237,10427168.72229,14411255.8065191,11653376.7402334,12746071.2763676,12520720.5527349,12198417.6850586,48365.3032607804
TAG(52:4)_FA 16:1,-0.3833438420704997,15.259278440673684,3.419228880025912,0.06444110750884426,0.9963914057801955,872.8 -> 601.8,TAG1,970253.460471677,13633217.6909174,17259874.8496094,12458861.2910162,11884536.2119141,16705314.0449214,13559187.4257817,13911461.1459956,13807454.3769531,14366558.2009267,124780.229213698
TAG(52:4)_FA 18:0,-0.1350751191385134,9.554160749907838,0.4255802993584439,0.5141656354732773,0.9963914057801955,872.8 -> 571.8,TAG1,34801.9427261329,281337.237792945,304248.78350819,278042.77917489,235488.054901206,295777.221405057,217948.756347694,248552.936523525,238301.01629634,245532.255554089,22527.7415199281
TAG(52:4)_FA 18:2,-0.34889446331851437,12.46085837961853,2.833694098684645,0.09230581198267036,0.9963914057801955,872.8 -> 575.8,TAG2,453540.29488744,1529322.0322693,1788214.46777581,2038435.4384758,1730492.0507812,2049252.99867622,1715718.99723027,2102360.84879347,2109529.57500418,2000033.69387126,181849.431877112
TAG(52:4)_FA 20:0,0.014788724697098686,6.879246816194433,0.0051007110920409104,0.9430640792958963,0.9963914057801955,872.8 -> 543.8,TAG2,15798.8411178645,24187.4217529231,33232.6618995667,61821.904785162,34419.022277818,34064.342620858,34202.1426200829,39541.0427627639,41315.2826843497,31317.0822105512,6863.2404022191
TAG(52:4)_FA 20:4,0.037630416869573004,11.75673483574452,0.033043206320144236,0.855757025794996,0.9963914057801955,872.8 -> 551.8,TAG2,551130.459358427,953547.783126731,1007206.0693777,1275080.8095699,1038073.2265622,1107373.64822415,980472.561797921,1062031.37812815,1050508.05000295,1014260.40086377,224817.216804479
TAG(52:5)_FA 16:0,-0.3229226348996693,13.519669932165886,2.4283741325998562,0.11915642874890646,0.9963914057801955,870.8 -> 597.8,TAG1,248626.898742694,4411994.70507873,5171659.4490961,3867802.20776365,3614359.30554241,5089066.22485404,4035912.62854017,4150052.42700102,4071663.23266609,3949596.68823169,33542.5619087185
TAG(52:5)_FA 18:0,-0.061129867961187447,7.820029110936094,0.08716887410727747,0.7678076802346027,0.9963914057801955,870.8 -> 569.8,TAG1,25240.4418106253,68302.24414062,65983.144409181,78110.545166003,64974.124389654,71924.865234395,70067.565063445,57716.70385742,72283.205322238,66338.204406719,23283.2014732316
