lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,40GFP1,40GFP2,40GFP3,40GFP4,40GFP5,5GFP1,5GFP2,5GFP3,5GFP4,5GFP5,SolventBlank1
TAG(54:0)_FA 16:1,-0.020012762095971692,8.784906319425406,0.0207670572118559,0.8854153477230426,0.9993451074250049,908.9 -> 637.9,TAG1,92160.06604007,68282.464294428,77215.805480941,77111.12548828,74372.245666511,65882.40478516,71977.28479005,69245.20526123,69243.34521487,64696.52441404,40109.6230964623
TAG(54:0)_FA 18:2,8.689322584467654e-4,8.145698032599945,3.913972119562459e-5,0.9950083274027628,0.9993451074250049,908.9 -> 611.9,TAG2,65240.96423337,49980.643310536,48498.663574224,53701.943847655,50760.943969704,45266.083129874,50162.923461931,45002.143005358,45450.843383751,46237.063232391,15969.6810531619
TAG(54:0)_FA 20:0,-0.05971623871778579,11.404197790067528,0.18498559347108312,0.6671232522572239,0.9993451074250049,908.9 -> 579.9,TAG2,484920.63378903,501884.81738287,539594.7387696,560454.16723646,535107.20751958,435391.23168949,510951.41381805,519569.55078155,417648.68994123,498434.87255876,82887.8854751759
TAG(54:0)_FA 20:4,0.07872434308837105,8.13671914533256,0.3212325561440821,0.570867863732331,0.9993451074250049,908.9 -> 587.9,TAG2,62456.084564219,47368.743774407,53546.743957482,65998.643981936,53624.804138188,43500.783081055,47106.123535153,48077.383605957,42964.302978489,50558.363647455,10775.7207908661
TAG(54:1)_FA 16:0,-0.0020160565984127434,9.990787083764737,2.1082276953166001e-4,0.9884153328822964,0.9993451074250049,906.8 -> 633.8,TAG1,184854.91235353,167971.63256835,203788.55444335,175392.37304687,185592.69299317,152725.59033203,161474.72985841,159965.05249025,158661.63085939,163656.29138184,82943.3457069467
TAG(54:1)_FA 16:1,0.01713123976531295,10.175472849386404,0.015223069668081735,0.9018047649258659,0.9993451074250049,906.8 -> 635.8,TAG1,217483.95703125,191486.87426761,243475.65893551,210588.79565427,211672.03491213,170512.85302736,196455.17431641,185916.63281249,184265.21166994,183313.1320801,80290.0851096978
TAG(54:1)_FA 18:0,-0.08087974068232495,14.08525835752017,0.33934216068837486,0.5602091855477235,0.9993451074250049,906.8 -> 605.8,TAG1,2877771.48486327,2993508.97167714,3397373.7216796,3078708.43749941,3219075.70947156,2790239.28124905,2939322.72851508,2865904.33886836,2773330.61914054,2935221.62939556,1206751.99500285
TAG(54:1)_FA 18:2,-0.0992201147324823,9.792694906350194,0.5105275323701335,0.47491058049729146,0.9993451074250049,906.8 -> 609.8,TAG2,172181.15197756,158718.49133298,163118.09167482,167323.21240237,171720.31249999,134959.80981444,165075.9313965,166806.37231447,140976.59008792,169292.59375002,35515.3223876774
TAG(54:1)_FA 20:0,-0.04604851732577861,12.046428426234387,0.11000445034341055,0.7401390692097455,0.9993451074250049,906.8 -> 577.8,TAG2,739859.71264647,765361.31640645,920622.2658691,840488.85864228,835179.72167979,688974.97094729,787754.65551767,772776.75024443,656574.50341792,780441.43310531,137052.989112986
TAG(54:1)_FA 20:4,0.050545025298257704,7.986641199228941,0.1324185151893289,0.7159375018595948,0.9993451074250049,906.8 -> 585.8,TAG2,52084.183593726,38238.242736817,41553.803039547,74626.065002408,45099.703124973,39189.402526865,44937.583190911,46089.683258041,37360.882385254,43011.743377697,10380.3807678195
TAG(54:2)_FA 16:0,-0.04044693169988306,9.45656864954167,0.0848437641348827,0.7708375423292735,0.9993451074250049,904.8 -> 631.8,TAG1,132943.13012697,113232.76806642,131187.60827636,122329.54931642,126162.92993164,107431.58691406,113717.0284424,115149.90917967,110651.18737792,110594.88769534,57108.8040428048
TAG(54:2)_FA 16:1,-0.017313092778975057,10.055294724980964,0.015547598033663235,0.9007689683180155,0.9993451074250049,904.8 -> 633.8,TAG1,191974.73266603,177960.99389645,210010.31542968,183340.53198242,189915.17419436,164732.95312503,177876.95117188,168545.9123535,159715.45129395,166201.91198729,87236.2465286336
TAG(54:2)_FA 18:0,-0.08092778264495824,14.429366583128424,0.33974641102395253,0.5599756348541733,0.9993451074250049,904.8 -> 603.8,TAG1,3671366.7626944,3736017.0917968,4481237.0664057,3903326.4765623,4008302.1220709,3471721.0947276,3823809.6542963,3672829.8378912,3507763.3857427,3718510.7734364,1513936.22988529
TAG(54:2)_FA 18:1,-0.0782582418482584,14.349135656307888,0.3177043442228751,0.5729905270417115,0.9993451074250049,904.8 -> 605.8,TAG1,3436881.18066346,3604884.01855579,4054657.3369146,3704055.0654301,3857336.15380909,3308470.21533254,3639465.39697413,3460635.3837866,3277918.8408214,3438374.20800732,1477419.08633039
TAG(54:2)_FA 18:2,-0.10322510441592583,13.293696538598548,0.5526999985631846,0.4572165700619688,0.9993451074250049,904.8 -> 607.8,TAG2,1891448.2558592,1821441.4960935,2019676.8271486,1882258.9384768,2011731.9921877,1607127.5703126,1929678.1035157,1946101.6855469,1566385.8789062,1961245.263672,275217.78045275
TAG(54:2)_FA 20:0,0.02160583487973384,9.960946000059188,0.02421343381479346,0.8763430719896377,0.9993451074250049,904.8 -> 575.8,TAG2,194559.53259279,177629.01379392,212298.85620119,197001.85363771,201471.91406249,157440.511779788,172647.23291015,174570.97314455,157468.59118652,178718.57287594,36830.5829773114
TAG(54:2)_FA 20:4,0.10952043311154128,7.818541696637883,0.6215056194562294,0.43048833809735865,0.9993451074250049,904.8 -> 583.8,TAG2,57138.443908696,38794.182800281,36718.482452373,53928.02410889,39989.322692847,33588.74243164,38943.882675173,38268.942810053,32450.722412099,38786.362884522,10296.9608421338
TAG(54:3)_FA 16:0,0.01899763632346569,8.976052725476862,0.01871532401571585,0.8911857518771781,0.9993451074250049,902.8 -> 629.8,TAG1,112281.94702148,77549.505432101,94267.46728517,89897.06616211,87388.406188972,76928.36535645,81162.3265381,79031.20605468,77827.285156262,78255.38543699,39736.2026634168
TAG(54:3)_FA 16:1,-0.030545286843834663,9.538714700204554,0.04838963348200309,0.825889504647718,0.9993451074250049,902.8 -> 631.8,TAG1,147411.65087889,122880.42858888,142012.69006349,124243.06933595,129641.26892089,114460.98840332,122840.529541,119847.28833007,115814.00805665,116474.04846193,59708.6841468603
TAG(54:3)_FA 18:0,-0.13510553689044355,12.224570679280388,0.9466447320745033,0.330574824897863,0.9993451074250049,902.8 -> 601.8,TAG1,781819.93212885,766476.05371078,1127068.03124967,795393.612793,859857.7207035,808885.53662102,846378.96191399,850968.80273434,761455.18164081,858975.6933595,260160.91840743
TAG(54:3)_FA 18:1,-0.09980455894188937,14.652879425745496,0.516691596772489,0.47225637479265936,0.9993451074250049,902.8 -> 603.8,TAG1,4240106.6953131,4367733.0351567,5163897.4960938,4482705.1816406,4653894.225586,4053935.0810547,4492433.1728517,4294326.0664063,4120603.306639,4372945.4355464,1796999.30730791
TAG(54:3)_FA 18:2,-0.006006091416713084,14.275267129845739,0.0018715454352786765,0.9654931910894471,0.9993451074250049,902.8 -> 605.8,TAG2,3505642.24169931,3735307.43261676,4275867.0664063,3904782.46679638,4068136.79638674,3153684.61230566,3693622.59863374,3582874.9345703,3031610.9389644,3592239.76171622,639112.544456557
TAG(54:3)_FA 20:0,-0.05391903160698633,8.366615386298305,0.1507192530438316,0.6978489598106924,0.9993451074250049,902.8 -> 573.8,TAG2,69423.504760742,57744.264282198,65853.884948731,65534.364501935,57770.364074718,54423.384216315,56739.984069788,57393.244018548,52157.343994132,64226.805053728,12788.080883027
TAG(54:3)_FA 20:4,-0.01644014450347916,9.579894460383171,0.014018317854720408,0.9057515359792332,0.9993451074250049,902.8 -> 581.8,TAG2,154526.12988282,135449.04895021,142043.869628895,154199.21093748,155927.67199705,117622.86828615,144411.16918946,136877.30944824,112465.54809571,142153.45007322,29870.4420852746
TAG(54:4)_FA 16:1,0.035935691999519286,9.001443959083248,0.06696470058926707,0.7958085499846094,0.9993451074250049,900.8 -> 629.8,TAG1,116325.508117684,81102.865783687,95941.08721923,90053.926208517,89134.626159694,78820.90563965,83726.52648925,76431.565307615,80861.62573243,78014.505493151,40228.5031585691
TAG(54:4)_FA 18:0,-0.08865415459075317,10.993902615097394,0.40766226914479375,0.5231584362990643,0.9993451074250049,900.8 -> 599.8,TAG1,305875.26293941,337867.52221689,528722.53759787,387446.92504876,355012.10571299,368015.6833498,339664.58203138,363219.76733401,305043.46191396,392589.96826163,86901.1060256846
TAG(54:4)_FA 18:1,-0.12843658185677462,12.436424375254784,0.8555323780392428,0.3549919514356089,0.9993451074250049,900.8 -> 601.8,TAG1,917100.95996102,895915.32080068,1286558.24902329,934221.33789055,984483.98535175,925829.7480471,960738.80175775,972430.1640625,901467.1445311,997826.2695313,306730.021858147
TAG(54:4)_FA 18:2,0.0015856073018328724,14.578730700146043,1.304347242694348e-4,0.9908877162979707,0.9993451074250049,900.8 -> 603.8,TAG2,4404991.8076177,4535698.9453125,5411684.7753912,4784389.5156245,4983301.1376953,3838237.53515568,4509086.99804671,4448748.8574219,3713489.30761511,4477228.5859374,795104.098713384
TAG(54:4)_FA 20:0,-0.012204252838293772,7.859887653279327,0.007719682157826924,0.9299865804801307,0.9993451074250049,900.8 -> 571.8,TAG2,57553.80368042,41573.883087131,38023.482482898,43305.203002932,45256.803527835,35085.122543339,44041.322998058,41277.522766099,34455.902343734,42946.802948009,9246.1806907637
TAG(54:4)_FA 20:4,-0.03786125137351641,13.269609913945786,0.07436843348114053,0.7850794038978476,0.9993451074250049,900.8 -> 579.8,TAG2,1789676.96240247,1839182.0166017,2074311.38085936,1926857.76855458,2003442.31250005,1551273.67138659,1852692.8671878,1827911.2568359,1550997.45117177,1833334.1513672,299978.898849471
TAG(54:5)_FA 16:0,0.061134214242032095,8.540061620762602,0.19375331484093294,0.659810953828214,0.9993451074250049,898.8 -> 625.8,TAG1,102020.147277834,51417.94354246,59391.284118645,59791.624084455,62528.86486815,54792.60437007,56522.243957485,57157.984374992,53698.78387451,54027.383789059,36386.0028762906
TAG(54:5)_FA 18:1,-0.13444478154688488,11.111052133541637,0.9373577240939994,0.332958295063473,0.9993451074250049,898.8 -> 599.8,TAG1,365133.68676749,371324.84814462,557331.69775389,357346.92773437,388072.98901375,391056.409424,374666.74633783,414240.88793939,338810.20239276,425337.25244137,96941.7860565325
TAG(54:5)_FA 18:2,-0.015386370609910714,12.355735457804293,0.012282097846764373,0.9117554164899888,0.9993451074250049,898.8 -> 601.8,TAG2,932299.94824186,911288.04052778,1238615.92291246,1031395.10839815,1080468.33154317,837006.879882891,923117.931182988,999867.9306643,779267.75561498,1029130.13671883,140757.60909656
TAG(54:5)_FA 20:4,-0.01744591352888507,14.01021927076826,0.015790652528266946,0.9000003829035766,0.9993451074250049,898.8 -> 577.8,TAG2,2931775.46875053,3071291.81542968,3490356.02992964,3277380.48095702,3382007.0966807,2526828.09664857,3058425.70995999,2971293.5019551,2569306.12182724,3123626.021484,534656.800903483
TAG(54:6)_FA 16:0,-0.03265298927099562,8.994208707000448,0.05528908592668813,0.8141029345968637,0.9993451074250049,896.8 -> 623.8,TAG1,105035.48779299,78908.64569093,91236.40649414,99848.88757324,80303.105896028,79749.38525388,88435.44592288,75903.645568861,80582.10546873,77956.60546873,42000.6825828598
TAG(54:6)_FA 16:1,0.11197010628108006,8.55849118541541,0.6498505283523732,0.4201661246269005,0.9993451074250049,896.8 -> 625.8,TAG1,101530.847778324,52245.123596195,61490.303771995,65678.584533684,66388.404541017,52244.223510714,57091.30407714,55475.564025898,54395.143798847,57400.244079602,35667.2824973822
TAG(54:6)_FA 18:2,-0.016618057701602663,11.038775452780392,0.01432623253458587,0.9047269470261875,0.9993451074250049,896.8 -> 599.8,TAG2,376341.00610343,393261.30761721,527597.14007167,380008.08813491,417046.0302734,331465.726184834,359935.547210892,423697.0307616,293005.841007183,440455.67016592,49018.9637031496
TAG(54:6)_FA 20:0,0.004524003371988871,8.04462202908387,0.0010609040919007384,0.9740162793585619,0.9993451074250049,896.8 -> 567.8,TAG2,57278.964111331,44033.763305665,45917.403339354,55911.963989272,54193.92340089,38345.602756493,48470.3233413659,47223.643249502,38983.3226509033,49991.063232426,10909.0007972725
TAG(54:6)_FA 20:4,0.005371825620167373,11.749994820670251,0.0014970467673265375,0.9691361999791467,0.9993451074250049,896.8 -> 575.8,TAG2,614166.78222645,622333.92358384,767206.731780932,693677.64355496,704327.31494148,512085.795951777,625146.444183562,634782.60156271,508785.919055734,673869.84960955,111554.627319323
TAG(54:7)_FA 16:0,0.03536566962731999,10.522356636336673,0.06487817366587478,0.7989455916171363,0.9993451074250049,894.8 -> 621.8,TAG1,295365.84228525,239202.37683117,285683.02221689,266203.7585449,260209.12011721,218445.27575686,240829.45825194,228401.03540033,215107.05603027,236097.3984375,119203.748825101
TAG(54:7)_FA 16:1,-1.1397584558965057e-4,9.033384341090288,6.736900104442611e-7,0.9993451074250049,0.9993451074250049,894.8 -> 623.8,TAG1,101554.24725341,79512.64611818,95950.507080105,98851.386596696,95514.1468506,76021.605285639,90925.56579594,79388.7059326,81330.60607908,80434.10595703,44140.1431846558
TAG(54:7)_FA 18:0,-0.09627229646584952,10.881342250212798,0.48071278524702177,0.4880996314892787,0.9993451074250049,894.8 -> 593.8,TAG1,328203.88476586,304092.90063476,362732.32568374,344504.24633799,337307.54370112,300197.73876954,331944.38208014,307946.84155276,296746.48046876,318811.50244134,134701.929088588
TAG(54:7)_FA 18:1,0.11353024932207274,9.180867067003435,0.6682581888455417,0.4136595415287862,0.9993451074250049,894.8 -> 595.8,TAG1,113981.88879393,111299.7282715,132539.548034634,103854.20751955,94832.367004386,84618.34576416,91781.1870117,95832.666809079,83197.14550782,91803.62670896,40071.1827087271
TAG(54:7)_FA 20:0,0.022314665552101164,9.738280991444691,0.025827196142017783,0.872323057726239,0.9993451074250049,894.8 -> 565.8,TAG2,170779.99194338,152867.13037109,177491.752151462,165605.83154293,172814.93261719,132054.068557772,152724.851318387,155055.35034181,124257.488101963,155126.87109376,33337.4023475587
TAG(54:7)_FA 20:4,-0.06526067580980895,9.048401395451153,0.2208478462972039,0.6383946600463118,0.9993451074250049,894.8 -> 573.8,TAG2,98676.16760254,94563.267395004,103639.166393258,104120.366943359,102872.32763672,78590.2254562462,90699.3862152225,103638.90625002,81027.3457755899,105430.36791995,20865.0013504029
TAG(54:8)_FA 16:0,-0.07497325078012117,12.803837467940774,0.2915879998181481,0.5892046952715986,0.9993451074250049,892.7 -> 619.7,TAG1,1209454.41113269,1188971.94457999,1289670.59277369,1263695.78613332,1304354.56469702,1119766.86645534,1222318.26049814,1157286.02099617,1077001.77148447,1150031.78173833,594875.320373492
TAG(54:8)_FA 16:1,-0.007106808392956045,10.740713880765716,0.0026200246593361953,0.959177167001908,0.9993451074250049,892.7 -> 621.7,TAG1,341188.10351568,270481.49780288,329996.50244116,304791.18237297,304684.04296876,258498.53857421,285086.2209473,268244.95825194,264690.79833997,272853.17919907,134845.109466512
TAG(54:8)_FA 18:0,-0.07268632267020958,12.334985620375964,0.2740687785881164,0.6006153682793677,0.9993451074250049,892.7 -> 591.696,TAG1,888105.26171855,875799.95410161,970728.80517545,900019.39941418,948123.50927742,826019.99902334,889404.64111344,834467.00146504,797992.51245113,838371.72021459,394651.088470582
TAG(54:8)_FA 18:1,-0.0824171692135391,11.733702055099203,0.352343015337226,0.5527897932148466,0.9993451074250049,892.7 -> 593.7,TAG1,566840.24169938,565301.73779304,664825.38671882,611673.46337875,625748.34594722,528884.21679681,602105.98193358,566225.76269532,528878.4772948,566081.91333031,246256.217716243
TAG(54:8)_FA 20:0,0.08510667117712217,9.49239431337435,0.37561461594020784,0.5399596150250411,0.9993451074250049,892.7 -> 563.7,TAG2,144781.63024904,125794.28918459,150396.87054062,157980.73254396,145067.57055661,108378.687789941,125007.928504937,126012.34960937,102984.907604234,131032.16882326,27981.0217437675
TAG(54:8)_FA 20:4,0.010334767576764048,8.006734185929288,0.005536339225614029,0.9406868728174194,0.9993451074250049,892.7 -> 571.7,TAG2,60469.684143056,46835.643402104,49052.4433707999,51118.143554683,45241.52304077,39254.7628593349,42060.063266746,51726.184295672,38573.9627380361,46271.743042015,9666.5405960137
TAG(56:0)_FA 16:1,-0.1051756776088763,9.493345371740414,0.5736042788685154,0.448830216166974,0.9993451074250049,936.9 -> 665.9,TAG1,182998.69189454,80631.406005872,178751.45190432,108600.16748045,123932.26940924,94001.04675293,232319.93749998,95925.807434087,109470.467956494,95902.76660155,34314.8625183095
TAG(56:0)_FA 18:0,-0.037568798402609654,9.965846104510879,0.07320733871029006,0.7867228894732718,0.9993451074250049,936.9 -> 635.9,TAG1,181974.03271487,160988.9716797,198270.79467773,179716.53210448,188162.21472169,161081.29162598,172151.77343746,158011.65185549,154014.15246583,163519.17114257,70969.2450446973
TAG(56:0)_FA 18:1,7.563498205110328e-4,8.947473373925185,2.9665673991985386e-5,0.9956542471455085,0.9993451074250049,936.9 -> 637.896,TAG2,94657.886840816,92594.046203608,96525.127014158,95382.687011722,97480.506408691,72840.305358848,78531.165466319,99323.267578126,75337.305114735,88840.006286605,21714.3815307635
TAG(56:0)_FA 20:4,0.07935991352026817,8.380144964532322,0.3264786513339999,0.5677399798064556,0.9993451074250049,936.9 -> 615.9,TAG2,74422.505249025,59026.544250486,64749.884216292,67450.685058611,63640.964721655,47584.003601096,57043.184539812,55671.583862298,48738.363647473,61763.964447029,15863.2211380069
TAG(56:1)_FA 18:0,-0.08738342292076709,10.061648920988008,0.39601377998920384,0.5291551208866616,0.9993451074250049,934.9 -> 633.9,TAG1,193082.49316405,177127.67150882,201116.57470701,184882.03271481,190487.75231932,176831.83337404,183464.11291503,172768.15185546,165326.21118163,174055.69226072,79983.1454353573
TAG(56:1)_FA 18:1,0.04558104185178042,9.994301362281119,0.10776323537311328,0.7427051730396212,0.9993451074250049,934.9 -> 635.9,TAG2,208463.7751465,180861.87146,208412.95434569,207590.27441407,203420.75341799,151401.41149902,184875.873596152,185367.07189941,147505.45129393,181220.35375975,41116.9233245815
TAG(56:1)_FA 18:2,-0.013195134184298117,8.949108638477185,0.009028994188383876,0.9242981311393399,0.9993451074250049,934.9 -> 637.896,TAG2,101129.98791505,89008.166931167,91467.56640623,97286.127014154,101029.18603517,71724.085021975,80754.94580077,102018.14819335,74909.325134297,92182.686523453,19176.7614517249
TAG(56:1)_FA 20:0,-0.010958623891523755,12.316058336800877,0.0062303507220349275,0.937086256357453,0.9993451074250049,934.9 -> 605.896,TAG2,941059.7250977,936924.68481441,1061118.04711912,1003211.13867175,1052893.21997093,812191.98644999,948449.36792013,914479.66943359,791079.25805656,914766.17504895,171530.712757154
TAG(56:1)_FA 20:4,0.06665957585169015,7.945201920703393,0.23029511026811633,0.631305094980092,0.9993451074250049,934.9 -> 613.9,TAG2,62212.564544662,42317.402893051,49084.303405761,45897.823242189,44350.962982174,38470.582641587,39336.802856438,43409.083251948,35922.902465806,44433.42318727,11291.7208824142
TAG(56:2)_FA 16:0,0.010227703918271634,8.626276869111852,0.005423605060968839,0.9412927606702246,0.9993451074250049,932.9 -> 659.9,TAG1,81833.265258785,61522.444885254,70508.604858405,72790.14489744,63737.904479996,60989.724243152,60241.464294411,60458.704284647,59834.563842737,59072.90393067,37016.2224349916
TAG(56:2)_FA 18:0,-0.03515274766604098,9.596787560674642,0.06408962783439165,0.8001451212305223,0.9993451074250049,932.9 -> 631.9,TAG1,140904.85107422,128822.1895752,149791.13012695,137012.17016603,144968.84887695,122775.38879396,127748.14782714,130726.80908202,116098.30810547,126464.57006836,56407.7833404191
TAG(56:2)_FA 18:1,0.03048526425647213,10.127749726760273,0.04820599456252239,0.8262149091239454,0.9993451074250049,932.9 -> 633.9,TAG2,223411.79516603,201787.13421628,230657.59582519,222151.27661139,223432.8773193,170514.792480476,198002.794433614,198712.03234861,168660.172119147,201925.73657227,44363.4232177814
TAG(56:2)_FA 18:2,0.11021774484029523,9.99391844978656,0.6299671761380522,0.4273673541595314,0.9993451074250049,932.9 -> 635.9,TAG2,204905.71520995,186904.61364746,213709.09655764,212970.13574218,217460.35693359,150941.05126954,185487.77172852,179368.17382812,146650.09008789,172755.45019532,37810.3626136823
TAG(56:2)_FA 20:0,-0.024447361251742898,12.06660285246874,0.031006765206257114,0.8602252957345353,0.9993451074250049,932.9 -> 603.9,TAG2,790320.34179652,779625.75195342,905015.13842794,847822.31835953,861043.0498044,658431.9436033,834098.3022462,773279.74951196,652326.15051289,789799.69360331,143980.910011286
TAG(56:2)_FA 20:4,-0.0023356300172904854,7.841632598623207,2.8272973901266596e-4,0.986584546960971,0.9993451074250049,932.9 -> 611.9,TAG2,53511.503814707,39442.402893075,39431.722595227,42800.642944322,44218.622863765,35512.621917711,39216.822875979,43801.563049327,34296.922576884,37761.12286377,11611.7008094787
TAG(56:3)_FA 16:1,-0.040677221205767285,8.78714856267289,0.08579349346234733,0.7695945654280427,0.9993451074250049,930.8 -> 659.8,TAG1,87862.3861084,68200.924560544,83457.58593747,76432.165283208,72766.90539551,68895.5250244,72300.585083,70773.905151356,66936.42407227,66961.265075689,39052.6025199728
TAG(56:3)_FA 18:0,-0.040103457773222516,9.127790662047554,0.0834013872187711,0.7727398019375186,0.9993451074250049,930.8 -> 629.8,TAG1,105043.2062988,87289.12573243,107548.6878662,100588.28649904,101144.08728029,89355.98596193,92631.7659912,88637.04638672,87824.30664063,87830.50622558,43763.9629974611
TAG(56:3)_FA 18:1,0.01942216446715159,10.076293272498736,0.019566737170748638,0.8887538920154625,0.9993451074250049,930.8 -> 631.796,TAG2,213345.234375,194719.23559571,233844.4364014,209817.63574221,213088.57519533,162874.55310061,198948.29455563,189585.27294924,164432.932495102,198097.91406251,39383.7631836074
TAG(56:3)_FA 18:2,0.04730757194564201,10.524747860885334,0.11608954322537102,0.7333150163065163,0.9993451074250049,930.8 -> 633.8,TAG2,281785.09936506,260037.01916502,324664.9636231,287891.53979466,302594.64233399,231926.81542972,260479.378479018,259105.33837891,219954.713378904,253609.25976562,59618.1046790833
TAG(56:3)_FA 20:0,0.0561182445008168,10.341907215668375,0.163351604506488,0.6860893359792661,0.9993451074250049,930.8 -> 601.8,TAG2,246580.01684571,232935.85742186,297603.12182626,268339.15625006,255860.55664055,194990.01281739,237559.79785156,225057.91625978,197278.41345215,233733.81494137,44455.5632972857
TAG(56:3)_FA 20:4,-0.06860660847503552,9.278603162637133,0.2440885429014088,0.621268623743536,0.9993451074250049,930.8 -> 609.8,TAG2,123864.06909179,112479.98913575,118066.488891615,115683.18811035,122765.82885741,94002.526794441,115246.22802736,114366.30859376,95321.06640627,122723.56872557,23092.7016601494
TAG(56:4)_FA 16:0,-0.06149417787387768,8.655813341146805,0.19605388581453553,0.6579250690616165,0.9993451074250049,928.8 -> 655.8,TAG1,87557.48645021,58322.283996585,64778.964355478,71288.20477295,68859.584594723,62809.664855962,60163.284179711,66444.4645996,64135.264221187,62135.744323735,36911.2828865173
TAG(56:4)_FA 18:0,-0.05986412607957955,8.488685179851256,0.1857843669677096,0.6664486607196498,0.9993451074250049,928.8 -> 627.8,TAG1,68714.645935046,54302.183593758,60210.924377432,63251.304229734,66631.324951172,56024.363769528,62263.56439209,56061.643920881,53630.703796362,54691.563842749,32154.7420997508
TAG(56:4)_FA 18:1,0.06417685318920889,9.184950608014756,0.21358152117201706,0.6439746107207011,0.9993451074250049,928.8 -> 629.8,TAG2,117518.98742675,108977.568481439,118574.827697768,112593.22778323,117726.58813475,88371.66503907,98039.66687012,105158.32751464,87421.205810535,99586.30639647,25256.4016532802
TAG(56:4)_FA 18:2,0.004166049422592096,10.101327800438735,9.002759951499684e-4,0.9760633848999724,0.9993451074250049,928.8 -> 631.8,TAG2,209037.67419432,191642.19470218,230972.75524905,213659.49414062,219100.55590821,169998.97143556,202793.47277832,190093.09350588,160206.45190432,200386.6940918,47876.1035575622
TAG(56:4)_FA 20:4,-0.13236482124476737,12.73843929638082,0.9086563108030532,0.34047119052490254,0.9993451074250049,928.8 -> 607.8,TAG2,1280285.4121095,1198184.226562,1391088.9218751,1286997.5097655,1344145.6044919,1052497.13671866,1430993.2880857,1312979.7929688,1066279.4003907,1350152.6171875,178854.712318477
TAG(56:5)_FA 16:0,-0.11435320391404277,8.55606513100596,0.6777952918237702,0.41034694274735845,0.9993451074250049,926.8 -> 653.8,TAG1,81318.265564005,51803.143737777,58703.724121057,62421.024169939,61820.424255346,58205.243774392,59313.684692382,59141.883422829,58967.904357909,59430.84375,37712.3029365543
TAG(56:5)_FA 16:1,0.013161483464041746,8.70201675700724,0.00898157494714269,0.924496585593913,0.9993451074250049,926.8 -> 655.8,TAG1,87545.06640628,64948.464233393,72411.085083,68058.704345667,72436.585144075,60178.844787602,64100.46447754,63710.86401366,63206.16418458,61847.36450195,41472.7828445316
TAG(56:5)_FA 18:0,0.05409320359140079,8.246779285115325,0.1516719940244684,0.6969426343372573,0.9993451074250049,926.8 -> 625.8,TAG1,70052.524139383,47559.963439928,51235.843627923,53752.684204121,50966.184020999,41269.882873509,48642.023193341,45167.203125006,48033.963256806,44458.123229983,28556.1417312576
TAG(56:5)_FA 18:1,0.08171965382218238,8.701161584107572,0.3462285079074263,0.5562558842023375,0.9993451074250049,926.8 -> 627.796,TAG2,87812.88635252,75449.745239219,79647.785583492,84742.50634765,80772.525939956,61397.704223631,71083.46472165,70135.36486815,61339.22381588,71438.344665526,21379.5215415948
TAG(56:5)_FA 18:2,-0.005281540788046753,9.169428119583888,0.0014466495576925809,0.9696598985317723,0.9993451074250049,926.8 -> 629.8,TAG2,121161.8092041,97503.086669924,111214.50769045,114628.08734129,115516.76843264,88131.746520984,108351.74755861,101399.28735352,88497.685852086,101711.84741208,23262.4217224134
TAG(56:5)_FA 20:0,0.04544609419252351,8.067623578044183,0.10705518882809884,0.7435219963602723,0.9993451074250049,926.8 -> 597.8,TAG2,61962.724060025,46494.30352783,51292.823120105,54174.964172349,48926.483337391,42090.002807632,48152.763488769,44921.483154291,37204.082672101,48794.943359362,12469.1007804822
TAG(56:5)_FA 20:4,-0.021253750604117785,13.61322215580976,0.023435843279003166,0.8783291170973324,0.9993451074250049,926.8 -> 605.8,TAG2,2303248.9028331,2310523.24951117,2652776.13232369,2427223.40527381,2556416.80078124,1986813.96826162,2351170.92187527,2282408.7197263,1917658.70751949,2289501.56103515,410108.490219102
TAG(56:6)_FA 16:0,0.0036710733762948013,9.351736633773681,6.989340356540197e-4,0.9789084951035283,0.9993451074250049,924.8 -> 651.8,TAG1,160196.01025393,98260.00659183,111813.30804442,120146.60827643,99571.68725585,97453.1069336,101175.06652835,103563.86743164,101982.50744629,103197.30737303,55226.0236091643
TAG(56:6)_FA 18:0,-0.052132231778963777,8.836579354207212,0.14091669772022897,0.7073713861535739,0.9993451074250049,924.8 -> 623.8,TAG1,89018.34637451,69060.404785158,77007.94519042,90029.346862802,73231.26507568,68818.704223596,75040.825317375,70752.02502441,71118.34460447,71633.56506347,41721.5230979682
TAG(56:6)_FA 18:1,0.08104383358302183,8.210836381648587,0.34044377114253166,0.5595731807575685,0.9993451074250049,924.8 -> 625.8,TAG2,75161.524963356,51168.803161613,52230.243408181,56679.40405271,53747.523803716,43311.183105464,49704.023437484,50416.403869617,43374.682861322,49881.943359378,16667.6011733979
TAG(56:6)_FA 18:2,0.07388038908538713,8.763059424350798,0.2830032796968851,0.5947394834822964,0.9993451074250049,924.8 -> 627.8,TAG2,92427.96655278,81868.065368651,85929.086181625,85688.44531253,82758.46557618,65340.204833958,74541.76550294,75610.36560059,64482.18444824,74129.425415045,20206.6414680526
TAG(56:6)_FA 20:0,0.08804948857112377,8.170411060928869,0.40183215014729967,0.5261445720223192,0.9993451074250049,924.8 -> 595.8,TAG2,57930.244018526,54432.744018581,59163.543884261,60093.044433598,54165.463806155,43212.363037092,46612.383117639,51515.423950213,42148.183105461,50396.904052743,13222.0210266179
