lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,40DP1,40DP2,40DP3,40DP4,40DP5,5GFP1,5GFP2,5GFP3,5GFP4,5GFP5,SolventBlank1
TAG(56:8)_FA 16:1,0.9165830976253175,9.806517107788148,6.019934432974423,0.014145172229823309,0.028419132067201914,920.8 -> 649.796,TAG1,665046.823516879,405715.798767086,518954.345336866,388844.262390127,559752.896972666,279578.00122052,317565.74096704,287816.21923842,301165.84082039,297413.89843753,125655.708358793
TAG(60:6)_FA 18:2,0.9162477381806118,6.820096375411563,6.0149940708887755,0.014184826182401883,0.028455621008333473,980.9 -> 683.9,TAG2,76761.205612266,59339.903808587,59856.263549854,71499.704742465,61490.42367553,36209.242797841,40068.462890627,37643.142639159,36339.202331526,40319.462829584,11757.6208801274
TAG(54:4)_FA 18:1,-0.9108555245572059,10.612993187990048,5.9461702897524455,0.01474929549326271,0.029543218204356774,900.8 -> 601.8,TAG1,510505.43249518,399307.60876456,445490.852355853,405235.971374494,523395.88439949,925829.7480471,960738.80175775,972430.1640625,901467.1445311,997826.2695313,306730.021858147
"PIo (38:4), PIp (38:3)",-0.9082732179736815,6.040819111956864,5.911833277899177,0.01503951258315908,0.03007902516631816,890.5853 -> 613.5853,PI,9414.7607231107,40958.0223502813,19802.1413459775,13775.080947864,17048.5010452281,36366.382904056,44552.823043859,40413.722564676,42505.182952841,33402.44219972,14701.041076652
CerP(d18:1/16:0),0.9071492546897789,8.04774245167238,5.898408272619463,0.015154574238184192,0.03026343332029543,618.5 -> 264.3,CER,226169.877288823,128236.348754902,154354.230133057,132692.568954464,130673.470092766,87630.8870353351,91265.3869551976,87878.166564928,92897.7067336659,85168.506256052,31057.4023323138
TAG(58:0)_FA 20:4,0.9067291500974894,6.9397425859828035,5.892701033195635,0.01520376353410342,0.030315938131254407,964.9 -> 643.9,TAG2,90948.567718496,60252.704498303,62557.185150177,78679.705108626,66359.164428738,39961.502868665,41365.682800305,44783.903106672,39771.802520757,43330.982971211,11137.5008811925
PI (42:5),-0.9043222099685154,5.611457785018911,5.860828082359013,0.015481508721398054,0.030823334657339885,958.6115 -> 681.6115,PI,6021.2004966744,27254.9820633019,14859.2810363727,10995.8807640099,12990.0008735635,25877.2017135577,29348.021697993,32111.501983644,27397.061950676,27573.90182495,13584.5409545889
Lyso_PG(15:1),-0.9032657387381237,7.153416290911018,5.848460623188316,0.015590683271972113,0.030994091069205823,486.2488 -> 297.2488,PG,13345.8010749845,89248.506103533,52762.083679188,27999.1418304407,15438.080894472,72560.58483892,74884.765685998,74370.185974146,76886.384826605,73474.865081717,66896.784149148
PEo (34:2),0.9024413107162559,8.241870920127111,5.83834438673739,0.015680574655911193,0.031126058237520866,702.5433 -> 561.5433,PE,192272.65429684,156004.45190435,168279.35144052,191045.271728587,175707.45397944,104283.386459334,93109.14678958,136514.989639297,81237.885253828,105223.105835003,23853.201828001
PC (44:4),0.9022156693008784,5.2612019491532225,5.833743795484224,0.015721631323608053,0.03116083813242075,894.7 -> 184.1,PCandSM,39146.1420898275,24806.3216018622,6010.5804557811,42834.6029052924,3127.5002288808,11090.7806472765,16060.601184844,12154.9409599344,12887.7008018501,11423.9008979727,5952.2604293821
PC (44:5),0.9018191449832413,5.325770481293965,5.828808972320928,0.01576579390257865,0.031201660877450126,892.7 -> 184.1,PCandSM,46135.0427284268,28365.1419143511,7435.2204856871,38724.7225303623,3129.5802116386,12446.720874784,16754.3810424832,10753.9007911636,13063.7808876087,14098.3009605334,5463.140354157
PI (38:6),-0.8974923175764031,6.1951296995974205,5.774537887741417,0.01625999494154797,0.03213169149643211,900.5332 -> 623.5332,PI,10250.7006683368,36663.222648612,24066.1416358836,13061.340877541,20250.6216239952,42373.863159167,43562.343353259,40836.422943143,41615.542938239,37916.182449342,24574.402084356
TAG(52:4)_FA 20:0,0.8954338406325754,6.414673166254711,5.748804910571209,0.01649987774529783,0.03255713581933581,872.8 -> 543.8,TAG2,77788.225997918,40955.92311097,41242.942924499,47181.223915099,44902.383010863,28879.5820655813,29671.0819511369,30298.462097171,25033.9416770928,33055.982452397,6863.2404022191
PEo (36:2),-0.892562250606122,12.455135572268562,5.7134075820067665,0.016835828466818577,0.03317059061021994,730.5746 -> 589.5746,PE,2221005.46746877,1194598.64245616,2156080.90441844,1269679.86584532,1675625.25219786,4487030.93518109,3054995.87292565,3481178.34753386,2423920.0495617,3942954.8566896,822351.2499999
PI (40:1),-0.8912849904550771,6.29874984166003,5.696327665584477,0.01700044697468505,0.033445158684224374,938.6428 -> 661.6428,PI,8776.3405799879,52818.123153728,19119.6413612348,24176.0014495865,17871.8411331154,38514.443115207,67071.004837025,45655.083343525,39598.042846675,45191.602981571,17584.261047359
TAG(58:5)_FA 18:2,0.885998277096565,7.326850883081512,5.630514518851896,0.017650449999385504,0.03467239732816974,954.8 -> 657.8,TAG2,158055.529510528,77917.345184336,76574.504913412,78054.945739742,81708.325866731,51678.003723153,59320.924011212,58770.864135738,49991.683471652,55786.86468505,15755.2809181227
PC (44:0),0.8849657319018888,5.189103248805077,5.6160288000513106,0.01779693023666434,0.03490834908643494,902.8 -> 184.1,PCandSM,35874.0625572289,27687.9019241275,6456.4804801938,35720.4825935417,3471.740272522,8206.7805633525,15352.2410201918,11961.7608184877,12980.8409805323,11597.2607917798,6788.5604743993
PI (18:2),-0.879891294192171,7.254620142865946,5.5542505653206735,0.01843586420417964,0.03610811273126308,614.3036 -> 337.3036,PI,16649.421028136,64341.244995101,48145.163177478,20941.0413513178,77436.465515152,102148.688201874,102089.927551219,87252.446426424,97913.448791564,83936.004974315,21166.5216217
TAG(60:4)_FA 18:2,0.8787143080147416,7.249454270003638,5.539668645371705,0.018590102316907997,0.036356418711353304,984.9 -> 687.9,TAG2,83144.605896008,77411.984908985,70561.645904551,119794.530975411,87864.84553534,51557.283874498,55119.583862281,53899.043640133,49460.903381329,54176.543884271,11973.7007904057
PE (34:5),0.8764548493420068,8.57145599166688,5.511915070481791,0.018887355400586173,0.03688327219819483,710.4757 -> 569.4757,PE,570657.873108888,133999.149902311,118766.46911619,147148.650329539,126930.688781754,103936.68640143,102598.326110802,136930.648315424,152287.789077821,126143.309188793,75201.865966777
CerP(d18:1/12:0),0.8738817448011277,7.965509650761122,5.479980046330638,0.019235478568408383,0.03750776675194801,562.4 -> 264.3,CER,185470.59234618,125718.947616576,151462.729370161,116141.548309321,134215.269363435,85825.065650933,90246.646591183,80840.605255093,84257.326095536,82315.9855576034,33309.3823814498
PI (30:4),-0.873725479868329,6.1471290956601425,5.4772110681556105,0.019265973883094114,0.0375119844429656,792.4393 -> 515.4393,PI,8160.0605888368,40769.942398057,22208.7216949404,14608.8610267534,19647.7813949597,38569.082572931,43335.543106074,43334.442855793,42636.2625961139,35557.2823676916,20489.7612838758
TAG(58:10)_FA 16:0,0.863727748224632,7.141034002228839,5.354966418154618,0.020663332231164795,0.04017364445530424,944.8 -> 671.8,TAG1,113272.807312021,73775.485870399,71066.204208367,65574.284484825,66976.44483947,43217.323333755,50020.703063963,45097.48352049,45370.462921152,47358.963256838,30070.5621833703
PIp (42:4),-0.8620275875402885,5.9975616795274584,5.333494032842594,0.020919406543489318,0.040611868421671346,944.6322 -> 667.6322,PI,8872.0206031808,35950.7628021288,17786.9012603829,14571.3810348539,16934.4012413003,28055.3418006907,62713.163635248,30850.562606822,31686.702339165,27908.06172943,20524.9013824444
TAG(52:1)_FA 20:4,0.861058243292342,6.539046858792869,5.322166021401473,0.021055822707580895,0.040816851046613624,878.8 -> 557.8,TAG2,96840.106811578,39713.402923599,42753.942657454,47739.143188492,43967.043258672,30365.1021690228,33097.042575836,35845.102478028,25638.4218025223,35841.942718494,9947.9006500232
"PIo (40:5), PIp (40:4)",-0.8606515386666488,5.885839646993317,5.316628571129683,0.021122841477131067,0.04088690367795546,916.6009 -> 639.6009,PI,8426.7405853326,33912.5424423132,17347.8012351982,11196.0408019972,16730.7411727919,31820.762237541,35353.162704483,37395.102935809,30793.1823806823,32140.282356264,18327.2013626031
C32:0,0.8592750604864239,10.033024208960374,5.301128176091879,0.021311616601578244,0.04119208814670014,479.4 -> 479.4,FFA,568539.055847062,515528.998191758,541906.535415756,640806.524719169,540823.955215576,422144.446266044,374139.485633768,261691.519394065,360701.428935945,278353.761863522,244422.877319133
TAG(58:8)_FA 20:0,-0.85832449092675,7.968401965082575,5.289352844620225,0.02145619200940333,0.041411076123104976,948.8 -> 619.796,TAG2,112256.906890863,68125.304580743,66551.785186784,70805.805267304,72151.844909656,131542.948486347,159832.891479505,167705.1726074,138887.390258785,170037.23315432,38594.2029685938
TAG(60:12)_FA 18:0,0.8577888771378808,6.690831344348095,5.282437776572692,0.02154156686535898,0.04151533410441818,968.9 -> 667.9,TAG1,72915.54571535,50633.443695044,48828.063903802,56844.704772943,53482.163330075,33777.382293712,36233.342773442,32102.482147201,33534.002410875,34385.362396211,21342.0015678476
TAG(60:10)_FA 16:0,0.8545873897747156,6.507261141735257,5.243540208179695,0.022028403146619135,0.042391868846110084,972.9 -> 699.9,TAG1,70927.205459583,41923.823272717,41091.783081047,48616.563400256,45425.32351685,30581.82217407,28715.861999509,32281.402130134,27637.661743164,29793.602081306,19861.1214828429
PG (38:2),-0.8540144253839468,8.486065594024154,5.237225276552273,0.022108508737755807,0.04248427513612291,820.5798 -> 631.5798,PG,113938.827590891,363429.772155791,113618.767456087,56701.123580922,10975.8607597404,185003.413574357,254086.378631669,234428.415405209,221047.63720696,222162.114074646,43269.962707529
PEo (34:3),0.8510407689560068,8.035054963347093,5.2012468833745515,0.02257069218632011,0.043309560079257715,700.5277 -> 559.5277,PE,187126.574768001,126861.009765582,141350.510009819,155809.028869732,140920.70904534,85593.186111537,73674.184753409,108180.307891895,81284.86605833,106938.227798413,26498.422042837
TAG(60:11)_FA 16:0,0.84896322431255,6.53715595147314,5.17572784492387,0.02290457393893495,0.04388662213480445,970.9 -> 697.9,TAG1,75286.705581725,42395.342742921,40649.322753919,53794.103912342,41339.562423695,32555.862487798,30554.722137452,28867.242034914,29018.362182606,30860.661926281,20981.861248007
TAG(60:0)_FA 20:4,0.8459909432402765,6.754559815417566,5.140202069728275,0.02337792694913259,0.04472886601250224,992.9 -> 671.9,TAG2,81165.1052016823,68429.6036873073,61847.6036758488,48134.3032760696,56822.303817767,39725.302917503,36860.9825324943,37134.0426101483,34180.562561049,41177.9028663497,9694.9607620259
TAG(60:10)_FA 18:0,0.8438543818327753,7.0431110937212065,5.11471344455272,0.023723783930638304,0.045325093685663946,972.9 -> 671.9,TAG1,103014.586456213,67964.164840715,68591.585601768,62180.344070437,63538.864761377,42956.74310301,44017.383117682,44845.363037099,44241.103698731,43339.42306518,25948.301765443
"PIo (36:5), PIp (36:4)",-0.8430582044026521,6.222557043984549,5.104735832288497,0.023860612255968385,0.04552082222896562,860.5383 -> 583.5383,PI,10411.540702821,39177.3229675084,26202.9019203318,14161.421195985,22711.9614067032,40569.863159181,47210.503517192,44756.303466818,42048.863357541,41150.922805787,19693.7614593528
TAG(58:9)_FA 18:0,-0.8425738250706248,7.979687551835352,5.0996375594234,0.023930843341618324,0.04558911738748584,946.8 -> 645.8,TAG1,97326.567626886,60308.603851331,62670.404785127,69829.445129373,72369.664611836,132695.24890137,152402.61083986,140399.20959472,142801.93054199,143870.47033693,77640.3454704249
PE (32:0),0.8392297203313818,12.05157666273622,5.0600750543326285,0.024483177681959494,0.04650749964263181,692.5226 -> 551.5226,PE,1929025.78857456,2918388.79052721,2957314.50659156,1869497.93591308,2543045.9526372,1249389.38598646,1615380.88946552,1592692.82470711,1427306.58166512,1577468.863159,391165.708435067
PG (20:0),-0.8394674759141579,6.8324695402734505,5.062326327749814,0.024451395347144418,0.04650749964263181,572.3294 -> 383.3294,PG,19696.2813682665,85518.986145057,50621.483032179,23373.0217170729,10467.0407066308,73308.3849334337,74658.8046646648,62671.4438285676,65462.4447174168,59284.1644096014,25583.5016174507
Lyso_PI(18:2),-0.8382589468385725,7.269843322605311,5.048084538168043,0.02465317747722532,0.04676333378201479,614.2962 -> 337.2962,PI,15986.861251823,65006.084411608,50994.523910534,20690.7416343693,80386.264816243,103357.845245322,103193.38679501,85327.907073993,96411.068206736,84133.085098304,22133.46162415
Cer(d18:1/16:0),0.8364428377420561,7.7696613929947285,5.02668979323073,0.02495955925126639,0.04727676172915121,538.5 -> 264.3,CER,124981.149169893,110684.108184794,136699.449768111,116326.40850828,120608.087982162,68937.4648971544,77289.8855819621,78289.1451797551,76982.705535885,73482.564865113,30307.3021545384
TAG(56:3)_FA 18:1,-0.835590793844035,8.212246912976891,5.0166666312343295,0.025104452281884494,0.04748327831602153,930.8 -> 631.796,TAG2,127214.249664243,78197.985168459,76842.685974119,93462.707611104,91797.666686954,162874.55310061,198948.29455563,189585.27294924,164432.932495102,198097.91406251,39383.7631836074
TAG(60:5)_FA 16:1,0.8338766781709032,6.411269923698904,4.995812451008646,0.02540872237000098,0.0479902259884184,982.9 -> 711.9,TAG1,66217.485427859,43033.962921139,42994.7835922279,42327.082885763,39182.042861929,27102.261901846,26699.082015987,27374.761810294,30534.902221667,29324.002227783,17949.8413391122
Lyso_PE(22:1),0.8296909264402125,4.339619659376554,4.943857581015436,0.02618353731579899,0.049298066605064424,536.3638 -> 394.3638,PE,30529.4022369468,12732.7008819532,9243.6406250005,2748.2402153018,2157.2601432807,2214.2201576238,3867.140258788,6169.9403762835,7156.4805374163,12307.5408668521,6477.7204208365
TAG(52:1)_FA 18:2,-0.8294258215055414,8.429926093080098,4.943931236969547,0.026182421659808622,0.049298066605064424,878.8 -> 581.8,TAG2,142988.230011026,91188.487304631,90071.246887208,113458.78820799,105724.427520744,188523.273689277,224596.517200424,219354.15502932,191055.073715182,234788.97558594,47482.3033409175
TAG(60:5)_FA 18:1,0.829286012077065,6.826540250264567,4.941922246599461,0.026212869252239694,0.049298066605064424,982.9 -> 683.9,TAG2,81107.185119619,58688.084579486,58478.783569299,65262.704559346,62931.16436774,37850.682525647,44291.622985855,41803.222595205,36355.662445081,40687.362945551,9757.0007362367
TAG(56:7)_FA 16:0,0.8282262538698586,9.71332788872631,4.9299491553513235,0.02639509417864261,0.04957036126598981,922.8 -> 649.8,TAG1,614547.348510762,356960.37432866,461990.228637758,354228.968231212,528250.112609813,276321.75903332,310090.88256847,292913.30151372,274123.83886733,291226.6003418,121532.529281592
C28:0,0.8278958875653889,14.611599834384368,4.926152539415142,0.026453151446859516,0.04960902622612181,423.4 -> 423.4,FFA,12550596.911202,18012963.3423838,12997536.1283346,14832067.8818289,15462648.1467894,157612.770446744,8102901.33940899,13633561.1171265,12365048.6641993,11184598.3163987,866714.910873862
C16:1,0.8272558972512504,10.176548597564723,4.918571082253948,0.026569483420575975,0.04963252933938896,253.3 -> 253.3,FFA,552709.3190919,492354.07775879,529588.81835939,546139.298339779,670467.48815916,387448.046752799,375614.86743158,344366.805725039,351805.463867199,294838.480835007,448718.250610343
PC (46:0),0.8275049485092443,4.21394884285763,4.918008013555692,0.026578144487633515,0.04963252933938896,930.8 -> 184.1,PCandSM,20997.9614524761,10432.4408187885,2937.0601768493,16899.6009368857,1877.0001525873,5525.5603523244,7559.0005531282,5481.0603866567,6043.0204162602,6023.6404190088,4281.7602996837
PCo(44:3),0.8276507438169756,5.7161772673018225,4.922076468306841,0.02651562985881062,0.04963252933938896,882.7 -> 184.1,PCandSM,52802.3833579713,38518.0632438683,8686.8805809038,55401.1237602341,3783.2003135698,15408.4613533011,20529.1015319853,14352.3810958912,20990.0613975548,19648.5011520345,6940.2204704267
Lyso_PG(18:1),-0.82598882746418,6.720799466123892,4.9031109442847765,0.026808358900941017,0.04999192561245902,528.2958 -> 339.2958,PG,13944.3009605419,72467.085144049,44298.923126209,21159.2416801475,11330.3806228653,55158.1242218091,61523.004409775,65963.224624644,55303.9439773804,50925.303634632,37613.462448121
Cer(d18:1/20:0),0.8231301872840047,7.716666113214322,4.870031795681825,0.027326996947986227,0.05088740359934425,594.6 -> 264.3,CER,143233.029800445,107100.187927222,121074.88825986,106518.347541794,105371.367324837,66406.704669948,72823.7658233438,71103.484458912,75487.6854896442,72306.8849029649,35470.5021095181
TAG(54:3)_FA 18:0,-0.8185513329454551,10.434118085866608,4.816962388520324,0.02818096649033723,0.052403932069110246,902.8 -> 601.8,TAG1,473909.311340392,380198.728515494,423142.93615733,358387.84887709,480041.49768075,808885.53662102,846378.96191399,850968.80273434,761455.18164081,858975.6933595,260160.91840743
Lyso_PG(20:3),-0.8162669455679943,6.528785364434601,4.789771728504604,0.028629220513278483,0.05316281621259567,552.2958 -> 363.2958,PG,12872.8408813392,60799.463928222,33572.742401115,26131.781936641,11058.0407104463,67030.5052756919,47787.563468903,45896.9836883589,44066.823097165,51042.923797572,30014.282440185
PIo (42:2),-0.8150104522743741,5.584313748869108,4.774554272310979,0.028883322499855306,0.053559550405894156,950.6792 -> 673.6792,PI,6946.9005203262,28679.4620895409,16374.1011886614,10986.8806991487,11997.0408287046,25832.221641541,31161.46258545,28792.182174689,27638.9421310361,24454.801757816,12509.760826111
PG (28:1),-0.8120418629514317,7.2599705091832245,4.741285996288525,0.029447051443390073,0.054528526029438404,682.4389 -> 493.4389,PG,25190.201652541,151339.04946892,58754.584320124,23046.68173218,13349.861038208,86315.905761652,109279.868942324,89302.746047976,86890.425491254,85262.565124534,28848.242172249
PC (44:1),0.8062565626787911,5.250315953787793,4.673619032151521,0.03062931901550124,0.05663857315156933,900.7 -> 184.1,PCandSM,41212.6429786679,24521.6813049367,5099.060390471,38448.9229469462,2894.2001991267002,12992.4008712833,15996.1613388156,10883.6406364449,12286.0208435096,13143.7409591707,6550.3604545576
PI (32:4),-0.804998649582924,5.850710736825517,4.659643276130339,0.03087960639000643,0.057021755732731536,820.4706 -> 543.4706,PI,7872.1805458097,31898.242294313,17619.0810737617,12339.9609222377,18130.6613655077,29816.082153317,36235.542587288,33279.3416290308,35540.602645917,28624.001846304,16256.8811035198
PCo(44:4),0.8017505677710798,5.775802222670623,4.6226573973431755,0.031552319538676286,0.05818282878719694,880.7 -> 184.1,PCandSM,51459.2837944006,38872.2031211909,8252.4805297837,54681.5432548312,7512.4205856314,15506.7210082964,22330.7215156583,19012.5613784682,19659.7210082958,18018.401134496,9051.2406234707
C15:0,0.7996876155331318,10.859409237549718,4.600247995804239,0.03196733167112869,0.058828099099563234,241.3 -> 241.3,FFA,830215.07775881,720094.952392599,777648.55859364,1017822.79199217,1353398.37158197,741519.689269918,626933.481994456,562264.163635109,631080.02178949,514001.976562338,450358.310180601
Lyso_PC(24:1),0.7996622166731352,5.886786183435414,4.598973177928826,0.031991111292813845,0.058828099099563234,606.442 -> 184.1,PCandSM,91364.765144231,35650.7623977573,12503.8609504738,31297.58203124,3470.4002227765,22574.601531983,22765.241653452,17847.6013565019,19287.64131927,16695.221191418,13131.8209457439
C22:5,-0.7988748831883562,12.690376200267089,4.591043479827935,0.0321394418525201,0.059018891834586154,329.3 -> 329.3,FFA,2083437.36730972,1615226.29760765,2028339.36474657,2310955.08459481,2124723.9360355,2045035.71173093,1853808.69000285,1544529.1550904,12668883.9761352,1086135.55865576,1227060.36761492
TAG(60:11)_FA 16:1,0.7969498440601772,6.5186916569405575,4.5685501123161885,0.03256411501652569,0.05971591174775625,970.9 -> 699.9,TAG1,67741.985046426,42060.54284671,40738.642593392,50919.683929436,46382.903457629,28630.982025149,34211.782623261,28551.381927484,32355.562194827,31766.322326658,18402.3410720827
TAG(56:4)_FA 18:2,-0.7965126507629541,8.25776845389253,4.5640720071805845,0.03264935824716211,0.05973192425309423,928.8 -> 631.8,TAG2,130602.848724354,79453.705627446,79799.564453105,100048.587707526,94794.665710428,169998.97143556,202793.47277832,190093.09350588,160206.45190432,200386.6940918,47876.1035575622
TAG(60:0)_FA 16:1,0.7964812442299476,6.75640890524218,4.563352488038774,0.032663076404259986,0.05973192425309423,992.9 -> 721.9,TAG1,80081.026107818,50567.303924548,55055.604461658,53986.463775638,55027.4436950594,37580.703033454,38842.342590306,34928.302215566,37954.862579348,35323.422393781,20122.3815307604
PGo (34:0),-0.7954651867037486,7.387296458014086,4.5520175700362415,0.03287998086582782,0.0600456478156635,754.5692 -> 565.5692,PG,53067.122940077,113333.367736807,46237.5036125265,27533.761978149,10608.9206962529,91829.187011695,83160.645843467,95342.526062001,83611.807128876,67309.045074444,82031.646820037
PI (40:9),-0.7939749156264724,5.970363947356277,4.5345626106658585,0.03321694443662634,0.0605774578982001,922.5176 -> 645.5176,PI,9319.8806266795,38452.7829437364,20504.7013740557,12316.1808433522,17357.8412323019,32441.842285149,39851.822906489,34223.062210091,35693.642959581,35513.062530539,17329.201087942
C14:1,0.7929385355660082,12.155165511191608,4.523891003555036,0.033424732010478464,0.060872551832013046,225.2 -> 225.2,FFA,2482849.31445273,1793422.02636723,2057005.19140632,1651320.48291027,1717402.27587903,1338198.2573242,1220790.00781245,1309913.2338869,1139728.74169921,1056816.25463869,2887207.9609368
TAG(58:8)_FA 18:2,0.79188399932972,7.787154388381839,4.511766686868441,0.03366245404515671,0.0612212763128949,948.8 -> 651.8,TAG2,174397.348754867,100316.646911639,112687.367736944,111298.547271764,126761.769256546,73136.346191395,85436.106018058,81080.866394045,70920.764709504,85838.966552752,20384.6214370639
TAG(54:0)_FA 20:4,0.7912223011060429,7.010454874520242,4.504136441321407,0.03381296570112911,0.06141065375623448,908.9 -> 587.9,TAG2,101687.506027208,64603.644927998,61041.084045396,68482.144592225,72519.284606917,43500.783081055,47106.123535153,48077.383605957,42964.302978489,50558.363647455,10775.7207908661
PC (46:1),0.7898913912479013,4.341210549282877,4.486723119288655,0.034159094790973336,0.06195430342910781,928.8 -> 184.1,PCandSM,22655.8419571024,11694.1409072874,3949.0402221678,18491.6612243667,1758.180118561,7126.8004989628,8936.3007507329,5979.1403656013,6586.1404952995,5961.220409394,4016.6602973934
C24:1,0.7879640577598004,10.356267201018593,4.467964180999843,0.03453611777537151,0.06255242125115168,365.3 -> 365.3,FFA,895929.664245627,871014.181640705,756476.013870245,811060.316684744,360075.365348786,491584.813201908,481642.611022824,384247.410095199,511704.313629098,367163.145355268,253287.736496012
PG (28:2),-0.7864554401390874,6.886963454908361,4.450569792371313,0.034889603730945004,0.0631063324313814,680.4233 -> 491.4233,PG,19202.5213737531,92205.666686953,41195.423034666,19645.8012428279,10615.5407257052,61409.304229715,66445.76425164,60897.86425779,59469.243225066,58904.3438263,51406.322807299
TAG(60:11)_FA 18:0,0.7861454495349582,6.611950897622484,4.447038730848362,0.03496182219051802,0.06315068564835724,970.9 -> 669.9,TAG1,74012.345520027,46499.883575412,45849.143493665,49519.443908693,48127.18357849,34727.402648926,34380.82232666,31933.562103263,31401.001983644,33630.762237564,20291.3214492789
PC (38:3),-0.7853335649105356,8.923062531964836,4.438452916133315,0.0351380751348475,0.06338257694623718,812.6 -> 184.1,PCandSM,248450.617935016,251435.720336873,32985.1022377112,202110.193855302,17141.8211746161,326910.357910027,239703.358337395,259955.134765787,234898.493408154,213425.294769225,198439.99389647
PI (22:4),-0.7846621409790244,5.189269680575834,4.429471676671653,0.035323440354370225,0.06353889585513395,666.3349 -> 389.3349,PI,7208.6405944877,27555.521774287,11835.3008346569,8021.2206077542,7177.5805473323,19980.661460879,25395.8617744437,21463.2612686148,19497.341480256,21207.621505733,7221.2204933148
PI (30:3),-0.7843241608119544,6.0213687466896095,4.4263163545301145,0.035388806106954024,0.06353889585513395,794.455 -> 517.455,PI,8945.8805694588,36778.4822998,19016.1014099171,14926.6010170006,18791.7013740538,36518.122085567,41123.742294317,33161.462654106,34108.0822524968,34495.742279044,20848.7416687011
TAG(54:5)_FA 18:2,-0.7839100296181417,10.52704166333203,4.422661141969002,0.03546468582850754,0.06353889585513395,898.8 -> 601.8,TAG2,475838.55895978,413202.7303467,492637.07653818,427154.70654306,568243.60168472,837006.879882891,923117.931182988,999867.9306643,779267.75561498,1029130.13671883,140757.60909656
TAG(60:12)_FA 16:1,0.7845758576308935,6.533487780779749,4.4294683232010925,0.03532350975788943,0.06353889585513395,968.9 -> 697.9,TAG1,71618.705200181,44011.303039541,39896.563125597,52184.263580318,39777.322372435,32893.60232543,29750.982238776,31696.082397432,28675.121948243,31644.822387714,22325.4815406785
TAG(60:3)_FA 18:1,0.7841097516084751,7.265421707518307,4.424556120122972,0.035425326150051235,0.06353889585513395,986.9 -> 687.9,TAG2,82667.465728728,79291.3860167,69056.004333462,111755.089447034,88455.324661238,54072.124206532,56364.923950189,52659.663879392,53370.964431768,60257.724426255,14071.2810020416
1-O-palmitoyl-Cer(d18:1/16:0),0.7836862564835466,7.810625149698431,4.419947122406484,0.03552113712287225,0.0635540345279498,776.7 -> 264.3,CER,177600.231269886,108811.468177788,126174.767974871,96661.7271041649,114626.987785271,79569.0856589906,79050.8864097967,78651.8653983005,82432.4451560433,72757.085556087,33560.882492074
TAG(60:8)_FA 20:0,-0.7798176338651228,7.978005524918253,4.376956291579518,0.03642799200818266,0.06508861190126025,976.9 -> 647.9,TAG2,115679.987854067,75031.42495725,77916.985366731,65113.004379284,77107.325988739,144832.729553182,162283.77130124,158800.75109861,135832.609741207,163470.91198729,33874.9623870868
TAG(50:4)_FA 18:1,-0.7785280685475443,9.020013556904031,4.362778336329029,0.036732351170279474,0.06554397971623993,846.8 -> 547.8,TAG1,195594.574768096,118253.207946721,132455.549804711,185704.53222641099,171651.028808494,310244.54174802,317010.26049818,308273.16357428,276414.5190429,319141.54467775,98864.6274986616
TAG(58:6)_FA 16:0,0.7770200598861763,7.738327243446273,4.3459381760263796,0.03709732304796442,0.06601727918750658,952.8 -> 679.8,TAG1,153090.972595085,95368.306304866,114973.768127395,106013.326965338,112349.629241954,74788.585388198,78206.645996075,73357.725097656,74042.965270998,71007.04553221,35730.3422889583
TAG(58:7)_FA 18:1,0.7770927160623868,7.784284688967773,4.346757742537648,0.037079473198359164,0.06601727918750658,950.8 -> 651.8,TAG2,169541.291137639,104753.887695342,113587.548034603,110736.327026414,121082.86901849,76055.385497999,79460.906188981,85335.6668701,72606.384887691,81549.1253052,23666.2817306389
PG (18:1),-0.7742742950050051,6.755674260168881,4.31533034482987,0.037770436797481564,0.06712491049646388,528.3032 -> 339.3032,PG,18185.4611625631,68665.284606942,47589.183547979,21532.9015083281,13039.0210571194,55376.40393062,61150.204635613,69941.004226677,52847.743988101,52316.8834152103,38936.022659314
C12:1,0.772826247467438,10.416960060475537,4.299919686631257,0.03811417291585305,0.0676446556781258,197.2 -> 197.2,FFA,582476.02111825,550120.51806641,520651.49682614,993752.5305177,672577.368408179,462183.77319338,445441.373351929,426308.948058971,423468.710144069,404857.149108909,483530.85498042
PC (44:2),0.7725405497350476,5.240549135617851,4.295375105380799,0.0382161649903611,0.0676446556781258,898.7 -> 184.1,PCandSM,40069.542800898,24753.4020881655,6535.7404670699,37077.6626739648,3270.1602401746,12119.8008193932,18310.7411384556,11427.1208419807,12650.6608772394,12250.9607734757,5572.0804138168
TAG(60:0)_FA 18:2,0.7726128522695842,6.302676604533462,4.296916694907964,0.038181535739643564,0.0676446556781258,992.9 -> 695.9,TAG2,58768.704528812,40244.602554332,39601.262664783,42231.36337279,42193.963043214,27481.282104486,28343.961914053,30083.722198478,26491.62179566,29726.662078857,7954.4405746443
PCo(44:5),0.7708392586482474,5.769787546952715,4.277128199165418,0.03862856171527173,0.06813796064498372,878.7 -> 184.1,PCandSM,55947.0841102644,37300.2422561521,8109.6405754065,53935.5239944452,4444.6203041068,15944.3412132296,24183.1616821313,16446.6210441541,20625.6013183554,17989.341575625,9280.1406517033
