lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,40DP1,40DP2,40DP3,40DP4,40DP5,40GFP1,40GFP2,40GFP3,40GFP4,40GFP5,SolventBlank1
PIp (38:6),-3.0374108563259394,8.930661978240618,53.14174535636357,3.1032679390633236e-13,1.0141066702728016e-11,884.5383 -> 607.5383,PI,13308.0608100863,109138.249679501,36882.7223205604,38699.7628250069,35662.3224830611,450623.8939207,413848.92785633,422019.95288097,433998.40942387,375938.14758305,106121.48791502
TAG(56:1)_FA 20:0,-3.0238736939150574,10.140781031250249,52.73212319060258,3.822871282895255e-13,1.2051146615603138e-11,934.9 -> 605.896,TAG2,106908.627197314,85495.886077877,88174.845672673,127501.730102503,109572.507370025,941059.7250977,936924.68481441,1061118.04711912,1003211.13867175,1052893.21997093,171530.712757154
PE (22:1),3.016938221602515,4.395733920012264,52.462430252483735,4.3855835037471914e-13,1.3423743166719246e-11,536.3712 -> 395.3712,PE,51036.9428329765,4822.5603523243,3141.9202156065,3114.2601814267,2812.9401779169,1822.7401084903,1529.6601104735,1681.3601226803,1719.3401222229,1733.7001266482,14358.0611305199
PG (36:4),-3.013851011460053,10.688892163867763,52.42891826923733,4.461062683803979e-13,1.3423743166719246e-11,788.5172 -> 599.5172,PG,89079.285644493,421194.46496585,109335.028453838,200571.17443848,29645.8222198608,1575924.26196294,1195465.159912,1387327.82397462,1705053.88940435,1220285.62915045,370317.14209007
PI (36:2),-2.9234883530995917,9.16728336615387,49.714797121044285,1.7779989270516267e-12,5.231267954258564e-11,880.5645 -> 603.5645,PI,18458.7213745084,120070.34933844,45363.6431045609,66010.6440429508,43130.5228614798,422258.09411613,446281.37194838,644792.56420906,485033.93823248,458439.87463367,118168.82824703
PI (34:1),-2.9007541870475735,10.095090598758834,49.03994252726261,2.508029199999684e-12,7.218762306086048e-11,854.5489 -> 577.5489,PI,26864.8017959589,223740.000492127,68414.8445129425,80317.405780829,69805.7246551189,538767.06249967,752592.05859387,1028185.30224736,814476.87817385,665833.3691405,620611.70166019
Lyso_PE(20:1),2.886957142409828,6.799263366663206,48.62509832598447,3.0987803128415776e-12,8.729330072770742e-11,508.3325 -> 366.3325,PE,71106.144012453,68347.364746068,70136.704650896,115443.667755124,96038.766052206,11481.0209808356,13419.6008872995,11230.3608360248,19508.7812995935,13025.7809524658,8638.9405822726
PI (34:0),-2.884811351176506,9.639286138114269,48.56766509631598,3.190871205760577e-12,8.801486409222925e-11,856.5645 -> 579.5645,PI,24972.6616554357,141224.788349257,61642.664253222,77496.7434463929,64556.7644843828,541446.05712914,612804.17846698,639921.72314457,752428.54540996,534362.31933593,313518.83911139
PE (42:4),2.8788724436890543,8.019517600715018,48.3905012111793,3.492558439457381e-12,9.437035456819534e-11,824.6165 -> 683.6165,PE,250419.177673495,178221.29327395,154186.89013677,261265.39770504,179552.212280284,48989.643684389,30335.101837166,26675.541885361,33149.082115165,24136.941925041,13878.7810897801
PEo (38:6),2.8739899023132014,8.599992254055897,48.24742494963445,3.756912438196523e-12,9.948304136344392e-11,750.5433 -> 609.5433,PE,333731.60717781,261148.816284109,265422.458496097,450781.64636236,219906.49658201,66147.504898039,38450.942459095,36789.102661125,58591.984680178,43496.202804539,26327.681854251
TAG(56:8)_FA 18:0,-2.8572619785060676,10.002216456457889,47.75577135822414,4.8276098573197844e-12,1.2532853825669401e-10,920.8 -> 619.8,TAG1,134266.490051302,81140.925567571,75654.845123255,91009.266601519,93191.746704118,763288.89794951,779228.17651361,831954.37939445,831672.29541025,812287.21166996,368462.086517462
Lyso_PE(20:0),2.853583799101928,6.790813896957085,47.64143199047224,5.117541073267492e-12,1.259334707132372e-10,510.3481 -> 368.3481,PE,46489.38351438,43646.483489991,49076.023101791,161451.070404046,102759.788085935,11995.4808692928,13823.0608978252,13621.940856929,16708.521125797,13173.0409240685,9103.2606277479
PEp (42:6),2.8548163819189303,13.68238282075858,47.6849031175954,5.0053125868675046e-12,1.259334707132372e-10,804.5903 -> 663.5903,PE,2850531.32739309,6645673.85461523,6458779.56677247,19075569.4918207,14042407.5368652,1589498.7687374,1395686.43615724,1349922.99041755,3332502.54724062,976278.828918588,114452.72943117
TAG(54:5)_FA 20:4,-2.8531017208112006,11.849079499792948,47.63427450080553,5.136259379542907e-12,1.259334707132372e-10,898.8 -> 577.8,TAG2,265562.83679203,271797.6611329,339597.126830944,463371.95642087,486864.81506364,2931775.46875053,3071291.81542968,3490356.02992964,3277380.48095702,3382007.0966807,534656.800903483
Lyso_PE(22:1),2.849051480774989,3.978113063895267,47.456832874458904,5.6228608597587095e-12,1.3294049604143806e-10,536.3638 -> 394.3638,PE,30529.4022369468,12732.7008819532,9243.6406250005,2748.2402153018,2157.2601432807,1980.9001541131,1522.160114288,1712.6401176455,1493.6801109313,1619.8201103204,6477.7204208365
TAG(60:8)_FA 16:0,-2.8473912065885942,9.492129777641761,47.46550754382656,5.5980334182415774e-12,1.3294049604143806e-10,976.9 -> 703.9,TAG1,84360.545959479,65941.36511231,60713.823791481,85772.147094726,69987.204345682,578701.92138689,598593.62548832,644175.20483411,604802.21899411,658269.89099105,134647.649311095
PI (36:1),-2.8447041589213717,8.4572322421935109,47.38532459431417,5.83176565690746e-12,1.3546066192535925e-10,882.5802 -> 605.5802,PI,11736.180728906,69990.7857322922,32371.2224159276,43197.043304464,28539.5821075446,270809.73815926,275644.39965821,366968.98461895,295424.62145987,283564.72021476,72293.60565185
PI (36:3),-2.843136382319361,8.78970410422703,47.33995402944993,5.968321274743248e-12,1.3624236840965622e-10,878.5489 -> 601.5489,PI,13888.6609382578,113339.967453026,34534.202495552,47251.0642623869,31576.7422714293,340357.422790675,346989.765563879,472085.052062898,354027.80621332,350853.32464603,97378.3071289
PE (40:0),2.830516178434467,13.55731299280076,46.972430246411804,7.199232544696338e-12,1.6155565913860935e-10,804.6478 -> 663.6478,PE,2701158.87280276,6085611.23571718,5844087.5976563,17612480.3132325,12712539.2611084,1503786.66394022,1309343.1363524,1275683.14886468,3055004.0569457,897089.831237921,109892.748626674
TAG(52:1)_FA 18:0,-2.82883788753696,12.11477160551404,46.9231372303766,7.38259806602639e-12,1.6290933065698233e-10,878.8 -> 577.8,TAG1,329695.94628885,303306.66198735,395700.14855939,494787.18798835,532088.08105503,3343232.07421829,3328123.7792959,3978705.1503906,3529445.01171862,3616460.5156256,1377658.1634404
PI (42:8),-2.810870142022294,7.871199461062689,46.39491899036602,9.666585337036272e-12,2.0954648656119383e-10,952.5645 -> 675.5645,PI,10410.3206100466,50347.8231888149,20846.9814872712,18659.4814491375,23888.8215141272,171139.47387697,169569.63012691,190672.61291505,267030.35827642,183850.3934327,54698.184234604
TAG(60:9)_FA 16:1,-2.809769175805785,9.469824745760896,46.36554334005359,9.812599823862551e-12,2.0954648656119383e-10,974.9 -> 703.9,TAG1,83539.786209081,61525.64392089,65082.684265144,88192.266311637,69824.88613886,563994.41894539,578706.58374037,621393.26123059,610397.93640152,652524.21167001,133271.588966379
PI (36:4),-2.8080892748937627,8.545229640469833,46.31556296052372,1.006612293300922e-11,2.1154836132228902e-10,876.5332 -> 599.5332,PI,11370.9208831816,107539.206512495,28212.8618011398,36439.9027633669,25495.6219482468,294576.878448493,340279.884338383,345248.463867119,282889.220215056,290971.11901852,88045.18664551
PIo (42:1),-2.7807275741097612,7.745764820748815,45.51923784222072,1.5114696800929516e-11,3.1268529006922937e-10,952.6948 -> 675.6948,PI,9638.7406616153,47534.1834258848,20143.6415328925,21598.0613250678,18394.6413764965,168775.39123537,156747.010070779,170075.77246094,234014.51684579,167477.03112793,50595.383666972
PEo (42:6),2.7488766486823515,10.538903181642103,44.603742269060604,2.4123013470111604e-11,4.913672282219655e-10,806.6059 -> 665.6059,PE,462019.531860895,775583.738464472,768168.817077055,2060813.83483887,1471547.01831042,207885.814361579,180853.276336637,167400.873443689,360605.296599839,118716.049316442,29262.321578975
Lyso_PE(22:2),2.7266587550476555,5.284096509368169,43.94739337514738,3.3732127425387494e-11,6.766869198668643e-10,534.3481 -> 392.3481,PE,43677.443145758,36704.5627937075,25808.1823310982,22668.421730032,19149.4813919108,9486.1205406101,10045.5608406062,1812.4801292418,1811.0601348869,1641.4801216124,7662.9005966183
Cer(d18:2/22:0),2.7025566775825625,8.048228113293504,43.2758206311687,4.754223219741676e-11,9.3949127506537e-10,620.6 -> 262.4,CER,577736.019241179,112577.888076757,175865.231445426,97504.687042237,105989.207187651,46160.2835006703,37184.502487184,34017.8627586354,36211.4422492995,28806.9019393842,20804.9814910879
TAG(52:2)_FA 18:1,-2.699087919028743,12.604469908038443,43.179506418833626,4.994104119109342e-11,9.723814490736425e-10,876.8 -> 577.8,TAG1,452112.09423825,420741.7729491,602920.01855464,780431.91040029,836338.4533691,4555636.2783198,4585828.25,5629895.3242198,4887753.0234376,5023139.2187501,1941547.84742338
Lyso_PE(20:5),2.695211254867483,6.314573274786415,43.06037201123154,5.3076489622168093e-11,1.0184532211558052e-9,500.2699 -> 358.2699,PE,47518.103301991,45930.582855234,51608.883483871,75771.945129413,65580.604614235,9812.6005783054,10763.0608024536,9878.3207778895,11321.7408142157,11345.1807899533,11375.7207603465
Lyso_PE(19:0),2.676243981914323,6.541026085654363,42.523804737624204,6.982719835827937e-11,1.3207315803765982e-9,496.3325 -> 354.3325,PE,50926.06359864,42606.383056616,47819.943328843,111050.508117703,84436.16577147,11520.5209121735,13925.2009506212,11513.0407676681,15250.0009231556,12436.4609069866,8237.760616303
"PIo (40:1), PIp (40:0)",-2.6661321238527496,7.7430691911166045,42.2413483773812,8.067612258259274e-11,1.504439243652856e-9,924.6635 -> 647.6635,PI,8729.5206260675,54432.2038802709,22775.1416244469,16390.4412040802,21736.8815841579,192381.9516601,136848.149597179,155267.91052243,235558.21618657,157843.58947757,55689.004272436
TAG(56:6)_FA 20:4,-2.6645342259342724,11.87814297199027,42.19983488677826,8.240697625917858e-11,1.5153727300993395e-9,924.8 -> 603.8,TAG2,368051.82824704,366469.62768551,406994.4675293,533406.62109361,474993.07006835,3002190.1494122,3001880.007815,3683924.0292958,3285926.5761709,3300672.1513667,518109.13766114
Lyso_PE(22:4),2.659503822067667,6.433403053979841,42.050295690309035,8.895573882704548e-11,1.5747211865266445e-9,530.3168 -> 388.3168,PE,55886.923889139,52629.063552836,57976.603851316,82502.766052238,71303.385528549,12981.9008254918,14769.7211379977,13658.8009491015,12913.1209335286,6530.8803901676,7329.9605026272
Lyso_PG(18:0),-2.6598644160315,10.083957846510405,42.06752930648462,8.817522236777907e-11,1.5747211865266445e-9,530.3114 -> 341.3114,PG,76268.7258529223,341224.741333057,114681.72656249,106958.409347486,19620.0814361511,316962.886169879,373129.518066439,1187398.80136154,1079127.31616217,1250621.18231196,372378.881347172
PI (34:2),-2.6591013895201367,8.702314407394597,42.04487908959982,8.920248413104105e-11,1.5747211865266445e-9,852.5332 -> 575.5332,PI,15624.6811408996,116684.788127944,40722.2629394598,46906.2832984517,38626.5426750312,272884.859802297,319770.36035172,515912.41467284,369922.68554687,306997.3632811,64110.504577627
PE (42:6),2.6505991696585003,8.614989841395023,41.80546852789553,1.0082104113642599e-10,1.7335981618782858e-9,820.5852 -> 679.5852,PE,432595.778381328,233155.774475167,266729.96057128,298546.237548892,277845.339843796,70095.005004904,51284.4033355575,35784.742843631,92857.865295361,34297.2422561543,23205.541610717
PG (36:1),-2.6509929620667307,10.510571044394172,41.81771747113817,1.0019140595921023e-10,1.7335981618782858e-9,794.5641 -> 605.5641,PG,87630.126525904,399263.84985357,125786.38909535,294463.86157221,38406.9027137574,1202576.61206054,920528.82495127,1038240.0986327,1971839.29492211,1183927.68237304,221845.65625001
PE (32:4),2.6431070652154562,7.6790453675105645,41.59319054123756,1.1238402968780784e-10,1.9076468629058663e-9,684.46 -> 543.46,PE,334905.822937041,98024.32666018,103511.048278823,143286.111511265,118935.28796385,37709.463134782,28439.9217453099,25330.64164733,26834.661514281,27997.801818851,15451.781074519
PG (18:0),-2.638059927543137,10.075130041032624,41.453908955400955,1.206830037344873e-10,2.0225860372716604e-9,530.3188 -> 341.3188,PG,68894.6842498318,340230.863434376,117704.966247583,117855.931899972,19012.221153258,315294.406860354,352988.00299018,1157881.01141399,1134705.79125929,1232335.52722164,363028.404327371
PE (22:4),2.6297152782339475,7.528649956444747,41.216970008765884,1.362346108585175e-10,2.254682809708465e-9,530.3242 -> 389.3242,PE,161432.653076188,105482.24731441,117236.088989232,168566.69115449,125195.789455436,34867.3232116353,26622.0616378912,26258.4223556152,26637.6613540222,15082.7009010336,25524.8219452221
PI (28:0),-2.628118574294667,8.59650968916867,41.17384436429006,1.3927382352593228e-10,2.2765252141769674e-9,772.4706 -> 495.4706,PI,14200.94086456,101774.386657677,38881.7228851111,42796.822593651,36874.4429435742,254508.7969971,373065.50573721,427693.62902829,309066.53991704,230078.236755418,86343.125915511
PI (40:8),-2.6257605670422604,7.801268682796303,41.10632730478187,1.4416886661013112e-10,2.3277997486806532e-9,924.5332 -> 647.5332,PI,10282.7607383749,58527.804321256,25999.7218551599,16649.5213165276,22905.5014724769,201329.31237789,155615.41149905,160359.53076173,249860.35473635,155412.23071289,52353.08374025
1-O-stearoyl-Cer(d18:1/16:0),2.6038247717677017,8.300099627229226,40.49531569186456,1.9708798330417757e-10,3.1439095168039893e-9,804.8 -> 264.3,CER,180228.83168416,123139.409561212,650998.839096139,108285.408592214,137025.570930484,65270.6836623923,44466.7230262708,41983.3225250333,40313.5225791867,38185.1633873055,25430.7416534479
PE (44:7),2.597584946519629,8.170343150020507,40.32150217228218,2.154249253279361e-10,3.395507156359374e-9,846.6009 -> 705.6009,PE,268439.141570933,242849.377136254,179113.572692937,211236.575073398,210529.315124558,63268.324340805,36035.002838138,33021.5021972621,42710.442832958,38812.5824508744,17440.7612380971
PE (46:1),2.5919223710680446,7.374218916446277,40.16254454234672,2.336860445482824e-10,3.6400037997873635e-9,886.7261 -> 745.7261,PE,143588.628463834,102053.765640198,107162.627349915,149380.649162286,122848.487762404,38348.7424545096,21013.721435552,18314.5413894589,26649.6216659533,19006.4614257835,11717.600807196
PEo (40:4),2.588578441119718,8.003889676787239,40.07105039100861,2.4489146646400523e-10,3.748508063572655e-9,782.6059 -> 641.6059,PE,305121.18334964,174283.8531494,168252.59411613,176723.29150385,166857.81152344,55895.304489089,28804.462066652,30650.621978756,42585.262756362,33281.20235443,17833.081237791
PIo (18:0),-2.58810415604436,10.257100538468423,40.05973334271539,2.4631435160938136e-10,3.748508063572655e-9,604.3556 -> 327.3556,PI,59326.104339642,371610.3391113,108327.728149422,182690.874084473,111251.387451185,679417.27758845,1292947.02233875,1218536.20922835,1159759.87561039,1073337.63134762,75237.784545935
PE (42:3),2.554529573186917,10.191081171576768,39.13188577256369,3.961214678524767e-10,5.959827539053172e-9,826.6322 -> 685.6322,PE,840568.64257825,944111.47119103,717606.58422853,1094150.18408211,909077.53979491,300746.981078643,151611.250732519,100585.968322783,236022.851593009,123795.927764931,28017.66203308
