lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,40DP1,40DP2,40DP3,40DP4,40DP5,40DN1,40DN2,40DN3,40DN4,40DN5,SolventBlank1
PG (16:1),-0.7521776863969932,6.990562969401198,3.588168813943412,0.058192333242998516,0.10454090802405704,500.2719 -> 311.2719,PG,20026.2616157536,96743.68707272,54227.183837875,28623.3023338385,16012.4011154226,64011.7244873275,78813.564697344,78384.905609191,75191.124465932,60347.284500177,28432.1016387876
PG (44:4),-0.7512995003727786,6.543432359430645,3.5797749633825333,0.058487073844405234,0.10492802949863486,900.6424 -> 711.6424,PG,28355.6020278903,75368.425537114,32558.3621330325,19880.1013450588,6571.7204742402,48328.803329465,52799.503234819,57840.764221181,54829.6843947956,46493.7633361832,21615.521263118
PCp(42:4),-0.7501211571827757,9.160941719808577,3.569054959715686,0.05886580331519919,0.1054645786053095,850.7 -> 184.1,PCandSM,214898.295211731,391281.40444954,57799.843650775,340632.381683449,38043.6020698369,429703.18835382,370743.560607904,288463.301696274,321061.465515567,280837.039184615,70376.584625263
"PIo (40:2), PIp (40:1)",-0.7496551275532072,5.967346014902294,3.56401118959866,0.059044896727809694,0.10564249090218923,922.6479 -> 645.6479,PI,7843.4606628417,38038.7023086753,22100.2616996822,13397.6809768634,16451.3211364715,31350.202239989,32912.022232052,37855.542449947,30182.682403573,36283.702514644,18576.761260989
PCo(42:1),-0.7475782452396175,9.16294958970737,3.5451617102532964,0.059719345762033124,0.10670501186090668,858.7 -> 184.1,PCandSM,204240.555702175,397454.232162476,62765.144149804,341921.143669134,39936.1828041341,427902.421661208,384598.633545017,270418.761505138,318813.140350316,293138.804748549,67649.8653641607
SM (d18:0/26:0),-0.7467699203424566,9.16851702214343,3.5375820292283606,0.059992857876521484,0.10704925044274184,845.7 -> 184.1,PCandSM,205443.773445114,377139.84806771,55780.423263549,318342.886169391,75024.7264137012,447703.791534446,370053.701293944,272527.095520022,309496.362824072,293728.822143562,73917.9244079315
Lyso_PC(9:0),-0.7458553198249936,5.001788096260826,3.5277725270134397,0.06034881256299971,0.10739492988361776,398.2229 -> 184.1,PCandSM,14054.841110231,15564.6611785925,6125.7004661557,14524.501037587,3703.1602363587,17399.3412475596,15517.841140746,18177.881256109,20336.121582036,17776.1814193678,7224.0204849256
TAG(58:1)_FA 20:0,-0.7459200912913151,7.543411992535945,3.5294638620627268,0.06028727961843035,0.10739492988361776,962.9 -> 633.9,TAG2,70292.564743036,55483.503967298,56766.203903197,58593.064361559,63612.88465882,104108.987731927,103767.807342523,104707.16809085,109646.568145742,122025.00866702,24312.7417526219
PG (30:0),-0.7419588946450297,7.131907416487964,3.492404794082745,0.06165096682886469,0.10956493970659979,712.4859 -> 523.4859,PG,40629.083389278,103067.347351135,53213.124206551,28214.701698291,11606.1608199994,58244.423980734,105509.626769966,74421.84469608,77054.225097643,66243.084655765,39074.082489018
TAG(58:6)_FA 20:4,-0.7406616950361093,7.731642993652303,3.4804388169741283,0.0620982706130012,0.11021194409063485,952.8 -> 631.8,TAG2,97432.647460945,63861.14447022,62883.563873294,63593.884155266,66178.384887658,117092.44885256,123681.828735332,118458.98889158,124077.867553718,138479.4707031,26032.3418274034
TAG(54:7)_FA 20:0,-0.7402323571568796,8.10153836293295,3.476490826327336,0.06224660896947065,0.11032732299274317,894.8 -> 565.8,TAG2,123393.508972234,71280.584198066,74796.465545616,86213.26522829,96215.72662361,149402.451354985,157478.63220214,148569.51098631,166543.591003434,180989.87335211,33337.4023475587
"PIo (36:5), PIp (36:4)",-0.7393451167886704,6.173858945749056,3.4677897665458213,0.0625748693928048,0.11076086507496463,860.5383 -> 583.5383,PI,10411.540702821,39177.3229675084,26202.9019203318,14161.421195985,22711.9614067032,43633.663482694,45142.523025522,39589.323089594,31628.362121576,37381.402832019,19693.7614593528
PC (42:9),-0.7366852439998773,9.194939847453318,3.443690567086378,0.06349371492259048,0.11223722103806383,856.6 -> 184.1,PCandSM,218656.85667415,397600.576858543,71732.505508366,344433.922119116,42579.163352931,421616.934509293,391398.066833499,292937.697388267,330476.925719684,295960.298767148,66042.60477443
TAG(54:6)_FA 18:1,0.7351157937148752,8.089981634117681,3.4291057994491894,0.06405677563095083,0.11308156124717186,896.8 -> 597.8,TAG1,242842.977417022,133520.530273444,133805.009033227,117939.688049367,131226.189422708,88025.666381818,87925.526000978,83441.385742197,107822.04785157,106219.767028765,37363.8027458189
"19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",0.7338493400968252,7.511179590796949,3.4173570484490483,0.06451422130571763,0.11373745540448754,684.6471 -> 369.1,CE,145339.390037557,88700.8061676016,87997.7265624726,89279.8661956529,96691.5267104884,142432.170249897,51478.603477471,49036.8433265682,44901.7832183904,39509.2428512665,21200.5014762868
18:1 Campesteryl ester,0.7327113350927188,7.685657923384536,3.406902986122077,0.06492418807712079,0.11430801198684565,682.6158 -> 369.1,CE,160531.99173732,99905.126770008,98299.566162114,97652.746856699,118854.328491194,150672.410644524,61072.3441696169,59150.444252006,49207.5636520518,52253.7034873858,19941.80141449
TAG(54:2)_FA 20:4,0.7319670794568608,6.668058014769767,3.3998629542676326,0.06520183602729776,0.11464439694574002,904.8 -> 583.8,TAG2,82785.165649405,51350.983825674,46068.283416759,55309.16400148,51147.363739014,32100.102142324,33311.882446309,42955.742980956,34123.742706296,38478.342773416,10296.9608421338
TAG(54:7)_FA 18:2,0.731012534411961,8.069596154619592,3.39133307937891,0.06553994014451114,0.11508604874182063,894.8 -> 597.8,TAG2,234470.23681625,144032.209960915,144783.289733862,114843.788269094,134099.78897082,82117.98620605,80868.445922844,97719.006774914,103428.28753661,118538.94854735,18437.1013107249
PCo(42:4),-0.7306033241333809,9.1711252948517,3.38765464805965,0.06568632163470649,0.11519031767463761,852.7 -> 184.1,PCandSM,207487.253875708,405004.774486493,64023.703399643,343412.547515788,41469.9421081305,439713.685913142,382840.732360822,285601.783874598,304050.319580529,288768.817016623,66846.906387378
TAG(52:0)_FA 20:4,0.7283514274853515,6.750919198137272,3.366728126366951,0.06652575293860674,0.11650806467025837,880.8 -> 559.8,TAG2,100179.726623618,47157.163452134,44464.80308533,57898.084350584,54833.263977052,35556.302337621,33911.922393786,46016.903472928,34761.4424552865,42432.962951669,10069.5607604925
PC (32:5),-0.7275685247032315,8.894549845429982,3.3598404481017496,0.06680454064865658,0.11668761453670358,724.5 -> 184.1,PCandSM,262478.696365386,267999.358886859,95841.9455222777,162993.892440757,17000.1610260001,658603.603424038,154077.850585973,182050.934997509,153183.850555469,146111.051345872,145042.83044431
TAG(60:9)_FA 20:4,0.7277164729202534,6.650419686950425,3.3608939009886853,0.06676182004651224,0.11668761453670358,974.9 -> 653.9,TAG2,84790.085983247,50529.843719485,45697.403518674,50190.643432601,51212.603591904,35299.662658677,34255.782684352,41459.062744113,32310.522216793,35719.662628171,10718.640739447
TAG(50:3)_FA 16:0,-0.7255513261995621,10.081453722446623,3.34147204439796,0.0675541476434266,0.11784149075085219,848.8 -> 575.8,TAG1,342496.700775013,239148.316711719,293750.338867305,395631.212402421,401135.36694332,568706.54199198,583736.70092778,521930.81689412,633151.10791042,697738.58789064,236530.456802383
Hexacosanoyl carnitine,0.7222469585886524,11.356386298387374,3.3114394922449715,0.06879920218519638,0.11985545222789475,540.5 -> 85.1,AC,1727350.63912953,1354382.27133172,1467418.13363639,1210781.34565751,1431529.21659099,1068494.125061,1059126.1518707,829533.077224265,944492.569496167,749827.556793244,328285.763183645
TAG(60:0)_FA 18:2,0.7187722966745838,6.32085223219095,3.2795193915105756,0.07014946848107903,0.1220471698672124,992.9 -> 695.9,TAG2,58768.704528812,40244.602554332,39601.262664783,42231.36337279,42193.963043214,27706.561798097,26297.5818214427,30453.822265631,29437.542205814,29189.042266835,7954.4405746443
PC (42:8),-0.7181721234451441,9.164891850133525,3.2745071535246115,0.07036405798375162,0.12225985927885451,858.6 -> 184.1,PCandSM,209465.216026312,401436.574646052,64353.464035077,345172.456848209,41591.2825737041,421375.471557602,389467.329711939,276449.28057856,306360.561431873,293684.157653289,66123.6255646312
TAG(60:11)_FA 16:1,0.7168369118040702,6.542558443431156,3.262106786098684,0.07089798349845848,0.12302612077583097,970.9 -> 699.9,TAG1,67741.985046426,42060.54284671,40738.642593392,50919.683929436,46382.903457629,31325.642120364,27819.642150885,34757.662536634,31869.602386469,33442.362396233,18402.3410720827
C17:1,0.7148542831160232,10.590604442945185,3.2446588923412487,0.07165660473331321,0.12417977050642239,267.3 -> 267.3,FFA,838224.67468246,572941.57824695,763196.59484836,731613.927795412,850462.48107904,467652.294982881,746989.854370099,506093.057067833,383477.187194728,398259.626953074,489334.53723152
"lanosteryl palmitoleate, 18:2 Campesteryl ester",0.7133559735345396,7.6997268860840595,3.231057647642957,0.07225401049378205,0.12505138548204894,680.6002 -> 369.1,CE,156971.551135996,104503.767486564,103570.447021492,98861.6067504981,115529.267990106,148943.750633235,64846.164367658,59904.1041526726,52418.263778687,53036.3035736046,19871.1413497947
TAG(54:3)_FA 20:4,-0.7130903586066938,7.876871866729633,3.2286895061868104,0.07235857080255667,0.12506886128274808,902.8 -> 581.8,TAG2,119177.828094489,68833.404693594,63487.804687492,71079.28524782,74011.624816887,120910.76855467,132612.649047853,126370.18811039,145087.490295415,154886.810882579,29870.4420852746
TAG(60:6)_FA 18:2,0.712520087119747,6.890227060322543,3.2234292604206916,0.07259140687629122,0.12530772190900857,980.9 -> 683.9,TAG2,76761.205612266,59339.903808587,59856.263549854,71499.704742465,61490.42367553,42340.282775863,39973.06265259,44680.162872335,39266.762786869,46745.882995604,11757.6208801274
PC (42:10),-0.7115895938633713,9.15749245208271,3.215348336350873,0.0729506624765756,0.1257639024986798,854.6 -> 184.1,PCandSM,216564.414565912,398431.834548941,57782.264404279,346586.605774007,41771.5824127484,422501.675811713,366464.084350554,289414.102477441,301390.417175703,297040.341308529,64998.365142819
C32:0,0.7059671028535638,10.084264706656343,3.1652577020031454,0.07522056362161965,0.1295084866515272,479.4 -> 479.4,FFA,568539.055847062,515528.998191758,541906.535415756,640806.524719169,540823.955215576,323390.265163277,556423.336235077,394161.929870362,311304.281215691,269864.240051384,244422.877319133
PC (34:6),-0.705668166837898,10.510501249900537,3.1626127494018856,0.07534251154914001,0.1295499808974823,750.5 -> 184.1,PCandSM,683530.287735054,807657.825988681,376476.163909937,523181.313964863,46255.002933489,1191987.91394097,552077.03247052,833679.49877922,631068.45947277,639794.9013671,481008.91406247
"PIo (38:5), PIp (38:4)",-0.7045957734220356,5.944113057107669,3.152482306586421,0.07581155352555709,0.1301874148739787,888.5696 -> 611.5696,PI,7397.9204978928,34523.68257903,22012.2617263819,12056.7609443566,22049.5815887448,30768.242446899,33256.322799678,50956.023742628,29025.942321765,25537.401885983,15292.5010757413
TAG(56:0)_FA 18:0,-0.7020715213139089,8.282099247054633,3.1306666750103314,0.0768323146478075,0.1317694100954626,936.9 -> 635.9,TAG1,120832.809448153,74768.265014655,86190.705841089,108758.808715782,101120.347625625,160694.81152349,165080.77124024,159127.71130371,180277.51196289,189755.95507813,70969.2450446973
PI (42:10),-0.7005002522807272,5.567072393437933,3.1161066477548047,0.0775218022322245,0.1326607317845985,948.5332 -> 671.5332,PI,7106.4404907251,27371.3819579908,16195.4211730966,12198.441055298,13597.3609504703,28243.362121587,26212.4814682062,29859.002006541,22336.6616363495,22482.5415801846,12400.1208801217
TAG(54:4)_FA 20:0,0.7003721927453924,6.7128481406603004,3.1154632846217964,0.07755242175323206,0.1326607317845985,900.8 -> 571.8,TAG2,75633.244903563,53676.80378727,55076.084182743,53749.003845196,54695.284255991,33951.042510985,36882.302612323,45520.263488755,36523.362731927,37786.262786865,9246.1806907637
PI (32:4),-0.6999142610794842,5.79867477069919,3.1110517459859457,0.07776273059052986,0.1328488455507891,820.4706 -> 543.4706,PI,7872.1805458097,31898.242294313,17619.0810737617,12339.9609222377,18130.6613655077,27962.121986386,34947.082565308,33167.182106015,25468.24188233,27483.462127687,16256.8811035198
22:0 Campesteryl ester,-0.6992739076357459,8.157406608752051,3.1060042931203498,0.07800410814730735,0.1329181971519111,740.6941 -> 369.1,CE,123458.348762517,69021.244552623,91889.6268615725,106016.788398728,93497.1869888267,49300.6035881196,690740.778488205,35217.7426567213,54061.1634559594,35702.6226959283,25456.9617805572
PCo(42:0),-0.6993067686485602,9.152659097948034,3.1063598103337426,0.07798708035341535,0.1329181971519111,860.7 -> 184.1,PCandSM,212815.838226317,399354.009155219,62589.1036795548,347956.925415149,43458.7236785741,410787.731719338,388598.861694484,269975.963775664,313103.660827221,290204.82211298,59325.6235351425
TAG(60:0)_FA 16:1,0.6968053936109564,6.790178651866871,3.084115696672143,0.07906022981460734,0.13454465845056568,992.9 -> 721.9,TAG1,80081.026107818,50567.303924548,55055.604461658,53986.463775638,55027.4436950594,38888.062835718,38742.542633059,39753.84277345,37668.762695334,37478.642547595,20122.3815307604
TAG(48:3)_FA 18:2,-0.6949274953680654,9.381054114455132,3.0679463508058697,0.07985028574593522,0.13571473469527373,818.8 -> 521.8,TAG2,196436.112243758,138607.169433548,187427.85351559,279476.680724962,288259.839843641,344299.065612714,386934.407577473,342552.60546876,385145.364887105,485173.25244118,65438.1047172306
PCo(42:6),-0.69111594292671,9.175626162972298,3.0346950683665455,0.08150186171846291,0.1383441857887755,848.6 -> 184.1,PCandSM,206775.596252426,388832.765899633,59955.623825056,327985.240127541,81757.3267058641,431843.547607564,376839.711914032,283231.797241802,305400.306701716,289677.119323713,67717.5059204641
TAG(50:4)_FA 16:0,0.6899582293577016,8.324129780747203,3.024578379322112,0.08201163474641235,0.13903124763668367,846.8 -> 573.8,TAG1,205083.613220117,168428.931152287,158442.391906693,162391.671264654,168147.993164108,108505.04772952,108390.78796386,103769.86694333,121281.84790038,122237.16857907,49556.2432174833
PI (44:6),-0.6890752028049865,5.3310123820888355,3.016077485686935,0.08244264973405824,0.1395832074781242,984.6271 -> 707.6271,PI,7641.140644072,25445.7818870595,11148.1407432597,9274.600696557,11580.3408088679,21691.381416321,23242.8217163154,23186.2616729746,19257.481369016,19722.8613357515,11954.3009681736
C12:1,0.6874530064533518,10.439886776359016,3.00293934227193,0.08311360164310427,0.1405394745536016,197.2 -> 197.2,FFA,582476.02111825,550120.51806641,520651.49682614,993752.5305177,672577.368408179,470564.07336425,441041.550903259,487803.673766946,411672.70910644,419891.309143106,483530.85498042
PG (20:3),-0.6864725552860823,6.435208432975976,2.9940555708534475,0.08357062759677135,0.14113202925781285,552.3032 -> 363.3032,PG,11756.2009010307,64457.824523911,34349.522338861,23132.8017234812,9237.9805946342,42439.3227996266,58377.483627251,47285.743225112,43870.143203776,34257.262664801,28803.5420455982
TAG(60:12)_FA 16:0,0.6854628662230635,6.568511710549039,2.985390348555711,0.08401902685976971,0.14170852428322941,968.9 -> 695.9,TAG1,72264.745086655,42228.783416753,39054.922821044,50917.463714589,47356.88303374,32513.682495109,32186.722381602,33624.922485348,33442.002319329,33317.682556154,17930.0813331609
TAG(54:5)_FA 18:0,0.6845564026303973,7.981468500495282,2.9778106743674475,0.08441338433172071,0.14219252017200792,898.8 -> 597.8,TAG1,228944.255188108,121782.767669668,127964.529144252,104330.207031256,116743.468200684,82126.94592288,83999.145751945,84235.965637166,101118.306945831,99830.166442851,32107.4822349548
PC (42:5),-0.684093977220152,9.112781937980772,2.973902814457688,0.0846174848461971,0.14235520957606732,864.6 -> 184.1,PCandSM,200946.634662612,396246.813461285,55310.124008231,344317.486358707,44472.1427459895,374691.625488277,373540.649230968,266214.538147452,311405.818847128,288118.420410254,61060.4239883186
"22:2 Stigmasteryl ester, 22:3 Sitosteryl ester",-0.68165085981544,8.193451522142439,2.9528338657778477,0.08572711155911773,0.14385639506244852,748.6628 -> 369.1,CE,115242.188423152,77838.8662529094,97967.847412121,102691.228111268,104081.967109691,45962.2035904079,707492.686694922,37050.6624526923,53930.1237945394,38594.9427185173,25816.2016220041
PI (20:5),-0.6818339993979,6.291908970952399,2.9539996186902036,0.0856653059452689,0.14385639506244852,636.2879 -> 359.2879,PI,11202.8208580022,38803.902679433,22991.0216064386,16516.8412017846,24671.0016364903,34645.262786865,54309.76335143,38483.962188708,34555.222076398,31057.382110592,34371.4824752779
TAG(54:8)_FA 20:4,0.6810471712418583,6.84981126807858,2.947482829106093,0.08601143118963969,0.14415080366466196,892.7 -> 571.7,TAG2,108646.226257267,57933.444183344,51103.983154303,55052.863952629,54148.684463484,38671.783020006,43184.06311034,46633.943817116,39267.443145742,43944.763458243,9666.5405960137
PCo(42:2),-0.6804937000114107,9.157231102649687,2.9429683576031493,0.08625209471490503,0.14437139494631385,856.7 -> 184.1,PCandSM,221668.777862516,409999.530517633,54970.204162603,348496.303863458,43149.3220749076,408327.673613973,367964.781738212,280755.822326621,312682.078186029,293587.880828379,63650.12480157
TAG(52:5)_FA 18:1,0.6779928242466752,7.174921820663585,2.9213904232343566,0.0874125122389015,0.14612899773270907,870.8 -> 571.8,TAG1,107028.948486325,79277.524719268,70914.945648221,67503.10543826,67158.7041321,51686.003967255,49860.003906268,49328.523681642,54449.2634277,50137.003479021,23341.1416511545
22:1 Campesteryl ester,-0.6768892170409394,8.114315965868547,2.912087520976229,0.08791800939807413,0.14678870673776817,738.6784 -> 369.1,CE,121622.768882754,72522.4652900596,85955.746322624,98422.6472701899,95548.6864013794,46681.6432380657,659459.514259358,36652.8624458345,51625.1638221872,38457.5626182446,25638.1017837424
Lyso_PG(20:3),-0.6743972510887472,6.463809377194242,2.8905844940676575,0.08909859591862232,0.14857246976858432,552.2958 -> 363.2958,PG,12872.8408813392,60799.463928222,33572.742401115,26131.781936641,11058.0407104463,41247.102615359,58268.624038613,46548.623023951,43157.262344413,39472.723281872,30014.282440185
TAG(56:2)_FA 18:0,-0.6722313382659306,7.885742259983799,2.872470487997134,0.09010645658797335,0.15006408619179462,932.9 -> 631.9,TAG1,108937.508972298,64120.524475089,62512.064361557,79356.825500494,68401.466018693,117208.66845703,132939.37023927,118556.82873535,136941.82971191,135861.14990234,56407.7833404191
TAG(54:1)_FA 20:4,0.6709055952056198,6.839298118964954,2.861118169872043,0.09074439840929703,0.15093666268079053,906.8 -> 585.8,TAG2,80516.1263275125,59790.763671868,62550.523162871,56560.464584331,57809.304061852,36049.222686758,37036.34274293,50145.90368653,41688.962585466,45076.723388652,10380.3807678195
C30:0,0.6689927330844377,9.950635173195309,2.8452205452776984,0.09164601737751313,0.15224507780154,451.4 -> 451.4,FFA,514224.514652017,440664.57175835,566573.081787303,667034.32788077,574844.481559503,254359.898639615,544906.179706497,433724.854160339,339909.964446972,319473.402057534,15777.7611923215
TAG(60:11)_FA 18:0,0.6679728088925073,6.650318313680176,2.836320940942642,0.09215499405942623,0.15289876207353426,970.9 -> 669.9,TAG1,74012.345520027,46499.883575412,45849.143493665,49519.443908693,48127.18357849,32885.042266847,34274.982696519,38943.162475579,35098.622528065,33886.922210711,20291.3214492789
TAG(54:0)_FA 20:4,0.6658702783012046,7.0531879783529625,2.8187444106892623,0.09316925893730783,0.15438810867709082,908.9 -> 587.9,TAG2,101687.506027208,64603.644927998,61041.084045396,68482.144592225,72519.284606917,49712.063354498,42349.222930938,51225.483337423,46455.043060312,55344.504150389,10775.7207908661
TAG(48:2)_FA 16:1,-0.6651038577138539,10.6385435310396,2.812533377293221,0.09353056695545645,0.1547930883112804,820.8 -> 549.8,TAG1,311869.54321285,290209.181884785,426314.36791996,775846.508788946,668911.30407708,747404.99169919,850539.27734385,753684.3134766,924221.7822264,1093157.04003901,328307.063114007
22:0 Sitosteryl ester,-0.6642954701988028,8.25677511325783,2.8056742059961834,0.09393134980527894,0.15526230604518018,754.7097 -> 369.1,CE,124955.449241635,76851.905410764,100072.006923667,106318.428314194,107307.447631811,46687.4232444772,719392.955802988,41919.0630073687,54775.5636291574,40496.9826126331,37595.1024322411
TAG(60:5)_FA 18:1,0.6639732680094476,6.885200596040237,2.802815679064907,0.0940989252600255,0.15534535791056578,982.9 -> 683.9,TAG2,81107.185119619,58688.084579486,58478.783569299,65262.704559346,62931.16436774,40830.3828125,37962.3626785299,51944.903930657,41653.163299534,46140.12335203,9757.0007362367
PI (38:5),-0.6615668641806842,6.010132382677693,2.782429584009833,0.09530349412739571,0.15694256993118397,902.5489 -> 625.5489,PI,9439.9606475837,35715.0223617525,22704.8415946971,15041.3609962448,20707.041538232,39328.722518925,34351.32249449,36321.942657479,31508.682342513,30345.462005625,18057.321220396
PIp (42:4),-0.6616351133505199,5.8946391918322,2.7829391197751647,0.09527318310821843,0.15694256993118397,944.6322 -> 667.6322,PI,8872.0206031808,35950.7628021288,17786.9012603829,14571.3810348539,16934.4012413003,30347.782020558,33845.542701732,33441.3825836189,24606.561798105,30920.381980886,20524.9013824444
PI (44:7),-0.6576882158016732,6.155046321611369,2.7502632713610637,0.09723841614899602,0.15993001612580215,982.6115 -> 705.6115,PI,15404.9010429306,61026.1243285791,17369.0812339723,17346.9014167766,16084.4410476684,32386.282318106,42017.4029807809,36079.1223831235,37717.482803363,46411.543548559,15311.2610397236
TAG(52:5)_FA 20:0,0.6566804278822838,6.34151907364403,2.7419823357317905,0.09774344613705976,0.1605611943988426,870.8 -> 541.8,TAG2,78718.646331805,39050.3622894418,37202.082778924,36226.162353505,35790.842361465,26896.9819831813,25968.4818916363,34473.222625711,29314.0019149819,32174.5223998907,8255.2006301861
PC (42:4),-0.6562999148586824,9.104746212766724,2.739160644941876,0.0979161855572825,0.16064563776684268,866.7 -> 184.1,PCandSM,207017.494216976,386131.694152812,61219.143691984,340732.762603831,48937.4240150761,371994.923400216,372564.467346213,278931.018493105,298034.900237588,274181.882446243,60463.1435584975
Lyso_PI(19:1),-0.6553670964867369,7.707282980525352,2.731337693742687,0.09839683785121162,0.16064623492738903,630.3275 -> 353.3275,PI,30980.022216805,116735.38818359,81354.105987531,39558.302856451,75102.245300294,114690.268310621,153830.908874533,112041.747100822,97750.446777299,94826.325927799,47250.283508266
Lyso_PI(20:5),-0.6558426439619396,6.301379667860197,2.7349463496138924,0.09817479831502386,0.16064623492738903,636.2805 -> 359.2805,PI,12289.1006507875,39559.642639159,23430.4816131567,15503.6610488938,24435.161743163,34738.662445067,55760.124008194,36649.302627585,30204.142211908,33386.302551255,36258.342521707
PIp (20:0),-0.6554144315853936,7.71403588599022,2.7317315372420126,0.098372578164435,0.16064623492738903,630.3713 -> 353.3713,PI,31529.861938472,122954.80822752,76445.865600602,42646.163696316,76482.265777584,115445.486938541,155899.71234129,114194.069091707,97790.96643068,97815.387390146,43600.443176228
TAG(60:4)_FA 16:0,0.6553803692065232,6.5292985683005575,2.731255759561236,0.09840188559374055,0.16064623492738903,984.9 -> 711.9,TAG1,67472.785339388,47685.222808845,42255.082763652,45020.323043812,41317.463073725,32588.342620834,30237.242218025,31975.022186292,29860.522155751,36683.802825917,18820.5613327002
TAG(48:1)_FA 16:0,-0.6550989865980145,10.622754109980319,2.729262100183405,0.09852479665040215,0.16064880636100054,822.8 -> 549.8,TAG1,307837.1020507,283726.06201173,403624.84399413,769250.349182036,690026.28149471,725739.07031256,829070.63574223,732209.0732419,926581.61621108,1100670.1132811,318746.301387571
PG (18:3),-0.6548426499655331,6.3274605355898395,2.7267608120023397,0.0986792404940666,0.16070272375663489,524.2719 -> 335.2719,PG,11643.4808120698,59382.504516584,38906.682586682,18545.8412551796,10937.5007858359,38599.322845444,47502.943725573,52756.643447905,46240.662719749,33373.142288198,19053.361450197
TAG(52:4)_FA 18:0,0.6539151373632254,7.01735367543938,2.7192636881204635,0.09914374069067323,0.1612608263813899,872.8 -> 571.8,TAG1,97517.00581359,63566.665069586,60416.264282239,62752.744171129,61080.264251727,43162.323181138,44379.62316895,46328.583007811,47611.523437492,48274.322875966,22527.7415199281
22:3 Campesteryl ester,0.6524872107534774,7.124561981516191,2.707524660913804,0.09987585856347178,0.16225231501599588,734.6471 -> 369.1,CE,107823.326782238,57522.884082798,67870.3450164788,69109.544982908,74310.1650085609,48074.5235748276,107168.347881423,35880.7426605183,31906.5622825613,35172.4223480259,16618.3012733474
PC (42:3),-0.6505545501138638,9.1178227631954,2.6918100754583065,0.10086517437563745,0.1636586897957647,868.7 -> 184.1,PCandSM,208002.336090142,387913.29403695,71538.345321658,344962.44323732,45286.90249249,371664.045959557,382935.321044935,262133.216339049,306720.642486176,285925.805114806,58527.3834305018
PI (30:3),-0.6502440594744877,5.954831768973443,2.688753086663951,0.10105886915349248,0.16377226775914816,794.455 -> 517.455,PI,8945.8805694588,36778.4822998,19016.1014099171,14926.6010170006,18791.7013740538,31785.742431629,33577.482223517,35819.5424652141,29675.30197144,29088.062164314,20848.7416687011
TAG(60:3)_FA 16:0,0.6494087436897614,6.466141094595565,2.6821002559118767,0.1014818077620817,0.1642566179425381,986.9 -> 713.9,TAG1,61369.943756105,39267.302597035,41045.50303649,45687.70310974,40859.4226837077,32059.382141123,27139.382110582,31864.38221742,31089.222229011,31358.642303469,19695.0814056414
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",-0.6483018083885489,8.224643888036393,2.6733009024083003,0.10204418183532013,0.16496519749690336,752.6941 -> 369.1,CE,114620.448436711,77352.0251426673,100360.567974095,108084.426231374,105353.768520351,47208.5630569588,696076.617947183,41837.3028717169,54514.8238448997,38395.8624572687,37874.0628280683
Cer(t18:0/16:0(2OH)),0.6468189660948869,11.996465899159865,2.6612838339206055,0.10281771605539217,0.16601299519187712,572.5 -> 282.4,CER,1405420.41064439,1816191.55743401,2732743.95727544,2020145.65872188,3008345.15399173,1132875.82009924,1204878.25231938,1832663.92547605,1439478.48883055,2141855.49780268,113469.688369803
TAG(60:5)_FA 16:0,0.6445362551964793,6.584403746257473,2.6423672699804683,0.10404840066993974,0.16779547196954958,982.9 -> 709.9,TAG1,70700.565093988,48210.703216551,44605.623687746,46927.463867193,43815.943374638,37392.902618398,34118.442413337,30679.202301027,32894.222320544,35139.822448734,17760.2812995927
TAG(56:1)_FA 18:1,-0.6427044656149368,8.401383365171597,2.6277228643248236,0.10501222337363944,0.16914377584756524,934.9 -> 635.9,TAG2,138527.068969771,90624.066101047,99895.78683469,125823.067321839,121854.627929691,170774.13220214,182945.293701202,178801.8330078,189508.47375483,239523.41723633,41116.9233245815
TAG(60:7)_FA 18:2,0.6412789381459741,6.737396258013334,2.6159869196776526,0.1057916883516656,0.17019221795577794,978.9 -> 681.9,TAG2,76020.72610478,52976.884109518,52945.823715199,58496.504714961004,52625.382873545,38934.163085934,40084.882812483,40772.20254516,36806.822662358,41661.80264281,9902.1407585131
22:3 Stigmasteryl ester,-0.6396843611155616,8.15599196596303,2.6032698607286875,0.10664348401728191,0.17135433596951608,746.6471 -> 369.1,CE,124414.96916197,73388.5452651883,95168.0867156653,101973.247436531,100857.766929606,44977.0829429578,674963.688315781,38213.8828163103,53608.1640968385,39825.6430663882,24271.961585994
TAG(58:5)_FA 18:2,0.6380748960278096,7.411151697832954,2.5902242142510663,0.10752511348903245,0.1725615154660351,954.8 -> 657.8,TAG2,158055.529510528,77917.345184336,76574.504913412,78054.945739742,81708.325866731,56489.84423826,51390.623657221,87337.966796913,57769.263732919,64273.92456056,15755.2809181227
PG (20:1),-0.6371767755256867,6.642378914593939,2.582873801216124,0.1080253783700725,0.17315448058350605,556.3345 -> 367.3345,PG,30511.862869249,86895.5442199649,42064.802551257,17884.60112381,8767.3606414819,62522.624954251,54990.723663343,57375.703933713,49172.123947105,52744.48445126,18937.981399543
