lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,ON10x,ON10xcopy,YN10x,YN10xcopy,Blank
PCo(36:3),-0.32933302456307323,11.37429819111418,512.7436348809953,1.6042844796088587e-113,5.816500009403133e-113,770.6 -> 184.1,PCandSM,1039374.33959949,1039374.33959949,1259983.85839839,1259983.85839839,821793.26513669
PS (38:4),-0.358981839871088,6.91002839687739,511.89148959510004,2.458567676660937e-113,8.892313452212208e-113,812.5437 -> 627.5437,PSs,44612.483032231,44612.483032231,55204.543945324,55204.543945324,46883.943603511
TAG(52:0)_FA 16:1,0.3904400132083472,5.896978569216705,510.24132722697834,5.619643872854815e-113,2.0276647723930476e-112,880.8 -> 609.8,TAG1,27411.961685181,27411.961685181,20177.121398922,20177.121398922,27617.541839609
PC (36:7),-0.326153148984954,11.706777955519627,503.8323484851166,1.3935896605801684e-111,5.016254389762189e-111,776.5 -> 184.1,PCandSM,1321636.72412114,1321636.72412114,1598629.59375001,1598629.59375001,980049.06591785
Cer(d18:0/22:0),0.3361641046804815,8.429147131285943,503.80423968040435,1.4133532837687741e-111,5.075223155351507e-111,624.6 -> 266.4,Cer,164016.950561609,164016.950561609,125356.549255356,125356.549255356,129452.049194357
PI (22:0),0.3452226405766281,7.483529692702956,501.24577168262704,5.092325901803432e-111,1.8242437180446187e-110,674.3975 -> 397.3975,PIs,85623.087524389,85623.087524389,65031.265319844,65031.265319844,66357.284729006
PC (32:1),-0.32819105585446057,9.812683022164192,500.6389643355393,6.901519649980075e-111,2.4664716653857364e-110,732.6 -> 184.1,PCandSM,347911.76806589,347911.76806589,421423.12573239,421423.12573239,299713.62353516
PIp (32:1),0.3608139943543478,6.688771596218912,499.40177118134505,1.2827232466301432e-110,4.573319698792981e-110,810.5227 -> 533.5227,PIs,47386.143493651,47386.143493651,35603.202636723,35603.202636723,46562.463378916
PC (42:0),-0.4769903727378772,4.782248645339791,498.162001778478,2.3871684615643002e-110,8.490852750729893e-110,874.7 -> 184.1,PCandSM,7288.2605133054,7288.2605133054,9787.4206352227,9787.4206352227,22894.541351315
SM (d18:1/20:0),-0.32399311868587705,11.654195375930803,496.99852290482676,4.2759736931821275e-110,1.5173135965641545e-109,759.6 -> 184.1,PCandSM,1249862.42089836,1249862.42089836,1509550.78222653,1509550.78222653,1068607.64355462
PG (44:12),-0.3687332387172036,6.25796987961717,491.391010743096,7.098145413202124e-109,2.5128104399095253e-108,884.5172 -> 695.5172,PGs,27895.041686993,27895.041686993,34752.10211181,34752.10211181,31749.682037354
PE (20:3),-0.3332588140853571,8.218324464529946,487.64640727816163,4.633717722462585e-108,1.636520070921492e-107,504.3086 -> 363.3086,PEs,104733.66748042,104733.66748042,127309.60742181,127309.60742181,148989.07104497
TAG(56:5)_FA 16:1,0.39954591612188717,5.615364687395812,484.0289151675857,2.8383652259472914e-107,1.0000906582504424e-106,926.8 -> 655.8,TAG1,20381.761215206,20381.761215206,14908.001098629,14908.001098629,30904.16207885
TAG(54:0)_FA 16:1,0.374371413407823,6.0366482219593784,483.9831549799383,2.904192650820769e-107,1.0208883299489402e-106,908.9 -> 637.9,TAG1,30376.662490843,30376.662490843,22609.781387324,22609.781387324,29230.922561642
TAG(54:3)_FA 18:0,0.3299241729258506,8.280918574932473,482.2570074007111,6.896460879955236e-107,2.4185952758908435e-106,902.8 -> 601.8,TAG1,149107.05017089,149107.05017089,114455.02746577,114455.02746577,111487.56701664
PCo(36:4),-0.3188996852587861,11.37111731358794,480.82349033579794,1.4143416479768582e-106,4.94854735107987e-106,768.6 -> 184.1,PCandSM,1040213.39770506,1040213.39770506,1251914.54589847,1251914.54589847,825052.96386714
PIp (34:1),0.3493355625773251,6.914095522745453,480.6641483358712,1.5318868308604705e-106,5.34735379795713e-106,838.554 -> 561.554,PIs,54425.823425286,54425.823425286,41219.062866198,41219.062866198,57393.324645956
PCo(36:2),-0.3182891675055894,11.434159343206808,479.14333128863706,3.282110596005705e-106,1.1430273792585994e-105,772.6 -> 184.1,PCandSM,1081087.48291011,1081087.48291011,1300556.71826175,1300556.71826175,890116.46972659
TAG(58:5)_FA 18:0,0.34771837689115825,7.015469455943157,477.35448419107314,8.04276319697361e-106,2.7944878608003214e-105,954.8 -> 653.8,TAG1,55139.663696281,55139.663696281,41806.522552516,41806.522552516,73782.42529294
PCo(36:1),-0.3170679878526711,11.615419442830143,475.97714913731346,1.603668633559433e-105,5.559137688158681e-105,774.6 -> 184.1,PCandSM,1236790.58398442,1236790.58398442,1486609.88085942,1486609.88085942,959025.68408192
PI (38:6),0.34882523787376124,6.778040342223011,475.4337030602415,2.105569049111737e-105,7.282163923310408e-105,900.5332 -> 623.5332,PIs,52003.762878428,52003.762878428,39398.663116447,39398.663116447,42825.50256347
PS (30:4),-0.349472055491492,6.765117884630809,475.1270373612569,2.4552777327610617e-105,8.472119257182422e-105,700.4185 -> 515.4185,PSs,39712.702880869,39712.702880869,48818.583373999,48818.583373999,46196.182861316
PS (42:4),-0.35752119113793696,6.442071632021763,474.7613336948912,2.949026481241206e-105,1.0152497129227179e-104,868.6063 -> 683.6063,PSs,31500.542358392,31500.542358392,38940.083007803,38940.083007803,37646.08291626
TAG(56:6)_FA 16:1,0.38704959149470547,5.616081969794805,464.9692383031505,3.9857647953958105e-103,1.3690235601576915e-102,924.8 -> 653.8,TAG1,21660.921630852,21660.921630852,15981.461212152,15981.461212152,25958.441802982
PE (36:3),0.3150405488411359,9.861510239656097,462.6165724960672,1.2956370947831948e-102,4.440071413857478e-102,742.5383 -> 601.5383,PEs,487216.09887599,487216.09887599,377866.8637696,377866.8637696,165681.2121582
PS (40:3),-0.34018161843286066,6.9427052477768,460.1665517578504,4.422285140736605e-102,1.51203872351837e-101,842.5907 -> 657.5907,PSs,45126.763183568,45126.763183568,55117.96423341,55117.96423341,51995.243713368
PG (38:4),-0.33874453080846134,6.974836922387645,458.9278374752923,8.22645892004292e-102,2.8063442815873686e-101,816.5485 -> 627.5485,PGs,46765.903381329,46765.903381329,57063.144042976,57063.144042976,50297.003723138
SM (d16:1/22:1),-0.31112586285278393,11.678299828568115,458.45586497954287,1.0421324740218074e-101,3.54703139117173e-101,757.6 -> 184.1,PCandSM,1284834.67285169,1284834.67285169,1538010.62109394,1538010.62109394,1049940.10107421
PE (22:6),-0.33045541685604224,7.473824883122288,457.833946324545,1.4231947974511193e-101,4.8330664954165836e-101,526.2929 -> 385.2929,PEs,65617.60510253,65617.60510253,79607.025817836,79607.025817836,74318.966003436
PGo (34:4),-0.34473795253530143,6.697156846560471,456.4024806064512,2.915951073577507e-101,9.880005782031237e-101,746.5066 -> 557.5066,PGs,37138.202362051,37138.202362051,45504.203216555,45504.203216555,47993.943664547
PSp (38:6),0.3331176295316238,7.31639932803772,455.46125069014414,4.673175033982152e-101,1.5798278662178403e-100,792.5175 -> 607.5175,PSs,70395.205017104,70395.205017104,53916.083923329,53916.083923329,80395.946044916
PE (34:6),-0.3251945869636643,7.666857363495026,453.994023417054,9.747965941535167e-101,3.2880217703919744e-100,708.46 -> 567.46,PEs,81481.605895937,81481.605895937,98493.348022497,98493.348022497,54615.66357423
C17:1,0.3093645138134473,10.513799967145614,449.46937938166127,9.410083116692656e-100,3.1669360444295242e-99,267.3 -> 267.3,FFA,722981.770874116,722981.770874116,562928.44232172,562928.44232172,420932.829589956
PCp(36:5),-0.30697687792096895,11.346041882738435,445.5423670605472,6.7333389743864925e-99,2.2610160627637863e-98,764.6 -> 184.1,PCandSM,1026935.78491219,1026935.78491219,1225762.71582023,1225762.71582023,811056.95703133
TAG(58:1)_FA 16:1,-0.38346573869189715,5.498197003916892,445.35296809478456,7.403717851316172e-99,2.48057600330928e-98,962.9 -> 691.9,TAG1,15424.001205452,15424.001205452,19412.721405027,19412.721405027,23370.381713869
C30:0,-0.30561868431472516,13.620905256471215,444.7300258436995,1.0116322125395756e-98,3.3818707149708306e-98,451.4 -> 451.4,FFA,5092577.21949398,5092577.21949398,6072840.53755579,6072840.53755579,3346000.58978982
PEo (40:1),-0.3285224139436943,7.1749080642240415,440.35337677295786,9.068550641718078e-98,3.024865447381964e-97,788.6529 -> 647.6529,PEs,53447.763854955,53447.763854955,64755.805297828,64755.805297828,60093.763732927
PIo (30:1),0.3202727336051636,7.736831226485486,438.46579245170165,2.3353405419857795e-97,7.772386149713204e-97,784.507 -> 507.507,PIs,97992.28784171,97992.28784171,75724.06530759,75724.06530759,91714.82727042
PG (40:3),-0.33152589881649536,6.976469284705906,438.21643714240145,2.646183795711292e-97,8.787437781775774e-97,846.5954 -> 657.5954,PGs,45972.463256823,45972.463256823,55815.024230966,55815.024230966,55031.463562015
TAG(56:7)_FA 16:1,0.36154671543625727,5.98198399156221,437.6729657163758,3.4745741189859885e-97,1.1512882456066156e-96,922.8 -> 651.8,TAG1,27131.322021479,27131.322021479,20374.54138184,20374.54138184,35624.182525633
TAG(54:7)_FA 18:1,0.3582543175851626,5.963763188067939,436.73134105246663,5.569783882831322e-97,1.8414637903369635e-96,894.8 -> 595.8,TAG1,28638.462203979,28638.462203979,21555.481369011,21555.481369011,28168.501983637
PE (42:7),-0.33336141565079,6.769699573579227,431.69730408690594,6.9417925140060145e-96,2.290028695279786e-95,818.5696 -> 677.5696,PEs,39577.422912577,39577.422912577,48112.003356921,48112.003356921,48783.463928205
TAG(56:6)_FA 18:0,0.347597774207835,6.213906077018099,428.47199936478324,3.49509197920358e-95,1.150467776487845e-94,924.8 -> 623.8,TAG1,33216.262023913,33216.262023913,25186.441833503,25186.441833503,36277.422607428
PE (42:11),-0.3302785747912727,6.826219593392568,426.4513926658521,9.621648481831032e-95,3.160195704863978e-94,810.507 -> 669.507,PEs,41014.002929677,41014.002929677,49751.943176263,49751.943176263,51656.284179688
PG (18:0),0.3081316039318413,8.460215518503217,422.42812797756085,7.226684256162777e-94,2.3683958664847877e-93,530.3188 -> 341.3188,PGs,156654.65063481,156654.65063481,122078.789917,122078.789917,168988.71350092
PC (36:6),-0.3020718087278885,9.51757653399557,421.1523899731988,1.369669451541171e-93,4.479027988591063e-93,778.5 -> 184.1,PCandSM,271739.580078173,271739.580078173,323250.70007326,323250.70007326,314609.189209
PC (36:5),-0.30238475894251915,9.338477080778565,420.06197068575403,2.3656888109128776e-93,7.719345446043976e-93,780.6 -> 184.1,PCandSM,237490.438659623,237490.438659623,282570.56286621,282570.56286621,289844.28417975
TAG(54:4)_FA 18:1,0.30653645323062007,8.435811292370472,419.3822627181305,3.325862750290899e-93,1.0828893683702037e-92,900.8 -> 601.8,TAG1,164188.99230953,164188.99230953,128091.74829102,128091.74829102,126537.36950687
PI (34:6),0.3368639339455288,6.395568109287384,417.556817976629,8.30304473380716e-93,2.697590940572413e-92,844.4706 -> 567.4706,PIs,38528.142547605,38528.142547605,29432.382202146,29432.382202146,37466.122436506
PS (38:8),0.3164778756305467,7.253114808348524,407.8433530554059,1.0803789264336866e-90,3.5024811416349106e-90,804.4811 -> 619.4811,PSs,66095.104736331,66095.104736331,51209.863891601,51209.863891601,80525.32470696
Lyso_PS(21:0),-0.3084730236112522,7.554877345299492,402.30931340290437,1.7307316154429583e-89,5.598767574956639e-89,568.3536 -> 383.3536,PSs,70870.064697279,70870.064697279,84679.14624021,84679.14624021,74451.925781246
Lyso_PI(19:1),0.29965315683838323,8.36490552649115,399.6735279386137,6.486397917952733e-89,2.0937813494294738e-88,630.3275 -> 353.3275,PIs,156955.62963869,156955.62963869,123034.26818843,123034.26818843,116694.96972648
TAG(54:7)_FA 16:1,0.34589702615575235,5.874025961711809,399.19693064508596,8.236698874568846e-89,2.6530654529458875e-88,894.8 -> 623.8,TAG1,26648.601715082,26648.601715082,20230.301513668,20230.301513668,27074.021911624
PG (30:4),-0.32313506806192777,6.5902465369867365,395.57523588455103,5.060150397926411e-88,1.6263995176204587e-87,704.4233 -> 515.4233,PGs,34911.862518307,34911.862518307,42140.583007804,42140.583007804,43910.722778307
Lyso_PI(22:0),0.3063111091107141,7.451989118423459,393.53127559584726,1.4096881607219255e-87,4.5212434385547225e-87,674.3901 -> 397.3901,PIs,82180.565063555,82180.565063555,64123.024169907,64123.024169907,67220.48498534
PEo (36:3),0.29131574756465545,9.526481023522527,392.9407377707567,1.8953140079626438e-87,6.06581306173119e-87,728.559 -> 587.559,PEs,369734.4636231,369734.4636231,291506.99731443,291506.99731443,184789.95288088
TAG(56:4)_FA 16:1,0.36922749271783645,5.399758776261091,391.45845852454426,3.984470132138682e-87,1.2724871634766302e-86,928.8 -> 657.8,TAG1,17456.2613906901,17456.2613906901,13039.340942384,13039.340942384,26354.181716919
Lyso_PI(19:0),0.2904990937106587,9.743311202957747,390.0907221058541,7.9090979580733585e-87,2.51516017692121e-86,632.3431 -> 355.3431,PIs,349731.42822274,349731.42822274,275892.27929679,275892.27929679,526269.66064401
PS (42:10),-0.3211851156507176,6.551613607803605,390.0925616283685,7.901808283909454e-87,2.51516017692121e-86,856.5124 -> 671.5124,PSs,34619.682556139,34619.682556139,41731.462890611,41731.462890611,39878.003295877
C32:0,-0.28706370998069586,10.100333066993064,384.68333629633804,1.1894372521298045e-85,3.774514408978513e-85,479.4 -> 479.4,FFA,415608.092285257,415608.092285257,489274.59622201,489274.59622201,441190.008712719
Lyso_PC(20:4),-0.3188719520300886,6.7624366568638905,383.9927138403257,1.6814985125153782e-85,5.32474528963203e-85,544.3325 -> 184.1,PCandSM,34426.143188475,34426.143188475,41431.682189937,41431.682189937,73138.306030267
TAG(54:4)_FA 16:1,0.34358368129364736,5.833195543083528,382.81293957178576,3.0377075544707523e-85,9.599155872127578e-85,900.8 -> 629.8,TAG1,24284.481735224,24284.481735224,18465.161315915,18465.161315915,32322.90264892
Lyso_PC(20:5),-0.29499626622396363,8.214273353793816,381.37623889812676,6.242144507686043e-85,1.9683737197556198e-84,542.3168 -> 184.1,PCandSM,103069.767333965,103069.767333965,122007.90753169,122007.90753169,162441.9736328
TAG(52:6)_FA 16:0,0.32856339333853896,6.132725194962151,380.59961818943714,9.213299953137363e-85,2.899195645630856e-84,868.7 -> 595.7,TAG1,32226.262359617,32226.262359617,24760.301712041,24760.301712041,30472.582145679
PI (40:5),0.3115155528915469,6.788299130426022,378.7149287311368,2.369969095131154e-84,7.442099606259126e-84,930.5802 -> 653.5802,PIs,50852.443359393,50852.443359393,39535.742858892,39535.742858892,46680.48364257
PI (34:4),-0.29896991410312224,7.382882585273409,375.15312380055116,1.4132532058588919e-83,4.428586768255107e-83,848.5019 -> 571.5019,PIs,66733.785156238,66733.785156238,79213.40539552,79213.40539552,49023.44317628
TAG(54:6)_FA 16:0,0.33641821137633,5.839624703548427,374.43545508479656,2.0252254299785054e-83,6.333048688328618e-83,896.8 -> 623.8,TAG1,25818.121871947,25818.121871947,19729.04136656,19729.04136656,26914.061935433
Hexacosanoyl carnitine,0.27990299599493323,11.430645070096228,370.6113199073902,1.3774984117425295e-82,4.2985969148140054e-82,540.5 -> 85.1,ACs,1293084.44802806,1293084.44802806,1027593.96026593,1027593.96026593,1027539.57366953
PE (38:0),-0.2894963691767965,8.218726556217364,369.6360642926011,2.2461269219792416e-82,6.994681555790128e-82,776.6165 -> 635.6165,PEs,111923.207580561,111923.207580561,131983.970153825,131983.970153825,123443.909362749
PS (36:2),0.28587966366297546,8.320048771514339,363.2085846653543,5.6354988201585045e-81,1.751321683034765e-80,788.5437 -> 603.5437,PSs,152273.49121101,152273.49121101,120509.06982421,120509.06982421,110114.34851072
TAG(48:1)_FA18:0,0.29872845507925005,7.134384508519129,361.552246153109,1.2929711003289212e-80,4.009813267755601e-80,822.8 -> 521.8,TAG1,63398.604309078,63398.604309078,49728.70343016,49728.70343016,63140.90417477
PE (36:5),0.28713820285559294,7.890297115928338,357.633087236386,9.225227089119445e-80,2.855065125931606e-79,738.507 -> 597.507,PEs,112161.78735348,112161.78735348,88687.30627439,88687.30627439,85380.20623781
SM (d18:1/18:0),-0.27575230348079255,9.781312580566597,353.48723127556156,7.37490080128424e-79,2.27772142031433e-78,731.6 -> 184.1,PCandSM,347754.82067923,347754.82067923,406197.04724125,406197.04724125,291240.12219241
TAG(54:5)_FA 16:0,0.33813874790495807,5.533729588898898,351.82465322311356,1.6974556104888322e-78,5.231788236845455e-78,898.8 -> 625.8,TAG1,20737.701324472,20737.701324472,15827.921218873,15827.921218873,22349.941650395
PCo(34:4),-0.2745013553612482,9.816831897942425,350.5161839206788,3.2713987084218354e-78,1.006223250274831e-77,740.6 -> 184.1,PCandSM,356767.14257863,356767.14257863,416362.76061962,416362.76061962,297661.71801755
TAG(54:0)_FA 18:0,0.2827415087104303,7.627222772820965,339.40415807888894,8.602698446786712e-76,2.6406237972652055e-75,908.9 -> 607.896,TAG1,90356.10644529,90356.10644529,71663.42565918,71663.42565918,82737.08508296
Lyso_PI(18:3),0.26680441008644806,13.451207632287522,339.0922801123741,1.0059041681668782e-75,3.0813513396295593e-75,612.2805 -> 335.2805,PIs,6254485.4023437,6254485.4023437,5015674.12744134,5015674.12744134,113863.46716306
PS (42:3),-0.2844927328225096,7.396735387054218,338.09522133670094,1.6584442716371046e-75,5.069908048324428e-75,870.622 -> 685.622,PSs,64439.224853512,64439.224853512,75726.025878939,75726.025878939,65114.544494616
TAG(60:8)_FA 16:0,-0.34797650761153404,5.196841546301966,337.8368418154683,1.8878710490598281e-75,5.759541554143907e-75,976.9 -> 703.9,TAG1,12634.2207717897,12634.2207717897,15515.101074214,15515.101074214,19220.101356499
C26:1,0.2686827070681045,9.945479826268974,336.3418615467436,3.995402883413631e-75,1.2164502490880043e-74,393.3 -> 393.3,FFA,459673.695098759,459673.695098759,368147.567104521,368147.567104521,369454.568298336
PGo (38:1),0.28816057690240837,7.174361350975489,336.00388221613906,4.733352977343835e-75,1.4382110969621652e-74,808.6162 -> 619.6162,PGs,62593.204284647,62593.204284647,49457.923339841,49457.923339841,74089.566039998
PC (44:8),-0.4261866100985729,4.284247016986891,335.52728454659785,6.011283058146419e-75,1.8228153273288436e-74,886.6 -> 184.1,PCandSM,5516.8604278549,5516.8604278549,7152.2605247469,7152.2605247469,14953.02100373
TAG(54:2)_FA 16:0,0.3149037793318102,6.025732675802529,335.29908486140897,6.740109922314532e-75,2.0396985873778455e-74,904.8 -> 631.8,TAG1,27540.682067876,27540.682067876,21361.541503904,21361.541503904,36846.962799058
PC (32:0),-0.2679618253811537,9.795259515623826,333.9236055931287,1.3434944406197766e-74,4.057515403159526e-74,734.6 -> 184.1,PCandSM,352786.15698244,352786.15698244,409854.74731393,409854.74731393,291156.85961919
Lyso_PC(18:1),-0.2939834035395644,7.063032224312934,333.561834389515,1.6107475753565044e-74,4.8548837562452076e-74,522.3481 -> 184.1,PCandSM,38671.342422517,38671.342422517,45744.742858902,45744.742858902,109683.46618655
TAG(54:4)_FA 18:0,0.27259316454296384,8.58153726190108,333.43669159731337,1.7150741433940185e-74,5.158970519507859e-74,900.8 -> 599.8,TAG1,175858.65258792,175858.65258792,140461.99072263,140461.99072263,155125.09155279
PSo (38:2),0.27359826145258065,8.258832828384723,331.53261804808506,4.456392240912325e-74,1.3378089507218798e-73,802.5958 -> 617.5958,PSs,144098.26953123,144098.26953123,115014.14746094,115014.14746094,110582.94860842
PG (44:10),-0.30028197838485304,6.36700096039854,331.4305383245085,4.690468381217766e-74,1.4052680718977776e-73,888.5485 -> 699.5485,PGs,30586.242156986,30586.242156986,36339.102722167,36339.102722167,35657.942596444
TAG(52:5)_FA 16:0,0.30419433118637,6.174505719562684,329.1628439766089,1.4625871315912508e-73,4.373193793861489e-73,870.8 -> 597.8,TAG1,33042.922454827,33042.922454827,25820.242034914,25820.242034914,30923.18212892
PCo(40:2),0.3542342694411025,5.910606180436568,325.8204447345798,7.818391718813125e-73,2.333082697800895e-72,828.7 -> 184.1,PCandSM,13704.1609497113,13704.1609497113,10343.5607605002,10343.5607605002,79003.985931389
SM (d18:1/18:1)9Z)),-0.2666253096857742,8.895535334864318,323.72692622992463,2.234140374323196e-72,6.653660122736343e-72,729.6 -> 184.1,PCandSM,192363.351043757,192363.351043757,223274.157166071,223274.157166071,141191.7524414
PI (18:3),0.2601693644055671,13.445819176514005,322.4569569334058,4.2240506630354427e-72,1.2555049594487524e-71,612.2879 -> 335.2879,PIs,6217599.81274413,6217599.81274413,5009078.55615245,5009078.55615245,115648.42797859
TAG(56:2)_FA 18:0,0.3156229757518529,5.820579484339937,321.6377963346817,6.370250944213435e-72,1.889673254400072e-71,932.9 -> 631.9,TAG1,23698.781585688,23698.781585688,18372.461120604,18372.461120604,32681.142089849
Lyso_PE(22:5),-0.2892751619736174,6.6495119289898925,321.07504751407134,8.447609409396347e-72,2.5009589198232576e-71,528.3012 -> 386.3012,PEs,37568.142517076,37568.142517076,44294.963378908,44294.963378908,42375.262573266
PC (38:3),0.2867977734670602,7.21638804965041,318.3910432546492,3.2461573950900216e-71,9.591500492185281e-71,812.6 -> 184.1,PCandSM,48163.96336368,48163.96336368,38092.642288201,38092.642288201,139145.629821709
TAG(54:7)_FA 18:0,0.29991759330548334,6.19587330022432,317.09191535284543,6.228076620893061e-71,1.836609628283003e-70,894.8 -> 593.8,TAG1,31848.6220703,31848.6220703,24960.881774893,24960.881774893,37654.72296143
SM (d18:2/14:0),0.29893362018885167,6.246867717913994,311.47463440334104,1.04228846782771e-69,3.067598020018417e-69,673.5 -> 184.1,PCandSM,30507.0816574056,30507.0816574056,23925.7813796849,23925.7813796849,48476.004363957
PE (36:1),0.25913075533685787,9.106084466074247,307.95280623375385,6.098131255655231e-69,1.7912514705946187e-68,746.5696 -> 605.5696,PEs,273156.203369,273156.203369,220221.01489264,220221.01489264,139506.5888672
Lyso_PC(15:1),-0.27333836835128367,7.564715791976488,307.3723063019586,8.159392413855816e-69,2.3920406275776525e-68,480.3012 -> 184.1,PCandSM,57521.984855635,57521.984855635,67076.583679197,67076.583679197,144543.18859865
PS (36:0),0.2735197113454298,7.287649903785446,306.92931539920755,1.0189743416335773e-68,2.9814434440389855e-68,792.575 -> 607.575,PSs,68364.845031739,68364.845031739,54569.363952617,54569.363952617,76398.865417486
1-O-palmitoyl-Cer(d18:1/16:0),0.26521333925241053,7.681594609248496,299.5989358698833,4.0285608449535117e-67,1.1764338187305877e-66,776.7 -> 264.3,Cer,92362.74621583,92362.74621583,74150.384887666,74150.384887666,89626.98657226
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",0.260134029904003,8.629408016517457,298.92044189969704,5.662029265425107e-67,1.6502341606607934e-66,752.6941 -> 369.1,CEs,138094.489196852,138094.489196852,111255.627014131,111255.627014131,329231.067749055
Lyso_PC(21:4),-0.28696931327971564,6.882254732215529,296.6098774755283,1.804590514670461e-66,5.249399927365042e-66,558.3481 -> 184.1,PCandSM,28190.742401129,28190.742401129,33185.402725199,33185.402725199,125003.966308695
PS (20:5),0.25952387114676856,8.201723132165956,296.601217606991,1.8124474969247513e-66,5.262057433044587e-66,544.2671 -> 359.2671,PSs,132534.90966792,132534.90966792,106821.72753905,106821.72753905,127318.76831052
PI (36:6),0.2781440237839615,6.6248996565108,295.49867511429295,3.1512497020820477e-66,9.131323943677902e-66,872.5019 -> 595.5019,PIs,44804.362792968,44804.362792968,35648.742492681,35648.742492681,42200.103118881
PG (36:4),0.25533914059704915,8.591470223001764,293.4671035339837,8.73214686773405e-66,2.5254243638668223e-65,788.5172 -> 599.5172,PGs,183740.43396003,183740.43396003,148523.03027344,148523.03027344,126199.3884277
Lyso_PC(15:0),-0.26814256548073456,7.473865273425707,292.6878789872342,1.2909248524861524e-65,3.7263042376571434e-65,482.3168 -> 184.1,PCandSM,53482.604492254,53482.604492254,62142.044387839,62142.044387839,138669.869506778
PGo (38:4),-0.26952892864791195,6.990585333084527,291.0659385965538,2.912724360894115e-65,8.391553293094178e-65,802.5692 -> 613.5692,PGs,48212.443603527,48212.443603527,56072.444396977,56072.444396977,52407.083984376
PE (40:8),-0.2651200204456698,7.252317612089613,289.84880184375515,5.3641517291790285e-65,1.542450525957418e-64,788.5226 -> 647.5226,PEs,58653.043823252,58653.043823252,68007.005126964,68007.005126964,59286.42425536
TAG(60:10)_FA 16:0,-0.3300101942203363,5.013205233792806,289.311082045972,7.025316687545868e-65,2.016252456597772e-64,972.9 -> 699.9,TAG1,11334.6208267204,11334.6208267204,13746.900939942,13746.900939942,16295.241119375
TAG(58:1)_FA 16:0,-0.33356594853285687,4.950810051666487,283.83350113416924,1.0970583290573761e-63,3.142527770830384e-63,962.9 -> 689.9,TAG1,10353.7607269301,10353.7607269301,12588.280822754,12588.280822754,17875.881225588
PC (44:7),0.4030406976451011,4.242431243781461,283.6574399269597,1.1983804864742717e-63,3.426226876567394e-63,888.6 -> 184.1,PCandSM,6735.6604385352,6735.6604385352,4914.780338288,4914.780338288,15945.0412445037
TAG(56:1)_FA 18:0,0.2942934940246178,5.835690422767435,283.56302434847333,1.256517668171898e-63,3.58561410632323e-63,934.9 -> 633.9,TAG1,24558.181762709,24558.181762709,19322.281356805,19322.281356805,30108.962127692
TAG(54:3)_FA 16:1,0.28711884237859636,6.113463974483967,283.3763424885287,1.3799014259552612e-63,3.930231575633486e-63,902.8 -> 631.8,TAG1,28866.522064203,28866.522064203,22825.301635738,22825.301635738,39746.462951678
TAG(56:5)_FA 16:0,0.303976147640101,5.5506482385101705,282.17459641743534,2.5218562740412433e-63,7.169140657833156e-63,926.8 -> 653.8,TAG1,20037.621398921,20037.621398921,15660.061187745,15660.061187745,25360.721679691
PGp (42:2),-0.2694843967866908,6.602005207348112,277.56108316608896,2.553210005949789e-62,7.244552398734656e-62,860.6475 -> 671.6475,PGs,37051.102661138,37051.102661138,43090.16278077,43090.16278077,39017.882934569
PG (42:10),-0.26820338355849277,6.59068143533562,274.2242901961873,1.3622899351541347e-61,3.858107910691238e-61,860.5172 -> 671.5172,PGs,36593.242126461,36593.242126461,42519.903015128,42519.903015128,39579.622619641
PIo (20:5),0.24374749723398836,9.637003364736618,274.04927511643433,1.4873433221971582e-61,4.204335831672193e-61,632.3869 -> 355.3869,PIs,317103.04150389,317103.04150389,258391.92016605,258391.92016605,500903.87622063
Lyso_PI(17:0),0.24375596428569188,9.336175495527517,274.00310201123324,1.5222077091852275e-61,4.294800322344035e-61,604.3118 -> 327.3118,PIs,314876.36035162,314876.36035162,256575.99951157,256575.99951157,179233.17309571
PG (42:4),-0.2715412969656625,6.4080413415671025,273.0581251403876,2.4457825243843365e-61,6.887653975799041e-61,872.6111 -> 683.6111,PGs,31890.142303473,31890.142303473,37140.922424326,37140.922424326,36330.422332757
SM (d16:1/18:1),0.2903700324791032,6.396050344473433,272.6338804589305,3.0260535440145083e-61,8.505817171471493e-61,701.6 -> 184.1,PCandSM,23578.081733704,23578.081733704,18601.6610946635,18601.6610946635,92769.164703332
PCo(32:3),0.29256673881921014,6.382193092374594,272.1081329553803,3.939647423584295e-61,1.1053104266915937e-60,714.5 -> 184.1,PCandSM,22404.7015838586,22404.7015838586,17649.0411911098,17649.0411911098,95567.787994392
Lyso_PI(20:5),0.2539957565925498,7.4477535915371265,269.20296677174747,1.6928563388679323e-60,4.7406294116432206e-60,636.2805 -> 359.2805,PIs,77028.26562499,77028.26562499,62322.304443405,62322.304443405,81050.08483895
TAG(56:4)_FA 16:0,0.303458034994333,5.468720200318732,268.7340337499513,2.1420195839455062e-60,5.9872837905069e-60,928.8 -> 655.8,TAG1,17741.981323246,17741.981323246,13870.9208145207,13870.9208145207,28433.762084967
PI (40:7),0.26825539037314056,6.434927852006045,267.34844153063995,4.29353737926725e-60,1.1978809677100636e-59,926.5489 -> 649.5489,PIs,39115.662811281,39115.662811281,31336.562377929,31336.562377929,37142.322692887
