lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,API_Block10x,API_Block10xcopy,Control,Controlcopy,Blank
TAG(58:6)_FA 20:0,-0.19133764336003772,5.0461968262932055,130.99503246710105,2.4822666358101768e-30,5.076133815192201e-30,952.8 -> 623.8,TAG2,28033.741870914,28033.741870914,31482.082061772,31482.082061772,12782.1209335376
Cer(t18:0/24:0(2OH)),-0.1688085056152706,8.429540697595117,130.6328385145389,2.979135245972607e-30,6.0839210941563035e-30,684.7 -> 282.4,Cer,225856.856475884,225856.856475884,249708.59692371,249708.59692371,428376.40856926
PS (40:4),0.18348924196355215,5.867395519085765,130.60424145896974,3.022364441561211e-30,6.1638166124774156e-30,840.575 -> 655.575,PSs,46264.203247096,46264.203247096,40067.562805194,40067.562805194,60856.364746024
PSo (42:1),0.1874965717965165,5.44265855725169,128.96711576967732,6.89513276503361e-30,1.4042868765692604e-29,860.674 -> 675.674,PSs,35481.042663576,35481.042663576,30643.462280272,30643.462280272,41662.342956531
PG (40:4),0.18114236619939814,5.88175119381336,127.61780961232597,1.3607874688429458e-29,2.767672074164311e-29,844.5798 -> 655.5798,PGs,46874.12390137,46874.12390137,40661.883056658,40661.883056658,60774.103759745
PG (44:8),0.19050926073648344,5.166129573081316,127.37172901259629,1.540418815950523e-29,3.128780301409655e-29,892.5798 -> 703.5798,PGs,29710.362152098,29710.362152098,25606.041748055,25606.041748055,32921.542358393
PC (44:12),0.2521957985358527,3.498299426489936,124.54943305241557,6.386808239137976e-29,1.2954863739116356e-28,878.6 -> 184.1,PCandSM,7612.9805946308,7612.9805946308,6286.6403884882,6286.6403884882,17417.181015014
"12-Hydroxy-12-octadecanoylcarnitine, 3-hydroxyoctadecanoylcarnitine",-0.16160587043832178,12.276745524801536,124.45611136199017,6.694353978278199e-29,1.356035805856353e-28,444.4 -> 85.1,ACs,4141488.3046878,4141488.3046878,4556049.3535162,4556049.3535162,2399936.4863291
"Docosa-4,7,10,13,16-pentaenoyl carnitine, Clupanodonyl carnitine",0.16179057890275098,11.121515523891667,124.35363889340891,7.049144039342445e-29,1.4259791378777643e-28,474.4 -> 85.1,ACs,1962511.11181727,1962511.11181727,1725409.03808579,1725409.03808579,1526028.5078131
PGo (40:9),0.17751778680426605,5.892844084037922,123.69088129821725,9.84452519716182e-29,1.9887795855908334e-28,832.6162 -> 643.6162,PGs,49229.863159164,49229.863159164,42812.843139664,42812.843139664,53483.083618191
CerP(d18:1/8:0),0.16510271569936946,7.911287083836853,123.64001453135901,1.0100160655845337e-28,2.0376802613472917e-28,506.4 -> 264.3,Cer,200413.534698506,200413.534698506,175796.37268066,175796.37268066,210079.75524901
PC (38:3),0.16116220817643812,10.124166774205094,122.91995382923578,1.451897701103767e-28,2.925232817928529e-28,812.6 -> 184.1,PCandSM,1146702.43176282,1146702.43176282,1008602.02050787,1008602.02050787,139145.629821709
Lyso_PI(20:2),-0.17403081670132808,6.226434256982383,122.869986822818,1.4889260280832299e-28,2.995814970714381e-28,642.3275 -> 365.3275,PIs,53246.284179687,53246.284179687,59082.88354489,59082.88354489,74620.784973124
PE (42:10),-0.17899755738470002,5.699990570694816,122.50034177113889,1.7938433931397291e-28,3.6044965637252124e-28,812.5226 -> 671.5226,PEs,37818.122558608,37818.122558608,42108.282897938,42108.282897938,47866.143371589
PGo (40:6),-0.16953533019367603,6.910971516562953,122.39811197455106,1.8886952476053876e-28,3.790015463443432e-28,826.5692 -> 637.5692,PGs,77766.766174324,77766.766174324,86022.706420947,86022.706420947,153932.373046916
PC (32:3),-0.16048412427454378,10.55410273176411,122.19383337034071,2.0935215447812844e-28,4.195428356097074e-28,728.5 -> 184.1,PCandSM,1409092.70788595,1409092.70788595,1548937.41900627,1548937.41900627,71325.046020611
CerP(d18:1/22:0),0.16660912627241248,7.201867724516515,122.17802580379534,2.1102682024300044e-28,4.223350095796582e-28,702.6 -> 264.3,Cer,124857.188445983,124857.188445983,109406.447875917,109406.447875917,119973.848571795
Lyso_PC(14:0),0.16555124051885647,7.059632883369599,119.81711209385642,6.937026768569943e-28,1.386481648418573e-27,468.3012 -> 184.1,PCandSM,114851.466644204,114851.466644204,100712.728797917,100712.728797917,102024.747375553
PI (32:5),0.18056705966706268,5.412784934323168,119.729160554368,7.251514199840487e-28,1.4474099486649696e-27,818.455 -> 541.455,PIs,35539.902465823,35539.902465823,30842.08221435,30842.08221435,37542.28256225
Lyso_PI(19:0),0.1608226127967922,8.721181820652061,119.4405416464075,8.387203265078665e-28,1.6718714609406474e-27,632.3431 -> 355.3431,PIs,309454.24291997,309454.24291997,272249.91650392,272249.91650392,526269.66064401
Lyso_PE(17:2),-0.1677831428302882,6.662519060344412,119.0139321269157,1.0399649679161678e-27,2.07027508865009e-27,464.2699 -> 322.2699,PEs,72904.464691135,72904.464691135,80546.3251953,80546.3251953,97971.76635743
PG (24:1),0.17610137421074268,5.701793468250153,118.67996136729796,1.2306650901061812e-27,2.446660000330302e-27,654.4076 -> 465.4076,PGs,43007.423034641,43007.423034641,37438.222839358,37438.222839358,47210.563659646
PCp(42:6),0.1934556478835658,5.169952338947413,117.9446268619654,1.782967601798986e-27,3.5399925533072464e-27,846.6 -> 184.1,PCandSM,20819.1415176359,20819.1415176359,17906.481285099,17906.481285099,66863.924194419
PGp (40:6),-0.16472722606023832,6.849505313469601,117.75185040414524,1.964960164469516e-27,3.896175966801511e-27,824.5536 -> 635.5536,PGs,94072.366760301,94072.366760301,103713.128295937,103713.128295937,64655.765197701
18:3 Campesteryl ester,-0.16530867526526616,6.824011998113608,117.21301553929194,2.5783384778154868e-27,5.105654426386604e-27,678.5845 -> 369.1,CEs,83386.226013178,83386.226013178,91968.906738296,91968.906738296,102012.906951894
PGo (38:6),0.17240962084122466,5.890826703012565,117.08383126660728,2.751867197519633e-27,5.442098370852397e-27,798.5379 -> 609.5379,PGs,50115.563171378,50115.563171378,43737.68316652,43737.68316652,49478.643554694
"Stearoylcarnitine, hexadecanedioic acid mono-L-carnitine ester",-0.1557600411844293,14.984984701006558,115.84398830821854,5.141970327722697e-27,1.0155391397252326e-26,428.4 -> 85.1,ACs,27580150.96875,27580150.96875,30218217.90625,30218217.90625,13738654.90625
PGo (34:4),0.17273846201082715,5.717675687695908,114.40813549569938,1.060679587372498e-26,2.092089435803048e-26,746.5066 -> 557.5066,PGs,43367.303466784,43367.303466784,37839.602478008,37839.602478008,47993.943664547
PC (38:5),0.1545669753535215,12.380163907384782,113.90007382958149,1.3704355500451355e-26,2.6995062475298535e-26,808.6 -> 184.1,PCandSM,5577206.80566447,5577206.80566447,4928005.86938429,4928005.86938429,237245.53698736
PSo (20:0),0.16290475255031098,6.869043548622677,113.62092758615594,1.5776051285059367e-26,3.103519394347852e-26,540.3661 -> 355.3661,PSs,91851.88635253,91851.88635253,80692.38586428,80692.38586428,122534.08825674
TAG(58:3)_FA 20:4,0.18445711501650855,4.6446844129029206,113.19445610187476,1.956177223777599e-26,3.8432225299609633e-26,958.9 -> 637.9,TAG2,24557.5818328877,24557.5818328877,21254.061706539,21254.061706539,8228.6805992131
PC (42:9),0.18778056834678256,5.196938169031644,112.72441541009981,2.479502137007476e-26,4.865010075357152e-26,856.6 -> 184.1,PCandSM,21679.7012863171,21679.7012863171,18720.14141846,18720.14141846,66220.365936278
PS (42:11),0.1749838908980091,5.450504346678118,112.38635855628459,2.9404492665484434e-26,5.761898628053803e-26,854.4968 -> 669.4968,PSs,35392.482604984,35392.482604984,30833.242126471,30833.242126471,42410.902984626
PI (44:1),0.18713818755325892,4.610734204647715,111.58964812197435,4.394764180542545e-26,8.600444634933976e-26,994.7054 -> 717.7054,PIs,21462.2418098537,21462.2418098537,18540.6215209891,18540.6215209891,17620.701263422
Lyso_Sphinganine-1-phosphocholine,0.1597294309221763,6.997885296500624,111.11630080817652,5.57993096235063e-26,1.0905568195948302e-25,467.3536 -> 184.1,PCandSM,109651.98675534,109651.98675534,96542.1267091,96542.1267091,98429.608642592
PE (42:5),-0.17273887659129158,5.510779825135209,111.08983202428162,5.654930731203462e-26,1.1037777669098045e-25,822.6009 -> 681.6009,PEs,33382.342453002,33382.342453002,37008.402648914,37008.402648914,41399.002929681
PS (28:1),0.1667050682026189,5.935470299124825,110.6044784189308,7.223619401935306e-26,1.4081367171824537e-25,678.4342 -> 493.4342,PSs,53130.503845217,53130.503845217,46552.64349365,46552.64349365,45197.983459469
"PIo (34:3), PIp (34:2)",0.17017387132537737,5.6616075564935135,110.55166613460877,7.418648788884607e-26,1.4442790962536698e-25,836.5383 -> 559.5383,PIs,42382.662689214,42382.662689214,37046.262664802,37046.262664802,43494.902893065
Lyso_PC(17:0),0.15677880615269135,7.441422818922553,110.43983991912712,7.849166082761509e-26,1.5261137681638634e-25,510.3481 -> 184.1,PCandSM,168001.373535164,168001.373535164,148218.166488585,148218.166488585,61215.284790033
PE (14:0),-0.15896286049576575,6.972168797634599,109.62000395165983,1.1869664893675283e-25,2.3048340239853298e-25,426.2616 -> 285.2616,PEs,93896.447021469,93896.447021469,103106.38818361,103106.38818361,107608.82702633
PGp (42:4),0.17216058776370757,5.4255040181877865,109.38099429474805,1.3390735524880184e-25,2.5968338530807696e-25,856.6162 -> 667.6162,PGs,36201.362609851,36201.362609851,31599.702239986,31599.702239986,36190.222351068
PI (38:5),0.17147215667924395,5.420353249266164,108.62132974238956,1.9644921416062733e-25,3.8047776832916336e-25,902.5489 -> 625.5489,PIs,36358.922576912,36358.922576912,31752.382537828,31752.382537828,34944.10226441
Lyso_PE(20:5),-0.16571308519014172,5.890255732894089,107.90448160442972,2.820488252945639e-25,5.455609365555934e-25,500.2699 -> 358.2699,PEs,43919.083374021,43919.083374021,48453.123229994,48453.123229994,52233.063171387
Cer(d18:1/2:0),0.15368971739403575,7.963385773914323,107.2747878372251,3.8753316197845217e-25,7.4863227301114125e-25,342.3 -> 264.3,Cer,204532.83528142,204532.83528142,180834.61193846,180834.61193846,227271.47485353
Lyso_PC(22:5),0.1671840958373468,6.352727178852271,105.98504157863577,7.4293899724163e-25,1.433356600076718e-24,570.3481 -> 184.1,PCandSM,40955.322692897,40955.322692897,35872.903198286,35872.903198286,174434.255798339
PEo (42:0),-0.1684139473814323,5.534286951420763,105.94067597020741,7.597597846871233e-25,1.4639273900068962e-24,818.6998 -> 677.6998,PEs,33928.182373051,33928.182373051,37500.942749031,37500.942749031,42319.602844232
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",0.14929947405286934,11.16680681596191,105.91833403674396,7.683741820913541e-25,1.478627752973234e-24,472.4 -> 85.1,ACs,2013253.05370981,2013253.05370981,1785412.24218787,1785412.24218787,1588367.26416049
"22:2 Stigmasteryl ester, 22:3 Sitosteryl ester",0.15451104954801587,7.649065213329258,105.41129025417207,9.924281594973185e-25,1.907342723950672e-24,748.6628 -> 369.1,CEs,129408.368774412,129408.368774412,114349.328704827,114349.328704827,317019.844848475
Lyso_PS(22:0,-0.16112168827758025,6.149945269891025,104.80163968816426,1.3499560899816261e-24,2.591156126678287e-24,582.3693 -> 397.3693,PSs,51764.423584,51764.423584,56926.924255362,56926.924255362,66388.184448212
"16:2 Cholesteryl ester, zymosteryl palmitoleate",0.157474554256099,6.556613942264231,103.93119249494546,2.0946563388071115e-24,4.0154267746481154e-24,638.5532 -> 369.1,CEs,75861.005584716,75861.005584716,66895.624542228,66895.624542228,90936.786193828
PI (44:12),-0.18732612214187563,4.386461223220294,103.83668124729716,2.1969974879572102e-24,4.206241364060934e-24,972.5332 -> 695.5332,PIs,15301.321090698,15301.321090698,17135.781249997,17135.781249997,18685.201431274
"(7Z,10Z,13Z,16Z)-docosatetraenoylcarnitine",0.1477185722786222,11.167320698173857,103.69039971925318,2.365346017745874e-24,4.522782640301346e-24,476.4 -> 85.1,ACs,2020769.31396539,2020769.31396539,1794042.71484377,1794042.71484377,1558858.21142628
PI (36:8),0.15441043346618638,6.819251821522882,103.07355406017962,3.229332252663714e-24,6.1669563756338866e-24,868.4706 -> 591.4706,PIs,100909.86657714,100909.86657714,89173.3666992,89173.3666992,70935.10510252
PC (44:6),0.22813282128769374,3.3933743471756315,102.38869224119142,4.562987826992447e-24,8.702725194810245e-24,890.7 -> 184.1,PCandSM,7607.1004753081,7607.1004753081,6387.4404792814,6387.4404792814,14036.701004028
PG (40:10),0.1612684852342791,5.8824732657224965,102.18645123443953,5.053435357395399e-24,9.625896537373724e-24,832.4859 -> 643.4859,PGs,49201.943542469,49201.943542469,43273.222778284,43273.222778284,50881.483764666
PSp (40:6),-0.15525058839557646,6.516565465935416,101.5108464702168,7.107319996932945e-24,1.35210232134301e-23,820.5488 -> 635.5488,PSs,70819.825195299,70819.825195299,77566.425415058,77566.425415058,68873.744567827
PIp (42:4),-0.1751543175355769,4.843376840453848,101.24867706905962,8.113088421518498e-24,1.5414868000885145e-23,944.6322 -> 667.6322,PIs,21097.201553337,21097.201553337,23428.021606451,23428.021606451,25648.701904296
Lyso_PI(22:6),-0.15536849427354657,6.440997709630977,101.13941563902024,8.573182439891439e-24,1.6268453656481733e-23,662.2962 -> 385.2962,PIs,67836.204834018,67836.204834018,74304.645568884,74304.645568884,62667.884460438
PI (38:4),0.16553934783144328,5.417852686033293,100.87232039209266,9.810800201051737e-24,1.8593448360831637e-23,904.5645 -> 627.5645,PIs,35710.8626709,35710.8626709,31314.941986074,31314.941986074,36839.802642826
SM (d18:0/26:0),0.17901993432906463,5.231814133519033,100.68628901735582,1.0776900739003039e-23,2.0398648183157076e-23,845.7 -> 184.1,PCandSM,20521.201705926,20521.201705926,17827.7211532554,17827.7211532554,73990.944519138
PI (20:5),0.15631146064511103,6.354675862396066,100.66767836689938,1.0878637728622661e-23,2.0565283665821932e-23,636.2879 -> 359.2879,PIs,66481.8843994,66481.8843994,58672.224365222,58672.224365222,76935.92590339
PG (30:4),0.16566415492514747,5.431607142052195,100.0697924672333,1.4712034569243275e-23,2.777706149488573e-23,704.4233 -> 515.4233,PGs,34285.802612314,34285.802612314,30062.701995847,30062.701995847,43910.722778307
PE (44:6),-0.16791633854428298,5.238208934278482,99.94468657337397,1.5671320819794585e-23,2.955107104335637e-23,848.6165 -> 707.6165,PEs,27221.601921084,27221.601921084,30077.76199341,30077.76199341,36241.462493903004
Lyso_PC(20:1),0.16781318551355964,5.274100898387408,98.47191751316825,3.2966668385159374e-23,6.208653606790993e-23,550.3794 -> 184.1,PCandSM,29059.601776128,29059.601776128,25442.30117035,25442.30117035,45821.623413082
TAG(52:0)_FA 16:0,0.15000355382057193,6.974206625361564,98.07505008089312,4.0282243879946956e-23,7.57689825360907e-23,880.8 -> 607.8,TAG1,110205.26696775,110205.26696775,97685.58740233,97685.58740233,86568.346191478
PS (26:1),0.15774754200558144,5.918643377719059,98.00048475258282,4.182801526613217e-23,7.857803618831588e-23,650.4029 -> 465.4029,PSs,49786.643249496,49786.643249496,43894.463195826,43894.463195826,54485.164245616
PE (44:4),-0.16323298758974378,5.393130979788251,97.88389237769367,4.436479093001748e-23,8.323943898244529e-23,852.6478 -> 711.6478,PEs,31560.2423210222,31560.2423210222,34758.602294914,34758.602294914,35241.762512202
"PIo (40:4), PIp (40:3)",0.16275233717300466,5.392070238915576,97.19537761751842,6.28131248497002e-23,1.1770599300799e-22,918.6166 -> 641.6166,PIs,35185.602478028,35185.602478028,30914.002380376,30914.002380376,35657.842315667
PS (22:7),-0.15358684302046824,6.318280240617953,97.06401993001263,6.712159535672278e-23,1.2562283619755723e-22,568.3246 -> 383.3246,PSs,59103.02392575,59103.02392575,64658.82470702,64658.82470702,71327.82519529
Lyso_PE(19:1),-0.15350369163784577,6.3007454632668125,97.01906877819356,6.866286192677101e-23,1.283473919702158e-22,494.3168 -> 352.3168,PEs,59370.083679181,59370.083679181,64947.24511718,64947.24511718,66307.26477051
PCo(38:4),0.14213754696633937,12.51386284733206,96.3419095999473,9.666207744981932e-23,1.8045992319922737e-22,796.6 -> 184.1,PCandSM,6109919.16314686,6109919.16314686,5445422.26943989,5445422.26943989,198430.97656249
PI (18:2),-0.14522731977706893,7.935482941101099,96.21603740358476,1.0300711035115707e-22,1.920666740833376e-22,614.3036 -> 337.3036,PIs,202409.05395504,202409.05395504,220156.49633779,220156.49633779,131750.88842784
TAG(58:1)_FA 20:0,-0.16999116991867844,4.706312674720989,96.06008476265285,1.1144925425695684e-22,2.075500380145065e-22,962.9 -> 633.9,TAG2,21637.9415016187,21637.9415016187,23942.661666864,23942.661666864,13030.2408332775
C20:4,-0.1442833279676892,8.35170214865409,95.77822675539055,1.285012292531259e-22,2.3900910174590084e-22,303.3 -> 303.3,FFA,249248.278381359,249248.278381359,270925.299682639,270925.299682639,264582.539672838
PI (40:7),0.15977107678232708,5.485597243804933,95.18507893954171,1.733922858351651e-22,3.221062141566619e-22,926.5489 -> 649.5489,PIs,37743.542785658,37743.542785658,33230.002319337,33230.002319337,37142.322692887
PC (36:2),0.14122264220999461,12.397300493238172,95.09245380623074,1.8169804184353072e-22,3.371183693536954e-22,786.6 -> 184.1,PCandSM,5637014.71044869,5637014.71044869,5027136.53424081,5027136.53424081,171402.28918459
PS (32:1),-0.14799836003319816,6.823332610108098,95.08489737903642,1.8239293635585087e-22,3.3798987341991625e-22,734.4968 -> 549.4968,PSs,94900.086669831,94900.086669831,103419.486144929,103419.486144929,55211.764099089
Lyso_PG(20:1),-0.1488563183897457,6.799657993486626,94.99246012448754,1.9111179255848174e-22,3.537099884467091e-22,556.3271 -> 367.3271,PGs,83350.04565429,83350.04565429,90886.60644532,90886.60644532,96633.20715332
PS (16:1),0.14510677391179666,7.600744556638037,94.43677976079081,2.530465055322096e-22,4.677620748815845e-22,496.2671 -> 311.2671,PSs,162177.21142578,162177.21142578,144242.10986327,144242.10986327,163132.47021491
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",-0.14823442609060142,6.7828905660419885,93.74034596270154,3.597525246194109e-22,6.641925454535495e-22,694.6158 -> 369.1,CEs,79556.725738528,79556.725738528,86712.9060668859,86712.9060668859,107598.428039538
PI (42:0),0.16349221836743968,5.116744467331224,93.2597086411865,4.58634240947882e-22,8.457125253842393e-22,968.6897 -> 691.6897,PIs,28775.122100837,28775.122100837,25268.801895145,25268.801895145,30615.062118529
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",-0.14738243474101848,6.797985005613034,93.02258464365707,5.170098814892202e-22,9.521862970740116e-22,690.5845 -> 369.1,CEs,82537.1658935469,82537.1658935469,89908.326690655,89908.326690655,99747.4668884079
PE (30:4),-0.15697080632237045,5.619444113716491,92.75890199429517,5.906913296518166e-22,1.0865535365286479e-21,656.4287 -> 515.4287,PEs,35320.462463369,35320.462463369,38731.402771004,38731.402771004,48382.903808554
PIo (20:5),0.1412169098213644,8.64417202975627,91.93332164441173,8.964673581512181e-22,1.6469981696266565e-21,632.3869 -> 355.3869,PIs,290966.90136712,290966.90136712,259487.71923818,259487.71923818,500903.87622063
PE (20:2),-0.14877043517969227,6.3986318164382014,91.53146225764783,1.0983195676033012e-21,2.0153761258833194e-21,506.3242 -> 365.3242,PEs,61416.584320066,61416.584320066,66965.92541503,66965.92541503,80422.58557126
PIp (40:6),0.151248918542945,5.99655320929829,91.00564502076323,1.432628195850396e-21,2.6256104053375386e-21,912.5696 -> 635.5696,PIs,52675.124023436,52675.124023436,46650.763488801,46650.763488801,56602.484375027
PI (42:11),0.163848322984054,4.952904685148837,90.50530229131049,1.844818546024242e-21,3.3769178507102287e-21,946.5176 -> 669.5176,PIs,25476.681823729,25476.681823729,22366.761688222,22366.761688222,28131.582122808
PE (44:7),-0.1502300385734846,6.02485057624844,90.24774456116005,2.101297028807304e-21,3.841713569110552e-21,846.6009 -> 705.6009,PEs,48915.64358522,48915.64358522,53389.44360352,53389.44360352,55523.784118648
PGo (40:1),0.1512440774144608,5.897444974447623,89.90819601618418,2.494714047261082e-21,4.555432828392803e-21,836.6475 -> 647.6475,PGs,49107.74365233,49107.74365233,43491.523193331,43491.523193331,53110.583557111
PG (28:1),0.15104205265402693,5.841465894117112,89.81451735153159,2.615678899031447e-21,4.770515221684328e-21,682.4389 -> 493.4389,PGs,49559.863525408,49559.863525408,43898.083129888,43898.083129888,42211.462707525
PC (42:1),0.17722244794343495,4.861163325305161,89.60985347594351,2.9007582563135817e-21,5.284026872241124e-21,872.7 -> 184.1,PCandSM,15827.221168518,15827.221168518,13766.9809875492,13766.9809875492,57329.684646625
C24:6,-0.1373381123329494,10.470412863708722,89.30687390453853,3.3808240014028662e-21,6.151050698309942e-21,355.3 -> 355.3,FFA,1072160.92691037,1072160.92691037,1159809.43347175,1159809.43347175,1204388.83441192
PG (38:3),-0.14009625765155811,7.69593778373302,89.15904998326641,3.643126088292259e-21,6.620256971581938e-21,818.5641 -> 629.5641,PGs,185186.012756276,185186.012756276,200708.21514893,200708.21514893,54803.923645011
Lyso_PE(22:2),-0.15015450215964418,5.948148605072258,89.04850392482017,3.852499963744379e-21,6.99226414217692e-21,534.3481 -> 392.3481,PEs,45443.2430915717,45443.2430915717,49596.863220237,49596.863220237,56637.804016102
PGo (40:0),0.1507254627909858,5.852290872037017,88.9845636984451,3.979053153816522e-21,7.213235246230193e-21,838.6631 -> 649.6631,PGs,48156.703552251,48156.703552251,42664.583007805,42664.583007805,49294.923706046
PCo(42:3),0.166387781581397,5.205279929453559,88.76506896884187,4.445977548295799e-21,8.040255783122885e-21,854.7 -> 184.1,PCandSM,21703.321792602,21703.321792602,19020.5010833679,19020.5010833679,66419.863861038
PEo (42:4),-0.15425337371680967,5.568757348459162,88.76589601687189,4.444119148596972e-21,8.040255783122885e-21,810.6372 -> 669.6372,PEs,33892.902359022,33892.902359022,37096.042541511,37096.042541511,47738.583435071
15:0 Cholesteryl ester,0.14618976898864733,6.415034408720929,88.4434341655755,5.2309522981874156e-21,9.448446930901697e-21,628.5689 -> 369.1,CEs,68417.604980458,68417.604980458,60805.664855957,60805.664855957,82808.525421131
PE (46:1),-0.16168035748087092,4.897880659775144,87.81946445591798,7.170978278640557e-21,1.2937065380095525e-20,886.7261 -> 745.7261,PEs,22473.721649163,22473.721649163,24724.621795656,24724.621795656,24699.46156312
3-hydroxyarachidonoylcarnitine,0.13445798015005708,11.230415639125054,85.93257512067534,1.8617650816200643e-20,3.354753166280572e-20,464.3 -> 85.1,ACs,2088961.5927739,2088961.5927739,1871709.01562464,1871709.01562464,1678359.48437496
PI (30:3),0.14951837778691662,5.6859080783204705,85.91235545244535,1.8808991070598287e-20,3.3851673377659504e-20,794.455 -> 517.455,PIs,43486.583068847,43486.583068847,38559.322601331,38559.322601331,41659.502777099
PSo (34:1),0.14487880462859326,5.967476200248831,83.61808986375752,6.002131075296596e-20,1.0789459573676875e-19,748.5488 -> 563.5488,PSs,52989.103332504,52989.103332504,47136.503112787,47136.503112787,49834.903656011
SM (d18:1/26:0),0.15776540797655583,5.424748407140777,83.1687747352222,7.533841417240162e-20,1.3526669817317565e-19,843.7 -> 184.1,PCandSM,24672.061782829,24672.061782829,21751.8817214922,21751.8817214922,79358.064788811
Lyso_PG(18:3),0.13808561262429406,7.02238055918639,82.91039389727729,8.585853047184245e-20,1.5397091306838176e-19,524.2645 -> 335.2645,PGs,106730.40698241,106730.40698241,95390.24572754,95390.24572754,115513.92858887
PS (32:5),0.14467327518596593,5.9725422165333395,82.88715438883857,8.687390290654021e-20,1.5560588098176236e-19,726.4342 -> 541.4342,PSs,51149.183715806,51149.183715806,45506.283081045,45506.283081045,57753.084167489
TAG(52:0)_FA 18:1,0.14506683241826707,5.801468924102957,82.15405250693837,1.2588249811812314e-19,2.252081402566184e-19,880.8 -> 581.8,TAG1,47177.283386224,47177.283386224,41961.123107901,41961.123107901,44626.982971201
Lyso_PI(12:0),0.13669930575680428,7.146937866906329,82.02972993143496,1.3405497884860777e-19,2.3954348006161935e-19,534.2336 -> 257.2336,PIs,119231.12829597,119231.12829597,106665.20727536,106665.20727536,114674.76770012
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",-0.13753832338509975,6.82808121365654,81.16947158820714,2.0716768022823925e-19,3.6974873724445556e-19,692.6002 -> 369.1,CEs,84367.385772701,84367.385772701,91277.046020491,91277.046020491,102744.747558574
PC (48:2),0.19797467073991987,3.2485069090195835,81.02254121428231,2.2315766265674517e-19,3.9781431312087235e-19,954.8 -> 184.1,PCandSM,8199.5006599393,8199.5006599393,7030.3003082341,7030.3003082341,7513.0205040016
PG (36:8),-0.13435317254983778,7.258649167580593,80.41434023391048,3.035840228626404e-19,5.405452174576788e-19,780.4546 -> 591.4546,PGs,132308.86840817,132308.86840817,142829.228881779,142829.228881779,60510.244140618
PG (36:7),-0.14038978255856685,6.155019588676862,80.37108952176993,3.103021377974447e-19,5.518524986184414e-19,782.4702 -> 593.4702,PGs,55698.584167482,55698.584167482,60379.504821764,60379.504821764,52432.32330323
PI (12:0),0.1324796195636794,8.128497065981845,80.24254572870892,3.3115942090575073e-19,5.882488648278484e-19,534.241 -> 257.241,PIs,234105.4362792,234105.4362792,210046.23522949,210046.23522949,230311.53613281
PG (40:9),0.13998944781852646,6.095030440116011,79.032401732335,6.109957671399156e-19,1.0840480454811032e-18,834.5015 -> 645.5015,PGs,57078.684204102,57078.684204102,50946.763244616,50946.763244616,57187.803955072
PSo (38:4),0.14038643944470267,5.990283027509804,78.64414349663522,7.436888151884727e-19,1.3179184316386039e-18,798.5645 -> 613.5645,PSs,53435.323791527,53435.323791527,47681.683044441,47681.683044441,51850.663635247
PI (40:5),0.14308736206733494,5.6535220371369475,77.75026579473845,1.1692753842255527e-18,2.069672584578484e-18,930.5802 -> 653.5802,PIs,40878.183166498,40878.183166498,36408.402435319,36408.402435319,46680.48364257
PCo(32:0),0.12972731640612187,8.072159124743877,77.26323275567061,1.4962565301270877e-18,2.645325149258844e-18,720.6 -> 184.1,PCandSM,258764.678954995,258764.678954995,232614.577087424,232614.577087424,91111.007537789
PIo (42:2),0.15339094545876203,4.775986178633806,76.69995128978188,1.990082770636296e-18,3.5142520455589184e-18,950.6792 -> 673.6792,PIs,22737.061584469,22737.061584469,20106.781478884,20106.781478884,23824.861709597
PGo (34:0),-0.1381937120386323,6.0621855913125815,76.63985611946502,2.0515715534183498e-18,3.618576852739064e-18,754.5692 -> 565.5692,PGs,50202.843566873,50202.843566873,54339.124084472,54339.124084472,57888.284240717
PIp (36:5),0.13551001420058856,6.413158943570664,76.62459199010151,2.0674900280417286e-18,3.642373863956144e-18,858.5227 -> 581.5227,PIs,72608.525085471,72608.525085471,65009.784545888,65009.784545888,65337.564941349
Lyso_PE(22:1),-0.13926842843772805,5.933999934082333,76.25174129389804,2.4971237799703946e-18,4.394118163816603e-18,536.3638 -> 394.3638,PEs,44413.323242188,44413.323242188,48108.42321777,48108.42321777,59314.46423337
PI (38:2),0.13738872368091012,5.9621782765448295,75.34402205413934,3.954438236560138e-18,6.950365097279587e-18,908.5958 -> 631.5958,PIs,53471.783508288,53471.783508288,47813.463684068,47813.463684068,46556.003356921
PG (30:2),0.1378443906216772,5.935536328761949,74.67271584147451,5.555867079150081e-18,9.753633316730143e-18,708.4546 -> 519.4546,PGs,48820.563598616,48820.563598616,43640.643432645,43640.643432645,59824.283874547
PSp (42:2),0.14289487590337605,5.40939071670304,74.58933813005322,5.795535622595887e-18,1.016249879616405e-17,856.6427 -> 671.6427,PSs,34260.982543946,34260.982543946,30518.822174067,30518.822174067,40369.602844231
