lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,OG10x,OG10xcopy,YG10x,YG10xcopy,Blank
PE (40:2),0.29219767093778454,7.35670451633243,349.09438838892754,6.673444957518985e-78,1.3180053791099996e-77,800.6165 -> 659.6165,PEs,61908.444091809,61908.444091809,56994.243957502,56994.243957502,69631.824768078
Lyso_PE(20:0),0.29558859677662846,7.063988113182253,347.53097532846897,1.46153786596607e-77,2.882744200808241e-77,510.3481 -> 368.3481,PEs,51856.34368897,51856.34368897,47627.983062749,47627.983062749,52107.684143066
TAG(60:5)_FA 18:2,0.3212455305045916,5.8054218620220706,347.24012053134334,1.6910216460259893e-77,3.3310019562795403e-77,982.9 -> 685.9,TAG2,24986.181762685,24986.181762685,22544.281555165,22544.281555165,10075.0007705707
TAG(52:2)_FA 18:1,-0.27580125971456865,9.140132262079927,346.0241768291726,3.1113250173780515e-77,6.1207062268472545e-77,876.8 -> 577.8,TAG1,175255.35107427,175255.35107427,239186.87646481,239186.87646481,238217.85693367
TAG(60:12)_FA 16:0,-0.3610639166680348,5.097489878597436,345.70090587022963,3.6588498214440815e-77,7.188394740821422e-77,968.9 -> 695.9,TAG1,10426.3207626336,10426.3207626336,15096.101158131,15096.101158131,13665.540924072
PG (36:7),0.29385055433597596,7.104537959445153,345.37429578957494,4.309939197400188e-77,8.4564950788205e-77,782.4702 -> 593.4702,PGs,53611.263732896,53611.263732896,49299.164001461,49299.164001461,52432.32330323
PEo (40:1),0.294816764866765,7.083382026459254,344.33557890544824,7.255644006512867e-77,1.421765228952456e-76,788.6529 -> 647.6529,PEs,50617.903198269,50617.903198269,46515.403121947,46515.403121947,60093.763732927
PG (18:0),0.2765515948589696,8.732152031272678,343.27681643497067,1.2338097372882004e-76,2.4145350921376645e-76,530.3188 -> 341.3188,PGs,162825.80981444,162825.80981444,151535.50903322,151535.50903322,168988.71350092
Lyso_PG(22:1),-0.28655364721211435,7.499593553046879,340.4640821025926,5.0559407617014784e-76,9.881467556398332e-76,584.3584 -> 395.3584,PGs,56691.503723142,56691.503723142,77950.86523439,77950.86523439,73002.284423798
TAG(56:2)_FA 16:0,-0.32990204255921374,5.676697088669218,337.2901911857893,2.4832794679771864e-75,4.847077349068605e-75,932.9 -> 659.9,TAG1,15608.9611892627,15608.9611892627,22117.021499629,22117.021499629,21233.241195679
PSp (38:6),0.28377559866708346,7.447300448595589,331.03135166048105,5.730052961279438e-74,1.1169882460883683e-73,792.5175 -> 607.5175,PSs,64093.544494614,64093.544494614,59351.364196775,59351.364196775,80395.946044916
TAG(58:6)_FA 16:0,-0.3279018371886366,5.64418844813272,329.9968461568734,9.626629756072715e-74,1.874133756662146e-73,952.8 -> 679.8,TAG1,15194.6811676,15194.6811676,21500.181381214,21500.181381214,21128.921401984
PE (42:5),0.29853869406695815,6.5385183360902,327.4787955920415,3.4034183434821866e-73,6.617268048661609e-73,822.6009 -> 681.6009,PEs,34696.0822754,34696.0822754,31801.862442025,31801.862442025,41399.002929681
PS (20:3),-0.2762354547143912,7.947347868820875,326.3060376392799,6.128452599456853e-73,1.190013887682372e-72,548.2984 -> 363.2984,PSs,74011.805542018,74011.805542018,101041.04632573,101041.04632573,116277.42834472
TAG(58:9)_FA 18:2,0.29598488499034864,6.321648447683249,325.0747870422242,1.1363953488474237e-72,2.2037847785787895e-72,946.8 -> 649.8,TAG2,36200.70251463,36200.70251463,33239.761932393,33239.761932393,11543.9407806392
TAG(58:7)_FA 16:0,-0.3073910327778704,6.122731292671283,324.52788838879457,1.4950316783472158e-72,2.8955387731602207e-72,950.8 -> 677.8,TAG1,21800.101547236,21800.101547236,30411.262268057,30411.262268057,27337.76190185
PG (40:2),-0.27871251000619746,7.520911993808886,323.6570179388104,2.3138620424338815e-72,4.4756532547593505e-72,848.6111 -> 659.6111,PGs,58985.844238226,58985.844238226,80665.965332024,80665.965332024,68201.544128413
Lyso_PI(17:1),-0.2639034914394861,9.306146166937394,318.90588530630964,2.5074042905834298e-71,4.843775856069148e-71,602.2962 -> 325.2962,PIs,204085.99438478,204085.99438478,276247.06213373,276247.06213373,237249.41784678
PE (42:8),0.2849865123453604,6.967458575303158,318.277497969263,3.4363911593524438e-71,6.629849781732671e-71,816.5539 -> 675.5539,PEs,47371.60369871,47371.60369871,43829.84347535,43829.84347535,52410.403625514
PE (42:6),0.29230670428016714,6.626696729183929,318.10789087958483,3.741513657602795e-71,7.209258023185873e-71,820.5852 -> 679.5852,PEs,36701.582824707,36701.582824707,33785.702377313,33785.702377313,44410.143493641
Lyso_PS(19:0),0.2704486818216997,8.053032748823592,316.4060009782237,8.785483476794097e-71,1.6906423972651204e-70,540.3223 -> 355.3223,PSs,99438.50817877,99438.50817877,92935.76660155,92935.76660155,113440.54650885
PIp (34:4),-0.2845161411294137,6.9051001770098805,315.7568409586333,1.2166682275082279e-70,2.3383085908960947e-70,832.507 -> 555.507,PIs,38291.642761229,38291.642761229,52576.744110131,52576.744110131,44977.062927235
PEp (42:0),0.2869056946433193,6.78363991233948,315.2326875124636,1.5825197980504495e-70,3.0375475919101335e-70,816.6842 -> 675.6842,PEs,41937.463134747,41937.463134747,38750.403045657,38750.403045657,45372.6031494
TAG(54:4)_FA 18:2,0.26164129119710455,8.995441906346665,312.71693295886945,5.589427464882284e-70,1.0714853926932704e-69,900.8 -> 603.8,TAG2,228689.39819328,228689.39819328,215043.17700197,215043.17700197,72504.38494872
TAG(52:5)_FA 20:0,-0.315064397528353,5.513235333464318,311.9234192283222,8.321945584878294e-70,1.5932704493497856e-69,870.8 -> 541.8,TAG2,16320.221145631,16320.221145631,22888.221481321,22888.221481321,8108.580627436
Lyso_PE(18:0),0.27051147832777356,7.802575623917671,311.50792441825826,1.0250287277735195e-69,1.9599593890293667e-69,482.3168 -> 340.3168,PEs,84756.68603514,84756.68603514,79210.605102527,79210.605102527,90963.2454833599
TAG(50:3)_FA 16:1,-0.26372923060056713,8.680678261305184,311.18466552841574,1.205465660581861e-69,2.3020406571671417e-69,848.8 -> 577.8,TAG1,129193.32958991,129193.32958991,174852.61181637,174852.61181637,167932.37133798
O-behenoylcarnitine,0.2568795766032501,11.217990481980149,311.15353921918694,1.2244341095889541e-69,2.335293009520991e-69,484.4 -> 85.1,ACs,841726.53857427,841726.53857427,794116.295124014,794116.295124014,1192574.40393079
Lyso_PE(22:6),0.2800555465272742,7.000636622944738,309.1944926639404,3.271144787780876e-69,6.230949652866872e-69,526.2855 -> 384.2855,PEs,48905.224060043,48905.224060043,45403.723022458,45403.723022458,51700.543579087
PI (40:7),0.28670747654988366,6.604423423973474,308.16824768632773,5.473477783785558e-69,1.0412788534172525e-68,926.5489 -> 649.5489,PIs,37813.522888183,37813.522888183,34944.662384019,34944.662384019,37142.322692887
PE (22:6),0.2722070598369568,7.387362432374584,303.3761028362387,6.056835058271768e-68,1.1507986610716358e-67,526.2929 -> 385.2929,PEs,62000.36431886,62000.36431886,57875.284240736,57875.284240736,74318.966003436
TAG(60:3)_FA 18:2,0.32098001219769146,5.233380742667476,302.7610041685981,8.2461376413912e-68,1.564785410837951e-67,986.9 -> 689.9,TAG2,16742.98121643,16742.98121643,15109.461013798,15109.461013798,7033.9805755631
TAG(60:0)_FA 18:2,0.3311146561443144,4.985014289405931,300.18025487006975,3.0095387816440034e-67,5.703683978848041e-67,992.9 -> 695.9,TAG2,14110.621047975,14110.621047975,12644.780792234,12644.780792234,6040.9004020694
PE (30:3),0.27633461327695047,6.987516396945074,299.27538374793687,4.738506398182492e-67,8.969102274491704e-67,658.4444 -> 517.4444,PEs,47238.643005386,47238.643005386,43969.723449702,43969.723449702,55668.98419187
TAG(48:2)_FA 18:2,-0.25762259186605596,8.36517549173586,296.21823703365186,2.1963791684472778e-66,4.152097143374514e-66,820.8 -> 523.8,TAG2,124465.34814454,124465.34814454,167742.15209964,167742.15209964,41688.902801516
PI (36:6),0.2806478541283774,6.655949797972056,295.9601909217048,2.499938397119713e-66,4.720009476826025e-66,872.5019 -> 595.5019,PIs,38135.903015142,38135.903015142,35390.922302262,35390.922302262,42200.103118881
PG (40:0),0.254409497607606,9.107514918392486,294.9847942633412,4.077989119820592e-66,7.689775965892849e-66,852.6424 -> 663.6424,PGs,216064.1560059,216064.1560059,204192.29345703,204192.29345703,194991.25366202
TAG(54:8)_FA 18:0,-0.27620983755836387,6.842666790832806,294.0950982850328,6.372247438673282e-66,1.2000932754640647e-65,892.7 -> 591.696,TAG1,36030.002532956,36030.002532956,49187.363464347,49187.363464347,46558.682678221
PS (42:11),-0.27570719687214357,6.797437732461289,292.1985273899595,1.6501492439720276e-65,3.1038521493759568e-65,854.4968 -> 669.4968,PSs,35511.262207019,35511.262207019,48462.30358885,48462.30358885,42410.902984626
TAG(54:2)_FA 18:0,0.25445365796704933,8.89297810748861,292.04087103213794,1.7859704658749954e-65,3.355120987832751e-65,904.8 -> 603.8,TAG1,175460.99121093,175460.99121093,165815.03076165,165815.03076165,209142.61425781
PE (44:7),0.26937704400481377,7.1414530075647935,291.1343071678413,2.8145092880570426e-65,5.280723051717026e-65,846.6009 -> 705.6009,PEs,54120.923889174,54120.923889174,50619.283569328,50619.283569328,55523.784118648
C18:3,-0.24840533087924488,10.328054315429855,288.8550633223292,8.831395337712465e-65,1.6549218978659687e-64,277.3 -> 277.3,FFA,441636.31225588,441636.31225588,591403.38525397,591403.38525397,369308.326416
Lyso_PE(14:0),0.2576116091037174,8.058436793161862,287.57041888635564,1.6824710716821322e-64,3.148864187774165e-64,426.2542 -> 284.2542,PEs,100707.60705566,100707.60705566,94963.10644531,94963.10644531,108897.2285156
PI (18:2),0.2507945099423033,9.094701706078903,287.47078510175356,1.768713701329061e-64,3.306151015809365e-64,614.3036 -> 337.3036,PIs,229993.83740239,229993.83740239,217901.91357425,217901.91357425,131750.88842784
PG (36:0),0.26357871011285056,7.470791332194285,286.9315650439999,2.3182090181421075e-64,4.32790016944192e-64,796.5798 -> 607.5798,PGs,65793.605163561,65793.605163561,61784.564147959,61784.564147959,77658.426208529
TAG(60:9)_FA 20:4,-0.2666449596726128,6.975860181643288,286.58428240151164,2.759467193338044e-64,5.145292244969446e-64,974.9 -> 653.9,TAG2,46743.643188484,46743.643188484,63391.704833989,63391.704833989,18518.56131744
PS (44:10),-0.2825448612948459,6.356098523622865,286.02022839082673,3.6621225978169515e-64,6.819908212559857e-64,884.5437 -> 699.5437,PSs,25767.941864011,25767.941864011,35332.642700204,35332.642700204,32658.522644041
TAG(56:7)_FA 16:1,-0.2813764311829398,6.3769016523969775,283.21871451041574,1.4934700832185618e-63,2.777817341897226e-63,922.8 -> 651.8,TAG1,25616.361877426,25616.361877426,35096.362548817,35096.362548817,35624.182525633
PE (14:1),0.2488660729232544,9.208702262643847,282.2337418609703,2.4481152999035174e-63,4.547798347964331e-63,424.246 -> 283.246,PEs,214799.9965821,214799.9965821,203779.09521476,203779.09521476,272495.05883789
"PIo (38:1), PIp (38:0)",-0.2628482846810058,7.245707898762443,279.80522327927156,8.280211154027984e-63,1.536291340197281e-62,896.6322 -> 619.6322,PIs,48260.823669429,48260.823669429,65277.224731442,65277.224731442,59892.003906267
PE (44:10),0.27381502248480744,6.548604353426687,275.9763878236175,5.655008426922439e-62,1.0479219319519235e-61,840.5539 -> 699.5539,PEs,34643.582580563,34643.582580563,32302.602264398,32302.602264398,41777.023132315
PGo (38:2),0.24931201433286024,8.390368722384437,275.192182766554,8.38175056242166e-62,1.5512956343027016e-61,806.6005 -> 617.6005,PGs,130461.80908204,130461.80908204,123729.8496094,123729.8496094,121576.2080078
PG (28:0),0.24428860298920566,9.378041190609732,274.32794096195585,1.2932443703613753e-61,2.3905908865916557e-61,684.4546 -> 495.4546,PGs,265069.397583,265069.397583,252268.43652341,252268.43652341,214945.51257323
PEp (20:0),0.25394405955727395,7.799703216611017,274.1040869679473,1.4469911341684444e-61,2.671505156687374e-61,494.3606 -> 353.3606,PEs,82999.60632323,82999.60632323,78464.406066911,78464.406066911,95161.20654298
PSo (40:0),0.2634739132650107,6.9828259416748315,273.4929377752125,1.9663302070665138e-61,3.625874251605451e-61,834.6584 -> 649.6584,PSs,48416.263549793,48416.263549793,45469.383361783,45469.383361783,49675.783813477
TAG(60:5)_FA 20:0,-0.26303238813141855,6.68325261528923,269.4078084463393,1.5274793066962234e-60,2.81318581515464e-60,982.9 -> 653.9,TAG2,38154.902618393,38154.902618393,51614.624176037,51614.624176037,15349.7211532638
TAG(58:3)_FA 18:0,-0.30271855332958325,5.4848792259555825,268.53403127476577,2.3681756467237918e-60,4.3561662325152096e-60,958.9 -> 657.9,TAG1,13512.160934449,13512.160934449,18788.601257326,18788.601257326,19982.12127685
Lyso_PS(22:1),-0.2560210810738019,7.349992174714818,266.93877001879395,5.273571515830319e-60,9.688654645362678e-60,580.3536 -> 395.3536,PSs,50185.74365234,50185.74365234,67560.38446039,67560.38446039,72751.164428648
PEo (40:5),0.25553430916401443,7.34167330010505,266.82531205211274,5.582562059548557e-60,1.0243796639831765e-59,780.5903 -> 639.5903,PEs,60746.604614236,60746.604614236,57364.063797001,57364.063797001,68196.844909616
PEo (36:5),0.24883808254207637,7.98549143724713,266.8047934874172,5.640345213861544e-60,1.0337189457883e-59,724.5277 -> 583.5277,PEs,94511.82666016,94511.82666016,89664.366668673,89664.366668673,107226.70776368
PGo (38:0),-0.252814541934195,7.317925599041552,262.1717353996583,5.769485811138193e-59,1.05609734177054e-58,810.6318 -> 621.6318,PGs,52806.863769533,52806.863769533,70931.125183042,70931.125183042,54410.804138162
PIo (30:0),0.24903124913428304,7.632375535523202,261.3560477009346,8.688264350615955e-59,1.5884390731150484e-58,786.5227 -> 509.5227,PIs,76803.346130414,76803.346130414,72854.38513183,72854.38513183,73232.905273434
TAG(52:1)_FA 18:0,-0.243497335903752,8.336461823340521,260.49792749365565,1.3365346754449796e-58,2.440557844091137e-58,878.8 -> 577.8,TAG1,100291.46679687,100291.46679687,133846.0693359,133846.0693359,142523.69067387
PS (22:6),-0.24959511160399517,7.5084907301053105,259.8278009464187,1.8709038531936625e-58,3.4121830906970686e-58,570.2828 -> 385.2828,PSs,59888.944396967,59888.944396967,80264.5854493,80264.5854493,64164.404785167
TAG(50:1)_FA 18:2,-0.2816316610939424,5.6214003679740685,256.82291804669666,8.453960859253904e-58,1.539975151667489e-57,852.8 -> 555.8,TAG2,18047.961166378,18047.961166378,24731.461791993,24731.461791993,7701.1204986517
TAG(58:9)_FA 18:1,0.2684978700788569,6.0825998492057645,256.30974400913374,1.0937688915870266e-57,1.9899964924510628e-57,946.8 -> 647.8,TAG2,29950.182189924,29950.182189924,28029.462066651,28029.462066651,11530.1208114576
Lyso_PS(22:6),-0.24789215676656987,7.493252948102824,255.5120011964802,1.6323937939917808e-57,2.9663717733434175e-57,570.2754 -> 385.2754,PSs,58494.224243145,58494.224243145,78302.86566165,78302.86566165,67151.624450705
PGo (38:4),-0.25385779420463755,7.042919040551471,255.12270743923227,1.9846665508428202e-57,3.6021577905865455e-57,802.5692 -> 613.5692,PGs,41991.322936998,41991.322936998,56444.304016099,56444.304016099,52407.083984376
PI (40:0),-0.2380817969078478,8.596590047601758,254.091356730112,3.3305452994898147e-57,6.037618954751463e-57,940.6584 -> 663.6584,PIs,133854.269470256,133854.269470256,177968.690978924,177968.690978924,109509.268066364
PEo (38:4),0.24973110033674353,7.203488425404246,250.76369130555005,1.7699014495773857e-56,3.2046104653988614e-56,754.5746 -> 613.5746,PEs,54450.28375245,54450.28375245,51625.58364868,51625.58364868,64456.34503172
PE (44:12),0.2618115397536687,6.3764651647361354,245.98858053912986,1.9453291972596273e-55,3.517998945887591e-55,836.5226 -> 695.5226,PEs,31005.802062975,31005.802062975,29152.182342529,29152.182342529,35655.022399911
TAG(58:6)_FA 18:1,0.24801482790731455,6.8904831144175,245.1712111341584,2.9322404710972432e-55,5.2963814044728786e-55,952.8 -> 653.8,TAG2,51536.503723146,51536.503723146,48921.123291025,48921.123291025,22259.1811676
TAG(58:7)_FA 20:0,0.24478201084055212,6.980231774695694,243.24571016191135,7.709304596851426e-55,1.3908252644079316e-54,950.8 -> 621.8,TAG2,57849.484039329,57849.484039329,55036.924285983,55036.924285983,11926.3209266682
TAG(58:8)_FA 16:0,-0.269189389805584,5.989973959126905,243.21316312186875,7.836308551416436e-55,1.412040712566155e-54,948.8 -> 675.8,TAG1,20351.561523441,20351.561523441,27648.641937264,27648.641937264,24130.281890869
PG (38:8),0.24271607257485384,7.471188256822072,243.08715948386154,8.348039429065018e-55,1.5024469044396393e-54,808.4859 -> 619.4859,PGs,64809.824279772,64809.824279772,61747.224060041,61747.224060041,79850.865722588
TAG(52:3)_FA 18:1,-0.2386708223078599,7.841242279122609,242.52448752504665,1.107302561542283e-54,1.9904923890718163e-54,874.8 -> 575.8,TAG1,71621.52539062,71621.52539062,95264.76696775,95264.76696775,99534.38708494
Lyso_PE(20:3),0.2435112275617505,7.319269331250384,242.24217714393313,1.2759101639352929e-54,2.2908387034292758e-54,504.3012 -> 362.3012,PEs,60345.524047852,60345.524047852,57462.204101566,57462.204101566,64213.82470702
TAG(52:2)_FA 20:0,0.22627720646921834,10.18676013394289,239.69080792902665,4.593284804144636e-54,8.237180992856749e-54,876.8 -> 547.8,TAG2,510723.13378897,510723.13378897,492165.133789,492165.133789,187323.69360359
TAG(58:5)_FA 16:0,-0.2882634191602388,5.420317284992001,238.372508305596,8.903818318621046e-54,1.5948247370226956e-53,954.8 -> 681.8,TAG1,12854.101013184,12854.101013184,17695.381256097,17695.381256097,19755.301361087
PE (12:0),0.23374853629474981,8.126072454139853,237.38622349959644,1.4609596665069069e-53,2.6137073413907835e-53,398.2303 -> 257.2303,PEs,102599.28735353,102599.28735353,98360.446777362,98360.446777362,122357.12890625
PG (44:4),0.260879880683054,6.161013002522884,237.24433846937313,1.5688337528187258e-53,2.8033565035486992e-53,900.6424 -> 711.6424,PGs,27702.581939687,27702.581939687,26063.261962889,26063.261962889,26876.681747436
TAG(52:3)_FA 16:1,0.2380998897500565,7.607970141870368,236.73392998833904,2.027096979717782e-53,3.6179221956675277e-53,874.8 -> 603.8,TAG1,70886.30517578,70886.30517578,67753.00451661,67753.00451661,88788.7463379
TAG(54:7)_FA 20:0,0.2374813015416804,7.394629177039465,236.6910212183211,2.0712431446682216e-53,3.6923229930486945e-53,894.8 -> 565.8,TAG2,73821.484985327,73821.484985327,70588.70507811,70588.70507811,27790.901855469
PS (36:7),0.23296188468485263,8.127876429883289,236.20508574849183,2.6435845365450564e-53,4.707023000420082e-53,778.4655 -> 593.4655,PSs,104604.307678213,104604.307678213,100337.326660137,100337.326660137,115187.688415474
TAG(58:3)_FA 20:0,-0.27324599425919305,5.490354206741542,234.36990714302863,6.643191495163989e-53,1.1814491035830743e-52,958.9 -> 629.9,TAG2,16475.8211975092,16475.8211975092,22446.281494142,22446.281494142,7289.3005218501
PE (20:2),0.2368024819225444,7.5332256352715214,233.0676131597207,1.2775153799764852e-52,2.2692906335440287e-52,506.3242 -> 365.3242,PEs,68291.04492186,68291.04492186,65331.184326149,65331.184326149,80422.58557126
PG (40:10),0.23892444009405417,7.11714710265648,229.15749189381492,9.100829704763968e-52,1.61469803627077e-51,832.4859 -> 643.4859,PGs,53668.124206539,53668.124206539,51266.583740224,51266.583740224,50881.483764666
TAG(58:9)_FA 16:0,-0.27337813815675976,5.653675850379602,229.0867480518053,9.429947863560684e-52,1.671115908288617e-51,946.8 -> 673.8,TAG1,15391.861053465,15391.861053465,20971.441650389,20971.441650389,22340.581741338
17:1 Cholesteryl ester; 16:1 Campesteryl ester,-0.2251016360776115,8.737851022169222,227.7031340658983,1.8891283073428854e-51,3.343846213822725e-51,654.5845 -> 369.1,CEs,139821.609588614,139821.609588614,184237.593444824,184237.593444824,159241.471038817
TAG(58:10)_FA 20:0,-0.24473936391421378,6.445003474253328,224.35166499744162,1.0167535356341072e-50,1.7954671258668176e-50,944.8 -> 615.8,TAG2,31556.042327872,31556.042327872,42150.063232419,42150.063232419,17621.1012764074
PGp (38:6),0.23275842093560503,7.4913961056405824,224.32274689542675,1.0316275330267446e-50,1.819592158722848e-50,796.5223 -> 607.5223,PGs,66235.464538531,66235.464538531,63542.565002453,63542.565002453,78197.745239275
TAG(60:0)_FA 18:1,0.2864717240938324,4.925700237284063,221.4137889014607,4.446359452347432e-50,7.833316359123822e-50,992.9 -> 693.9,TAG2,13422.3009643535,13422.3009643535,12405.9809188834,12405.9809188834,5526.5803565974
C20:3,-0.21774427081215553,10.137867750858792,221.3976280729922,4.482595576817917e-50,7.887896788749933e-50,305.3 -> 305.3,FFA,389827.66748045,389827.66748045,511048.116455345,511048.116455345,331480.72192376
PE (26:1),0.23931097050363997,6.8086606376991305,219.71369924324063,1.0443192107391665e-49,1.8355071842148583e-49,606.4131 -> 465.4131,PEs,41562.983154288,41562.983154288,39692.482818603,39692.482818603,47953.66333007
PIp (34:1),-0.23467348832117102,7.07523128440253,218.20241018647033,2.2309555872455048e-49,3.916566475386553e-49,838.554 -> 561.554,PIs,42419.663024905,42419.663024905,56266.864196761,56266.864196761,57393.324645956
TAG(60:4)_FA 20:0,-0.26017340249984877,5.629646502685267,217.84101435042354,2.6749997825364577e-49,4.6906246186766625e-49,984.9 -> 655.9,TAG2,17824.041259764,17824.041259764,24064.021621712,24064.021621712,9950.2206649707
TAG(56:2)_FA 18:2,0.24144653998172827,6.317775150731784,216.88886400776374,4.315421409333455e-49,7.558281838284149e-49,932.9 -> 635.9,TAG2,35894.862731937,35894.862731937,34228.742401117,34228.742401117,9916.3407096858
18:3 Campesteryl ester,-0.22233999452661043,8.1253456576267,215.56545432327493,8.38909283596055e-49,1.4676023714192058e-48,678.5845 -> 369.1,CEs,92008.626586908,92008.626586908,121004.408355716,121004.408355716,102012.906951894
16:3 Stigmasteryl ester,-0.22496882379771363,7.7852502122249145,215.4895491121453,8.715120364601531e-49,1.522863290717916e-48,662.5532 -> 369.1,CEs,71897.8853454609,71897.8853454609,94728.3868103061,94728.3868103061,83789.866088867
TAG(54:1)_FA 16:0,0.25303479576899246,6.137460376632117,215.06694181504352,1.077615434854893e-48,1.8808148461827842e-48,906.8 -> 633.8,TAG1,24230.541870114,24230.541870114,22920.981704715,22920.981704715,37778.162719731
TAG(56:8)_FA 20:0,-0.24103071141093801,6.3122831144492695,214.49087067001133,1.439239883042704e-48,2.509058146860742e-48,920.8 -> 591.8,TAG2,29593.102142323,29593.102142323,39426.64215088,39426.64215088,12544.3009262099
PEo (40:2),0.2321716810110703,7.070488375849741,213.52403386595583,2.339112943109294e-48,4.073095739683353e-48,786.6372 -> 645.6372,PEs,49368.323791479,49368.323791479,47380.443069461,47380.443069461,58822.52471924
TAG(60:3)_FA 18:0,0.25553642939780874,5.929241802923432,212.6938053738563,3.549533025716148e-48,6.173637394669685e-48,986.9 -> 685.9,TAG1,21938.841735839,21938.841735839,20717.181427002,20717.181427002,29084.021972659
PSp (40:6),0.2237483211878183,7.677250993385275,212.3144975258511,4.2945820510113436e-48,7.460842197416698e-48,820.5488 -> 635.5488,PSs,80316.925537065,80316.925537065,77534.246337909,77534.246337909,68873.744567827
PEo (40:3),0.22971134894614803,7.15472257540408,211.76918166311364,5.647913521400262e-48,9.800599070082998e-48,784.6216 -> 643.6216,PEs,53389.004028281,53389.004028281,51326.683654748,51326.683654748,58131.144348116
TAG(48:3)_FA 18:0,-0.274581563913586,5.37147727616868,211.24202078397786,7.360304647289849e-48,1.2757294775498917e-47,818.8 -> 517.8,TAG1,12178.820838928,12178.820838928,16607.521209714,16607.521209714,20549.821594232
PS (38:0),0.2214707908395782,7.775555730885278,209.55056265794852,1.721554527528323e-47,2.980453686066912e-47,820.6063 -> 635.6063,PSs,85878.945495584,85878.945495584,83034.544982944,83034.544982944,73870.405151365
Lyso_PE(16:1),0.22002385248648693,7.986305318322859,208.99955741685724,2.270578103140899e-47,3.9264259594636975e-47,452.2699 -> 310.2699,PEs,95269.74670411,95269.74670411,92206.74682618,92206.74682618,101204.52709961
PGp (42:6),0.21354862994204873,9.135499965568325,208.09925780118334,3.5691323999964173e-47,6.164865054539266e-47,852.5849 -> 663.5849,PGs,217402.23510744,217402.23510744,211359.11474604,211359.11474604,198950.85351554
Lyso_PE(12:0),0.2189234132746541,8.047156554851908,207.42969577559333,4.996310565372739e-47,8.620071446694805e-47,398.2229 -> 257.2229,PEs,97763.66650391,97763.66650391,94692.686523456,94692.686523456,111648.44799807
PG (20:0),0.2201782336540991,7.601096945287206,204.3633005746014,2.3319112418566825e-46,4.018597903589989e-46,572.3294 -> 383.3294,PGs,76101.18542478,76101.18542478,73646.58532716,73646.58532716,65332.584655766
TAG(56:1)_FA 18:1,0.2344022739155681,6.314062792098969,203.97744116373758,2.8307843241295766e-46,4.872714759768915e-46,934.9 -> 635.9,TAG2,35454.562438969,35454.562438969,33974.362518317,33974.362518317,10919.5407447826
PGo (40:9),0.22489524167704555,7.08361168128721,201.68511037431102,8.955928458096762e-46,1.539845202245503e-45,832.6162 -> 643.6162,PGs,51223.383544917,51223.383544917,49409.38372802,49409.38372802,53483.083618191
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",-0.21717192400545277,7.8110358125855655,200.86446687675001,1.3526575491723895e-45,2.3230423127091038e-45,666.5845 -> 369.1,CEs,72211.924972534,72211.924972534,94629.346771245,94629.346771245,90693.086700436
PS (34:5),-0.21954057149335146,7.4974635795786595,200.6626495807125,1.4970216953708294e-45,2.56803378828756e-45,754.4655 -> 569.4655,PSs,59506.324523896,59506.324523896,78107.565673851,78107.565673851,66399.784973183
Lyso_PG(20:0),-0.21888832067916855,7.562570508339923,200.53693053098536,1.5946390848966374e-45,2.732366742499832e-45,558.3427 -> 369.3427,PGs,62094.044067362,62094.044067362,81467.34619139,81467.34619139,70258.2050781
PG (42:7),0.22639561038582,6.928134658946542,199.06460878723132,3.3416236216131815e-45,5.719244077584248e-45,866.5641 -> 677.5641,PGs,44099.063232419,44099.063232419,42493.142944334,42493.142944334,55422.86349489
PG (42:6),0.22082615795314398,7.072078463643815,196.4550295030253,1.2401026968321546e-44,2.120038892875927e-44,868.5798 -> 679.5798,PGs,54515.483459454,54515.483459454,52733.424133323,52733.424133323,38485.142883303
PEp (42:2),0.22920687834554276,6.642593381198531,196.13659189876523,1.455305805120741e-44,2.4851126433290467e-44,812.6529 -> 671.6529,PEs,36303.02276611,36303.02276611,34912.902572628,34912.902572628,45148.543334959
TAG(52:2)_FA 18:0,-0.21761119144064525,7.529561381385407,196.08241178696045,1.4954734909102032e-44,2.550801943018426e-44,876.8 -> 575.8,TAG1,57103.10406491,57103.10406491,74852.94567872,74852.94567872,84954.94543456
TAG(52:5)_FA 18:0,-0.2534364598923832,5.611529490574489,195.95970307529342,1.590593334019613e-44,2.7099666224329616e-44,870.8 -> 569.8,TAG1,15284.081115728,15284.081115728,20538.721603386,20538.721603386,20683.801712036
22:1 Campesteryl ester,-0.2203863305198629,7.2311102500326045,195.72393142774305,1.790668268690115e-44,3.0473844345848785e-44,738.6784 -> 369.1,CEs,47247.20341493,47247.20341493,62052.704528815,62052.704528815,65163.564880357
Lyso_PE(22:5),0.2270769351696981,6.702258994868174,195.50711097474965,1.9968037658083968e-44,3.3943402632824505e-44,528.3012 -> 386.3012,PEs,39019.602600097,39019.602600097,37580.902587865,37580.902587865,42375.262573266
PGo (36:0),0.22062892339223045,7.137218247255315,195.31463622755663,2.199593850321828e-44,3.7348307345396647e-44,782.6005 -> 593.6005,PGs,53136.063964841,53136.063964841,51406.123474099,51406.123474099,55321.923889145
