lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,OG3x,OG3xcopy,YG3x,YG3xcopy,Blank
TAG(54:3)_FA 18:0,0.399812868300668,12.23375684967222,741.9421540602403,2.267148405047279e-163,6.528705557391788e-163,902.8 -> 601.8,TAG1,425301.48999016,425301.48999016,334332.94287108,334332.94287108,232494.875793416
TAG(60:3)_FA 20:0,-0.4779080944176284,8.07733855040157,738.1039208953744,1.5490482126429821e-162,4.427503473449718e-162,986.9 -> 657.9,TAG2,17550.861312869,17550.861312869,25351.401931767,25351.401931767,12601.5809173586
TAG(52:3)_FA 18:2,0.39081848055824225,15.028832205895267,724.8960282911682,1.1535398989856535e-159,3.2726354171222616e-159,874.8 -> 577.8,TAG2,2891304.36718748,2891304.36718748,2287092.3203125,2287092.3203125,1758950.09814466
TAG(58:8)_FA 16:1,0.3890214618259708,10.61899528042379,662.4993609259291,4.273521452570104e-146,1.2034990561281985e-145,948.8 -> 677.8,TAG1,126185.4489746,126185.4489746,99940.14746097,99940.14746097,109856.608032255
TAG(58:4)_FA 16:1,0.4041264883877375,9.509814414637107,657.1335167341391,6.276604441524692e-145,1.7547003657693114e-144,956.9 -> 685.9,TAG1,60957.284210178,60957.284210178,47775.923736559,47775.923736559,44916.143508902
TAG(50:2)_FA 16:1,0.3709812137188875,13.216662964239575,646.5199377331,1.2763190087416386e-142,3.542247683681504e-142,850.8 -> 579.8,TAG1,764466.55285649,764466.55285649,613083.9814452,613083.9814452,649199.9440917
TAG(52:1)_FA20:0,-0.3933797958103257,9.681171627404638,638.5239246088064,6.9978632720054e-141,1.9281882253079628e-140,878.8 -> 549.8,TAG2,55235.863586426,55235.863586426,75245.145019513,75245.145019513,38707.923034678
TAG(58:3)_FA 20:0,-0.44440074326299006,8.099862755214911,635.219246664371,3.661764437743511e-140,1.0017541283255462e-139,958.9 -> 629.9,TAG2,17464.201278687,17464.201278687,24647.081832881,24647.081832881,15240.701080325
TAG(54:2)_FA 20:0,-0.38384894637076533,10.176214498626639,633.7624331371334,7.595046887065245e-140,2.0630517430822616e-139,904.8 -> 575.8,TAG2,79525.285522455,79525.285522455,107620.10791013,107620.10791013,49622.963806123
TAG(58:4)_FA 18:0,-0.4286537409397211,8.053845359121484,582.0741959512505,1.3270957870137888e-128,3.5794203269456417e-128,956.9 -> 655.9,TAG1,16752.481079101,16752.481079101,23385.981628414,23385.981628414,15843.701126098
TAG(56:8)_FA 16:1,0.35831679969153674,10.618235901799919,562.6621096983996,2.215761747328244e-124,5.934522721865157e-124,920.8 -> 649.796,TAG1,125864.169799813,125864.169799813,101830.02734375,101830.02734375,107234.307556142
TAG(58:3)_FA 18:1,-0.3826004655113296,8.888007617211343,551.4714701055224,6.024019359976131e-122,1.6022218158825404e-121,958.9 -> 659.896,TAG2,32355.182678202,32355.182678202,43747.823455819,43747.823455819,20881.2816009531
TAG(56:0)_FA 20:4,-0.3946968753523755,8.504469129150337,549.7737911477398,1.409937167632337e-121,3.7241788634702423e-121,936.9 -> 615.9,TAG2,24375.18164063,24375.18164063,33235.482208253,33235.482208253,17120.1012344377
TAG(54:1)_FA 20:0,0.34369088011092247,11.852806332975337,544.2670149536862,2.2241245531571123e-120,5.834518519583384e-120,906.8 -> 577.8,TAG2,316267.901733281,316267.901733281,258482.87792967,258482.87792967,191977.234008772
TAG(52:0)_FA 16:1,0.3731629835949976,9.285834154743455,542.5163585515563,5.345721742978688e-120,1.3927968894971683e-119,880.8 -> 609.8,TAG1,49677.603576641,49677.603576641,39780.022857657,39780.022857657,44338.643493641
TAG(58:7)_FA 18:0,0.3532039574487169,10.37024876251082,538.2117997006357,4.617989004365529e-119,1.1950606680216198e-118,950.8 -> 649.8,TAG1,104962.907287611,104962.907287611,85221.40551757,85221.40551757,92795.22729491
TAG(56:2)_FA 18:0,0.36307700654358455,9.60624596816683,535.9798826588556,1.41255886708351e-118,3.6309399066643244e-118,932.9 -> 631.9,TAG1,64148.584472672,64148.584472672,51728.243652353,51728.243652353,48642.103729236
TAG(58:3)_FA 18:0,-0.40552672071909585,8.088093522148828,528.3193990238595,6.555016168997798e-117,1.6737141284841043e-116,958.9 -> 657.9,TAG1,17601.081329347,17601.081329347,24179.861633296,24179.861633296,15085.181060791
TAG(52:5)_FA 18:1,-0.3937755522809606,8.379086671109258,526.9042618756426,1.331824900822613e-116,3.378072430563316e-116,870.8 -> 571.8,TAG1,21223.321441646,21223.321441646,28919.462036152,28919.462036152,20081.181518553
TAG(56:4)_FA 16:0,-0.3735455559903468,8.951651631400205,523.4914905811597,7.360828862058346e-116,1.8547351672160178e-115,928.8 -> 655.8,TAG1,31800.722290038,31800.722290038,42729.103210458,42729.103210458,29915.102264414
TAG(58:7)_FA 16:0,0.3446161067597966,10.671029019426216,521.4499478452891,2.046856397501798e-115,5.123830066948946e-115,950.8 -> 677.8,TAG1,128001.589111339,128001.589111339,104547.44726564,104547.44726564,116892.488281278
TAG(50:1)_FA 18:0,0.3326317714652577,13.35093323615037,520.8162546694917,2.811610423856373e-115,6.992511638551888e-115,852.8 -> 551.8,TAG1,842103.09863306,842103.09863306,693539.3105469,693539.3105469,676824.68945302
TAG(48:0)_FA 18:2,-0.4016354941624308,8.067691322114962,509.82787778174077,6.912952029790457e-113,1.7081681467159648e-112,824.8 -> 527.796,TAG2,16771.6411971992,16771.6411971992,22978.341537483,22978.341537483,17285.6612777734
TAG(56:7)_FA 18:2,0.3787278959359491,8.384717641264523,494.7287858562907,1.3331903208637797e-109,3.2731531595565875e-109,922.8 -> 625.8,TAG2,29112.362030032,29112.362030032,23222.361633308,23222.361633308,16566.5212554912
TAG(58:5)_FA 18:1,-0.3537316739164818,8.960107149439292,473.83266514853034,4.696343806296359e-105,1.1456685845933158e-104,954.8 -> 655.8,TAG2,33435.002075176,33435.002075176,44312.223022447,44312.223022447,25593.461990352
TAG(50:2)_FA 18:1,0.31505840329664286,13.836548320983715,469.0248960166833,5.223467999365353e-104,1.2661950909853989e-103,850.8 -> 551.8,TAG1,1161475.91137702,1161475.91137702,968291.5468751,968291.5468751,978995.17041022
TAG(58:2)_FA 20:4,-0.35863690298650025,8.565958354039225,461.00709829118983,2.9022164615023322e-102,6.990873614813794e-102,960.9 -> 639.9,TAG2,26183.601989738,26183.601989738,34819.96272278,34819.96272278,16412.941116336
TAG(60:7)_FA 18:0,0.32453140457125834,10.46813597278003,457.7764508061602,1.4647938039222834e-101,3.506350168138966e-101,978.9 -> 677.9,TAG1,112273.307556152,112273.307556152,92986.6665039,92986.6665039,96640.047180201
TAG(60:3)_FA 20:4,-0.35990797416680076,8.525099051884714,456.19602545442956,3.2337707083858214e-101,7.692758890135216e-101,986.9 -> 665.9,TAG2,24427.301788324,24427.301788324,32513.002319328,32513.002319328,19815.761459351
TAG(54:8)_FA 16:1,0.31272745068435237,11.884704833929181,452.5241940009501,2.0360315251475468e-100,4.813580704515496e-100,892.7 -> 621.7,TAG1,353048.80737299,353048.80737299,294803.30102537,294803.30102537,103938.42736817
TAG(56:7)_FA 16:0,0.31925813437157785,10.611463908569151,446.62373917534336,3.916421659903505e-99,9.202389544435844e-99,922.8 -> 649.8,TAG1,123204.069946301,123204.069946301,102413.36645508,102413.36645508,108386.18750002
TAG(50:1)_FA 18:1,0.31854261962504693,10.397070109911438,439.63228780369406,1.301591303803163e-97,3.0396918863208013e-97,852.8 -> 553.8,TAG1,108052.026977546,108052.026977546,89862.7866211,89862.7866211,88087.785461441
TAG(54:7)_FA 16:0,0.3075024232977951,11.368973535370369,431.25071301495933,8.68303143125345e-96,2.0155157807091343e-95,894.8 -> 621.8,TAG1,236550.19653324,236550.19653324,198241.13647451001,198241.13647451001,100671.34680173
TAG(54:7)_FA 20:4,-0.32510873229894216,9.412932760052765,424.366479854171,2.735532241537835e-94,6.311499087403559e-94,894.8 -> 573.8,TAG2,46555.703308106,46555.703308106,60489.304321286,60489.304321286,34081.3223877
TAG(52:4)_FA 20:4,0.299571370441341,13.31424427586981,422.78829002392865,6.03318566375878e-94,1.3836587480356962e-93,872.8 -> 551.8,TAG2,861184.07373069,861184.07373069,725694.7499999,725694.7499999,523350.19726559
TAG(60:12)_FA 18:0,-0.3751170293774717,7.7485367618414704,420.9729789438113,1.4985335469684113e-93,3.4162996933863185e-93,968.9 -> 667.9,TAG1,14477.721160888,14477.721160888,19474.241271971,19474.241271971,10315.140853881
TAG(54:5)_FA 18:0,0.32611872720993673,9.10584337027219,414.4491283492161,3.941650138784003e-92,8.9328520896702545e-92,898.8 -> 597.8,TAG1,48781.423278808,48781.423278808,40357.16329955,40357.16329955,22818.321502687
TAG(60:5)_FA 16:1,0.4008684037677007,7.298320169463698,411.49389817252467,1.7335829710324793e-91,3.9056604582672914e-91,982.9 -> 711.9,TAG1,13005.220901491,13005.220901491,10216.0007247915,10216.0007247915,10224.4006042472
TAG(60:11)_FA 18:1,-0.3676006631338191,7.915229028135082,408.8865150987625,6.404781659973251e-91,1.4345212723799739e-90,970.9 -> 671.9,TAG2,14965.401016237,14965.401016237,20025.621414182,20025.621414182,16851.4612083479
TAG(54:8)_FA 20:0,-0.3158421459321028,9.471895689934627,402.9099375182877,1.2808064349256216e-89,2.8520282824215876e-89,892.7 -> 563.7,TAG2,48488.363616946,48488.363616946,62597.024475101,62597.024475101,36181.202453616
TAG(58:5)_FA 16:0,-0.34312729077299353,8.269448208767791,393.2049487708845,1.6602108839208283e-87,3.6754957719172096e-87,954.8 -> 681.8,TAG1,20305.681304932,20305.681304932,26714.541900631,26714.541900631,17688.361190794
TAG(56:4)_FA 18:0,-0.33695510471531387,8.383741759041161,388.78177096734726,1.524362461590754e-86,3.3553495562601085e-86,928.8 -> 627.8,TAG1,22171.441619874,22171.441619874,29044.641967773,29044.641967773,18621.721221925
TAG(60:9)_FA 18:2,0.2944712025588819,10.462363259587157,379.57656658405523,1.5386841699058701e-84,3.3675202118511328e-84,974.9 -> 677.9,TAG2,120206.788360593,120206.788360593,101653.46777344,101653.46777344,69137.885101312
TAG(52:3)_FA 20:4,-0.2961553911582726,10.149305984290674,376.6295894645038,6.741570462678375e-84,1.4670576631851237e-83,874.8 -> 553.8,TAG2,79593.805541992,79593.805541992,101360.56701659,101360.56701659,52828.26361082
TAG(50:2)_FA 18:2,0.2890007511378813,10.970253739127516,374.618233431012,1.847898630953703e-83,3.998560314436544e-83,850.8 -> 553.8,TAG2,169273.95263672,169273.95263672,143691.19018558,143691.19018558,102328.20690917
TAG(48:3)_FA 18:2,-0.2804695396374335,11.630963241133081,361.01941248378427,1.68892624595347e-80,3.634037933708871e-80,818.8 -> 521.8,TAG2,224010.13574216,224010.13574216,282185.97998046,282185.97998046,146961.79016115
TAG(56:1)_FA 18:0,0.2910439965375421,10.058453163172903,357.6871652555652,8.978453163458047e-80,1.9210880232426993e-79,934.9 -> 633.9,TAG1,83086.865585328,83086.865585328,70429.9251709,70429.9251709,74464.645324697
TAG(52:2)_FA 18:0,0.274657603647095,12.195673298379592,350.11479599898564,4.000747680735638e-78,8.512702009565274e-78,876.8 -> 575.8,TAG1,381530.82666031,381530.82666031,327105.1640626,327105.1640626,275099.878357062
TAG(60:6)_FA 16:0,-0.32885007386828163,8.2397223085619,349.6969850878973,4.933163115720794e-78,1.0438682173044552e-77,980.9 -> 707.9,TAG1,18380.001235962,18380.001235962,23942.961578368,23942.961578368,23527.041641237
TAG(54:7)_FA 16:1,0.3004245961825979,9.062874135512644,345.18215953964756,4.745840578804485e-77,9.98712605319845e-77,894.8 -> 623.8,TAG1,43750.703124987,43750.703124987,36845.622711176,36845.622711176,31719.182220434
TAG(52:4)_FA 18:0,-0.3152812408579572,8.34722444810952,338.3944985749188,1.427324251546765e-75,2.9872414663519724e-75,872.8 -> 571.8,TAG1,21861.541458123,21861.541458123,28211.642333994,28211.642333994,17919.601318356
TAG(58:6)_FA 18:2,-0.2947074026797688,8.928918809619134,326.046059470253,6.981944706293504e-73,1.4533069687556585e-72,952.8 -> 655.8,TAG2,32610.902343742,32610.902343742,41487.462829578,41487.462829578,28216.02200317
TAG(52:3)_FA 18:0,0.2785717011765055,9.706584687045158,321.7475441168863,6.029086086696369e-72,1.2481837682187618e-71,874.8 -> 573.8,TAG1,71203.445495601,71203.445495601,60880.803955061,60880.803955061,39769.322937007
TAG(58:4)_FA 18:1,-0.3092364363659098,8.26631239406717,320.99725622399,8.783715972039549e-72,1.808689901769434e-71,956.9 -> 657.9,TAG2,20868.381355286,20868.381355286,26817.401885983,26817.401885983,16365.481170653
TAG(60:8)_FA 18:1,0.26041632579792456,10.474930468107695,297.3113471108006,1.26924930594347e-66,2.5995854768788717e-66,976.9 -> 677.9,TAG2,120498.127441403,120498.127441403,104333.80725097,104333.80725097,68206.24548341
TAG(56:3)_FA 18:2,0.25802454147475484,10.62781702021138,294.27557303365916,5.820639662932063e-66,1.1858005270760531e-65,930.8 -> 633.8,TAG2,133770.75,133770.75,116018.14794925,116018.14794925,76145.585235576
TAG(54:8)_FA 18:2,0.2655440165568154,9.50613596276235,286.03409405981057,3.636733969685271e-64,7.36967783274846e-64,892.7 -> 595.7,TAG2,60599.484313964,60599.484313964,52284.144042993,52284.144042993,37879.903076173
TAG(50:3)_FA 18:0,-0.25266014524279584,10.584815629700419,280.4705698769767,5.929951101623881e-63,1.1953533010115506e-62,848.8 -> 547.8,TAG1,103832.56762695,103832.56762695,128300.96936036,128300.96936036,91033.54663085
TAG(60:8)_FA 16:1,0.27060596387838903,9.067431241805707,278.9489156190267,1.2724688104069834e-62,2.55159976118259e-62,976.9 -> 705.9,TAG1,42385.742706277,42385.742706277,36441.562316903,36441.562316903,35104.022399884
TAG(60:3)_FA 16:1,-0.30868127960771186,7.673020989219334,270.6570193966356,8.160473756668023e-61,1.6278445045853402e-60,986.9 -> 715.9,TAG1,12931.3409042329,12931.3409042329,16611.341033936,16611.341033936,14326.861053466
TAG(60:10)_FA 16:1,0.2771857507701154,8.51777298983909,265.82730569226686,9.212035573484962e-60,1.8280878884169637e-59,972.9 -> 701.9,TAG1,28311.802001949,28311.802001949,24230.581848141,24230.581848141,26202.101882926
TAG(60:0)_FA 16:1,0.3076921272757536,7.492477263038375,254.33941694915376,2.9406240063461075e-57,5.80545873417814e-57,992.9 -> 721.9,TAG1,13982.4010238624,13982.4010238624,11716.40071869,11716.40071869,13191.540946961
TAG(58:9)_FA 20:0,-0.25133682681937,9.370494203223444,252.75164143917794,6.52484038031763e-57,1.2815455721341807e-56,946.8 -> 617.8,TAG2,46478.36328126,46478.36328126,57378.46392822,57378.46392822,33157.742462141
TAG(56:7)_FA 18:0,0.23406316429603283,11.143583699631826,248.2958526486695,6.108916041387298e-56,1.1937320631894567e-55,922.8 -> 621.8,TAG1,198544.21411143,198544.21411143,175079.43139649,175079.43139649,83608.225830094
TAG(48:2)_FA 18:1,-0.23374049400153982,11.096266699269385,246.00691804306157,1.927503204993345e-55,3.747379327474371e-55,820.8 -> 521.8,TAG1,149959.31054689,149959.31054689,182883.43310541,182883.43310541,126715.588806164
TAG(58:7)_FA 16:1,0.2586942771613899,8.713272749298481,242.40855402710528,1.1736644004781558e-54,2.2702700271875437e-54,950.8 -> 679.8,TAG1,33589.422607415,33589.422607415,29118.261962883,29118.261962883,25817.921981805
TAG(58:5)_FA 18:2,-0.2574712867815197,8.577983542421618,236.50883204068387,2.269649459097108e-53,4.3682198132371475e-53,954.8 -> 657.8,TAG2,26483.441879264,26483.441879264,32833.662353504,32833.662353504,20103.781593312
TAG(56:7)_FA 20:0,0.23449429825279894,9.85150796832868,230.2561074012401,5.241914877299346e-52,1.0038266990028248e-51,922.8 -> 593.8,TAG2,75576.745117176,75576.745117176,66624.844848641,66624.844848641,50116.763305657
TAG(58:7)_FA 20:4,-0.24899473782686243,8.824799165131855,229.79385697451272,6.611485148509619e-52,1.2598004039199922e-51,950.8 -> 629.8,TAG2,31174.842163103,31174.842163103,38423.542968734,38423.542968734,25154.241790776
TAG(50:2)_FA 16:0,0.21949971976446853,13.826031412865483,227.88410556674165,1.7250153443934784e-51,3.270697410409417e-51,850.8 -> 577.8,TAG1,1121437.57641614,1121437.57641614,998934.6347654,998934.6347654,964553.3124998
TAG(58:9)_FA 18:2,0.2267792294472102,10.604318184576428,227.12820163395222,2.521451941019559e-51,4.75722213502705e-51,946.8 -> 649.8,TAG2,130328.128723151,130328.128723151,115507.1081543,115507.1081543,74852.344787611
TAG(54:7)_FA 18:1,0.2424697112696339,9.080251706814833,225.22409209176666,6.56047247533579e-51,1.2316965480654938e-50,894.8 -> 595.8,TAG1,43124.722625726,43124.722625726,37807.102600097,37807.102600097,33174.942352293
TAG(56:2)_FA 18:1,0.22443294748330908,10.3290161865148,218.75534762342318,1.6899639394330888e-49,3.157347262453039e-49,932.9 -> 633.9,TAG2,106222.847045912,106222.847045912,94296.32653811,94296.32653811,65879.20468138
TAG(52:3)_FA 18:1,0.21468126482476088,12.710928468469616,215.75850579498598,7.613805656640516e-49,1.4155764885889892e-48,874.8 -> 575.8,TAG1,529044.93798819,529044.93798819,472829.99707024,472829.99707024,410433.94946276
TAG(50:3)_FA 18:2,0.21278579606490441,14.55412804091484,215.03989240095888,1.0923569428755384e-48,2.021124198653774e-48,848.8 -> 551.8,TAG2,1982267.80810542,1982267.80810542,1773966.4062501,1773966.4062501,1226713.22949236
TAG(58:7)_FA 18:1,0.23690219911074298,8.98453761987773,213.61764544533847,2.2316669811288414e-48,4.109271412367049e-48,950.8 -> 651.8,TAG2,41666.422729486,41666.422729486,36669.862609857,36669.862609857,26851.781723023
TAG(58:6)_FA 16:1,-0.25438993448259317,8.09489265865374,207.5356288247233,4.737361571999415e-47,8.681385081702277e-47,952.8 -> 681.8,TAG1,18334.201293946,18334.201293946,22681.901748659,22681.901748659,16720.021118165
TAG(50:3)_FA 16:1,0.20610569647300644,13.884644193835644,201.04325697986962,1.2364391907733725e-45,2.2550295717438175e-45,848.8 -> 577.8,TAG1,1178778.38330085,1178778.38330085,1059805.4140627,1059805.4140627,958697.60302729
TAG(56:3)_FA 18:1,0.21430763280672993,10.208260207081564,197.85528097786508,6.135782024124814e-45,1.1137462157534616e-44,930.8 -> 631.796,TAG2,97033.506897006,97033.506897006,86745.42602542,86745.42602542,61593.224609378
TAG(48:3)_FA 18:1,-0.22808976266284245,8.96596075237163,196.4235313090064,1.2598878005830356e-44,2.276118054826899e-44,818.8 -> 519.8,TAG1,34169.882263181,34169.882263181,41509.122955305,41509.122955305,29469.821929941
TAG(52:6)_FA 18:0,-0.22554727061238436,9.112561995294994,195.46827958579237,2.0361521134156438e-44,3.6612500443107587e-44,868.7 -> 567.7,TAG1,37298.482482906,37298.482482906,45229.923034664,45229.923034664,34621.242553716
TAG(58:6)_FA 20:0,-0.22506453143271402,8.978036442783068,194.44167298670493,3.410884707851648e-44,6.104527304239165e-44,952.8 -> 623.8,TAG2,37117.142578136,37117.142578136,44994.963409426004,44994.963409426004,20359.50138856
TAG(56:8)_FA 18:1,0.2042534097009438,11.396513320115826,190.89544641556486,2.0271075493790215e-43,3.6110799600565825e-43,920.8 -> 621.8,TAG2,240584.47656253,240584.47656253,216580.39331053,216580.39331053,81489.66564942
TAG(58:0)_FA 20:0,0.21760314870307904,9.164757331751218,184.99612237740564,3.932280691522697e-42,6.97251622617219e-42,964.9 -> 635.9,TAG2,47377.523315419,47377.523315419,42257.622741684,42257.622741684,29043.202270526
TAG(60:11)_FA 18:2,0.22031079743265022,9.007379397751416,184.922406037123,4.08072608574015e-42,7.202387515384688e-42,970.9 -> 673.9,TAG2,41599.442855796,41599.442855796,37034.382568347,37034.382568347,28831.861938475
TAG(54:0)_FA 16:0,0.2106052741650636,9.741469727587411,182.64583876923217,1.2815900145857658e-41,2.2516008054419647e-41,908.9 -> 635.9,TAG1,65797.984924335,65797.984924335,58972.82464597,58972.82464597,57513.824035636
TAG(60:7)_FA 16:1,-0.23781514247174845,8.140716280931379,181.3274858653123,2.4864632825335926e-41,4.348472316029068e-41,978.9 -> 707.9,TAG1,18416.161239627,18416.161239627,22523.041503906,22523.041503906,19589.341476447
TAG(54:6)_FA 16:0,0.21624857771346784,9.099738917462952,181.2915690072089,2.5317676792419023e-41,4.407577368862039e-41,896.8 -> 623.8,TAG1,45410.823547374,45410.823547374,40541.502990735,40541.502990735,27326.901855453
TAG(56:1)_FA 18:1,0.204665087680689,10.18330047905999,180.23651360815794,4.30308559463349e-41,7.457383632328627e-41,934.9 -> 635.9,TAG2,95472.806060765,95472.806060765,85922.56677244,85922.56677244,59345.22393799
TAG(60:0)_FA 20:0,-0.19388067729569455,12.05252969001825,173.67203249717966,1.1673653180218578e-39,2.013968093704376e-39,992.9 -> 663.9,TAG2,272494.580077966,272494.580077966,323265.806015133,323265.806015133,322173.184623801
TAG(60:11)_FA 16:1,-0.2509337862869518,7.503892233518734,173.15185437956416,1.5163731813124646e-39,2.604353939204816e-39,970.9 -> 699.9,TAG1,12179.1008071894,12179.1008071894,15031.161148064,15031.161148064,11140.840789796
TAG(60:10)_FA 16:0,-0.25126332237336707,7.398703164693208,169.77081896046403,8.302752758005012e-39,1.41962245817675e-38,972.9 -> 699.9,TAG1,11561.1008682233,11561.1008682233,14271.7009353621,14271.7009353621,9434.0006408708
TAG(60:10)_FA 18:1,0.21083124611668932,8.942647842135663,167.86510057716163,2.1650438248552584e-38,3.685385710753618e-38,972.9 -> 673.9,TAG2,39709.222534195,39709.222534195,35584.64257811,35584.64257811,27393.181732164
TAG(58:1)_FA 18:0,0.19853133339319262,9.982605413257808,166.03884295608015,5.424768557171973e-38,9.193302466357813e-38,962.9 -> 661.9,TAG1,78273.885070819,78273.885070819,70744.20544436,70744.20544436,65498.384704568
TAG(60:7)_FA 16:0,0.20777492718708598,9.128936858225655,165.7063162239123,6.412371822957552e-38,1.0819111930364506e-37,978.9 -> 705.9,TAG1,42979.302658056,42979.302658056,38596.742492657,38596.742492657,37767.222717296
TAG(60:1)_FA 18:2,0.22392985768064724,7.948015248960064,156.5404807285405,6.450032252922958e-36,1.0834922600304793e-35,990.9 -> 693.9,TAG2,19916.501403815,19916.501403815,17686.4613723736,17686.4613723736,14042.5209732049
TAG(60:0)_FA 18:1,0.22113048104487978,8.003494821068067,156.00580903915235,8.441081575053989e-36,1.4117616782732216e-35,992.9 -> 693.9,TAG2,21214.281463622,21214.281463622,18875.521377559,18875.521377559,12891.5608406076
TAG(52:6)_FA 16:0,0.19977692965567376,9.140645891534907,154.46101765552066,1.8364505478956673e-35,3.058089390626263e-35,868.7 -> 595.7,TAG1,44717.743347175,44717.743347175,40381.162719713,40381.162719713,33480.022460937
TAG(60:5)_FA 16:0,0.23819067785646605,7.485910808533931,154.1931847758518,2.1014087330862592e-35,3.4841538734720227e-35,982.9 -> 709.9,TAG1,14003.9209518447,14003.9209518447,12313.580924986,12313.580924986,11877.5208625792
TAG(50:4)_FA 18:2,-0.179279633024422,13.193159255480579,151.47918389449626,8.234847471921717e-35,1.3594597335112146e-34,846.8 -> 549.8,TAG2,689348.16845712,689348.16845712,809552.7597657,809552.7597657,427319.77294929
TAG(50:4)_FA 18:1,-0.1819232602217485,10.681628714947072,146.39615947966772,1.0634952729390113e-33,1.7481488821272158e-33,846.8 -> 547.8,TAG1,115271.9274902,115271.9274902,135620.68884272,135620.68884272,93089.90637205
TAG(60:3)_FA 18:2,0.1892116124128118,9.531334770086263,145.5112411795142,1.6603217153121397e-33,2.7175351152331174e-33,986.9 -> 689.9,TAG2,59556.204437238,59556.204437238,54175.94360352,54175.94360352,40438.003135689
TAG(50:4)_FA 18:0,-0.2003109020748314,8.555586483518436,142.06464560775913,9.413393668558246e-33,1.5341828830033227e-32,846.8 -> 545.8,TAG1,26160.401824942,26160.401824942,31173.262237542,31173.262237542,21520.061538708
TAG(58:8)_FA 18:1,0.17821420671425275,10.587691724634219,140.27892532658026,2.3132343888095025e-32,3.754104961500167e-32,948.8 -> 649.8,TAG2,127693.549316401,127693.549316401,117046.66772461,117046.66772461,71419.105102537
TAG(56:0)_FA 18:2,-0.19945622485559134,8.427846835649857,139.73985367350713,3.0346044988015343e-32,4.904023303970412e-32,936.9 -> 639.896,TAG2,25383.621932978,25383.621932978,30229.722259527,30229.722259527,14522.221069337
TAG(58:8)_FA 18:2,0.19124592092982484,8.954216089255155,138.50819966231614,5.642194785200139e-32,9.079666398032156e-32,948.8 -> 651.8,TAG2,39943.622802706,39943.622802706,36283.942443841,36283.942443841,27095.782043454
TAG(60:1)_FA 18:0,0.18230716965130692,9.445514269343674,132.85196753694044,9.741104374782192e-31,1.5610221654985689e-30,990.9 -> 689.9,TAG1,53371.343780518,53371.343780518,48782.723693863,48782.723693863,46091.503143307
TAG(60:5)_FA 18:1,-0.2046542062947185,7.945577776407552,131.99971413115853,1.4964073114555909e-30,2.3880166678645472e-30,982.9 -> 683.9,TAG2,17679.321228022,17679.321228022,21130.561401371,21130.561401371,11993.0808944681
TAG(56:3)_FA 20:4,0.17927138039605242,9.612167257965625,131.39045114511248,2.033946305822095e-30,3.23237110012391e-30,930.8 -> 609.8,TAG2,61744.484252914,61744.484252914,56554.863616933,56554.863616933,45935.72354124
TAG(54:0)_FA 20:4,-0.19262522445603333,8.244136404221797,125.32811280905558,4.313831615547425e-29,6.827262432870511e-29,908.9 -> 587.9,TAG2,22099.961517336,22099.961517336,26194.841781617,26194.841781617,13855.080978391
TAG(58:0)_FA 16:1,0.1868399565128702,8.534925721550865,124.40476505278141,6.869839687878862e-29,1.082777201834405e-28,964.9 -> 693.9,TAG1,30611.582122788,30611.582122788,27891.962127672,27891.962127672,17783.021316526
TAG(58:0)_FA 20:4,0.19191529844767505,8.224344652429846,124.23379414374217,7.488011026889686e-29,1.175372222663422e-28,964.9 -> 643.9,TAG2,25082.041748042,25082.041748042,22773.421386717,22773.421386717,13165.160842893
TAG(48:3)_FA 18:0,-0.19455745536571994,8.156412938870947,123.11158762408783,1.318227248909994e-28,2.0607389238062355e-28,818.8 -> 517.8,TAG1,19516.081481936,19516.081481936,23163.201736454,23163.201736454,17634.96122742
TAG(56:4)_FA 16:1,-0.18950081862847384,8.349139876113403,122.70309893218638,1.619581788276373e-28,2.521544003698581e-28,928.8 -> 657.8,TAG1,23024.681671134,23024.681671134,27231.862121571,27231.862121571,17703.841217045
TAG(56:5)_FA 16:1,-0.18119539233883805,8.894698221595146,122.46090567938886,1.829855446037364e-28,2.8373871896044954e-28,926.8 -> 655.8,TAG1,32747.382202147,32747.382202147,38508.802490224,38508.802490224,29277.802185054
TAG(52:5)_FA 18:0,-0.1814045111392332,8.96499571040869,117.28711091300218,2.4837926975288784e-27,3.835857270780486e-27,870.8 -> 569.8,TAG1,27005.801803584,27005.801803584,31761.682144167,31761.682144167,56652.923858638
TAG(48:3)_FA 16:0,-0.17879594443481092,8.730155504848417,116.44938208735117,3.7892811908680775e-27,5.8284927554316216e-27,818.8 -> 545.8,TAG1,29539.402160643,29539.402160643,34678.702484136,34678.702484136,25080.901840201
TAG(58:1)_FA 18:2,0.17140944792827653,9.187866698183116,115.76580040847789,5.348746740550855e-27,8.19428000652391e-27,962.9 -> 665.9,TAG2,48810.223632825,48810.223632825,44952.02310181,44952.02310181,25245.341827382
TAG(60:11)_FA 16:0,-0.2008385589063463,7.7089094678897965,115.5009585245464,6.112949559798024e-27,9.32772781435316e-27,970.9 -> 697.9,TAG1,13656.9008941602,13656.9008941602,16279.801162717,16279.801162717,15258.240951536
TAG(56:8)_FA 18:2,0.17031558456823986,9.2441857983226,114.76838903794086,8.844736235283507e-27,1.3442595151244376e-26,920.8 -> 623.8,TAG2,49972.70336913,49972.70336913,46057.523132296,46057.523132296,28614.102203366
