lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,APIblock3x,APIblock3xcopy,Control3x,Control3xcopy,Blank
TAG(56:4)_FA 16:1,-0.1405915174972834,7.1460215920282515,67.07557373011969,2.612959210081567e-16,4.0353361994404847e-16,928.8 -> 657.8,TAG1,25616.021881096,25616.021881096,23271.221588133,23271.221588133,17703.841217045
TAG(52:5)_FA 20:4,-0.11740569287909286,12.144928208471914,65.13645852034938,6.988704427454147e-16,1.0749693958694532e-15,870.8 -> 549.796,TAG2,956048.6015626,956048.6015626,854688.00732428,854688.00732428,241914.93933097
TAG(54:8)_FA 18:1,0.11877016096863627,10.421069088826355,64.57051919810164,9.31385313003232e-16,1.4211975094830192e-15,892.7 -> 593.7,TAG1,263429.11889647,263429.11889647,199938.01513672,199938.01513672,186310.45385744
TAG(58:2)_FA 16:1,-0.12602135565277417,8.319013016101202,64.57478016189573,9.293733454540397e-16,1.4211975094830192e-15,960.9 -> 689.9,TAG1,60008.104064938,60008.104064938,53967.363586389,53967.363586389,34469.822372424
TAG(50:2)_FA 16:0,-0.11523428679908206,13.554961783102696,63.16480004383277,1.901156410417856e-15,2.8894559729763443e-15,850.8 -> 577.8,TAG1,2409841.3710918,2409841.3710918,2151109.0820313,2151109.0820313,964553.3124998
TAG(48:2)_F A18:0,0.12313772220641468,8.426374548823024,62.591694089057,2.5432378188153402e-15,3.850039860103855e-15,820.8 -> 519.8,TAG1,73287.845886262,73287.845886262,55456.024108894,55456.024108894,30234.322021473
TAG(56:4)_FA 18:0,-0.131853117245152,7.369208506241921,61.93157489372635,3.5560159016253624e-15,5.362023977647692e-15,928.8 -> 627.8,TAG1,30719.881988537,30719.881988537,27739.361999522,27739.361999522,18621.721221925
TAG(60:9)_FA 16:1,0.11731621909985121,9.786134990269456,61.44403559885298,4.555080966196967e-15,6.841552980601719e-15,974.9 -> 703.9,TAG1,164072.132873562,164072.132873562,124653.388549827,124653.388549827,132730.00903322
TAG(60:10)_FA 16:1,-0.1303205626134124,7.367967077847745,59.006440547333554,1.57156727614262e-14,2.3512119795414976e-14,972.9 -> 701.9,TAG1,27955.161712659,27955.161712659,25216.081817637,25216.081817637,26202.101882926
TAG(60:6)_FA 18:0,-0.13241878780502186,7.095349106620411,58.423105487223125,2.1139370685962575e-14,3.150342012732944e-14,980.9 -> 679.9,TAG1,24149.181671139,24149.181671139,21814.721771239,21814.721771239,18940.461380005
TAG(50:3)_FA 18:1,0.11053850107555453,12.920975844302912,58.006827479743635,2.612096219430208e-14,3.8776467133401925e-14,848.8 -> 549.8,TAG1,1798275.1679702,1798275.1679702,1372668.7255863,1372668.7255863,356682.86120619
TAG(58:4)_FA 16:0,0.13843418160494525,6.7013346841917105,57.789164352619224,2.917725527000376e-14,4.314628868112525e-14,956.9 -> 683.9,TAG1,19835.96143341,19835.96143341,14851.321060183,14851.321060183,15259.2409744266
TAG(60:3)_FA 18:1,-0.12570999714026218,7.370990424157916,56.56862858206177,5.427080268065158e-14,7.994506702572906e-14,986.9 -> 687.9,TAG2,31383.322265601,31383.322265601,28218.021911628,28218.021911628,17107.201263423
TAG(54:8)_FA 20:0,-0.11684780499087952,8.381597219604293,55.86084097919288,7.778661254195527e-14,1.1414663832785007e-13,892.7 -> 563.7,TAG2,62803.26458737,62803.26458737,56123.144042969,56123.144042969,36181.202453616
TAG(58:6)_FA 16:0,-0.1265445882447635,7.383298354504506,55.79085449584969,8.0605649293303e-14,1.1783192244021012e-13,952.8 -> 679.8,TAG1,28279.342041013,28279.342041013,25441.821868907,25441.821868907,26507.141723638
TAG(54:6)_FA 16:0,-0.11532952223668137,8.363080005094185,54.71180285123653,1.3956558370225708e-13,2.0324569793902834e-13,896.8 -> 623.8,TAG1,65270.865203836,65270.865203836,58266.923767087,58266.923767087,27326.901855453
TAG(52:1)_FA 16:0,-0.1064149758188638,12.569214196220441,53.63357685949239,2.4159486533647564e-13,3.5049558115102337e-13,878.8 -> 605.8,TAG1,1205454.9843753,1205454.9843753,1069473.6767578,1069473.6767578,523306.11779797
TAG(58:3)_FA 16:0,0.11941239364421136,7.8776225475296435,52.52942450508985,4.2385013047111457e-13,6.125833961148561e-13,958.9 -> 685.9,TAG1,38774.542877196,38774.542877196,29416.082183846,29416.082183846,48137.803680402
TAG(50:4)_FA 18:0,-0.11828954697647366,7.634782292694143,52.16982190834172,5.090242564057809e-13,7.329183842233612e-13,846.8 -> 545.8,TAG1,37421.422607428,37421.422607428,33474.502380371,33474.502380371,21520.061538708
TAG(60:0)_FA 16:0,0.12118988720935817,7.129488946284135,49.74375280288183,1.7519513761302403e-12,2.513098790478959e-12,992.9 -> 719.9,TAG1,28050.681961059,28050.681961059,21254.281646735,21254.281646735,16519.781005855
TAG(54:0)_FA 18:0,0.10293141720183391,11.572172317752651,49.60109853068415,1.884081808466947e-12,2.692549748667316e-12,908.9 -> 607.896,TAG1,556987.68237324,556987.68237324,427410.45117189,427410.45117189,469021.93164058
TAG(54:6)_FA 20:0,-0.12200652220797097,7.013522513662135,49.26723942215506,2.233617404635023e-12,3.180206193216408e-12,896.8 -> 567.8,TAG2,23715.741729732,23715.741729732,21269.121582027,21269.121582027,15624.8611145
TAG(54:4)_FA 16:0,-0.11127763544104288,7.759832933841149,46.66023081225158,8.442506303791238e-12,1.19758515346372e-11,900.8 -> 627.8,TAG1,39406.482986452,39406.482986452,35079.282531742,35079.282531742,27490.662017828
TAG(60:5)_FA 16:0,-0.13525127927091476,6.134908072954097,46.201023654766914,1.0672120728537555e-11,1.5082738889409163e-11,982.9 -> 709.9,TAG1,11743.82080841,11743.82080841,10629.4207153317,10629.4207153317,11877.5208625792
TAG(48:1)_FA 16:1,0.09799410000436162,13.570759226353141,45.68049934199506,1.3920168949267597e-11,1.9600826130770186e-11,822.8 -> 551.8,TAG1,2595804.4511729,2595804.4511729,1998746.9160153,1998746.9160153,1037444.11474611
TAG(60:8)_FA 16:0,0.09819003547250325,9.821218959120285,43.17249235613147,5.012039458581247e-11,7.031542537130466e-11,976.9 -> 703.9,TAG1,170504.732910161,170504.732910161,131269.32901001,131269.32901001,128027.648986791
TAG(56:3)_FA 18:0,-0.10324083730740648,8.24214734262868,42.973708339108896,5.548046997406837e-11,7.755116788346052e-11,930.8 -> 629.8,TAG1,57220.704284648,57220.704284648,50654.363708516,50654.363708516,33034.162338244
TAG(56:2)_FA 16:0,0.1035625182493549,7.822362218414107,41.40127119072956,1.239767409486251e-10,1.7266578830299425e-10,932.9 -> 659.9,TAG1,48141.203338621,48141.203338621,36925.502746579,36925.502746579,19119.681457516
TAG(52:5)_FA 18:0,-0.1065348779794265,7.74529125271805,39.379773351966804,3.4889229684167055e-10,4.841512669940573e-10,870.8 -> 569.8,TAG1,28055.842117305,28055.842117305,24893.08172605,24893.08172605,56652.923858638
TAG(60:9)_FA 16:0,-0.10341754422962693,7.357080487753901,37.24988164450947,1.0392129927602273e-9,1.4368901668850797e-9,974.9 -> 701.9,TAG1,28480.88214111,28480.88214111,25215.662017826,25215.662017826,24721.361724852
TAG(58:5)_FA 16:1,-0.10591125206007018,6.99076284212629,36.773366462155884,1.3269065521728222e-9,1.8280762931014061e-9,954.8 -> 683.8,TAG1,23132.1815033,23132.1815033,20515.601318358,20515.601318358,16348.881378174
TAG(54:2)_FA 18:1,0.08790251347848115,13.491996534962224,36.733467349333765,1.3543430691407357e-9,1.8591877974225869e-9,904.8 -> 605.8,TAG1,2245936.5664063,2245936.5664063,1741490.8222656,1741490.8222656,1437880.91259753
TAG(60:6)_FA 16:0,-0.10725118708772062,7.0074355405618665,36.4901957668591,1.534360859426743e-9,2.0987864612872948e-9,980.9 -> 707.9,TAG1,20896.7615509,20896.7615509,18550.261276252,18550.261276252,23527.041641237
TAG(56:8)_FA 16:0,0.0866828279701643,11.755993742824876,35.252026990218255,2.8968043796035826e-9,3.948313442662534e-9,920.8 -> 647.8,TAG1,616670.26196288,616670.26196288,478568.23291,478568.23291,560915.87817384
TAG(52:1)_FA 18:1,0.08536517556449368,13.181200445422396,34.59296204550733,4.063728848986215e-9,5.51917783390681e-9,878.8 -> 579.8,TAG1,1737917.1464843,1737917.1464843,1349946.5908204,1349946.5908204,1318826.41308606
TAG(56:5)_FA 16:1,-0.09686568395288801,7.584468827058515,33.98288327279717,5.55990396441492e-9,7.524534340533266e-9,926.8 -> 655.8,TAG1,33251.44238278,33251.44238278,29305.901794424,29305.901794424,29277.802185054
TAG(60:11)_FA 16:1,-0.11433523536158142,6.095747538965469,32.781247262829694,1.0313500989398842e-8,1.390870027795689e-8,970.9 -> 699.9,TAG1,11655.660797116,11655.660797116,10397.7807312,10397.7807312,11140.840789796
TAG(56:0)_FA 18:0,-0.08610396097065115,8.858805538061329,31.44040171411168,2.056567293183969e-8,2.7637378010156497e-8,936.9 -> 635.9,TAG1,84086.966430672,84086.966430672,73558.62512206,73558.62512206,61182.524169932
TAG(60:5)_FA 18:1,0.10006678813764353,6.700254710613755,30.87882861509836,2.746517043472648e-8,3.6780280687063786e-8,982.9 -> 683.9,TAG2,20795.321380616,20795.321380616,15989.22113037,15989.22113037,11993.0808944681
TAG(60:1)_FA 18:0,-0.08492444905441375,8.472757902851942,29.58612138448895,5.34865409847156e-8,7.137750939772151e-8,990.9 -> 689.9,TAG1,64704.164306648,64704.164306648,56556.443939224,56556.443939224,46091.503143307
TAG(52:0)_FA 16:1,-0.08589996124961093,8.20590503041599,29.207561205596292,6.502495531298407e-8,8.647415932247535e-8,880.8 -> 609.8,TAG1,51456.223571777,51456.223571777,45007.143066376,45007.143066376,44338.643493641
TAG(56:5)_FA 20:0,-0.08190415541697775,8.409129603394458,27.984332804241795,1.2230164532641083e-7,1.6208141923880746e-7,926.8 -> 597.8,TAG2,73397.204864487,73397.204864487,64020.664306647,64020.664306647,14906.561065672
TAG(60:3)_FA 20:4,-0.09073521545386676,7.065476428115061,27.094825640992052,1.9371575715886458e-7,2.5583839652360395e-7,986.9 -> 665.9,TAG2,23550.021698003,23550.021698003,20667.621459966,20667.621459966,19815.761459351
TAG(54:0)_FA 18:1,0.07952830806767643,8.596510750192705,25.994813696604602,3.423357705387379e-7,4.5056563613861375e-7,908.9 -> 609.9,TAG1,69763.58465578,69763.58465578,54409.323791538,54409.323791538,61760.30444333
TAG(56:8)_FA 18:0,0.07409520351594664,10.927510543883376,25.4015360099688,4.6554728838764875e-7,6.106322310016078e-7,920.8 -> 619.8,TAG1,345713.24267562,345713.24267562,270642.58081054,270642.58081054,316690.84130859
TAG(56:3)_FA 16:0,-0.08571411272315374,7.158112148350462,24.77471346065806,6.44372800282456e-7,8.423030119733127e-7,930.8 -> 657.8,TAG1,25567.441650383,25567.441650383,22360.161529539,22360.161529539,19960.141540524
TAG(58:5)_FA 18:1,-0.08113533013062903,7.656286912837001,24.421141417444662,7.741447453909341e-7,1.0084946853222033e-6,954.8 -> 655.8,TAG2,37073.122680655,37073.122680655,32319.782562241,32319.782562241,25593.461990352
TAG(54:1)_FA 18:0,0.07111125667654261,13.178769375787969,24.013952827566992,9.56401068648757e-7,1.2417003704829625e-6,906.8 -> 605.8,TAG1,1819591.8437499,1819591.8437499,1427421.9062502,1427421.9062502,1107418.40380847
TAG(60:0)_FA 16:1,0.09316809804745468,6.340810721427835,23.420191890826512,1.302046544562639e-6,1.6847426573226037e-6,992.9 -> 721.9,TAG1,14779.021064759,14779.021064759,11417.8408432,11417.8408432,13191.540946961
TAG(54:6)_FA 16:1,-0.07881244664549382,7.493885555509402,22.749035553000063,1.845967601756269e-6,2.380490206978623e-6,896.8 -> 625.8,TAG1,35078.982360827,35078.982360827,30532.122276309,30532.122276309,17726.941345216
TAG(60:10)_FA 16:0,-0.09067894604685763,6.271972869043765,22.543053980379643,2.0548616717069307e-6,2.640979933770988e-6,972.9 -> 699.9,TAG1,14328.0011062594,14328.0011062594,12573.840919495,12573.840919495,9434.0006408708
TAG(50:3)_FA 16:1,-0.06709961692622719,13.676759256583201,21.429103756398412,3.6715556383515758e-6,4.7030294631727544e-6,848.8 -> 577.8,TAG1,2706148.7910162,2706148.7910162,2336337.9804691,2336337.9804691,958697.60302729
TAG(56:7)_FA 16:0,-0.06700902889872931,9.573158777537902,19.881191262448784,8.240711341438792e-6,1.0520641479236857e-5,922.8 -> 649.8,TAG1,135483.36999512,135483.36999512,116961.44873047,116961.44873047,108386.18750002
TAG(52:1)_FA 18:0,-0.06419572411595453,13.52460614143797,19.59800539484994,9.55689180860394e-6,1.2160430440848203e-5,878.8 -> 577.8,TAG1,2230879.1171875,2230879.1171875,1922143.8085936,1922143.8085936,1350424.69409158
TAG(52:0)_FA 18:0,0.06434849483626602,12.533443917141025,19.587913816916036,9.607504859117199e-6,1.218435218888042e-5,880.8 -> 579.8,TAG1,1114263.33398496,1114263.33398496,878217.34277316,878217.34277316,813070.89404308
TAG(58:1)_FA 16:0,-0.06798778244392076,8.262697636828287,18.653307500714753,1.5677506786465965e-5,1.98167825056649e-5,962.9 -> 689.9,TAG1,58280.103759764,58280.103759764,50346.783264144004,50346.783264144004,34752.702423101
TAG(52:0)_FA 18:1,0.06394736814449617,9.572452962482265,18.116510262287974,2.077918857839667e-5,2.617904350501949e-5,880.8 -> 581.8,TAG1,143490.41101076,143490.41101076,113124.78906249,113124.78906249,104065.76770021
TAG(52:6)_FA 20:4,-0.062055462831560146,10.274082890589346,17.6803181563995,2.61316542431656e-5,3.281450352502434e-5,868.7 -> 547.7,TAG2,263660.96093745,263660.96093745,226835.69458002,226835.69458002,71994.104797355
TAG(60:12)_FA 16:0,-0.08060821626189049,6.269186646695822,16.9593720143073,3.8188331360351404e-5,4.7797813434688195e-5,968.9 -> 695.9,TAG1,12860.9408798223,12860.9408798223,11207.880802155,11207.880802155,13791.4010353097
TAG(54:7)_FA 18:0,0.061507218320085384,9.76312267241797,16.93018330172517,3.878002881511254e-5,4.838029653481467e-5,894.8 -> 593.8,TAG1,166241.83129883,166241.83129883,131283.38891599,131283.38891599,112596.486999511
TAG(54:8)_FA 16:0,0.05941640320770816,11.458518522366614,16.49309961858126,4.88274549687037e-5,6.071725731497895e-5,892.7 -> 619.7,TAG1,493250.85498015,493250.85498015,390091.70971673,390091.70971673,465625.15014632
TAG(58:2)_FA 18:0,-0.06530187051980489,7.763307574982782,16.20018655014083,5.698850392745028e-5,7.063623625959048e-5,960.9 -> 659.9,TAG1,41661.282897953,41661.282897953,35923.242370596,35923.242370596,23562.841735843
TAG(52:1)_FA 16:1,0.056528241002059394,11.097111002133058,14.862251863593274,1.1565437869350204e-4,1.4288911948261704e-4,878.8 -> 607.8,TAG1,410420.6687007,410420.6687007,325235.18310531,325235.18310531,301388.7807617
TAG(58:8)_FA 18:2,-0.06167534418092204,7.842687858403829,14.555463196677914,1.360934688481631e-4,1.6760063848503685e-4,948.8 -> 651.8,TAG2,43232.543121343,43232.543121343,37184.50231932,37184.50231932,27095.782043454
TAG(50:2)_FA 16:1,-0.05493305830532175,12.396421168448123,14.26773901122712,1.5855931167420225e-4,1.946417191385239e-4,850.8 -> 579.8,TAG1,1010666.3652345,1010666.3652345,865225.5039063,865225.5039063,649199.9440917
TAG(52:0)_FA 16:0,0.055395462758372954,10.917869244214016,14.217844199631573,1.6281919792456714e-4,1.9923243707702624e-4,880.8 -> 607.8,TAG1,358477.10717752,358477.10717752,284295.98242188,284295.98242188,275095.58007814
TAG(60:7)_FA 18:0,0.05693905231031612,9.375400938319538,14.188693129992053,1.6536119033459332e-4,2.0169852196862817e-4,978.9 -> 677.9,TAG1,122421.86810303,122421.86810303,96984.787292494,96984.787292494,96640.047180201
TAG(56:8)_FA 16:1,-0.05622249921079473,9.608022707594513,14.031506039581979,1.7977311565493129e-4,2.1858128030424975e-4,920.8 -> 649.796,TAG1,140878.06909179,140878.06909179,120712.72827148,120712.72827148,107234.307556142
TAG(52:2)_FA 16:1,-0.05313904988524599,12.681374748823822,13.384957054733134,2.536504589287166e-4,3.074307777522103e-4,876.8 -> 605.8,TAG1,1330223.1123046,1330223.1123046,1137380.9189454,1137380.9189454,560083.97839337
TAG(60:8)_FA 18:0,0.05327041354795765,11.582558490346914,13.289529837187656,2.668924026861974e-4,3.224599060845855e-4,976.9 -> 675.9,TAG1,551299.13757317,551299.13757317,437861.05126958,437861.05126958,473344.31274432
TAG(56:2)_FA 18:0,0.056319149062103356,8.645446408069528,13.245253808480877,2.732709058619564e-4,3.280964167558912e-4,932.9 -> 631.9,TAG1,77911.145507817,77911.145507817,61749.12426759,61749.12426759,48642.103729236
TAG(58:7)_FA 16:1,0.06135100927136717,7.420615356166655,13.246250422760964,2.7312565445798047e-4,3.280964167558912e-4,950.8 -> 679.8,TAG1,31477.162200921,31477.162200921,24860.621887198,24860.621887198,25817.921981805
TAG(58:1)_FA 18:0,0.05346794523508519,8.979577790210868,12.234790417077225,4.690661241357034e-4,5.6141351732492e-4,962.9 -> 661.9,TAG1,96351.84680174,96351.84680174,76515.5249023,76515.5249023,65498.384704568
TAG(58:1)_FA 16:1,-0.054782220813326336,8.215549714793534,11.947045854911327,5.473409597023292e-4,6.530579051900066e-4,962.9 -> 691.9,TAG1,53815.503784143,53815.503784143,46066.32269289,46066.32269289,40928.742996203
TAG(58:0)_FA 16:1,-0.05655966349272484,7.165881399769568,10.90273495720362,9.602238101939977e-4,0.0011421295630568357,964.9 -> 693.9,TAG1,26803.701843262,26803.701843262,22972.381759644,22972.381759644,17783.021316526
TAG(60:0)_FA 18:1,-0.05869513134445478,6.785330425302379,10.857810559420962,9.837993837883072e-4,0.0011665484953279307,992.9 -> 693.9,TAG2,20862.941406249,20862.941406249,17907.281280516,17907.281280516,12891.5608406076
TAG(60:6)_FA 18:2,0.05946069939242116,6.739987413213559,10.817964173136197,0.0010051995941467613,0.0011882451992537332,980.9 -> 683.9,TAG2,20033.481475829,20033.481475829,15843.161117552,15843.161117552,15198.661041262
TAG(50:1)_FA 18:0,0.047668315390274364,12.49246286446774,10.751350792875712,0.0010420323366663183,0.0012279950305944614,852.8 -> 551.8,TAG1,1126847.8457034,1126847.8457034,898464.0058596,898464.0058596,676824.68945302
TAG(58:10)_FA 16:1,0.05260736945420095,7.864186059177324,10.50446251477451,0.0011908659353927573,0.00139908482593689,944.8 -> 673.8,TAG1,43351.703186014,43351.703186014,34447.262329095,34447.262329095,33205.982421872
TAG(54:1)_FA 16:0,-0.049144689663665135,9.120679083171382,10.480720993071367,0.001206266724899786,0.001412844512650208,906.8 -> 633.8,TAG1,106777.94750976,106777.94750976,91045.94616697,91045.94616697,61838.664428679
TAG(60:1)_FA 16:0,0.05385611261122409,7.335584249441074,10.270269204421025,0.0013519107535666089,0.0015786031055366196,990.9 -> 717.9,TAG1,32132.461959823,32132.461959823,25510.361900326,25510.361900326,17808.541122436
TAG(58:6)_FA 20:4,0.04927642348614061,8.578680030546813,10.126811972107552,0.0014612793374012738,0.0017011245781905408,952.8 -> 631.8,TAG2,76917.325744612,76917.325744612,61259.784515404,61259.784515404,39882.082824701
TAG(60:1)_FA 18:2,0.055929938959709935,6.802908018527051,9.8286671430275,0.0017181280580766437,0.0019940698371010744,990.9 -> 693.9,TAG2,21577.681457519,21577.681457519,17106.181259157,17106.181259157,14042.5209732049
TAG(60:6)_FA 18:1,-0.05222471951959545,6.6231903704267365,8.134302842448657,0.004343554501060703,0.005025925600925224,980.9 -> 681.9,TAG2,17925.621185301,17925.621185301,15317.241088868,15317.241088868,13682.8409881612
TAG(50:2)_FA 18:1,0.04072437455142096,13.005912971156942,7.870286046052314,0.005025370302129675,0.005797339836492968,850.8 -> 551.8,TAG1,1599052.4296879,1599052.4296879,1281115.9648438,1281115.9648438,978995.17041022
TAG(60:12)_FA 18:0,-0.05240934816550731,6.388845122437882,7.779348160737443,0.005284686222073786,0.006078182651814594,968.9 -> 667.9,TAG1,15708.601181029,15708.601181029,13424.5409698472,13424.5409698472,10315.140853881
TAG(58:7)_FA 18:1,-0.04434226292517366,7.879517905616162,7.573249461693054,0.005924088618483964,0.006793191439758557,950.8 -> 651.8,TAG2,44980.343200655,44980.343200655,38225.762603764,38225.762603764,26851.781723023
TAG(60:0)_FA 18:0,-0.042493670146670603,8.183214834644852,7.18698844888248,0.007343412660198644,0.008395603130913672,992.9 -> 691.9,TAG1,53995.743843077,53995.743843077,45828.58322144,45828.58322144,37105.722854573
TAG(58:6)_FA 16:1,-0.047648700751947874,6.854459741235132,7.140351163385232,0.00753683987524448,0.008591100214936417,952.8 -> 681.8,TAG1,20817.94155884,20817.94155884,17732.361343389,17732.361343389,16720.021118165
TAG(58:10)_FA 18:0,0.041917240622541777,7.630460262282228,6.561945124468854,0.010418242626300141,0.011840317287456837,944.8 -> 643.8,TAG1,39998.942840594,39998.942840594,32019.542190549,32019.542190549,19980.561523432
TAG(50:0)_FA 16:1,-0.038380442560688975,9.011023040738456,6.315512378389322,0.01196861542604849,0.013562070142534235,852.8 -> 581.8,TAG1,94667.18652343,94667.18652343,80119.48547364,80119.48547364,68801.964172374
TAG(50:0)_FA 16:0,-0.036290421934201456,12.299245723739574,6.221620160187657,0.012619957802130105,0.014257946425415429,852.8 -> 579.8,TAG1,939338.6240236,939338.6240236,793837.638672,793837.638672,634365.98388711
TAG(60:7)_FA 16:1,-0.04285132482998495,6.860004709670484,5.683714505304056,0.017123079508640077,0.0192886454464975,978.9 -> 707.9,TAG1,19919.881408692,19919.881408692,16911.081253053,16911.081253053,19589.341476447
TAG(58:9)_FA 18:0,-0.036594709508712256,8.661225880533891,5.555102686394983,0.01842689199722151,0.020696479867847034,946.8 -> 645.8,TAG1,71423.184875474,71423.184875474,60372.663879405,60372.663879405,61349.48454286
TAG(60:8)_FA 16:1,-0.03730167641936836,7.991848568681345,5.388057651665203,0.020275027179336443,0.022705659092648708,976.9 -> 705.9,TAG1,46375.283264146,46375.283264146,39219.362792947,39219.362792947,35104.022399884
TAG(52:6)_FA 18:0,-0.03682855562741123,7.8894479021211685,5.1621424629037085,0.02308440413740628,0.02577646292894054,868.7 -> 567.7,TAG1,42474.963317854,42474.963317854,35909.102417008,35909.102417008,34621.242553716
TAG(60:1)_FA 16:1,0.03918294257535355,7.093092718763159,5.102757970080358,0.023887832812614557,0.026596046416370277,990.9 -> 719.9,TAG1,25513.1417312579,25513.1417312579,20462.2614936856,20462.2614936856,19063.7214660661
TAG(56:5)_FA 18:2,-0.03457809656297541,8.614346741778096,5.017227876864989,0.02509631598065151,0.027860547885766748,926.8 -> 629.8,TAG2,78274.184997552,78274.184997552,66071.264282213,66071.264282213,36751.762573247
TAG(54:0)_FA 18:2,-0.03731082938003909,7.260219620048012,4.78990214440836,0.028627052907093633,0.031688327350915785,908.9 -> 611.9,TAG2,27916.281890863,27916.281890863,23608.821670526,23608.821670526,21360.161499021
TAG(58:0)_FA 18:2,-0.03959664703092675,6.601728473659503,4.693780141930455,0.03027198001596419,0.033412588893701106,964.9 -> 667.9,TAG2,18191.121246336,18191.121246336,15408.641174316,15408.641174316,12202.6609191904
TAG(58:3)_FA 20:0,-0.034601155401403655,6.999191480434671,3.9527301389031297,0.04679538885721463,0.05150182164457818,958.9 -> 629.9,TAG2,24286.321487423,24286.321487423,20500.42134094,20500.42134094,15240.701080325
TAG(50:3)_FA 18:0,-0.028557339239506655,10.476948856493312,3.762285291402539,0.05242088665116717,0.057527792514031596,848.8 -> 547.8,TAG1,303708.66284184,303708.66284184,255292.93640153,255292.93640153,91033.54663085
TAG(56:6)_FA 20:0,-0.02978065090880638,7.6433358015554305,3.3236699765900197,0.06828922812612134,0.07472792677801278,924.8 -> 595.8,TAG2,39559.702972396,39559.702972396,33281.502441407,33281.502441407,19717.421417242
TAG(58:9)_FA 16:0,0.028944250202440267,7.910055779874908,3.2183790019137013,0.07281570443693357,0.07945417321750871,946.8 -> 673.8,TAG1,45615.962829574,45615.962829574,36845.862670909,36845.862670909,31186.762481682
TAG(60:2)_FA 18:0,-0.03056376717983379,7.2079692540823,3.190582573239835,0.07406361300576228,0.08058626074206521,988.9 -> 687.9,TAG1,27265.681854242,27265.681854242,22951.0216217,22951.0216217,19860.781463625
TAG(52:6)_FA 18:1,0.027324495559402757,8.166148000140339,2.7925320774797364,0.09470447609104568,0.10275301513561047,868.7 -> 569.7,TAG1,40049.842895478,40049.842895478,32386.222290038,32386.222290038,73065.745330751
TAG(56:5)_FA 16:0,-0.028030394672410006,7.575667000733592,2.742471373901591,0.09771354180267942,0.1057183234757803,926.8 -> 653.8,TAG1,29512.542114274,29512.542114274,24798.742004394,24798.742004394,40484.902587897
TAG(58:8)_FA 18:0,0.02310265762118431,11.253675124659948,2.484898562817552,0.1149437589022542,0.12400974551989677,948.8 -> 647.8,TAG1,420037.45165992,420037.45165992,340657.86376951,340657.86376951,410344.10937488
TAG(56:6)_FA 18:2,-0.024923154059506278,7.911383179777262,2.4073313254202637,0.1207680888639695,0.12992746639016942,924.8 -> 627.8,TAG2,46789.023498533,46789.023498533,39231.202575694,39231.202575694,26175.681900023
TAG(60:7)_FA 16:0,0.02400130214506064,8.033199078913487,2.236201470370984,0.13481179768717352,0.1446300238492646,978.9 -> 705.9,TAG1,48073.323364261,48073.323364261,38964.042755107,38964.042755107,37767.222717296
TAG(60:2)_FA 16:0,-0.025259245597163707,6.69075469138273,1.9744628535089679,0.1599749509842393,0.171146386108837,988.9 -> 715.9,TAG1,20037.021530151,20037.021530151,16804.361289979,16804.361289979,11311.9007797245
TAG(50:1)_FA 18:1,0.02078115110152843,9.422225071621728,1.9012844380177198,0.1679346200041393,0.17916144696820435,852.8 -> 553.8,TAG1,129834.98852539,129834.98852539,105468.06689455,105468.06689455,88087.785461441
TAG(56:1)_FA 18:0,0.020944395110286815,9.131561787099693,1.8962355991113302,0.16850028118260002,0.17926557692482167,934.9 -> 633.9,TAG1,105160.20751951,105160.20751951,85414.48632814,85414.48632814,74464.645324697
TAG(58:3)_FA 16:1,0.022309615066164946,7.336384588850213,1.7446914769003903,0.1865454818304595,0.19791390454588917,958.9 -> 687.9,TAG1,30554.862197862,30554.862197862,24794.1618805,24794.1618805,21119.361480719
TAG(54:5)_FA 16:1,0.02105148088846751,7.761323469174125,1.6743237995777716,0.19568039662682157,0.2070320218455046,898.8 -> 627.8,TAG1,41889.003112785,41889.003112785,34021.062622056,34021.062622056,25990.041717534
TAG(58:3)_FA 18:1,-0.0183515335510922,7.910937215934205,1.315542382273279,0.25139362332831106,0.265244511665959,958.9 -> 659.896,TAG2,48940.243774413,48940.243774413,40848.442871092,40848.442871092,20881.2816009531
TAG(50:2)_FA 18:0,0.01649419619967246,12.332408235538868,1.2873896355472105,0.25652956541082844,0.26991984492403104,850.8 -> 549.8,TAG1,1120630.36035149,1120630.36035149,913023.87646476,913023.87646476,323282.22436545
TAG(58:8)_FA 16:1,-0.015581815173292478,9.568748516880929,1.0743055989100216,0.2999749342011887,0.3147682186275487,948.8 -> 677.8,TAG1,136769.029418941,136769.029418941,113936.62817383,113936.62817383,109856.608032255
TAG(58:5)_FA 16:0,-0.017796955109451743,6.931597702379826,1.0134712352869022,0.3140726722861774,0.3286607472284315,954.8 -> 681.8,TAG1,22158.48147583,22158.48147583,18487.681335445,18487.681335445,17688.361190794
TAG(58:7)_FA 16:0,0.014459319256505733,9.60426329182619,0.9258263821108389,0.33594979059743557,0.350596102994054,950.8 -> 677.8,TAG1,139817.31066898,139817.31066898,114075.72827148,114075.72827148,116892.488281278
TAG(58:4)_FA 16:1,-0.014683350104684483,7.774398253667915,0.7822670446820266,0.3764486925038549,0.3917930685570011,956.9 -> 685.9,TAG1,34523.962371815,34523.962371815,28742.582153325,28742.582153325,44916.143508902
